StrikerName,PlayerId,Matches,PlayerDOB,TeamCode,TeamName,Innings,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,Nationality,RightHandedBat
Rohit Sharma,6,17,30-4-1987,MI,Mumbai Indians,16,333,273,121.97,31,9,14,2,3,0,67,23.78,India,rhb,Indian,True
Manoj Tiwary,0,15,14-11-1985,RPS,Rising Pune Supergiant,13,324,236,137.28,31,11,10,3,2,0,60,32.4,India,rhb,Indian,True
Brendon McCullum,0,11,27-9-1981,GL,Gujarat Lions,11,319,217,147.0,29,18,11,0,2,0,72,29.0,New Zealand,rhb,Overseas,True
Ben Stokes,177,12,4-6-1991,RPS,Rising Pune Supergiant,11,316,221,142.98,22,15,10,1,1,1,103*,31.6,England,lhb,Overseas,False
Glenn Maxwell,28,14,14-10-1988,PBKS,Punjab Kings,13,310,179,173.18,19,26,10,3,0,0,47,31.0,Australia,rhb,Overseas,True
Virat Kohli,2,10,5-11-1988,RCB,Royal Challengers Bangalore,10,308,252,122.22,23,11,10,0,4,0,64,30.8,India,rhb,Indian,True
Aaron Finch,3,13,17-11-1986,GL,Gujarat Lions,13,299,180,166.11,25,19,12,1,2,0,72,24.91,Australia,rhb,Overseas,True
Chris Lynn,27,7,10-4-1990,KKR,Kolkata Knight Riders,7,295,163,180.98,25,19,6,1,3,0,93*,49.16,Australia,rhb,Overseas,True
MS Dhoni,57,16,7-7-1981,RPS,Rising Pune Supergiant,15,290,250,116.0,15,16,11,4,1,0,61*,26.36,India,rhb,Indian,True
Karun Nair,131,14,6-12-1991,DC,Delhi Capitals,13,281,226,124.33,39,6,13,0,1,0,64,21.61,India,rhb,Indian,True
Ishan Kishan,164,11,18-7-1998,GL,Gujarat Lions,10,277,206,134.46,29,13,10,0,1,0,61,27.7,India,lhb,Indian,False
Moises Henriques,133,12,1-2-1987,SRH,Sunrisers Hyderabad,11,277,203,136.45,28,4,6,5,3,0,55*,46.16,Australia,rhb,Overseas,True
Jos Buttler,182,10,8-9-1990,MI,Mumbai Indians,10,272,177,153.67,27,15,10,0,1,0,77,27.2,England,rhb,Overseas,True
Kedar Jadhav,58,13,26-3-1985,RCB,Royal Challengers Bangalore,13,267,186,143.54,25,10,12,1,1,0,69,22.25,India,rhb,Indian,True
Shaun Marsh,41,9,9-7-1983,PBKS,Punjab Kings,8,264,194,136.08,36,5,8,0,2,0,84,33.0,Australia,lhb,Overseas,False
Kane Williamson,65,7,8-8-1990,SRH,Sunrisers Hyderabad,7,256,169,151.47,20,10,6,1,2,0,89,42.66,New Zealand,rhb,Overseas,True
Yuvraj Singh,175,12,12-12-1981,SRH,Sunrisers Hyderabad,11,252,177,142.37,30,8,9,2,2,0,70*,28.0,India,lhb,Indian,False
Hardik Pandya,54,17,11-10-1993,MI,Mumbai Indians,16,250,160,156.25,11,20,7,9,0,0,35*,35.71,India,rhb,Indian,True
Krunal Pandya,17,13,24-3-1991,MI,Mumbai Indians,11,243,179,135.75,24,7,7,4,0,0,47,34.71,India,lhb,Indian,False
Dwayne Smith,0,12,12-4-1983,GL,Gujarat Lions,12,239,156,153.2,32,8,11,1,2,0,74,21.72,West Indies,rhb,Overseas,True
Wriddhiman Saha,225,14,24-10-1984,PBKS,Punjab Kings,11,234,187,125.13,20,8,10,1,1,0,93*,23.4,India,rhb,Indian,True
Manan Vohra,185,11,18-7-1993,PBKS,Punjab Kings,9,229,159,144.02,23,9,9,0,1,0,95,25.44,India,rhb,Indian,True
Axar Patel,110,14,20-1-1994,PBKS,Punjab Kings,13,227,162,140.12,11,11,8,5,0,0,44,28.37,India,lhb,Indian,False
Sunil Narine,156,16,26-5-1988,KKR,Kolkata Knight Riders,14,224,130,172.3,34,10,13,1,1,0,54,17.23,West Indies,lhb,Overseas,False
AB de Villiers,198,9,17-2-1984,RCB,Royal Challengers Bangalore,9,216,163,132.51,12,16,8,1,1,0,89*,27.0,South Africa,rhb,Overseas,True
Chris Gayle,126,9,21-9-1979,RCB,Royal Challengers Bangalore,9,200,163,122.69,15,14,9,0,1,0,77,22.22,West Indies,lhb,Overseas,False
Mandeep Singh,132,11,18-12-1991,RCB,Royal Challengers Bangalore,10,188,177,106.21,21,4,10,0,1,0,52,18.8,India,rhb,Indian,True
Ravindra Jadeja,46,12,6-12-1988,GL,Gujarat Lions,10,158,113,139.82,13,4,4,6,0,0,28,39.5,India,lhb,Indian,False
Chris Morris,112,9,30-4-1987,DC,Delhi Capitals,9,154,94,163.82,15,6,5,4,1,0,52*,30.8,South Africa,rhb,Overseas,True
Travis Head,37,7,29-12-1993,RCB,Royal Challengers Bangalore,7,151,108,139.81,9,6,5,2,1,0,75*,30.2,Australia,lhb,Overseas,False
Pawan Negi,208,12,6-1-1993,RCB,Royal Challengers Bangalore,10,144,111,129.72,10,7,8,2,0,0,35,18.0,India,lhb,Indian,False
Yusuf Pathan,226,15,17-11-1982,KKR,Kolkata Knight Riders,11,143,115,124.34,9,6,8,3,1,0,59,17.87,India,rhb,Indian,True
Corey Anderson,0,11,13-12-1990,DC,Delhi Capitals,11,142,123,115.44,8,9,7,4,0,0,41*,20.28,New Zealand,lhb,Overseas,False
Sam Billings,103,6,15-6-1991,DC,Delhi Capitals,6,138,104,132.69,19,1,6,0,1,0,55,23.0,England,rhb,Overseas,True
Lendl Simmons,368,7,25-1-1985,MI,Mumbai Indians,7,137,112,122.32,10,8,7,0,2,0,66,19.57,West Indies,rhb,Overseas,True
Martin Guptill,70,7,30-9-1986,PBKS,Punjab Kings,7,132,88,150.0,17,5,6,1,1,0,50*,22.0,New Zealand,rhb,Overseas,True
Colin de Grandhomme,68,12,22-7-1986,KKR,Kolkata Knight Riders,9,126,92,136.95,10,6,8,1,0,0,36,15.75,New Zealand,rhb,Overseas,True
Suryakumar Yadav,174,10,14-9-1990,KKR,Kolkata Knight Riders,7,105,88,119.31,8,3,6,1,0,0,31,17.5,India,rhb,Indian,True
Vijay Shankar,61,4,26-1-1991,SRH,Sunrisers Hyderabad,4,101,75,134.66,12,1,2,2,1,0,63*,50.5,India,rhb,Indian,True
Ambati Rayudu,60,5,23-9-1985,MI,Mumbai Indians,5,91,78,116.66,7,3,5,0,1,0,63,18.2,India,rhb,Indian,True
David Miller,128,5,10-6-1989,PBKS,Punjab Kings,4,83,80,103.75,4,4,3,1,0,0,30*,27.66,South Africa,lhb,Overseas,False
Dan Christian,0,13,4-5-1983,RPS,Rising Pune Supergiant,9,79,49,161.22,5,5,5,4,0,0,17*,15.8,Australia,rhb,Overseas,True
Naman Ojha,0,14,20-7-1983,SRH,Sunrisers Hyderabad,5,79,65,121.53,2,3,4,1,0,0,34,19.75,India,rhb,Indian,True
Stuart Binny,195,8,3-6-1984,RCB,Royal Challengers Bangalore,7,78,76,102.63,6,3,5,2,0,0,18*,15.6,India,rhb,Indian,True
Deepak Hooda,215,10,19-4-1995,SRH,Sunrisers Hyderabad,6,78,52,150.0,5,4,3,3,0,0,19*,26.0,India,rhb,Indian,True
Pat Cummins,33,12,8-5-1993,DC,Delhi Capitals,9,77,53,145.28,5,4,5,4,0,0,24,15.4,Australia,rhb,Overseas,True
Shane Watson,104,8,17-6-1981,RCB,Royal Challengers Bangalore,7,71,78,91.02,6,1,6,1,0,0,24,11.83,Australia,rhb,Overseas,True
Eoin Morgan,308,4,10-9-1986,PBKS,Punjab Kings,4,65,62,104.83,6,2,4,0,0,0,26,16.25,England,lhb,Overseas,False
Jason Roy,313,3,21-7-1990,GL,Gujarat Lions,3,59,40,147.5,9,1,2,1,0,0,31,29.5,England,rhb,Overseas,True
Kagiso Rabada,116,6,25-5-1995,DC,Delhi Capitals,3,55,64,85.93,5,1,3,0,0,0,44,18.33,South Africa,lhb,Overseas,False
James Faulkner,0,8,29-4-1990,GL,Gujarat Lions,6,54,57,94.73,4,0,4,2,0,0,21,13.5,Australia,rhb,Overseas,True
Andrew Tye,30,6,12-12-1986,GL,Gujarat Lions,3,53,30,176.66,4,3,2,1,0,0,25,26.5,Australia,rhb,Overseas,True
Saurabh Tiwary,540,1,30-12-1989,MI,Mumbai Indians,1,52,43,120.93,9,0,1,0,1,0,52,52.0,India,lhb,Indian,False
Ben Cutting,162,4,30-1-1987,SRH,Sunrisers Hyderabad,3,51,26,196.15,5,3,2,1,0,0,20,25.5,Australia,rhb,Overseas,True
Mohit Sharma,100,14,18-9-1988,PBKS,Punjab Kings,7,51,50,102.0,3,1,6,1,0,0,13,8.5,India,rhb,Indian,True
Karn Sharma,98,9,23-10-1987,MI,Mumbai Indians,6,49,41,119.51,5,2,6,0,0,0,19,8.16,India,lhb,Indian,False
Amit Mishra,107,14,24-11-1982,DC,Delhi Capitals,6,49,52,94.23,2,2,1,5,0,0,13*,49.0,India,rhb,Indian,True
Chris Woakes,314,13,2-3-1989,KKR,Kolkata Knight Riders,7,46,47,97.87,4,1,4,3,0,0,18,11.5,England,rhb,Overseas,True
Sheldon Jackson,582,4,27-9-1986,KKR,Kolkata Knight Riders,3,38,31,122.58,5,0,2,1,0,0,16,19.0,India,rhb,Indian,True
Mohammad Shami,47,8,3-9-1990,DC,Delhi Capitals,6,36,24,150.0,4,2,4,2,0,0,21,9.0,India,rhb,Indian,True
Ishank Jaggi,0,2,27-1-1989,KKR,Kolkata Knight Riders,2,33,39,84.61,3,0,1,1,0,0,28,33.0,India,rhb,Indian,True
Angelo Mathews,275,3,2-6-1987,DC,Delhi Capitals,2,32,27,118.51,2,1,2,0,0,0,31,16.0,Sri Lanka,rhb,Overseas,True
Sreenath Aravind,0,10,8-4-1984,RCB,Royal Challengers Bangalore,8,32,40,80.0,2,0,4,4,0,0,9,8.0,India,lhb,Indian,False
Bipul Sharma,0,7,28-9-1983,SRH,Sunrisers Hyderabad,3,31,24,129.16,2,1,1,2,0,0,21*,31.0,India,lhb,Indian,False
Marlon Samuels,0,5,5-2-1981,DC,Delhi Capitals,4,29,31,93.54,1,2,4,0,0,0,27,7.25,West Indies,rhb,Overseas,True
Basil Thampi,213,12,11-9-1993,GL,Gujarat Lions,5,28,28,100.0,1,1,0,5,0,0,13*,0.0,India,rhb,Indian,True
Mayank Agarwal,55,3,16-2-1991,RPS,Rising Pune Supergiant,3,26,27,96.29,3,0,3,0,0,0,20,8.66,India,rhb,Indian,True
Ankit Sharma,0,1,20-4-1991,RPS,Rising Pune Supergiant,1,25,15,166.66,2,1,1,0,0,0,25,25.0,India,lhb,Indian,False
Aniket Choudhary,0,5,28-1-1990,RCB,Royal Challengers Bangalore,3,25,20,125.0,1,1,1,2,0,0,15*,25.0,India,rhb,Indian,True
Mitchell Johnson,0,5,2-11-1981,MI,Mumbai Indians,3,20,17,117.64,1,1,0,3,0,0,13*,0.0,Australia,lhb,Overseas,False
Kuldeep Yadav,14,12,14-12-1994,KKR,Kolkata Knight Riders,2,20,22,90.9,2,0,2,0,0,0,16,10.0,India,lhb,Indian,False
Rahul Tewatia,120,3,20-5-1993,PBKS,Punjab Kings,2,19,11,172.72,4,0,1,1,0,0,15*,19.0,India,lhb,Indian,False
Vishnu Vinod,581,3,2-12-1993,RCB,Royal Challengers Bangalore,3,19,26,73.07,1,1,3,0,0,0,9,6.33,India,rhb,Indian,True
Aditya Tare,158,3,7-11-1987,DC,Delhi Capitals,3,18,23,78.26,3,0,3,0,0,0,18,6.0,India,rhb,Indian,True
Marcus Stoinis,23,5,16-8-1989,PBKS,Punjab Kings,3,17,24,70.83,1,0,3,0,0,0,9,5.66,Australia,rhb,Overseas,True
Rajat Bhatia,0,3,22-10-1979,RPS,Rising Pune Supergiant,2,16,17,94.11,0,1,1,1,0,0,16,16.0,India,rhb,Indian,True
Harbhajan Singh,95,11,3-7-1980,MI,Mumbai Indians,7,16,16,100.0,0,1,2,5,0,0,7*,8.0,India,rhb,Indian,True
Mitchell McClenaghan,0,14,11-6-1986,MI,Mumbai Indians,7,16,15,106.66,0,1,4,3,0,0,12,4.0,New Zealand,lhb,Overseas,False
Jasprit Bumrah,9,16,6-12-1993,MI,Mumbai Indians,2,16,12,133.33,0,1,1,1,0,0,16*,16.0,India,rhb,Indian,True
Anureet Singh,0,1,2-3-1988,PBKS,Punjab Kings,1,15,12,125.0,2,0,1,0,0,0,15,15.0,India,rhb,Indian,True
Sachin Baby,599,3,18-12-1988,RCB,Royal Challengers Bangalore,3,15,15,100.0,2,0,3,0,0,0,12,5.0,India,lhb,Indian,False
Deepak Chahar,91,3,7-8-1992,RPS,Rising Pune Supergiant,1,14,6,233.33,0,2,1,0,0,0,14,14.0,India,rhb,Indian,True
Nathan Coulter-Nile,5,8,11-10-1987,KKR,Kolkata Knight Riders,3,14,12,116.66,0,2,3,0,0,0,6,4.66,Australia,rhb,Overseas,True
Samuel Badree,494,7,9-3-1981,RCB,Royal Challengers Bangalore,5,13,23,56.52,0,0,5,0,0,0,8,2.6,West Indies,rhb,Overseas,True
Yuzvendra Chahal,10,13,23-7-1990,RCB,Royal Challengers Bangalore,6,13,26,50.0,0,0,3,3,0,0,4*,4.33,India,rhb,Indian,True
Ankit Bawne,0,1,17-12-1992,DC,Delhi Capitals,1,12,12,100.0,1,0,0,1,0,0,12*,0.0,India,rhb,Indian,True
Carlos Brathwaite,143,2,18-7-1988,DC,Delhi Capitals,2,12,15,80.0,2,0,2,0,0,0,11,6.0,West Indies,rhb,Overseas,True
Swapnil Singh,0,4,22-1-1991,PBKS,Punjab Kings,2,12,19,63.15,0,0,2,0,0,0,10,6.0,India,rhb,Indian,True
Rashid Khan,218,14,20-9-1998,SRH,Sunrisers Hyderabad,3,11,9,122.22,0,1,2,1,0,0,6*,5.5,Afghanistan,rhb,Overseas,True
Umesh Yadav,21,14,25-10-1987,KKR,Kolkata Knight Riders,4,10,13,76.92,0,0,0,4,0,0,4*,0.0,India,rhb,Indian,True
Washington Sundar,20,11,5-10-1999,RPS,Rising Pune Supergiant,5,9,12,75.0,0,0,1,4,0,0,5*,9.0,India,lhb,Indian,False
Faf du Plessis,94,2,13-7-1984,RPS,Rising Pune Supergiant,1,8,7,114.28,1,0,1,0,0,0,8,8.0,South Africa,rhb,Overseas,True
Tymal Mills,643,5,12-8-1992,RCB,Royal Challengers Bangalore,3,8,11,72.72,0,1,3,0,0,0,6,2.66,England,rhb,Overseas,True
Ishant Sharma,50,6,2-9-1988,PBKS,Punjab Kings,3,8,12,66.66,1,0,2,1,0,0,5*,4.0,India,rhb,Indian,True
Praveen Kumar,0,6,2-10-1986,GL,Gujarat Lions,2,8,9,88.88,0,0,1,1,0,0,7*,8.0,India,rhb,Indian,True
Ashok Dinda,0,3,25-3-1984,RPS,Rising Pune Supergiant,1,7,7,100.0,1,0,1,0,0,0,7,7.0,India,rhb,Indian,True
Tim Southee,77,3,11-12-1988,MI,Mumbai Indians,1,7,3,233.33,0,1,1,0,0,0,7,7.0,New Zealand,rhb,Overseas,True
Adam Milne,157,4,13-4-1992,RCB,Royal Challengers Bangalore,3,7,12,58.33,0,0,2,1,0,0,5,3.5,New Zealand,rhb,Overseas,True
Ankit Soni,0,7,2-8-1993,GL,Gujarat Lions,3,7,9,77.77,0,1,2,1,0,0,7*,3.5,India,rhb,Indian,True
Lasith Malinga,167,12,28-8-1983,MI,Mumbai Indians,2,7,3,233.33,0,1,0,2,0,0,7*,0.0,Sri Lanka,rhb,Overseas,True
Sandeep Sharma,220,13,18-5-1993,PBKS,Punjab Kings,4,7,6,116.66,0,0,0,4,0,0,5*,0.0,India,rhb,Indian,True
Darren Bravo,265,1,6-2-1989,KKR,Kolkata Knight Riders,1,6,5,120.0,1,0,0,1,0,0,6*,0.0,West Indies,lhb,Overseas,False
Iqbal Abdulla,0,2,2-12-1989,RCB,Royal Challengers Bangalore,1,5,7,71.42,0,0,0,1,0,0,5*,0.0,India,lhb,Indian,False
Adam Zampa,24,6,31-3-1992,RPS,Rising Pune Supergiant,1,5,7,71.42,1,0,1,0,0,0,5,5.0,Australia,rhb,Overseas,True
Trent Boult,66,6,22-7-1989,KKR,Kolkata Knight Riders,1,5,8,62.5,0,0,0,1,0,0,5*,0.0,New Zealand,rhb,Overseas,True
Ankit Rajpoot,124,5,4-12-1993,KKR,Kolkata Knight Riders,1,4,7,57.14,1,0,1,0,0,0,4,4.0,India,rhb,Indian,True
Varun Aaron,197,6,29-10-1989,PBKS,Punjab Kings,2,4,10,40.0,0,0,1,1,0,0,4,4.0,India,rhb,Indian,True
Zaheer Khan,462,11,8-10-1978,DC,Delhi Capitals,3,4,13,30.76,0,0,1,2,0,0,2,4.0,India,rhb,Indian,True
Bhuvneshwar Kumar,15,14,5-2-1990,SRH,Sunrisers Hyderabad,2,4,4,100.0,0,0,1,1,0,0,4*,4.0,India,rhb,Indian,True
Rahul Chahar,171,3,4-8-1999,RPS,Rising Pune Supergiant,1,3,2,150.0,0,0,0,1,0,0,3*,0.0,India,rhb,Indian,True
Irfan Pathan,458,1,27-10-1984,GL,Gujarat Lions,1,2,3,66.66,0,0,1,0,0,0,2,2.0,India,lhb,Indian,False
Mohammad Nabi,217,3,1-1-1985,SRH,Sunrisers Hyderabad,1,2,3,66.66,0,0,1,0,0,0,2,2.0,Afghanistan,rhb,Overseas,True
KC Cariappa,227,4,13-4-1994,PBKS,Punjab Kings,2,2,7,28.57,0,0,2,0,0,0,1,1.0,India,rhb,Indian,True
Pradeep Sangwan,977,5,5-11-1990,GL,Gujarat Lions,3,2,4,50.0,0,0,2,1,0,0,1*,1.0,India,rhb,Indian,True
Piyush Chawla,149,6,24-12-1988,KKR,Kolkata Knight Riders,1,2,6,33.33,0,0,1,0,0,0,2,2.0,India,lhb,Indian,False
Shahbaz Nadeem,221,7,12-8-1989,DC,Delhi Capitals,4,2,9,22.22,0,0,3,1,0,0,2,0.66,India,rhb,Indian,True
Jaydev Unadkat,180,12,18-10-1991,RPS,Rising Pune Supergiant,2,2,5,40.0,0,0,0,2,0,0,2*,0.0,India,rhb,Indian,True
Shakib Al Hasan,222,1,24-3-1987,KKR,Kolkata Knight Riders,1,1,1,100.0,0,0,0,1,0,0,1*,0.0,Bangladesh,lhb,Overseas,False
Lockie Ferguson,69,4,13-6-1991,RPS,Rising Pune Supergiant,1,1,1,100.0,0,0,0,1,0,0,1*,0.0,New Zealand,rhb,Overseas,True
Dhawal Kulkarni,178,6,10-12-1988,GL,Gujarat Lions,1,1,2,50.0,0,0,1,0,0,0,1,1.0,India,rhb,Indian,True
Akshdeep Nath,199,1,10-5-1993,GL,Gujarat Lions,1,0,1,0.0,0,0,1,0,0,0,0*,0.0,India,rhb,Indian,True
Chris Jordan,519,1,4-10-1988,SRH,Sunrisers Hyderabad,1,0,1,0.0,0,0,1,0,0,0,0*,0.0,England,rhb,Overseas,True
Munaf Patel,460,2,12-7-1983,GL,Gujarat Lions,1,0,1,0.0,0,0,1,0,0,0,0*,0.0,India,rhb,Indian,True
Siddarth Kaul,64,10,19-5-1990,SRH,Sunrisers Hyderabad,1,0,2,0.0,0,0,0,1,0,0,0*,0.0,India,rhb,Indian,True
Imran Tahir,96,12,27-3-1979,RPS,Rising Pune Supergiant,1,0,2,0.0,0,0,0,1,0,0,0*,0.0,South Africa,rhb,Overseas,True
Shardul Thakur,105,12,16-10-1991,RPS,Rising Pune Supergiant,3,0,3,0.0,0,0,3,0,0,0,0*,0.0,India,rhb,Indian,True
