MatchRow,TossTeam,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Year,MatchName1,MatchName2,Winner,WinDetails,Runs1,Wickets1,Overs1,Runs2,Wickets2,Overs2
59.0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,163/5 (20 Overs),Chennai Super Kings,0.0,0.0,164/7 (20 Overs),Rajasthan Royals,DY Patil Stadium,Navi Mumbai,2008-06-01,20:00,2008-06-01,23:00,2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,won by 3 wickets,163.0,5.0,20.0,164.0,7.0,20.0
58.0,Punjab Kings,Chennai Super Kings,Punjab Kings,112/8 (20 Overs),Punjab Kings,0.0,0.0,116/1 (14.5 Overs),Chennai Super Kings,Wankhede Stadium,Mumbai,2008-05-31,20:00,2008-05-31,23:00,2008,Chennai Super Kings,Punjab Kings,Chennai Super Kings,won by 9 wickets,112.0,8.0,20.0,116.0,1.0,14.5
57.0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,192/9 (20 Overs),Rajasthan Royals,0.0,0.0,87/10 (16.1 Overs),Delhi Capitals,Wankhede Stadium,Mumbai,2008-05-30,20:00,2008-05-30,23:00,2008,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,won by 105 runs,192.0,9.0,20.0,87.0,10.0,16.1
56.0,Rajasthan Royals,Punjab Kings,Rajasthan Royals,221/3 (20 Overs),Punjab Kings,0.0,0.0,180/7 (20 Overs),Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Mohali,2008-05-28,20:00,2008-05-28,23:00,2008,Punjab Kings,Rajasthan Royals,Punjab Kings,won by 41 runs,221.0,3.0,20.0,180.0,7.0,20.0
55.0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,122/9 (18 Overs),Royal Challengers Bangalore,0.0,0.0,126/1 (16 Overs),Mumbai Indians,M. Chinnaswamy Stadium,Bengaluru,2008-05-28,16:00,2008-05-28,23:00,2008,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,won by 9 wickets,122.0,9.0,18.0,126.0,1.0,16.0
54.0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,147/8 (20 Overs),Deccan Chargers,0.0,0.0,148/3 (19.2 Overs),Chennai Super Kings,Rajiv Gandhi International Stadium,Hyderabad,2008-05-27,20:00,2008-05-27,23:00,2008,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,won by 7 wickets,147.0,8.0,20.0,148.0,3.0,19.2
53.0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,145/7 (20 Overs),Mumbai Indians,0.0,0.0,146/5 (20 Overs),Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-26,20:00,2008-05-26,23:00,2008,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,won by 5 wickets,145.0,7.0,20.0,146.0,5.0,20.0
52.0,Punjab Kings,Kolkata Knight Riders,Punjab Kings,174/6 (20 Overs),Punjab Kings,0.0,0.0,175/7 (19.4 Overs),Kolkata Knight Riders,Eden Gardens,Kolkata,2008-05-25,20:00,2008-05-25,23:00,2008,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,won by 3 wickets,174.0,6.0,20.0,175.0,7.0,19.4
51.0,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,165/10 (20 Overs),Deccan Chargers,0.0,0.0,171/5 (19 Overs),Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Hyderabad,2008-05-25,16:00,2008-05-25,23:00,2008,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,won by 5 wickets,165.0,10.0,20.0,171.0,5.0,19.0
50.0,Mumbai Indians,Delhi Capitals,Mumbai Indians,180/8 (20 Overs),Mumbai Indians,0.0,0.0,179/5 (19.5 Overs),Delhi Capitals,Arun Jaitley Stadium,Delhi,2008-05-24,20:00,2008-05-24,23:00,2008,Delhi Capitals,Mumbai Indians,Delhi Capitals,won by 5 wickets,180.0,8.0,20.0,179.0,5.0,19.5
49.0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,211/5 (20 Overs),Rajasthan Royals,0.0,0.0,201/7 (20 Overs),Chennai Super Kings,M. A. Chidambaram Stadium,Chennai,2008-05-24,16:00,2008-05-24,23:00,2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,won by 10 runs,211.0,5.0,20.0,201.0,7.0,20.0
48.0,Deccan Chargers,Punjab Kings,Deccan Chargers,175/4 (20 Overs),Deccan Chargers,0.0,0.0,178/4 (19.3 Overs),Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Mohali,2008-05-23,20:00,2008-05-23,23:00,2008,Punjab Kings,Deccan Chargers,Punjab Kings,won by 6 wickets,175.0,4.0,20.0,178.0,4.0,19.3
47.0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Not Available,Delhi Capitals,0.0,0.0,Not Available,Kolkata Knight Riders,Arun Jaitley Stadium,Delhi,2008-05-22,20:00,2008-05-22,23:00,2008,Delhi Capitals,Kolkata Knight Riders,No Result,Match abandoned without a ball bowled,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
46.0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,126/8 (20 Overs),Royal Challengers Bangalore,0.0,0.0,112/8 (20 Overs),Chennai Super Kings,M. A. Chidambaram Stadium,Chennai,2008-05-21,20:00,2008-05-21,23:00,2008,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,won by 14 runs,126.0,8.0,20.0,112.0,8.0,20.0
45.0,Punjab Kings,Mumbai Indians,Punjab Kings,189/4 (20 Overs),Punjab Kings,0.0,0.0,188/10 (20 Overs),Mumbai Indians,Wankhede Stadium,Mumbai,2008-05-21,16:00,2008-05-21,23:00,2008,Mumbai Indians,Punjab Kings,Punjab Kings,won by 1 run,189.0,4.0,20.0,188.0,10.0,20.0
44.0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,147/8 (20 Overs),Kolkata Knight Riders,0.0,0.0,150/4 (16.3 Overs),Rajasthan Royals,Eden Gardens,Kolkata,2008-05-20,20:00,2008-05-20,23:00,2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,won by 6 wickets,147.0,8.0,20.0,150.0,4.0,16.3
43.0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,154/7 (20 Overs),Royal Challengers Bangalore,0.0,0.0,158/5 (18.2 Overs),Delhi Capitals,M. Chinnaswamy Stadium,Bengaluru,2008-05-19,20:00,2008-05-19,23:00,2008,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,won by 5 wickets,154.0,7.0,20.0,158.0,5.0,18.2
42.0,Mumbai Indians,Deccan Chargers,Mumbai Indians,178/7 (20 Overs),Mumbai Indians,0.0,0.0,153/7 (20 Overs),Deccan Chargers,Rajiv Gandhi International Stadium,Hyderabad,2008-05-18,20:00,2008-05-18,23:00,2008,Deccan Chargers,Mumbai Indians,Mumbai Indians,won by 25 runs,178.0,7.0,20.0,153.0,7.0,20.0
41.0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,149/5 (20 Overs),Kolkata Knight Riders,0.0,0.0,55/0 (8 Overs),Chennai Super Kings,Eden Gardens,Kolkata,2008-05-18,16:00,2008-05-18,23:00,2008,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,won by 3 runs (d/l method),149.0,5.0,20.0,55.0,0.0,8.0
40.0,Punjab Kings,Delhi Capitals,Punjab Kings,118/4 (11 Overs),Delhi Capitals,0.0,0.0,94/3 (8 Overs),Punjab Kings,Arun Jaitley Stadium,Delhi,2008-05-17,20:00,2008-05-17,23:00,2008,Delhi Capitals,Punjab Kings,Punjab Kings,won by 6 runs (d/l method),118.0,4.0,11.0,94.0,3.0,8.0
39.0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,197/1 (20 Overs),Rajasthan Royals,0.0,0.0,132/9 (20 Overs),Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,2008-05-17,16:00,2008-05-17,23:00,2008,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,won by 65 runs,197.0,1.0,20.0,132.0,9.0,20.0
38.0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,67/10 (15.2 Overs),Kolkata Knight Riders,0.0,0.0,68/2 (5.3 Overs),Mumbai Indians,Wankhede Stadium,Mumbai,2008-05-16,20:00,2008-05-16,23:00,2008,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,won by 8 wickets,67.0,10.0,15.2,68.0,2.0,5.3
37.0,Deccan Chargers,Delhi Capitals,Deccan Chargers,194/4 (20 Overs),Delhi Capitals,0.0,0.0,182/9 (20 Overs),Deccan Chargers,Arun Jaitley Stadium,Delhi,2008-05-15,20:00,2008-05-15,23:00,2008,Delhi Capitals,Deccan Chargers,Delhi Capitals,won by 12 runs,194.0,4.0,20.0,182.0,9.0,20.0
36.0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,156/6 (20 Overs),Chennai Super Kings,0.0,0.0,158/1 (13.5 Overs),Mumbai Indians,Wankhede Stadium,Mumbai,2008-05-14,20:00,2008-05-14,23:00,2008,Mumbai Indians,Chennai Super Kings,Mumbai Indians,won by 9 wickets,156.0,6.0,20.0,158.0,1.0,13.5
35.0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,133/6 (20 Overs),Kolkata Knight Riders,0.0,0.0,110/10 (17.5 Overs),Delhi Capitals,Eden Gardens,Kolkata,2008-05-13,20:00,2008-05-13,23:00,2008,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,won by 23 runs,133.0,6.0,20.0,110.0,10.0,17.5
34.0,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,143/8 (20 Overs),Royal Challengers Bangalore,0.0,0.0,144/1 (15.4 Overs),Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Mohali,2008-05-12,20:00,2008-05-12,23:00,2008,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,won by 9 wickets,143.0,8.0,20.0,144.0,1.0,15.4
33.0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,156/7 (20 Overs),Delhi Capitals,0.0,0.0,159/7 (19.1 Overs),Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-11,20:00,2008-05-11,23:00,2008,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,won by 3 wickets,156.0,7.0,20.0,159.0,7.0,19.1
32.0,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,204/4 (20 Overs),Kolkata Knight Riders,0.0,0.0,181/7 (20 Overs),Deccan Chargers,Rajiv Gandhi International Stadium,Hyderabad,2008-05-11,16:00,2008-05-11,23:00,2008,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,won by 23 runs,204.0,4.0,20.0,181.0,7.0,20.0
31.0,Punjab Kings,Chennai Super Kings,Punjab Kings,181/4 (20 Overs),Chennai Super Kings,0.0,0.0,163/9 (20 Overs),Punjab Kings,M. A. Chidambaram Stadium,Chennai,2008-05-10,20:00,2008-05-10,23:00,2008,Chennai Super Kings,Punjab Kings,Chennai Super Kings,won by 18 runs,181.0,4.0,20.0,163.0,9.0,20.0
30.0,Deccan Chargers,Rajasthan Royals,Deccan Chargers,140/8 (20 Overs),Deccan Chargers,0.0,0.0,141/2 (16 Overs),Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-09,20:00,2008-05-09,23:00,2008,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,won by 8 wickets,140.0,8.0,20.0,141.0,2.0,16.0
29.0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,129/7 (16 Overs),Kolkata Knight Riders,0.0,0.0,124/4 (16 Overs),Royal Challengers Bangalore,Eden Gardens,Kolkata,2008-05-08,20:00,2008-05-08,23:00,2008,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,won by 5 runs,129.0,7.0,16.0,124.0,4.0,16.0
28.0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,187/5 (20 Overs),Delhi Capitals,0.0,0.0,188/6 (20 Overs),Chennai Super Kings,Arun Jaitley Stadium,Delhi,2008-05-08,16:00,2008-05-08,23:00,2008,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,won by 4 wickets,187.0,5.0,20.0,188.0,6.0,20.0
27.0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,103/10 (16.2 Overs),Rajasthan Royals,0.0,0.0,104/3 (15.1 Overs),Mumbai Indians,DY Patil Stadium,Navi Mumbai,2008-05-07,20:00,2008-05-07,23:00,2008,Mumbai Indians,Rajasthan Royals,Mumbai Indians,won by 7 wickets,103.0,10.0,16.2,104.0,3.0,15.1
26.0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,144/7 (20 Overs),Chennai Super Kings,0.0,0.0,148/3 (18 Overs),Deccan Chargers,M. A. Chidambaram Stadium,Chennai,2008-05-06,20:00,2008-05-06,23:00,2008,Chennai Super Kings,Deccan Chargers,Deccan Chargers,won by 7 wickets,144.0,7.0,20.0,148.0,3.0,18.0
25.0,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,126/10 (19.2 Overs),Royal Challengers Bangalore,0.0,0.0,127/4 (18.2 Overs),Punjab Kings,M. Chinnaswamy Stadium,Bengaluru,2008-05-05,20:00,2008-05-05,23:00,2008,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,won by 6 wickets,126.0,10.0,19.2,127.0,4.0,18.2
24.0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,109/10 (19 Overs),Chennai Super Kings,0.0,0.0,110/2 (14.2 Overs),Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-04,20:00,2008-05-04,23:00,2008,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,won by 8 wickets,109.0,10.0,19.0,110.0,2.0,14.2
23.0,Delhi Capitals,Mumbai Indians,Delhi Capitals,162/8 (20 Overs),Mumbai Indians,0.0,0.0,133/10 (18.5 Overs),Delhi Capitals,DY Patil Stadium,Navi Mumbai,2008-05-04,16:00,2008-05-04,23:00,2008,Mumbai Indians,Delhi Capitals,Mumbai Indians,won by 29 runs,162.0,8.0,20.0,133.0,10.0,18.5
22.0,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,178/6 (20 Overs),Punjab Kings,0.0,0.0,169/6 (20 Overs),Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Mohali,2008-05-03,20:00,2008-05-03,23:00,2008,Punjab Kings,Kolkata Knight Riders,Punjab Kings,won by 9 runs,178.0,6.0,20.0,169.0,6.0,20.0
21.0,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,156/8 (20 Overs),Royal Challengers Bangalore,0.0,0.0,153/6 (20 Overs),Deccan Chargers,M. Chinnaswamy Stadium,Bengaluru,2008-05-03,16:00,2008-05-03,23:00,2008,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,won by 3 runs,156.0,8.0,20.0,153.0,6.0,20.0
20.0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,169/6 (20 Overs),Chennai Super Kings,0.0,0.0,172/2 (19 Overs),Delhi Capitals,M. A. Chidambaram Stadium,Chennai,2008-05-02,20:00,2008-05-02,23:00,2008,Chennai Super Kings,Delhi Capitals,Delhi Capitals,won by 8 wickets,169.0,6.0,20.0,172.0,2.0,19.0
19.0,Punjab Kings,Deccan Chargers,Punjab Kings,164/8 (20 Overs),Deccan Chargers,0.0,0.0,167/3 (18.5 Overs),Punjab Kings,Rajiv Gandhi International Stadium,Hyderabad,2008-05-01,20:00,2008-05-01,23:00,2008,Deccan Chargers,Punjab Kings,Punjab Kings,won by 7 wickets,164.0,8.0,20.0,167.0,3.0,18.5
18.0,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,196/7 (20 Overs),Rajasthan Royals,0.0,0.0,151/10 (19.1 Overs),Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,2008-05-01,16:00,2008-05-01,23:00,2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,won by 45 runs,196.0,7.0,20.0,151.0,10.0,19.1
17.0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,191/5 (20 Overs),Delhi Capitals,0.0,0.0,181/5 (20 Overs),Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi,2008-04-30,20:00,2008-04-30,23:00,2008,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,won by 10 runs,191.0,5.0,20.0,181.0,5.0,20.0
16.0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,137/8 (20 Overs),Kolkata Knight Riders,0.0,0.0,138/3 (18.4 Overs),Mumbai Indians,Eden Gardens,Kolkata,2008-04-29,20:00,2008-04-29,23:00,2008,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,won by 7 wickets,137.0,8.0,20.0,138.0,3.0,18.4
15.0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,178/5 (20 Overs),Chennai Super Kings,0.0,0.0,165/10 (19.4 Overs),Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2008-04-28,20:00,2008-04-28,23:00,2008,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,won by 13 runs,178.0,5.0,20.0,165.0,10.0,19.4
14.0,Deccan Chargers,Mumbai Indians,Deccan Chargers,154/7 (20 Overs),Mumbai Indians,0.0,0.0,155/0 (12 Overs),Deccan Chargers,DY Patil Stadium,Navi Mumbai,2008-04-27,20:00,2008-04-27,23:00,2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,won by 10 wickets,154.0,7.0,20.0,155.0,0.0,12.0
13.0,Delhi Capitals,Punjab Kings,Delhi Capitals,158/8 (20 Overs),Delhi Capitals,0.0,0.0,162/6 (19.3 Overs),Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Mohali,2008-04-27,16:00,2008-04-27,23:00,2008,Punjab Kings,Delhi Capitals,Punjab Kings,won by 4 wickets,158.0,8.0,20.0,162.0,6.0,19.3
12.0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,135/8 (20 Overs),Royal Challengers Bangalore,0.0,0.0,138/3 (17.1 Overs),Rajasthan Royals,M. Chinnaswamy Stadium,Bengaluru,2008-04-26,20:00,2008-04-26,23:00,2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,won by 7 wickets,135.0,8.0,20.0,138.0,3.0,17.1
11.0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,147/9 (20 Overs),Kolkata Knight Riders,0.0,0.0,152/1 (17 Overs),Chennai Super Kings,M. A. Chidambaram Stadium,Chennai,2008-04-26,16:00,2008-04-26,23:00,2008,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,won by 9 wickets,147.0,9.0,20.0,152.0,1.0,17.0
10.0,Mumbai Indians,Punjab Kings,Mumbai Indians,182/10 (20 Overs),Punjab Kings,0.0,0.0,116/9 (20 Overs),Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,Mohali,2008-04-25,20:00,2008-04-25,23:00,2008,Punjab Kings,Mumbai Indians,Punjab Kings,won by 66 runs,182.0,10.0,20.0,116.0,9.0,20.0
9.0,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,214/5 (20 Overs),Deccan Chargers,0.0,0.0,217/7 (19.5 Overs),Rajasthan Royals,Rajiv Gandhi International Stadium,Hyderabad,2008-04-24,20:00,2008-04-24,23:00,2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,won by 3 wickets,214.0,5.0,20.0,217.0,7.0,19.5
8.0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,208/5 (20 Overs),Chennai Super Kings,0.0,0.0,202/7 (20 Overs),Mumbai Indians,M. A. Chidambaram Stadium,Chennai,2008-04-23,20:00,2008-04-23,23:00,2008,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,won by 6 runs,208.0,5.0,20.0,202.0,7.0,20.0
7.0,Delhi Capitals,Deccan Chargers,Delhi Capitals,142/8 (20 Overs),Deccan Chargers,0.0,0.0,143/1 (13 Overs),Delhi Capitals,Rajiv Gandhi International Stadium,Hyderabad,2008-04-22,20:00,2008-04-22,23:00,2008,Deccan Chargers,Delhi Capitals,Delhi Capitals,won by 9 wickets,142.0,8.0,20.0,143.0,1.0,13.0
6.0,Punjab Kings,Rajasthan Royals,Punjab Kings,166/8 (20 Overs),Punjab Kings,0.0,0.0,168/4 (18.1 Overs),Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-04-21,20:00,2008-04-21,23:00,2008,Rajasthan Royals,Punjab Kings,Rajasthan Royals,won by 6 wickets,166.0,8.0,20.0,168.0,4.0,18.1
5.0,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,165/6 (20 Overs),Mumbai Indians,0.0,0.0,166/5 (19.4 Overs),Royal Challengers Bangalore,Wankhede Stadium,Mumbai,2008-04-20,20:00,2008-04-20,23:00,2008,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,won by 5 wickets,165.0,6.0,20.0,166.0,5.0,19.4
4.0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,110/10 (18.4 Overs),Deccan Chargers,0.0,0.0,112/5 (19 Overs),Kolkata Knight Riders,Eden Gardens,Kolkata,2008-04-20,16:00,2008-04-20,23:00,2008,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,won by 5 wickets,110.0,10.0,18.4,112.0,5.0,19.0
3.0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,129/8 (20 Overs),Rajasthan Royals,0.0,0.0,132/1 (15.1 Overs),Delhi Capitals,Arun Jaitley Stadium,Delhi,2008-04-19,20:00,2008-04-19,23:00,2008,Delhi Capitals,Rajasthan Royals,Delhi Capitals,won by 9 wickets,129.0,8.0,20.0,132.0,1.0,15.1
2.0,Chennai Super Kings,Punjab Kings,Chennai Super Kings,240/5 (20 Overs),Chennai Super Kings,0.0,0.0,207/4 (20 Overs),Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Mohali,2008-04-19,16:00,2008-04-19,23:00,2008,Punjab Kings,Chennai Super Kings,Chennai Super Kings,won by 33 runs,240.0,5.0,20.0,207.0,4.0,20.0
1.0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,222/3 (20 Overs),Kolkata Knight Riders,0.0,0.0,82/10 (15.1 Overs),Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2008-04-18,20:00,2008-04-18,23:00,2008,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,won by 140 runs,222.0,3.0,20.0,82.0,10.0,15.1
59.0,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,143/6 (20 Overs),Deccan Chargers,0.0,0.0,137/9 (20 Overs),Royal Challengers Bangalore,New Wanderers Stadium,Johannesburg,2009-05-24,20:00,2009-05-24,23:00,2009,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,won by 6 runs,143.0,6.0,20.0,137.0,9.0,20.0
58.0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,146/5 (20 Overs),Chennai Super Kings,0.0,0.0,149/4 (18.5 Overs),Royal Challengers Bangalore,New Wanderers Stadium,Johannesburg,2009-05-23,20:00,2009-05-23,23:00,2009,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,won by 6 wickets,146.0,5.0,20.0,149.0,4.0,18.5
57.0,Deccan Chargers,Delhi Capitals,Deccan Chargers,153/8 (20 Overs),Delhi Capitals,0.0,0.0,154/4 (17.4 Overs),Deccan Chargers,SuperSport Park,Centurion,2009-05-22,20:00,2009-05-22,23:00,2009,Delhi Capitals,Deccan Chargers,Deccan Chargers,won by 6 wickets,153.0,8.0,20.0,154.0,4.0,17.4
56.0,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,170/4 (20 Overs),Royal Challengers Bangalore,0.0,0.0,158/6 (20 Overs),Deccan Chargers,SuperSport Park,Centurion,2009-05-21,20:00,2009-05-21,23:00,2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,won by 12 runs,170.0,4.0,20.0,158.0,6.0,20.0
55.0,Mumbai Indians,Delhi Capitals,Mumbai Indians,165/8 (20 Overs),Mumbai Indians,0.0,0.0,166/6 (17.3 Overs),Delhi Capitals,SuperSport Park,Centurion,2009-05-21,16:00,2009-05-21,23:00,2009,Delhi Capitals,Mumbai Indians,Delhi Capitals,won by 4 wickets,165.0,8.0,20.0,166.0,6.0,17.3
54.0,Punjab Kings,Chennai Super Kings,Punjab Kings,116/9 (20 Overs),Chennai Super Kings,0.0,0.0,92/8 (20 Overs),Punjab Kings,Kingsmead,Durban,2009-05-20,20:00,2009-05-20,23:00,2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings,won by 24 runs,116.0,9.0,20.0,92.0,8.0,20.0
53.0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,101/9 (20 Overs),Rajasthan Royals,0.0,0.0,102/6 (19.3 Overs),Kolkata Knight Riders,Kingsmead,Durban,2009-05-20,16:00,2009-05-20,23:00,2009,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,won by 4 wickets,101.0,9.0,20.0,102.0,6.0,19.3
52.0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,134/7 (20 Overs),Delhi Capitals,0.0,0.0,135/3 (19 Overs),Royal Challengers Bangalore,New Wanderers Stadium,Johannesburg,2009-05-19,20:00,2009-05-19,23:00,2009,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,won by 7 wickets,134.0,7.0,20.0,135.0,3.0,19.0
51.0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,188/3 (20 Overs),Chennai Super Kings,0.0,0.0,189/3 (20 Overs),Kolkata Knight Riders,SuperSport Park,Centurion,2009-05-18,20:00,2009-05-18,23:00,2009,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,won by 7 wickets,188.0,3.0,20.0,189.0,3.0,20.0
50.0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,150/3 (20 Overs),Delhi Capitals,0.0,0.0,136/9 (20 Overs),Rajasthan Royals,Mangaung Oval,Bloemfontein,2009-05-17,20:00,2009-05-17,23:00,2009,Delhi Capitals,Rajasthan Royals,Delhi Capitals,won by 14 runs,150.0,3.0,20.0,136.0,9.0,20.0
49.0,Punjab Kings,Deccan Chargers,Punjab Kings,134/7 (20 Overs),Punjab Kings,0.0,0.0,133/8 (20 Overs),Deccan Chargers,New Wanderers Stadium,Johannesburg,2009-05-17,16:00,2009-05-17,23:00,2009,Deccan Chargers,Punjab Kings,Punjab Kings,won by 1 run,134.0,7.0,20.0,133.0,8.0,20.0
48.0,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,160/5 (20 Overs),Kolkata Knight Riders,0.0,0.0,166/4 (20 Overs),Deccan Chargers,New Wanderers Stadium,Johannesburg,2009-05-16,20:00,2009-05-16,23:00,2009,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,won by 6 wickets,160.0,5.0,20.0,166.0,4.0,20.0
47.0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,147/5 (20 Overs),Mumbai Indians,0.0,0.0,151/3 (19.1 Overs),Chennai Super Kings,St George's Park,Port Elizabeth,2009-05-16,16:00,2009-05-16,23:00,2009,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,won by 7 wickets,147.0,5.0,20.0,151.0,3.0,19.1
