MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
75,75th  T20I,Kolkata Knight Riders VS Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders won by 5 wickets,Kolkata Knight Riders,Chennai Super Kings,190/3 (20 Overs),CSK,Chennai Super Kings,,,192/5 (19.4 Overs),KKR,Kolkata Knight Riders,M. A. Chidambaram Stadium,Chennai,2012-05-27 20:00:00,20:00,27 May 2012,23:00,Kolkata Knight Riders
74,74th  T20I,Chennai Super Kings VS Delhi Daredevils,Delhi Daredevils,Chennai Super Kings won by 86 runs,Chennai Super Kings,Delhi Daredevils,222/5 (20 Overs),CSK,Chennai Super Kings,,,136/10 (16.5 Overs),DD,Delhi Daredevils,M. A. Chidambaram Stadium,Chennai,2012-05-25 20:00:00,20:00,25 May 2012,23:00,Chennai Super Kings
73,73rd  T20I,Mumbai Indians VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings won by 38 runs,Mumbai Indians,Chennai Super Kings,187/5 (20 Overs),CSK,Chennai Super Kings,,,149/9 (20 Overs),MI,Mumbai Indians,M. Chinnaswamy Stadium,Bengaluru,2012-05-23 20:00:00,20:00,23 May 2012,23:00,Chennai Super Kings
72,72nd  T20I,Delhi Daredevils VS Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders won by 18 runs,Delhi Daredevils,Kolkata Knight Riders,162/4 (20 Overs),KKR,Kolkata Knight Riders,,,144/8 (20 Overs),DD,Delhi Daredevils,,Pune,2012-05-22 20:00:00,20:00,22 May 2012,23:00,Kolkata Knight Riders
71,71st T20I,Rajasthan Royals VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 10 wickets,Rajasthan Royals,Mumbai Indians,162/6 (20 Overs),RR,Rajasthan Royals,,,163/0 (18 Overs),MI,Mumbai Indians,Sawai Mansingh Stadium,Jaipur,2012-05-20 20:00:00,20:00,20 May 2012,23:00,Mumbai Indians
70,70th  T20I,Deccan Chargers VS Royal Challengers Bangalore,Royal Challengers Bangalore,Deccan Chargers won by 9 runs,Deccan Chargers,Royal Challengers Bangalore,132/7 (20 Overs),DEC,Deccan Chargers,,,123/9 (20 Overs),RCB,Royal Challengers Bangalore,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2012-05-20 16:00:00,16:00,20 May 2012,23:00,Deccan Chargers
69,69th  T20I,Pune Warriors India VS Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders won by 34 runs,Pune Warriors India,Kolkata Knight Riders,136/4 (20 Overs),KKR,Kolkata Knight Riders,,,102/8 (20 Overs),PWI,Pune Warriors India,,Pune,2012-05-19 20:00:00,20:00,19 May 2012,23:00,Kolkata Knight Riders
68,68th  T20I,Punjab Kings VS Delhi Daredevils,Delhi Daredevils,Delhi Daredevils won by 6 wickets,Punjab Kings,Delhi Daredevils,141/8 (20 Overs),PBKS,Punjab Kings,,,145/4 (18.2 Overs),DD,Delhi Daredevils,HPCA Stadium,Dharamsala,2012-05-19 16:00:00,16:00,19 May 2012,23:00,Delhi Daredevils
67,67th  T20I,Deccan Chargers VS Rajasthan Royals,Rajasthan Royals,Deccan Chargers won by 5 wickets,Deccan Chargers,Rajasthan Royals,126/8 (20 Overs),RR,Rajasthan Royals,,,128/5 (18.4 Overs),DEC,Deccan Chargers,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2012-05-18 20:00:00,20:00,18 May 2012,23:00,Deccan Chargers
66,66th  T20I,Delhi Daredevils VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 21 runs,Delhi Daredevils,Royal Challengers Bangalore,215/1 (20 Overs),RCB,Royal Challengers Bangalore,,,194/9 (20 Overs),DD,Delhi Daredevils,Arun Jaitley Stadium,Delhi,2012-05-17 20:00:00,20:00,17 May 2012,23:00,Royal Challengers Bangalore
