MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
60,60th  T20,Mumbai Indians VS Delhi Capitals,Delhi Capitals,Mumbai Indians won by 5 wickets,Mumbai Indians,Delhi Capitals,156/7 (20 Overs),DC,Delhi Capitals,,,157/5 (18.4 Overs),MI,Mumbai Indians,Dubai International Cricket Stadium,Dubai,2020-11-10 18:00:00,18:00,10 Nov 2020,23:00,Mumbai Indians
59,59th  T20,Delhi Capitals VS Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals won by 17 runs,Delhi Capitals,Sunrisers Hyderabad,189/3 (20 Overs),DC,Delhi Capitals,,,172/8 (20 Overs),SRH,Sunrisers Hyderabad,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-11-08 18:00:00,18:00,8 Nov 2020,23:00,Delhi Capitals
58,58th  T20,Sunrisers Hyderabad VS Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad won by 6 wickets,Sunrisers Hyderabad,Royal Challengers Bangalore,131/7 (20 Overs),RCB,Royal Challengers Bangalore,,,132/4 (19.4 Overs),SRH,Sunrisers Hyderabad,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-11-06 18:00:00,18:00,6 Nov 2020,23:00,Sunrisers Hyderabad
57,57th  T20,Mumbai Indians VS Delhi Capitals,Delhi Capitals,Mumbai Indians won by 57 runs,Mumbai Indians,Delhi Capitals,200/5 (20 Overs),MI,Mumbai Indians,,,143/8 (20 Overs),DC,Delhi Capitals,Dubai International Cricket Stadium,Dubai,2020-11-05 18:00:00,18:00,5 Nov 2020,23:00,Mumbai Indians
56,56th  T20,Sunrisers Hyderabad VS Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad won by 10 wickets,Sunrisers Hyderabad,Mumbai Indians,149/8 (20 Overs),MI,Mumbai Indians,,,151/0 (17.1 Overs),SRH,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sharjah,2020-11-03 18:00:00,18:00,3 Nov 2020,23:00,Sunrisers Hyderabad
55,55th  T20,Delhi Capitals VS Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals won by 6 wickets,Delhi Capitals,Royal Challengers Bangalore,152/7 (20 Overs),RCB,Royal Challengers Bangalore,,,154/4 (19 Overs),DC,Delhi Capitals,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-11-02 18:00:00,18:00,2 Nov 2020,23:00,Delhi Capitals
54,54th  T20,Kolkata Knight Riders VS Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders won by 60 runs,Kolkata Knight Riders,Rajasthan Royals,191/7 (20 Overs),KKR,Kolkata Knight Riders,,,131/9 (20 Overs),RR,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,2020-11-01 18:00:00,18:00,1 Nov 2020,23:00,Kolkata Knight Riders
53,53rd  T20,Chennai Super Kings VS Punjab Kings,Punjab Kings,Chennai Super Kings won by 9 wickets,Chennai Super Kings,Punjab Kings,153/6 (20 Overs),PBKS,Punjab Kings,,,154/1 (18.5 Overs),CSK,Chennai Super Kings,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-11-01 14:00:00,14:00,1 Nov 2020,23:00,Chennai Super Kings
52,52nd  T20,Royal Challengers Bangalore VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad won by 5 wickets,Royal Challengers Bangalore,Sunrisers Hyderabad,120/7 (20 Overs),RCB,Royal Challengers Bangalore,,,121/5 (14.1 Overs),SRH,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sharjah,2020-10-31 18:00:00,18:00,31 Oct 2020,23:00,Sunrisers Hyderabad
51,51st T20,Delhi Capitals VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 9 wickets,Delhi Capitals,Mumbai Indians,110/9 (20 Overs),DC,Delhi Capitals,,,111/1 (14.2 Overs),MI,Mumbai Indians,Dubai International Cricket Stadium,Dubai,2020-10-31 14:00:00,14:00,31 Oct 2020,23:00,Mumbai Indians
50,50th  T20,Punjab Kings VS Rajasthan Royals,Rajasthan Royals,Rajasthan Royals won by 7 wickets,Punjab Kings,Rajasthan Royals,185/4 (20 Overs),PBKS,Punjab Kings,,,186/3 (17.3 Overs),RR,Rajasthan Royals,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-30 18:00:00,18:00,30 Oct 2020,23:00,Rajasthan Royals
49,49th  T20,Chennai Super Kings VS Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings won by 6 wickets,Chennai Super Kings,Kolkata Knight Riders,172/5 (20 Overs),KKR,Kolkata Knight Riders,,,178/4 (20 Overs),CSK,Chennai Super Kings,Dubai International Cricket Stadium,Dubai,2020-10-29 18:00:00,18:00,29 Oct 2020,23:00,Chennai Super Kings
48,Final,Mumbai Indians VS Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians won by 5 wickets,Mumbai Indians,Royal Challengers Bangalore,164/6 (20 Overs),RCB,Royal Challengers Bangalore,,,166/5 (19.1 Overs),MI,Mumbai Indians,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-28 18:00:00,18:00,28 Oct 2020,23:00,Mumbai Indians
47,2nd Semi-Final,Sunrisers Hyderabad VS Delhi Capitals,Delhi Capitals,Sunrisers Hyderabad won by 88 runs,Sunrisers Hyderabad,Delhi Capitals,219/2 (20 Overs),SRH,Sunrisers Hyderabad,,,131/10 (19 Overs),DC,Delhi Capitals,Dubai International Cricket Stadium,Dubai,2020-10-27 18:00:00,18:00,27 Oct 2020,23:00,Sunrisers Hyderabad
46,1st Semi-Final,Kolkata Knight Riders VS Punjab Kings,Punjab Kings,Punjab Kings won by 8 wickets,Kolkata Knight Riders,Punjab Kings,149/9 (20 Overs),KKR,Kolkata Knight Riders,,,150/2 (18.5 Overs),PBKS,Punjab Kings,Sharjah Cricket Stadium,Sharjah,2020-10-26 18:00:00,18:00,26 Oct 2020,23:00,Punjab Kings
45,45th  T20,Rajasthan Royals VS Mumbai Indians,Mumbai Indians,Rajasthan Royals won by 8 wickets,Rajasthan Royals,Mumbai Indians,195/5 (20 Overs),MI,Mumbai Indians,,,196/2 (18.2 Overs),RR,Rajasthan Royals,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-25 18:00:00,18:00,25 Oct 2020,23:00,Rajasthan Royals
44,44th  T20,Royal Challengers Bangalore VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings won by 8 wickets,Royal Challengers Bangalore,Chennai Super Kings,145/6 (20 Overs),RCB,Royal Challengers Bangalore,,,150/2 (18.4 Overs),CSK,Chennai Super Kings,Dubai International Cricket Stadium,Dubai,2020-10-25 14:00:00,14:00,25 Oct 2020,23:00,Chennai Super Kings
43,43rd  T20,Punjab Kings VS Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings won by 12 runs,Punjab Kings,Sunrisers Hyderabad,126/7 (20 Overs),PBKS,Punjab Kings,,,114/10 (19.5 Overs),SRH,Sunrisers Hyderabad,Dubai International Cricket Stadium,Dubai,2020-10-24 18:00:00,18:00,24 Oct 2020,23:00,Punjab Kings
42,42nd  T20,Kolkata Knight Riders VS Delhi Capitals,Delhi Capitals,Kolkata Knight Riders won by 59 runs,Kolkata Knight Riders,Delhi Capitals,194/6 (20 Overs),KKR,Kolkata Knight Riders,,,135/9 (20 Overs),DC,Delhi Capitals,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-24 14:00:00,14:00,24 Oct 2020,23:00,Kolkata Knight Riders
41,41st T20,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 10 wickets,Chennai Super Kings,Mumbai Indians,114/9 (20 Overs),CSK,Chennai Super Kings,,,116/0 (12.2 Overs),MI,Mumbai Indians,Sharjah Cricket Stadium,Sharjah,2020-10-23 18:00:00,18:00,23 Oct 2020,23:00,Mumbai Indians
40,40th  T20,Rajasthan Royals VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad won by 8 wickets,Rajasthan Royals,Sunrisers Hyderabad,154/6 (20 Overs),RR,Rajasthan Royals,,,156/2 (18.1 Overs),SRH,Sunrisers Hyderabad,Dubai International Cricket Stadium,Dubai,2020-10-22 18:00:00,18:00,22 Oct 2020,23:00,Sunrisers Hyderabad
39,39th  T20,Kolkata Knight Riders VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 8 wickets,Kolkata Knight Riders,Royal Challengers Bangalore,84/8 (20 Overs),KKR,Kolkata Knight Riders,,,85/2 (13.3 Overs),RCB,Royal Challengers Bangalore,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-21 18:00:00,18:00,21 Oct 2020,23:00,Royal Challengers Bangalore
38,38th  T20,Punjab Kings VS Delhi Capitals,Delhi Capitals,Punjab Kings won by 5 wickets,Punjab Kings,Delhi Capitals,164/5 (20 Overs),DC,Delhi Capitals,,,167/5 (19 Overs),PBKS,Punjab Kings,Dubai International Cricket Stadium,Dubai,2020-10-20 18:00:00,18:00,20 Oct 2020,23:00,Punjab Kings
37,37th  T20,Chennai Super Kings VS Rajasthan Royals,Rajasthan Royals,Rajasthan Royals won by 7 wickets,Chennai Super Kings,Rajasthan Royals,125/5 (20 Overs),CSK,Chennai Super Kings,,,126/3 (17.3 Overs),RR,Rajasthan Royals,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-19 18:00:00,18:00,19 Oct 2020,23:00,Rajasthan Royals
36,36th  T20,Mumbai Indians VS Punjab Kings,Punjab Kings,Match tied (Kings XI Punjab won on second Super Over),Mumbai Indians,Punjab Kings,176/6 (20 Overs),MI,Mumbai Indians,,,176/6 (20 Overs),PBKS,Punjab Kings,Dubai International Cricket Stadium,Dubai,2020-10-18 18:00:00,18:00,18 Oct 2020,23:00,Match Tied (Kings Xi Punjab
35,35th  T20,Sunrisers Hyderabad VS Kolkata Knight Riders,Kolkata Knight Riders,Match tied (Kolkata Knight Riders won the Super Over),Sunrisers Hyderabad,Kolkata Knight Riders,163/5 (20 Overs),KKR,Kolkata Knight Riders,,,163/6 (20 Overs),SRH,Sunrisers Hyderabad,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-18 14:00:00,14:00,18 Oct 2020,23:00,Match Tied (Kolkata Knight Riders
34,34th  T20,Delhi Capitals VS Chennai Super Kings,Chennai Super Kings,Delhi Capitals won by 5 wickets,Delhi Capitals,Chennai Super Kings,179/4 (20 Overs),CSK,Chennai Super Kings,,,185/5 (19.5 Overs),DC,Delhi Capitals,Sharjah Cricket Stadium,Sharjah,2020-10-17 18:00:00,18:00,17 Oct 2020,23:00,Delhi Capitals
33,33rd  T20,Rajasthan Royals VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 7 wickets,Rajasthan Royals,Royal Challengers Bangalore,177/6 (20 Overs),RR,Rajasthan Royals,,,179/3 (19.4 Overs),RCB,Royal Challengers Bangalore,Dubai International Cricket Stadium,Dubai,2020-10-17 14:00:00,14:00,17 Oct 2020,23:00,Royal Challengers Bangalore
32,32nd  T20,Mumbai Indians VS Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians won by 8 wickets,Mumbai Indians,Kolkata Knight Riders,148/5 (20 Overs),KKR,Kolkata Knight Riders,,,149/2 (16.5 Overs),MI,Mumbai Indians,Sheikh Zayed Cricket Stadium,Abu Dhabi,2020-10-16 18:00:00,18:00,16 Oct 2020,23:00,Mumbai Indians
31,31st T20,Royal Challengers Bangalore VS Punjab Kings,Punjab Kings,Punjab Kings won by 8 wickets,Royal Challengers Bangalore,Punjab Kings,171/6 (20 Overs),RCB,Royal Challengers Bangalore,,,177/2 (20 Overs),PBKS,Punjab Kings,Sharjah Cricket Stadium,Sharjah,2020-10-15 18:00:00,18:00,15 Oct 2020,23:00,Punjab Kings
30,30th  T20,Delhi Capitals VS Rajasthan Royals,Rajasthan Royals,Delhi Capitals won by 13 runs,Delhi Capitals,Rajasthan Royals,161/7 (20 Overs),DC,Delhi Capitals,,,148/8 (20 Overs),RR,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,2020-10-14 18:00:00,18:00,14 Oct 2020,23:00,Delhi Capitals
29,29th  T20,Sunrisers Hyderabad VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings won by 20 runs,Sunrisers Hyderabad,Chennai Super Kings,167/6 (20 Overs),CSK,Chennai Super Kings,,,147/8 (20 Overs),SRH,Sunrisers Hyderabad,Dubai International Cricket Stadium,Dubai,2020-10-13 18:00:00,18:00,13 Oct 2020,23:00,Chennai Super Kings
