MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
60,60th  T20I,Mumbai Indians VS Chennai Super Kings,Chennai Super Kings,Mumbai Indians won by 41 runs,Mumbai Indians,Chennai Super Kings,202/5 (20 Overs),MI,Mumbai Indians,,,161/8 (20 Overs),CSK,Chennai Super Kings,Eden Gardens,Kolkata,2015-05-24 20:00:00,20:00,24 May 2015,23:00,Mumbai Indians
59,59th  T20I,Chennai Super Kings VS Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings won by 3 wickets,Chennai Super Kings,Royal Challengers Bangalore,139/8 (20 Overs),RCB,Royal Challengers Bangalore,,,140/7 (19.5 Overs),CSK,Chennai Super Kings,JSCA International Cricket Stadium,Ranchi,2015-05-22 20:00:00,20:00,22 May 2015,23:00,Chennai Super Kings
58,58th  T20I,Royal Challengers Bangalore VS Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore won by 71 runs,Royal Challengers Bangalore,Rajasthan Royals,180/4 (20 Overs),RCB,Royal Challengers Bangalore,,,109/10 (19 Overs),RR,Rajasthan Royals,,Pune,2015-05-20 20:00:00,20:00,20 May 2015,23:00,Royal Challengers Bangalore
57,57th  T20I,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 25 runs,Chennai Super Kings,Mumbai Indians,187/6 (20 Overs),MI,Mumbai Indians,,,162/10 (19 Overs),CSK,Chennai Super Kings,Wankhede Stadium,Mumbai,2015-05-19 20:00:00,20:00,19 May 2015,23:00,Mumbai Indians
56,56th  T20I,Sunrisers Hyderabad VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 9 wickets,Sunrisers Hyderabad,Mumbai Indians,113/10 (20 Overs),SRH,Sunrisers Hyderabad,,,114/1 (13.5 Overs),MI,Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2015-05-17 20:00:00,20:00,17 May 2015,23:00,Mumbai Indians
55,55th  T20I,Royal Challengers Bangalore VS Delhi Daredevils,Delhi Daredevils,No result,Royal Challengers Bangalore,Delhi Daredevils,187/5 (20 Overs),DD,Delhi Daredevils,,,2/0 (1.1 Overs),RCB,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2015-05-17 16:00:00,16:00,17 May 2015,23:00,
54,54th  T20I,Rajasthan Royals VS Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals won by 9 runs,Rajasthan Royals,Kolkata Knight Riders,199/6 (20 Overs),RR,Rajasthan Royals,,,190/9 (20 Overs),KKR,Kolkata Knight Riders,Brabourne Stadium,Mumbai,2015-05-16 20:00:00,20:00,16 May 2015,23:00,Rajasthan Royals
53,53rd  T20I,Punjab Kings VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings won by 7 wickets,Punjab Kings,Chennai Super Kings,130/7 (20 Overs),PBKS,Punjab Kings,,,134/3 (16.5 Overs),CSK,Chennai Super Kings,IS Bindra Stadium,Mohali,2015-05-16 16:00:00,16:00,16 May 2015,23:00,Chennai Super Kings
52,52nd  T20I,Sunrisers Hyderabad VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 6 wickets (D/L method),Sunrisers Hyderabad,Royal Challengers Bangalore,135/3 (11 Overs),SRH,Sunrisers Hyderabad,,,83/4 (5.5 Overs),RCB,Royal Challengers Bangalore,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2015-05-15 20:00:00,20:00,15 May 2015,23:00,Royal Challengers Bangalore
51,51st T20I,Mumbai Indians VS Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians won by 5 runs,Mumbai Indians,Kolkata Knight Riders,171/4 (20 Overs),MI,Mumbai Indians,,,166/7 (20 Overs),KKR,Kolkata Knight Riders,Wankhede Stadium,Mumbai,2015-05-14 20:00:00,20:00,14 May 2015,23:00,Mumbai Indians
