MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
74,Final,Chennai Super Kings VS Gujarat Titans,Chennai Super Kings,Chennai Super Kings Won by 5   Wickets   (D/L Method) (Winners),Chennai Super Kings,Gujarat Titans,214/4 (20.0 Overs),GT,Gujarat Titans,15.0,171.0,171/5 (15.0 Overs),CSK,Chennai Super Kings,Narendra Modi Stadium,Ahmedabad,2023-05-29 19:30:00,19:30,30 May 2023,23:30,Chennai Super Kings
73,Qualifier 2,Gujarat Titans VS Mumbai Indians,Mumbai Indians,Gujarat Titans Won by 62  Runs (Qualified),Gujarat Titans,Mumbai Indians,233/3 (20.0 Overs),GT,Gujarat Titans,,,171/10 (18.2 Overs),MI,Mumbai Indians,Narendra Modi Stadium,Ahmedabad,2023-05-26 19:30:00,19:30,26 May 2023,23:30,Gujarat Titans
72,Eliminator,Lucknow Super Giants VS Mumbai Indians,Mumbai Indians,Mumbai Indians Won by 81  Runs (Qualified),Lucknow Super Giants,Mumbai Indians,182/8 (20.0 Overs),MI,Mumbai Indians,,,101/10 (16.3 Overs),LSG,Lucknow Super Giants,MA Chidambaram Stadium,Chennai,2023-05-24 19:30:00,19:30,24 May 2023,23:30,Mumbai Indians
71,Qualifier 1,Gujarat Titans VS Chennai Super Kings,Gujarat Titans,Chennai Super Kings Won by 15   Runs (Qualified),Gujarat Titans,Chennai Super Kings,172/7 (20.0 Overs),CSK,Chennai Super Kings,,,157/10 (20.0 Overs),GT,Gujarat Titans,MA Chidambaram Stadium,Chennai,2023-05-23 19:30:00,19:30,23 May 2023,23:30,Chennai Super Kings
70,Match 70,Royal Challengers Bangalore VS Gujarat Titans,Gujarat Titans,Gujarat Titans Won by 6  Wickets ,Royal Challengers Bangalore,Gujarat Titans,197/5 (20.0 Overs),RCB,Royal Challengers Bangalore,,,198/4 (19.1 Overs),GT,Gujarat Titans,M Chinnaswamy Stadium,Bengaluru,2023-05-21 19:30:00,19:30,21 May 2023,23:00,Gujarat Titans
69,Match 69,Mumbai Indians VS Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians Won by 8  Wickets ,Mumbai Indians,Sunrisers Hyderabad,200/5 (20.0 Overs),SRH,Sunrisers Hyderabad,,,201/2 (18.0 Overs),MI,Mumbai Indians,Wankhede Stadium,Mumbai,2023-05-21 15:30:00,15:30,21 May 2023,23:00,Mumbai Indians
68,Match 68,Kolkata Knight Riders VS Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants Won by 1  Run ,Kolkata Knight Riders,Lucknow Super Giants,176/8 (20.0 Overs),LSG,Lucknow Super Giants,,,175/7 (20.0 Overs),KKR,Kolkata Knight Riders,Eden Gardens,Kolkata,2023-05-20 19:30:00,19:30,20 May 2023,23:00,Lucknow Super Giants
67,Match 67,Delhi Capitals VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings Won by 77  Runs ,Delhi Capitals,Chennai Super Kings,223/3 (20.0 Overs),CSK,Chennai Super Kings,,,146/9 (20.0 Overs),DC,Delhi Capitals,Arun Jaitley Stadium,Delhi,2023-05-20 15:30:00,15:30,20 May 2023,23:00,Chennai Super Kings
66,Match 66,Punjab Kings VS Rajasthan Royals,Rajasthan Royals,Rajasthan Royals Won by 4  Wickets ,Punjab Kings,Rajasthan Royals,187/5 (20.0 Overs),PBKS,Punjab Kings,,,189/6 (19.4 Overs),RR,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,Dharamsala,2023-05-19 19:30:00,19:30,19 May 2023,23:00,Rajasthan Royals
65,Match 65,Sunrisers Hyderabad VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore Won by 8  Wickets ,Sunrisers Hyderabad,Royal Challengers Bangalore,186/5 (20.0 Overs),SRH,Sunrisers Hyderabad,,,187/2 (19.2 Overs),RCB,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Hyderabad,2023-05-18 19:30:00,19:30,18 May 2023,23:00,Royal Challengers Bangalore
