MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
76,76th  T20I,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 23 runs,Chennai Super Kings,Mumbai Indians,148/9 (20 Overs),MI,Mumbai Indians,,,125/9 (20 Overs),CSK,Chennai Super Kings,Eden Gardens,Kolkata,2013-05-26 20:00:00,20:00,26 May 2013,23:00,Mumbai Indians
75,75th  T20I,Rajasthan Royals VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 4 wickets,Rajasthan Royals,Mumbai Indians,165/6 (20 Overs),RR,Rajasthan Royals,,,169/6 (19.5 Overs),MI,Mumbai Indians,Eden Gardens,Kolkata,2013-05-24 20:00:00,20:00,24 May 2013,23:00,Mumbai Indians
74,74th  T20I,Rajasthan Royals VS Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals won by 4 wickets,Rajasthan Royals,Sunrisers Hyderabad,132/7 (20 Overs),SRH,Sunrisers Hyderabad,,,135/6 (19.2 Overs),RR,Rajasthan Royals,Arun Jaitley Stadium,Delhi,2013-05-22 20:00:00,20:00,22 May 2013,23:00,Rajasthan Royals
73,73rd  T20I,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Chennai Super Kings won by 48 runs,Chennai Super Kings,Mumbai Indians,192/1 (20 Overs),CSK,Chennai Super Kings,,,144/10 (18.4 Overs),MI,Mumbai Indians,Arun Jaitley Stadium,Delhi,2013-05-21 20:00:00,20:00,21 May 2013,23:00,Chennai Super Kings
72,72nd  T20I,Sunrisers Hyderabad VS Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad won by 5 wickets,Sunrisers Hyderabad,Kolkata Knight Riders,130/7 (20 Overs),KKR,Kolkata Knight Riders,,,132/5 (18.5 Overs),SRH,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2013-05-19 20:00:00,20:00,19 May 2013,23:00,Sunrisers Hyderabad
71,71st T20I,Pune Warriors India VS Delhi Daredevils,Delhi Daredevils,Pune Warriors India won by 38 runs,Pune Warriors India,Delhi Daredevils,172/5 (20 Overs),PWI,Pune Warriors India,,,134/9 (20 Overs),DD,Delhi Daredevils,,Pune,2013-05-19 16:00:00,16:00,19 May 2013,23:00,Pune Warriors India
70,70th  T20I,Royal Challengers Bangalore VS Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore won by 24 runs,Royal Challengers Bangalore,Chennai Super Kings,106/2 (8 Overs),RCB,Royal Challengers Bangalore,,,82/6 (8 Overs),CSK,Chennai Super Kings,M. Chinnaswamy Stadium,Bengaluru,2013-05-18 20:00:00,20:00,18 May 2013,23:00,Royal Challengers Bangalore
69,69th  T20I,Punjab Kings VS Mumbai Indians,Mumbai Indians,Punjab Kings won by 50 runs,Punjab Kings,Mumbai Indians,183/8 (20 Overs),PBKS,Punjab Kings,,,133/9 (19.1 Overs),MI,Mumbai Indians,HPCA Stadium,Dharamsala,2013-05-18 16:00:00,16:00,18 May 2013,23:00,Punjab Kings
68,68th  T20I,Sunrisers Hyderabad VS Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad won by 23 runs,Sunrisers Hyderabad,Rajasthan Royals,136/9 (20 Overs),SRH,Sunrisers Hyderabad,,,113/9 (20 Overs),RR,Rajasthan Royals,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2013-05-17 20:00:00,20:00,17 May 2013,23:00,Sunrisers Hyderabad
67,67th  T20I,Punjab Kings VS Delhi Daredevils,Delhi Daredevils,Punjab Kings won by 7 runs,Punjab Kings,Delhi Daredevils,171/4 (20 Overs),PBKS,Punjab Kings,,,164/7 (20 Overs),DD,Delhi Daredevils,HPCA Stadium,Dharamsala,2013-05-16 20:00:00,20:00,16 May 2013,23:00,Punjab Kings
66,66th  T20I,Mumbai Indians VS Rajasthan Royals,Rajasthan Royals,Mumbai Indians won by 14 runs,Mumbai Indians,Rajasthan Royals,166/8 (20 Overs),MI,Mumbai Indians,,,152/7 (20 Overs),RR,Rajasthan Royals,Wankhede Stadium,Mumbai,2013-05-15 20:00:00,20:00,15 May 2013,23:00,Mumbai Indians
65,65th  T20I,Kolkata Knight Riders VS Pune Warriors India,Pune Warriors India,Pune Warriors India won by 7 runs,Kolkata Knight Riders,Pune Warriors India,170/4 (20 Overs),PWI,Pune Warriors India,,,163/7 (20 Overs),KKR,Kolkata Knight Riders,JSCA International Cricket Stadium,Ranchi,2013-05-15 16:00:00,16:00,15 May 2013,23:00,Pune Warriors India
64,64th  T20I,Chennai Super Kings VS Delhi Daredevils,Delhi Daredevils,Chennai Super Kings won by 33 runs,Chennai Super Kings,Delhi Daredevils,168/4 (20 Overs),CSK,Chennai Super Kings,,,135/9 (20 Overs),DD,Delhi Daredevils,M. A. Chidambaram Stadium,Chennai,2013-05-14 20:00:00,20:00,14 May 2013,23:00,Chennai Super Kings
