MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
60,60th  T20,Mumbai Indians VS Chennai Super Kings,Chennai Super Kings,Mumbai Indians won by 1 run,Mumbai Indians,Chennai Super Kings,149/8 (20 Overs),MI,Mumbai Indians,,,148/7 (20 Overs),CSK,Chennai Super Kings,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2019-05-12 19:30:00,19:30,12 May 2019,23:00,Mumbai Indians
59,59th  T20,Chennai Super Kings VS Delhi Capitals,Delhi Capitals,Chennai Super Kings won by 6 wickets,Chennai Super Kings,Delhi Capitals,147/9 (20 Overs),DC,Delhi Capitals,,,151/4 (19 Overs),CSK,Chennai Super Kings,ACA-VDCA Stadium,Visakhapatnam,2019-05-10 19:30:00,19:30,10 May 2019,23:00,Chennai Super Kings
58,58th  T20,Delhi Capitals VS Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals won by 2 wickets,Delhi Capitals,Sunrisers Hyderabad,162/8 (20 Overs),SRH,Sunrisers Hyderabad,,,165/8 (19.5 Overs),DC,Delhi Capitals,ACA-VDCA Stadium,Visakhapatnam,2019-05-08 19:30:00,19:30,8 May 2019,23:00,Delhi Capitals
57,57th  T20,Mumbai Indians VS Chennai Super Kings,Chennai Super Kings,Mumbai Indians won by 6 wickets,Mumbai Indians,Chennai Super Kings,131/4 (20 Overs),CSK,Chennai Super Kings,,,132/4 (18.3 Overs),MI,Mumbai Indians,M. A. Chidambaram Stadium,Chennai,2019-05-07 19:30:00,19:30,7 May 2019,23:00,Mumbai Indians
56,56th  T20,Mumbai Indians VS Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians won by 9 wickets,Mumbai Indians,Kolkata Knight Riders,133/7 (20 Overs),KKR,Kolkata Knight Riders,,,134/1 (16.1 Overs),MI,Mumbai Indians,Wankhede Stadium,Mumbai,2019-05-05 20:00:00,20:00,5 May 2019,23:00,Mumbai Indians
55,55th  T20,Punjab Kings VS Chennai Super Kings,Chennai Super Kings,Punjab Kings won by 6 wickets,Punjab Kings,Chennai Super Kings,170/5 (20 Overs),CSK,Chennai Super Kings,,,173/4 (18 Overs),PBKS,Punjab Kings,IS Bindra Stadium,Mohali,2019-05-05 16:00:00,16:00,5 May 2019,23:00,Punjab Kings
54,54th  T20,Royal Challengers Bangalore VS Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore won by 4 wickets,Royal Challengers Bangalore,Sunrisers Hyderabad,175/7 (20 Overs),SRH,Sunrisers Hyderabad,,,178/6 (19.2 Overs),RCB,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2019-05-04 20:00:00,20:00,4 May 2019,23:00,Royal Challengers Bangalore
53,53rd  T20,Delhi Capitals VS Rajasthan Royals,Rajasthan Royals,Delhi Capitals won by 5 wickets,Delhi Capitals,Rajasthan Royals,115/9 (20 Overs),RR,Rajasthan Royals,,,121/5 (16.1 Overs),DC,Delhi Capitals,Arun Jaitley Stadium,Delhi,2019-05-04 16:00:00,16:00,4 May 2019,23:00,Delhi Capitals
52,52nd  T20,Punjab Kings VS Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders won by 7 wickets,Punjab Kings,Kolkata Knight Riders,183/6 (20 Overs),PBKS,Punjab Kings,,,185/3 (18 Overs),KKR,Kolkata Knight Riders,IS Bindra Stadium,Mohali,2019-05-03 20:00:00,20:00,3 May 2019,23:00,Kolkata Knight Riders
51,51st T20,Mumbai Indians VS Sunrisers Hyderabad,Sunrisers Hyderabad,Match Tied (Mumbai Indians won the Super Over),Mumbai Indians,Sunrisers Hyderabad,162/5 (20 Overs),MI,Mumbai Indians,,,162/6 (20 Overs),SRH,Sunrisers Hyderabad,Wankhede Stadium,Mumbai,2019-05-02 20:00:00,20:00,2 May 2019,23:00,Match Tied (Mumbai Indians
50,50th  T20,Chennai Super Kings VS Delhi Capitals,Delhi Capitals,Chennai Super Kings won by 80 runs,Chennai Super Kings,Delhi Capitals,179/4 (20 Overs),CSK,Chennai Super Kings,,,99/10 (16.2 Overs),DC,Delhi Capitals,M. A. Chidambaram Stadium,Chennai,2019-05-01 20:00:00,20:00,1 May 2019,23:00,Chennai Super Kings
49,49th  T20,Royal Challengers Bangalore VS Rajasthan Royals,Rajasthan Royals,No Result,Royal Challengers Bangalore,Rajasthan Royals,62/7 (5 Overs),RCB,Royal Challengers Bangalore,,,41/1 (3.2 Overs),RR,Rajasthan Royals,M. Chinnaswamy Stadium,Bengaluru,2019-04-30 20:00:00,20:00,30 Apr 2019,23:00,
48,Final,Sunrisers Hyderabad VS Punjab Kings,Punjab Kings,Sunrisers Hyderabad won by 45 runs,Sunrisers Hyderabad,Punjab Kings,212/6 (20 Overs),SRH,Sunrisers Hyderabad,,,167/8 (20 Overs),PBKS,Punjab Kings,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2019-04-29 20:00:00,20:00,29 Apr 2019,23:00,Sunrisers Hyderabad
47,2nd Semi-Final,Kolkata Knight Riders VS Mumbai Indians,Mumbai Indians,Kolkata Knight Riders won by 34 runs,Kolkata Knight Riders,Mumbai Indians,232/2 (20 Overs),KKR,Kolkata Knight Riders,,,198/7 (20 Overs),MI,Mumbai Indians,Eden Gardens,Kolkata,2019-04-28 20:00:00,20:00,28 Apr 2019,23:00,Kolkata Knight Riders
46,1st Semi-Final,Delhi Capitals VS Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals won by 16 runs,Delhi Capitals,Royal Challengers Bangalore,187/5 (20 Overs),DC,Delhi Capitals,,,171/7 (20 Overs),RCB,Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi,2019-04-28 16:00:00,16:00,28 Apr 2019,23:00,Delhi Capitals
45,45th  T20,Rajasthan Royals VS Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals won by 7 wickets,Rajasthan Royals,Sunrisers Hyderabad,160/8 (20 Overs),SRH,Sunrisers Hyderabad,,,161/3 (19.1 Overs),RR,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2019-04-27 20:00:00,20:00,27 Apr 2019,23:00,Rajasthan Royals
44,44th  T20,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 46 runs,Chennai Super Kings,Mumbai Indians,155/4 (20 Overs),MI,Mumbai Indians,,,109/10 (17.4 Overs),CSK,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai,2019-04-26 20:00:00,20:00,26 Apr 2019,23:00,Mumbai Indians
43,43rd  T20,Kolkata Knight Riders VS Rajasthan Royals,Rajasthan Royals,Rajasthan Royals won by 3 wickets,Kolkata Knight Riders,Rajasthan Royals,175/6 (20 Overs),KKR,Kolkata Knight Riders,,,177/7 (19.2 Overs),RR,Rajasthan Royals,Eden Gardens,Kolkata,2019-04-25 20:00:00,20:00,25 Apr 2019,23:00,Rajasthan Royals
