MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
60,60th  T20I,Royal Challengers Bangalore VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad won by 8 runs,Royal Challengers Bangalore,Sunrisers Hyderabad,208/7 (20 Overs),SRH,Sunrisers Hyderabad,,,200/7 (20 Overs),RCB,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2016-05-29 20:00:00,20:00,29 May 2016,23:00,Sunrisers Hyderabad
59,59th  T20I,Gujarat Lions VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad won by 4 wickets,Gujarat Lions,Sunrisers Hyderabad,162/7 (20 Overs),GL,Gujarat Lions,,,163/6 (19.2 Overs),SRH,Sunrisers Hyderabad,Arun Jaitley Stadium,Delhi,2016-05-27 20:00:00,20:00,27 May 2016,23:00,Sunrisers Hyderabad
58,58th  T20I,Sunrisers Hyderabad VS Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad won by 22 runs,Sunrisers Hyderabad,Kolkata Knight Riders,162/8 (20 Overs),SRH,Sunrisers Hyderabad,,,140/8 (20 Overs),KKR,Kolkata Knight Riders,Arun Jaitley Stadium,Delhi,2016-05-25 20:00:00,20:00,25 May 2016,23:00,Sunrisers Hyderabad
57,57th  T20I,Gujarat Lions VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 4 wickets,Gujarat Lions,Royal Challengers Bangalore,158/10 (20 Overs),GL,Gujarat Lions,,,159/6 (18.2 Overs),RCB,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2016-05-24 20:00:00,20:00,24 May 2016,23:00,Royal Challengers Bangalore
56,56th  T20I,Delhi Daredevils VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 6 wickets,Delhi Daredevils,Royal Challengers Bangalore,138/8 (20 Overs),DD,Delhi Daredevils,,,139/4 (18.1 Overs),RCB,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Cricket Stadium,Naya Raipur,2016-05-22 20:00:00,20:00,22 May 2016,23:00,Royal Challengers Bangalore
55,55th  T20I,Kolkata Knight Riders VS Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders won by 22 runs,Kolkata Knight Riders,Sunrisers Hyderabad,171/6 (20 Overs),KKR,Kolkata Knight Riders,,,149/8 (20 Overs),SRH,Sunrisers Hyderabad,Eden Gardens,Kolkata,2016-05-22 16:00:00,16:00,22 May 2016,23:00,Kolkata Knight Riders
54,54th  T20I,Gujarat Lions VS Mumbai Indians,Mumbai Indians,Gujarat Lions won by 6 wickets,Gujarat Lions,Mumbai Indians,172/8 (20 Overs),MI,Mumbai Indians,,,173/4 (17.5 Overs),GL,Gujarat Lions,Green Park,Kanpur,2016-05-21 20:00:00,20:00,21 May 2016,23:00,Gujarat Lions
53,53rd  T20I,Rising Pune Supergiant VS Punjab Kings,Punjab Kings,Rising Pune Supergiant won by 4 wickets,Rising Pune Supergiant,Punjab Kings,172/7 (20 Overs),PBKS,Punjab Kings,,,173/6 (20 Overs),RPS,Rising Pune Supergiant,ACA-VDCA Stadium,Visakhapatnam,2016-05-21 16:00:00,16:00,21 May 2016,23:00,Rising Pune Supergiant
52,52nd  T20I,Delhi Daredevils VS Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Daredevils won by 6 wickets,Delhi Daredevils,Sunrisers Hyderabad,158/7 (20 Overs),SRH,Sunrisers Hyderabad,,,161/4 (20 Overs),DD,Delhi Daredevils,Shaheed Veer Narayan Singh International Cricket Stadium,Naya Raipur,2016-05-20 20:00:00,20:00,20 May 2016,23:00,Delhi Daredevils
51,51st T20I,Gujarat Lions VS Kolkata Knight Riders,Kolkata Knight Riders,Gujarat Lions won by 6 wickets,Gujarat Lions,Kolkata Knight Riders,124/8 (20 Overs),KKR,Kolkata Knight Riders,,,125/4 (13.3 Overs),GL,Gujarat Lions,Green Park,Kanpur,2016-05-19 20:00:00,20:00,19 May 2016,23:00,Gujarat Lions
50,50th  T20I,Royal Challengers Bangalore VS Punjab Kings,Punjab Kings,Royal Challengers Bangalore won by 82 runs (D/L Method),Royal Challengers Bangalore,Punjab Kings,211/3 (15 Overs),RCB,Royal Challengers Bangalore,,,120/9 (14 Overs),PBKS,Punjab Kings,M. Chinnaswamy Stadium,Bengaluru,2016-05-18 20:00:00,20:00,18 May 2016,23:00,Royal Challengers Bangalore
49,49th  T20I,Rising Pune Supergiant VS Delhi Daredevils,Delhi Daredevils,Rising Pune Supergiants won by 19 runs (D/L Method),Rising Pune Supergiant,Delhi Daredevils,121/6 (20 Overs),DD,Delhi Daredevils,,,76/1 (11 Overs),RPS,Rising Pune Supergiant,ACA-VDCA Stadium,Visakhapatnam,2016-05-17 20:00:00,20:00,17 May 2016,23:00,Rising Pune Supergiants
48,48th  T20I,Kolkata Knight Riders VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 9 wickets,Kolkata Knight Riders,Royal Challengers Bangalore,183/5 (20 Overs),KKR,Kolkata Knight Riders,,,186/1 (18.4 Overs),RCB,Royal Challengers Bangalore,Eden Gardens,Kolkata,2016-05-16 20:00:00,20:00,16 May 2016,23:00,Royal Challengers Bangalore
47,47th  T20I,Mumbai Indians VS Delhi Daredevils,Delhi Daredevils,Mumbai Indians won by 80 runs,Mumbai Indians,Delhi Daredevils,206/4 (20 Overs),MI,Mumbai Indians,,,126/10 (19.1 Overs),DD,Delhi Daredevils,ACA-VDCA Stadium,Visakhapatnam,2016-05-15 20:00:00,20:00,15 May 2016,23:00,Mumbai Indians
46,46th  T20I,Punjab Kings VS Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad won by 7 wickets,Punjab Kings,Sunrisers Hyderabad,179/4 (20 Overs),PBKS,Punjab Kings,,,180/3 (19.4 Overs),SRH,Sunrisers Hyderabad,IS Bindra Stadium,Mohali,2016-05-15 16:00:00,16:00,15 May 2016,23:00,Sunrisers Hyderabad
