MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
60,60th  T20I,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Chennai Super Kings won by 22 runs,Chennai Super Kings,Mumbai Indians,168/5 (20 Overs),CSK,Chennai Super Kings,,,146/9 (20 Overs),MI,Mumbai Indians,DY Patil Stadium,NAVI MUMBAI,2010-04-25 20:00:00,20:00,25 Apr 2010,23:00,Chennai Super Kings
59,59th  T20I,Royal Challengers Bangalore VS Deccan Chargers,Deccan Chargers,Royal Challengers Bangalore won by 9 wickets,Royal Challengers Bangalore,Deccan Chargers,82/10 (18.3 Overs),DEC,Deccan Chargers,,,86/1 (13.5 Overs),RCB,Royal Challengers Bangalore,DY Patil Stadium,NAVI MUMBAI,2010-04-24 20:00:00,20:00,24 Apr 2010,23:00,Royal Challengers Bangalore
58,58th  T20I,Chennai Super Kings VS Deccan Chargers,Deccan Chargers,Chennai Super Kings won by 38 runs,Chennai Super Kings,Deccan Chargers,142/7 (20 Overs),CSK,Chennai Super Kings,,,104/10 (19.2 Overs),DEC,Deccan Chargers,DY Patil Stadium,NAVI MUMBAI,2010-04-22 20:00:00,20:00,22 Apr 2010,23:00,Chennai Super Kings
57,57th  T20I,Royal Challengers Bangalore VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 35 runs,Royal Challengers Bangalore,Mumbai Indians,184/5 (20 Overs),MI,Mumbai Indians,,,149/9 (20 Overs),RCB,Royal Challengers Bangalore,DY Patil Stadium,NAVI MUMBAI,2010-04-21 20:00:00,20:00,21 Apr 2010,23:00,Mumbai Indians
56,56th  T20I,Kolkata Knight Riders VS Mumbai Indians,Mumbai Indians,Kolkata Knight Riders won by 9 wickets,Kolkata Knight Riders,Mumbai Indians,133/8 (20 Overs),MI,Mumbai Indians,,,135/1 (17.3 Overs),KKR,Kolkata Knight Riders,Eden Gardens,Kolkata,2010-04-19 20:00:00,20:00,19 Apr 2010,23:00,Kolkata Knight Riders
55,55th  T20I,Delhi Daredevils VS Deccan Chargers,Deccan Chargers,Deccan Chargers won by 11 runs,Delhi Daredevils,Deccan Chargers,145/7 (20 Overs),DEC,Deccan Chargers,,,134/7 (20 Overs),DD,Delhi Daredevils,Arun Jaitley Stadium,Delhi,2010-04-18 20:00:00,20:00,18 Apr 2010,23:00,Deccan Chargers
54,54th  T20I,Punjab Kings VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings won by 6 wickets,Punjab Kings,Chennai Super Kings,192/3 (20 Overs),PBKS,Punjab Kings,,,195/4 (19.4 Overs),CSK,Chennai Super Kings,HPCA Stadium,Dharamsala,2010-04-18 16:00:00,16:00,18 Apr 2010,23:00,Chennai Super Kings
53,53rd  T20I,Kolkata Knight Riders VS Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders won by 8 wickets,Kolkata Knight Riders,Rajasthan Royals,132/9 (20 Overs),RR,Rajasthan Royals,,,133/2 (16.1 Overs),KKR,Kolkata Knight Riders,Eden Gardens,Kolkata,2010-04-17 20:00:00,20:00,17 Apr 2010,23:00,Kolkata Knight Riders
52,52nd  T20I,Royal Challengers Bangalore VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 57 runs,Royal Challengers Bangalore,Mumbai Indians,191/4 (20 Overs),MI,Mumbai Indians,,,134/9 (20 Overs),RCB,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2010-04-17 16:00:00,16:00,17 Apr 2010,23:00,Mumbai Indians
51,51st T20I,Punjab Kings VS Deccan Chargers,Deccan Chargers,Deccan Chargers won by 5 wickets,Punjab Kings,Deccan Chargers,174/3 (20 Overs),PBKS,Punjab Kings,,,178/5 (19.1 Overs),DEC,Deccan Chargers,HPCA Stadium,Dharamsala,2010-04-16 20:00:00,20:00,16 Apr 2010,23:00,Deccan Chargers
50,50th  T20I,Chennai Super Kings VS Delhi Daredevils,Delhi Daredevils,Delhi Daredevils won by 6 wickets,Chennai Super Kings,Delhi Daredevils,112/9 (20 Overs),CSK,Chennai Super Kings,,,113/4 (18.4 Overs),DD,Delhi Daredevils,M. A. Chidambaram Stadium,Chennai,2010-04-15 20:00:00,20:00,15 Apr 2010,23:00,Delhi Daredevils
49,49th  T20I,Rajasthan Royals VS Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore won by 5 wickets,Rajasthan Royals,Royal Challengers Bangalore,130/6 (20 Overs),RR,Rajasthan Royals,,,132/5 (15.4 Overs),RCB,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,2010-04-14 20:00:00,20:00,14 Apr 2010,23:00,Royal Challengers Bangalore
48,48th  T20I,Chennai Super Kings VS Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings won by 9 wickets,Chennai Super Kings,Kolkata Knight Riders,139/8 (20 Overs),KKR,Kolkata Knight Riders,,,143/1 (13.3 Overs),CSK,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai,2010-04-13 20:00:00,20:00,13 Apr 2010,23:00,Chennai Super Kings
47,47th  T20I,Mumbai Indians VS Delhi Daredevils,Delhi Daredevils,Mumbai Indians won by 39 runs,Mumbai Indians,Delhi Daredevils,183/4 (20 Overs),MI,Mumbai Indians,,,144/7 (20 Overs),DD,Delhi Daredevils,Brabourne Stadium,Mumbai,2010-04-13 16:00:00,16:00,13 Apr 2010,23:00,Mumbai Indians
46,46th  T20I,Deccan Chargers VS Royal Challengers Bangalore,Royal Challengers Bangalore,Deccan Chargers won by 13 runs,Deccan Chargers,Royal Challengers Bangalore,151/6 (20 Overs),DEC,Deccan Chargers,,,138/10 (19.4 Overs),RCB,Royal Challengers Bangalore,Vidarbha Cricket Association Stadium,Nagpur,2010-04-12 20:00:00,20:00,12 Apr 2010,23:00,Deccan Chargers
45,45th  T20I,Rajasthan Royals VS Mumbai Indians,Mumbai Indians,Mumbai Indians won by 37 runs,Rajasthan Royals,Mumbai Indians,174/5 (20 Overs),MI,Mumbai Indians,,,137/8 (20 Overs),RR,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2010-04-11 20:00:00,20:00,11 Apr 2010,23:00,Mumbai Indians
44,44th  T20I,Delhi Daredevils VS Punjab Kings,Punjab Kings,Punjab Kings won by 7 wickets,Delhi Daredevils,Punjab Kings,111/10 (19.4 Overs),DD,Delhi Daredevils,,,112/3 (18.4 Overs),PBKS,Punjab Kings,Arun Jaitley Stadium,Delhi,2010-04-11 16:00:00,16:00,11 Apr 2010,23:00,Punjab Kings
43,43rd  T20I,Royal Challengers Bangalore VS Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore won by 7 wickets,Royal Challengers Bangalore,Kolkata Knight Riders,160/9 (20 Overs),KKR,Kolkata Knight Riders,,,162/3 (17.1 Overs),RCB,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Bengaluru,2010-04-10 20:00:00,20:00,10 Apr 2010,23:00,Royal Challengers Bangalore
42,42nd  T20I,Deccan Chargers VS Chennai Super Kings,Chennai Super Kings,Deccan Chargers won by 6 wickets,Deccan Chargers,Chennai Super Kings,138/8 (20 Overs),CSK,Chennai Super Kings,,,139/4 (19.1 Overs),DEC,Deccan Chargers,Vidarbha Cricket Association Stadium,Nagpur,2010-04-10 16:00:00,16:00,10 Apr 2010,23:00,Deccan Chargers
41,41st T20I,Punjab Kings VS Mumbai Indians,Mumbai Indians,Punjab Kings won by 6 wickets,Punjab Kings,Mumbai Indians,154/9 (20 Overs),MI,Mumbai Indians,,,158/4 (19.2 Overs),PBKS,Punjab Kings,IS Bindra Stadium,Mohali,2010-04-09 20:00:00,20:00,9 Apr 2010,23:00,Punjab Kings
40,40th  T20I,Royal Challengers Bangalore VS Deccan Chargers,Deccan Chargers,Deccan Chargers won by 7 wickets,Royal Challengers Bangalore,Deccan Chargers,184/6 (20 Overs),RCB,Royal Challengers Bangalore,,,186/3 (19.2 Overs),DEC,Deccan Chargers,M. Chinnaswamy Stadium,Bengaluru,2010-04-08 20:00:00,20:00,8 Apr 2010,23:00,Deccan Chargers
39,39th  T20I,Kolkata Knight Riders VS Delhi Daredevils,Delhi Daredevils,Kolkata Knight Riders won by 14 runs,Kolkata Knight Riders,Delhi Daredevils,181/3 (20 Overs),KKR,Kolkata Knight Riders,,,167/8 (20 Overs),DD,Delhi Daredevils,Eden Gardens,Kolkata,2010-04-07 20:00:00,20:00,7 Apr 2010,23:00,Kolkata Knight Riders
38,38th  T20I,Rajasthan Royals VS Punjab Kings,Punjab Kings,Rajasthan Royals won by 9 wickets,Rajasthan Royals,Punjab Kings,153/6 (20 Overs),PBKS,Punjab Kings,,,157/1 (15 Overs),RR,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2010-04-07 16:00:00,16:00,7 Apr 2010,23:00,Rajasthan Royals
37,37th  T20I,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Chennai Super Kings won by 24 runs,Chennai Super Kings,Mumbai Indians,165/4 (20 Overs),CSK,Chennai Super Kings,,,141/9 (20 Overs),MI,Mumbai Indians,M. A. Chidambaram Stadium,Chennai,2010-04-06 20:00:00,20:00,6 Apr 2010,23:00,Chennai Super Kings
36,36th  T20I,Deccan Chargers VS Rajasthan Royals,Rajasthan Royals,Rajasthan Royals won by 2 runs,Deccan Chargers,Rajasthan Royals,159/10 (19.5 Overs),RR,Rajasthan Royals,,,157/10 (19.5 Overs),DEC,Deccan Chargers,Vidarbha Cricket Association Stadium,Nagpur,2010-04-05 20:00:00,20:00,5 Apr 2010,23:00,Rajasthan Royals
35,35th  T20I,Delhi Daredevils VS Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Daredevils won by 37 runs,Delhi Daredevils,Royal Challengers Bangalore,184/5 (20 Overs),DD,Delhi Daredevils,,,147/9 (20 Overs),RCB,Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi,2010-04-04 20:00:00,20:00,4 Apr 2010,23:00,Delhi Daredevils
34,34th  T20I,Kolkata Knight Riders VS Punjab Kings,Punjab Kings,Punjab Kings won by 8 wickets,Kolkata Knight Riders,Punjab Kings,200/3 (20 Overs),KKR,Kolkata Knight Riders,,,204/2 (18.2 Overs),PBKS,Punjab Kings,Eden Gardens,Kolkata,2010-04-04 16:00:00,16:00,4 Apr 2010,23:00,Punjab Kings
