Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Ajit Agarkar,False,,DC,Delhi Capitals,7,7,231,46,28.87,20.25,8.55,27,1,0,8,3/25,3/25,0,0,0,162
Jacques Kallis,False,,KKR,Kolkata Knight Riders,15,9,170,54,24.28,20.57,7.08,24,46,6,7,3/13,3/13,0,0,0,144
James Hopes,False,,DC,Delhi Capitals,10,9,272,53,38.85,27.42,8.5,32,22,3,7,2/2,2/2,0,0,0,192
Johan Botha,False,,RR,Rajasthan Royals,10,10,239,81,34.14,30.85,6.63,36,20,2,7,3/6,3/6,0,0,0,216
Mitchell Marsh,False,,PWI,Pune Warriors India,5,5,99,25,14.14,12.14,6.98,14,2,3,7,4/25,4/25,0,1,0,84
Paul Valthaty,False,,PBKS,Punjab Kings,14,9,189,43,27.0,20.71,7.82,24,56,20,7,4/29,4/29,0,1,0,144
Shanthakumaran Sreesanth,False,,KTK,Kochi Tuskers Kerala,9,9,206,94,29.42,27.28,6.47,32,0,0,7,3/29,3/29,2,0,0,192
Brad Hodge,False,,KTK,Kochi Tuskers Kerala,14,4,77,28,11.0,9.42,7.0,11,26,9,7,4/13,4/13,0,1,0,66
Jaydev Unadkat,False,,KKR,Kolkata Knight Riders,7,6,150,40,25.0,18.0,8.33,18,0,0,6,5/25,5/25,0,0,0,108
Suraj Randiv,False,,CSK,Chennai Super Kings,8,8,223,60,37.16,29.0,7.68,29,0,0,6,2/24,2/24,0,0,0,174
Shaun Tait,False,,RR,Rajasthan Royals,4,4,127,42,21.16,14.83,8.56,15,1,0,6,3/13,3/13,1,0,0,90
Shane Watson,False,,RR,Rajasthan Royals,11,10,241,78,40.16,36.0,6.69,36,31,17,6,4/29,4/29,0,0,0,216
Dwayne Bravo,False,,CSK,Chennai Super Kings,6,6,157,40,26.16,20.0,7.85,20,1,1,6,4/22,4/22,0,0,0,120
Raiphi Gomez,False,,KTK,Kochi Tuskers Kerala,11,8,124,33,24.8,18.0,8.26,15,4,1,5,2/14,2/14,1,0,0,90
Ryan McLaren,False,,PBKS,Punjab Kings,6,6,178,30,35.6,21.6,9.88,18,7,1,5,2/28,2/28,0,0,0,108
Roelof van der Merwe,False,,DC,Delhi Capitals,4,4,92,36,18.4,17.8,6.2,15,1,0,5,3/20,3/20,0,0,0,90
Dhawal Kulkarni,False,,MI,Mumbai Indians,6,6,149,42,29.8,24.0,7.45,20,0,0,5,4/14,4/14,0,0,0,120
Syed Mohammad,False,,RCB,Royal Challengers Bangalore,5,5,127,29,25.4,18.0,8.46,15,2,0,5,2/15,2/15,0,0,0,90
Brett Lee,False,,KKR,Kolkata Knight Riders,12,12,338,108,67.6,54.4,7.45,45,0,0,5,3/15,3/15,1,0,0,270
Charl Langeveldt,False,,RCB,Royal Challengers Bangalore,3,3,84,27,16.8,13.2,7.63,11,0,1,5,3/15,3/15,0,0,0,66
Abhimanyu Mithun,False,,RCB,Royal Challengers Bangalore,12,12,321,67,64.2,40.8,9.44,34,3,1,5,2/37,2/37,0,0,0,204
Ashok Dinda,False,,DC,Delhi Capitals,6,5,152,41,30.4,20.4,8.94,17,0,0,5,4/18,4/18,0,0,0,102
Shrikant Wagh,False,,PWI,Pune Warriors India,7,7,121,43,30.25,24.0,7.56,16,0,0,4,3/16,3/16,0,0,0,96
Suresh Raina,False,,CSK,Chennai Super Kings,16,12,201,62,50.25,41.25,7.3,27,36,17,4,2/0,2/0,0,0,0,162
JP Duminy,False,,DEC,Deccan Chargers,10,8,143,44,35.75,27.0,7.94,18,9,8,4,4/17,4/17,0,0,0,108
Jesse Ryder,False,,PWI,Pune Warriors India,13,7,118,29,29.5,23.0,7.69,15,37,11,4,2/14,2/14,1,0,0,90
Manpreet Gony,False,,DEC,Deccan Chargers,3,3,85,17,21.25,13.5,9.44,9,0,0,4,3/31,3/31,0,0,0,54
Tim Southee,False,,CSK,Chennai Super Kings,5,5,166,43,41.5,28.5,8.73,19,0,0,4,3/24,3/24,0,0,0,114
P Parameswaran,False,,KTK,Kochi Tuskers Kerala,5,5,137,41,34.25,23.5,8.74,15,0,0,4,2/20,2/20,0,0,0,90
Bipul Sharma,False,,PBKS,Punjab Kings,4,4,78,27,19.5,18.0,6.5,12,1,0,4,2/13,2/13,0,0,0,72
Shahbaz Nadeem,False,,DC,Delhi Capitals,5,5,142,37,35.5,28.5,7.47,19,0,0,4,3/16,3/16,0,0,0,114
Harmeet Singh Bansal,False,,DEC,Deccan Chargers,2,2,53,17,17.66,14.0,7.57,7,0,0,3,3/24,3/24,0,0,0,42
Aavishkar Salvi,False,,DC,Delhi Capitals,2,2,66,17,22.0,16.0,8.25,8,0,0,3,2/40,2/40,0,0,0,48
Ryan Ninan,False,,RCB,Royal Challengers Bangalore,2,2,65,8,21.66,12.0,10.83,6,0,0,3,2/31,2/31,0,0,0,36
Ali Murtaza,False,,MI,Mumbai Indians,5,5,117,56,39.0,40.0,5.85,20,0,0,3,3/15,3/15,0,0,0,120
Bhuvneshwar Kumar,False,,PWI,Pune Warriors India,4,4,67,28,22.33,22.0,6.09,11,0,0,3,5/19,5/19,0,0,0,66
James Franklin,False,,MI,Mumbai Indians,8,6,99,14,33.0,20.33,9.73,10,10,2,3,2/18,2/18,0,0,0,60
Anand Rajan,False,,DEC,Deccan Chargers,2,2,50,15,16.66,10.0,10.0,5,0,0,3,3/27,3/27,0,0,0,30
Johan van der Wath,False,,RCB,Royal Challengers Bangalore,3,3,129,29,43.0,24.0,10.75,12,1,1,3,2/49,2/49,0,0,0,72
Varun Aaron,False,,DC,Delhi Capitals,4,3,82,31,41.0,36.0,6.83,12,0,0,2,3/16,3/16,0,0,0,72
Thisara Perera,False,,KTK,Kochi Tuskers Kerala,4,4,111,24,55.5,42.0,7.92,14,4,0,2,3/20,3/20,0,0,0,84
Umesh Yadav,False,,DC,Delhi Capitals,7,6,169,36,84.5,54.0,9.38,18,0,0,2,4/24,4/24,0,0,0,108
Ashok Menaria,False,,RR,Rajasthan Royals,13,9,121,30,60.5,45.0,8.06,15,10,10,2,2/20,2/20,0,0,0,90
Dirk Nannes,False,,RCB,Royal Challengers Bangalore,2,2,31,11,15.5,12.0,7.75,4,0,0,2,3/27,3/27,1,0,0,24
Virat Kohli,False,,RCB,Royal Challengers Bangalore,16,10,139,23,69.5,51.0,8.17,17,55,16,2,2/25,2/25,0,0,0,102
Muttiah Muralitharan,False,,KTK,Kochi Tuskers Kerala,5,5,141,46,70.5,57.0,7.42,19,0,0,2,3/11,3/11,0,0,0,114
Abhishek Nayar,False,,PBKS,Punjab Kings,10,6,95,15,47.5,30.5,9.34,10,9,0,2,3/13,3/13,0,0,0,60
Ramesh Powar,False,,KTK,Kochi Tuskers Kerala,5,5,112,22,56.0,36.0,9.33,12,0,0,2,2/11,2/11,0,0,0,72
Yogesh Nagar,False,,DC,Delhi Capitals,11,5,67,5,67.0,30.0,13.4,5,6,6,1,1/3,1/3,0,0,0,30
David Hussey,False,,PBKS,Punjab Kings,8,2,38,4,38.0,18.0,12.66,3,3,3,1,2/2,2/2,0,0,0,18
Shikhar Dhawan,False,,DEC,Deccan Chargers,14,2,11,5,11.0,12.0,5.5,2,47,7,1,1/7,1/7,0,0,0,12
Tillakaratne Dilshan,False,,RCB,Royal Challengers Bangalore,10,6,108,16,108.0,72.0,9.0,12,33,3,1,1/30,1/30,0,0,0,72
Andrew Symonds,False,,MI,Mumbai Indians,11,3,41,10,41.0,24.0,10.25,4,9,3,1,3/21,3/21,0,0,0,24
Murali Kartik,False,,PWI,Pune Warriors India,6,6,166,40,166.0,125.0,7.96,21,1,0,1,3/17,3/17,1,0,0,126
Nayan Doshi,False,,RR,Rajasthan Royals,3,3,62,10,62.0,32.0,11.62,5,0,0,1,1/15,1/15,0,0,0,30
Nuwan Kulasekara,False,,CSK,Chennai Super Kings,1,1,26,7,26.0,18.0,8.66,3,0,0,1,2/10,2/10,0,0,0,18
Jacob Oram,False,,RR,Rajasthan Royals,2,1,32,2,32.0,12.0,16.0,2,0,0,1,3/32,3/32,0,0,0,12
James Faulkner,False,,PWI,Pune Warriors India,1,1,9,7,9.0,12.0,4.5,2,0,0,1,5/16,5/16,1,0,0,12
