Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Dwayne Bravo,False,,CSK,Chennai Super Kings,18,18,497,135,15.53,11.71,7.95,62,11,3,32,4/22,4/22,0,1,0,372
James Faulkner,False,,RR,Rajasthan Royals,16,16,427,161,15.25,13.53,6.75,63,5,2,28,5/16,5/16,2,0,2,378
Harbhajan Singh,False,,MI,Mumbai Indians,19,19,456,163,19.0,17.5,6.51,70,12,5,24,5/18,5/18,0,0,0,420
Mitchell Johnson,False,,MI,Mumbai Indians,17,17,459,188,19.12,16.0,7.17,64,2,2,24,3/26,3/26,0,0,0,384
Vinay Kumar,False,,RCB,Royal Challengers Bangalore,16,16,493,124,21.43,15.69,8.19,60,6,3,23,4/40,4/40,0,0,0,360
Sunil Narine,False,,KKR,Kolkata Knight Riders,16,16,350,180,15.9,17.45,5.46,64,0,2,22,5/19,5/19,1,2,0,384
Amit Mishra,False,,SRH,Sunrisers Hyderabad,17,17,394,151,18.76,17.71,6.35,62,9,0,21,5/17,5/17,1,1,0,372
Lasith Malinga,False,,MI,Mumbai Indians,17,17,468,147,23.4,19.6,7.16,65,1,0,20,5/13,5/13,0,0,0,390
Mohit Sharma,False,,CSK,Chennai Super Kings,15,15,326,161,16.3,15.2,6.43,50,0,0,20,4/14,4/14,0,0,0,300
Dale Steyn,False,,SRH,Sunrisers Hyderabad,17,17,384,211,20.21,21.42,5.66,68,5,2,19,3/11,3/11,3,0,0,408
Kevon Cooper,False,,RR,Rajasthan Royals,14,14,449,98,23.63,17.05,8.31,54,4,2,19,4/26,4/26,0,0,0,324
Thisara Perera,False,,SRH,Sunrisers Hyderabad,16,16,478,136,25.15,18.84,8.01,59,12,14,19,3/20,3/20,0,0,0,354
Ashok Dinda,False,,PWI,Pune Warriors India,13,13,465,105,29.06,18.37,9.48,49,1,0,16,4/18,4/18,0,0,0,294
Jacques Kallis,False,,KKR,Kolkata Knight Riders,16,15,394,112,24.62,19.87,7.43,53,35,3,16,3/13,3/13,1,0,0,318
Pragyan Ojha,False,,MI,Mumbai Indians,16,15,381,108,23.81,19.62,7.28,52,0,0,16,3/11,3/11,0,0,0,312
Umesh Yadav,False,,DC,Delhi Capitals,16,16,508,126,31.75,21.68,8.78,58,3,1,16,4/24,4/24,0,1,0,348
Azhar Mahmood,False,,PBKS,Punjab Kings,11,11,330,99,22.0,17.53,7.52,44,22,5,15,3/20,3/20,0,0,0,264
Chris Morris,False,,CSK,Chennai Super Kings,16,16,401,113,26.73,20.0,8.02,50,0,0,15,4/23,4/23,0,0,0,300
Ishant Sharma,False,,SRH,Sunrisers Hyderabad,16,16,466,160,31.06,23.86,7.81,59,0,0,15,5/12,5/12,2,0,0,354
Parvinder Awana,False,,PBKS,Punjab Kings,14,14,412,133,27.46,21.6,7.62,54,0,0,15,4/34,4/34,1,0,0,324
Ravichandran Ashwin,False,,CSK,Chennai Super Kings,18,18,390,121,26.0,23.2,6.72,58,4,0,15,4/34,4/34,1,0,0,348
Bhuvneshwar Kumar,False,,PWI,Pune Warriors India,16,16,371,167,28.53,26.3,6.5,57,3,1,13,5/19,5/19,2,0,0,342
Jaydev Unadkat,False,,RCB,Royal Challengers Bangalore,13,13,370,102,28.46,22.61,7.55,49,0,0,13,5/25,5/25,0,0,1,294
Ravi Rampaul,False,,RCB,Royal Challengers Bangalore,10,10,261,109,20.07,17.38,6.92,37,3,1,13,3/31,3/31,4,0,0,222
Ravindra Jadeja,False,,CSK,Chennai Super Kings,18,15,323,95,24.84,19.92,7.48,43,17,6,13,5/16,5/16,0,0,0,258
RP Singh,False,,RCB,Royal Challengers Bangalore,11,11,335,88,25.76,18.38,8.41,40,0,0,13,4/22,4/22,0,0,0,240
Shane Watson,False,,RR,Rajasthan Royals,16,13,298,101,22.92,19.23,7.15,41,59,22,13,4/29,4/29,0,0,0,246
Lakshmipathy Balaji,False,,KKR,Kolkata Knight Riders,13,13,387,113,32.25,25.0,7.74,50,1,0,12,5/24,5/24,1,0,0,300
Praveen Kumar,False,,PBKS,Punjab Kings,15,15,373,155,31.08,28.16,6.62,56,3,3,12,3/18,3/18,3,0,0,336
Siddharth Trivedi,False,,RR,Rajasthan Royals,17,17,410,122,34.16,29.91,6.85,60,0,0,12,4/25,4/25,1,0,0,360
Ashish Nehra,False,,DC,Delhi Capitals,10,10,316,84,28.72,19.63,8.77,36,0,0,11,4/10,4/10,0,0,0,216
Karn Sharma,False,,SRH,Sunrisers Hyderabad,13,13,230,88,20.9,19.0,6.6,35,6,2,11,4/16,4/16,1,0,0,210
Piyush Chawla,False,,PBKS,Punjab Kings,16,16,418,117,38.0,31.81,7.16,58,5,3,11,4/17,4/17,0,0,0,348
Rajat Bhatia,False,,KKR,Kolkata Knight Riders,15,15,332,59,30.18,23.9,7.57,44,8,3,11,4/15,4/15,0,0,0,264
Irfan Pathan,False,,DC,Delhi Capitals,15,15,382,134,38.2,30.8,7.44,51,9,3,10,3/24,3/24,3,0,0,306
Kieron Pollard,False,,MI,Mumbai Indians,18,14,292,60,29.2,18.6,9.41,31,27,29,10,4/44,4/44,0,0,0,186
Murali Kartik,False,,RCB,Royal Challengers Bangalore,11,11,284,71,31.55,26.0,7.28,39,0,0,9,3/17,3/17,0,0,0,234
Rahul Sharma,False,,PWI,Pune Warriors India,11,11,281,85,31.22,27.33,6.85,41,1,0,9,3/13,3/13,0,0,0,246
Sachithra Senanayake,False,,KKR,Kolkata Knight Riders,8,8,209,73,23.22,21.33,6.53,32,0,0,9,2/26,2/26,1,0,0,192
Shahbaz Nadeem,False,,DC,Delhi Capitals,12,12,259,95,28.77,29.33,5.88,44,1,0,9,3/16,3/16,1,0,0,264
Darren Sammy,False,,SRH,Sunrisers Hyderabad,10,9,168,50,21.0,16.75,7.52,22,11,10,8,4/22,4/22,0,1,0,132
