CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,TeamType,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage
107,919,8,T20 (N),Post,2023-05-17,17 May 2023,Punjab Kings VS Delhi Capitals,19:30,14:00 GMT,2023-05-17,14,Delhi Capitals,15,Punjab Kings,DC,PBKS,38,Himachal Pradesh Cricket Association Stadium,Delhi Capitals Won by 15  Runs ,Punjab Kings,Punjab Kings won the Toss and elected to Field, won the Toss and elected to Field,1,213/2 (20.0 Ov),198/8 (20.0 Ov),,2023-05-17 19:30:00,Dharamsala,,,,,,,,159,455,299,163,15,Punjab Kings,#319490,#df7317,#319490,#df7317,14,Delhi Capitals,Asia/Kolkata,17 May 2023,23:00,20,0,T20,64,,TATA IPL 2023,KN Ananthapadmanabhan,Sai Darshan Kumar,Rod Tucker,Delhi Capitals Won by 15  Runs ,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,0,+9.5,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,94,48,5,9,195.83,https://scores.iplt20.com/ipl/playerimages/0VN79DPapa1680327597183.png,2019-100mb00000000171-b2aa538f44ae11,Rahul Chahar,0,0,0,0,0,https://scores.iplt20.com/ipl/playerimages/dD6KSE9TsT1680327673171.png,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,3.0,36,0,2,12,9,https://scores.iplt20.com/ipl/playerimages/uKaiUdUoic168032645150.png,,,,2,213/2 (20.0 Overs),213,2,20.0,10.65,198/8 (20.0 Overs),198,8,20.0,9.9,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,14,Match 64,,,64,198,0,0,Rilee Rossouw,Batting,1426,82,37,-,-,https://scores.bcci.tv/matchcentre/playerimages/1duI24GDic16803266001426.png
107,918,8,T20 (N),Post,2023-05-16,16 May 2023,Lucknow Super Giants VS Mumbai Indians,19:30,14:00 GMT,2023-05-16,77,Lucknow Super Giants,17,Mumbai Indians,LSG,MI,49,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow Super Giants Won by 5  Runs ,Mumbai Indians,Mumbai Indians won the Toss and elected to Field, won the Toss and elected to Field,0,177/3 (20.0 Ov),172/5 (20.0 Ov),,2023-05-16 19:30:00,Lucknow,,,,,,,,191,44,29,165,77,Lucknow Super Giants,#319490,#df7317,#319490,#df7317,17,Mumbai Indians,Asia/Kolkata,16 May 2023,23:00,20,0,T20,63,,TATA IPL 2023,Nanda Kishore,Anil Chaudhary,Chris Gaffaney,Lucknow Super Giants Won by 5  Runs ,https://scores.iplt20.com/ipl/teamlogos/ADAMetmKk61682948573LSG.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/ADAMetmKk61682948573LSG.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,0,+9.5,2021-100mb00000000636-9e985b64160411,Tim David,32,19,1,3,168.42,https://scores.iplt20.com/ipl/playerimages/yW7BVNHOD61680427030636.png,2020-100mb00000000550-247665a42ff311,Cameron Green,4,6,0,0,66.66,https://scores.iplt20.com/ipl/playerimages/PpKV5hMzrF1680426776550.png,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,3.0,26,0,1,8.67,18,https://scores.iplt20.com/ipl/playerimages/qTOAHt3BLP1680327166541.png,,,,2,177/3 (20.0 Overs),177,3,20.0,8.85,172/5 (20.0 Overs),172,5,20.0,8.6,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,77,Match 63,,,63,172,0,0,Marcus Stoinis,Batting,23,89,47,-,-,https://scores.bcci.tv/matchcentre/playerimages/t4zUg95V0f168032800423.png
107,917,8,T20 (N),Post,2023-05-15,15 May 2023,Gujarat Titans VS Sunrisers Hyderabad,19:30,14:00 GMT,2023-05-15,35,Gujarat Titans,20,Sunrisers Hyderabad,GT,SRH,55,Narendra Modi Stadium,Gujarat Titans Won by 34  Runs,Sunrisers Hyderabad,Sunrisers Hyderabad won the Toss and elected to Field, won the Toss and elected to Field,1,188/9 (20.0 Ov),154/9 (20.0 Ov),,2023-05-15 19:30:00,Ahmedabad,,,,,,,,314,221,526,88,35,Gujarat Titans,#319490,#df7317,#319490,#df7317,20,Sunrisers Hyderabad,Asia/Kolkata,15 May 2023,23:00,20,0,T20,62,,TATA IPL 2023,Ulhas Gandhe,Madanagopal Jayaraman,AKSHAY TOTRE,Gujarat Titans Won by 34  Runs,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/SRH.png,0,+9.5,2022-100mb00000001011-d957ea18a45111,Fazalhaq Farooqi,1,5,0,0,20,https://scores.iplt20.com/ipl/playerimages/ubdaqbV9Oc16804258011011.png,2019-100mb00000000087-98d4e401342511,Mayank Markande,18,9,2,1,200,https://scores.iplt20.com/ipl/playerimages/mBfLVUzEv0168042584587.png,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,1.1,7,0,0,6,0,https://scores.iplt20.com/ipl/playerimages/2iFzSVEuIF1680265334120.png,,,,2,188/9 (20.0 Overs),188,9,20.0,9.4,154/9 (20.0 Overs),154,9,20.0,7.7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,35,Match 62,,,62,154,0,0,Shubman Gill,Batting,62,101,58,-,-,https://scores.bcci.tv/matchcentre/playerimages/rXqCb2fICe168026415762.png
107,916,8,T20 (N),Post,2023-05-14,14 May 2023,Chennai Super Kings VS Kolkata Knight Riders,19:30,14:00 GMT,2023-05-14,13,Chennai Super Kings,16,Kolkata Knight Riders,CSK,KKR,18,MA Chidambaram Stadium,Kolkata Knight Riders Won by 6  Wickets ,Chennai Super Kings,Chennai Super Kings won the Toss and elected to bat, won the Toss and elected to bat,1,144/6 (20.0 Ov),147/4 (18.3 Ov),,2023-05-14 19:30:00,Chennai,,,,,,,,363,527,42,86,13,Chennai Super Kings,#319490,#df7317,#319490,#df7317,16,Kolkata Knight Riders,Asia/Kolkata,14 May 2023,23:00,20,0,T20,61,,TATA IPL 2023,Tapan Balwant Sharma,VINOD SESHAN,Nitin Menon,Kolkata Knight Riders Won by 6  Wickets ,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,0,+9.5,2019-100mb00000000148-ef59629644a811,Nitish Rana,57,44,6,1,129.54,https://scores.iplt20.com/ipl/playerimages/nOzTbITI8h1680326893148.png,2019-100mb00000000141-e67c41d144a711,Andre Russell,2,2,0,0,100,https://scores.iplt20.com/ipl/playerimages/p7dGPab05h1680326915141.png,2020-100mb00000000539-04833b65639b11,Tushar Deshpande,3.3,25,0,0,7.14,0,https://scores.iplt20.com/ipl/playerimages/FnvtDZ6X8F1680268063539.png,,,,2,144/6 (20.0 Overs),144,6,20.0,7.2,147/4 (18.3 Overs),147,4,18.3,7.95,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,16,Match 61,,,61,159,0,0,Rinku Singh,Batting,152,54,42,-,-,https://scores.bcci.tv/matchcentre/playerimages/Wp7dQI0Lku1680326905152.png
107,915,5,T20 D/N,Post,2023-05-14,14 May 2023,Rajasthan Royals VS Royal Challengers Bangalore,15:30,10:00 GMT,2023-05-14,19,Royal Challengers Bangalore,18,Rajasthan Royals,RCB,RR,20,Sawai Mansingh Stadium,Royal Challengers Bangalore Won by 112  Runs ,Royal Challengers Bangalore,Royal Challengers Bangalore won the Toss and elected to bat, won the Toss and elected to bat,1,171/5 (20.0 Ov),59/10 (10.3 Ov),,2023-05-14 15:30:00,Jaipur,,,,,,,,159,129,299,87,18,Rajasthan Royals,#319490,#df7317,#319490,#df7317,19,Royal Challengers Bangalore,Asia/Kolkata,14 May 2023,23:00,20,0,T20,60,,TATA IPL 2023,KN Ananthapadmanabhan,Navdeep Singh,Rod Tucker,Royal Challengers Bangalore Won by 112  Runs ,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/RCB.png,0,+9.5,2019-100mb00000000088-c3250f0243e911,Asif K M,0,2,0,0,0,https://scores.iplt20.com/ipl/playerimages/CqZvgXIfbj168035116488.png,2019-100mb00000000220-18a6ceb644c011,Sandeep Sharma,0,1,0,0,0,https://scores.iplt20.com/ipl/playerimages/PzMN1WmaKp1680352137220.png,2019-100mb00000000098-7a8c366b43f611,Karn Sharma,1.3,19,0,2,12.67,4.5,https://scores.iplt20.com/ipl/playerimages/LHHJt9W81F168035057798.png,,,76.25,2,171/5 (20.0 Overs),171,5,20.0,8.55,59/10 (10.3 Overs),59,10,10.3,5.62,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,19,Match 60,,,60,112,0,0,Wayne Parnell,Bowling,829,-,-,3,10,https://scores.bcci.tv/matchcentre/playerimages/TRHbCsGUny1664347849829.png
107,914,8,T20 (N),Post,2023-05-13,13 May 2023,Delhi Capitals VS Punjab Kings,19:30,14:00 GMT,2023-05-13,15,Punjab Kings,14,Delhi Capitals,PBKS,DC,17,Arun Jaitley Stadium,Punjab Kings Won by 31  Runs ,Delhi Capitals,Delhi Capitals won the Toss and elected to Field, won the Toss and elected to Field,1,167/7 (20.0 Ov),136/8 (20.0 Ov),,2023-05-13 19:30:00,Delhi,,,,,,,,95,29,398,165,14,Delhi Capitals,#319490,#df7317,#319490,#df7317,15,Punjab Kings,Asia/Kolkata,13 May 2023,23:00,20,0,T20,59,,TATA IPL 2023,Nikhil Patwardhan,Chris Gaffaney,Sadashiv Iyer,Punjab Kings Won by 31  Runs ,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,0,+9.5,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,10,17,0,0,58.82,https://scores.iplt20.com/ipl/playerimages/s4UToLhYH5168032648514.png,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,6,7,0,0,85.71,https://scores.iplt20.com/ipl/playerimages/izDGocKnrp16803265311462.png,2021-100mb00000000633-40c59a2c160011,Nathan Ellis,4.0,26,0,2,6.5,12,https://scores.iplt20.com/ipl/playerimages/ajTvyxB2qQ1680327544633.png,,,,2,167/7 (20.0 Overs),167,7,20.0,8.35,136/8 (20.0 Overs),136,8,20.0,6.8,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,15,Match 59,,,59,136,0,0,Simran Singh,Batting,137,103,65,-,-,https://scores.bcci.tv/matchcentre/playerimages/n6UNRxap6H1680327624137.png
107,913,5,T20 D/N,Post,2023-05-13,13 May 2023,Sunrisers Hyderabad VS Lucknow Super Giants,15:30,10:00 GMT,2023-05-13,20,Sunrisers Hyderabad,77,Lucknow Super Giants,SRH,LSG,13,Rajiv Gandhi International Stadium,Lucknow Super Giants Won by 7  Wickets ,Sunrisers Hyderabad,Sunrisers Hyderabad won the Toss and elected to bat, won the Toss and elected to bat,1,182/6 (20.0 Ov),185/3 (19.2 Ov),,2023-05-13 15:30:00,Hyderabad,,,,,,,,526,221,354,163,20,Sunrisers Hyderabad,#319490,#df7317,#319490,#df7317,77,Lucknow Super Giants,Asia/Kolkata,13 May 2023,23:00,20,0,T20,58,,TATA IPL 2023,AKSHAY TOTRE,Madanagopal Jayaraman,Yeshwant Barde,Lucknow Super Giants Won by 7  Wickets ,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/ADAMetmKk61682948573LSG.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/ADAMetmKk61682948573LSG.png,0,+9.5,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,44,13,3,4,338.46,https://scores.iplt20.com/ipl/playerimages/x3ZBzexFff1680327190136.png,2022-100mb00000000998-77ac17e3a44d11,Prerak Mankad,64,45,7,2,142.22,https://scores.iplt20.com/ipl/playerimages/IgknhKhbn61680327123998.png,2022-100mb00000001011-d957ea18a45111,Fazalhaq Farooqi,3.2,32,0,0,9.6,0,https://scores.iplt20.com/ipl/playerimages/ubdaqbV9Oc16804258011011.png,,,98.33,2,182/6 (20.0 Overs),182,6,20.0,9.1,185/3 (19.2 Overs),185,3,19.2,9.57,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,77,Match 58,,,58,191,0,0,Prerak Mankad,Batting,998,64,45,-,-,https://scores.bcci.tv/matchcentre/playerimages/IgknhKhbn61680327123998.png
107,912,8,T20 (N),Post,2023-05-12,12 May 2023,Mumbai Indians VS Gujarat Titans,19:30,14:00 GMT,2023-05-12,17,Mumbai Indians,35,Gujarat Titans,MI,GT,21,Wankhede Stadium,Mumbai Indians Won by 27  Runs ,Gujarat Titans,Gujarat Titans won the Toss and elected to Field, won the Toss and elected to Field,0,218/5 (20.0 Ov),191/8 (20.0 Ov),,2023-05-12 19:30:00,Mumbai,,,,,,,,42,363,527,166,17,Mumbai Indians,#319490,#df7317,#319490,#df7317,35,Gujarat Titans,Asia/Kolkata,12 May 2023,23:00,20,0,T20,57,,TATA IPL 2023,Nitin Menon,Tapan Balwant Sharma,VINOD SESHAN,Mumbai Indians Won by 27  Runs ,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,0,+9.5,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,79,32,3,10,246.87,https://scores.iplt20.com/ipl/playerimages/hlbmqKagm21680264676218.png,2019-100mb00000000229-75a4b0a0516011,Alzarri Joseph,7,12,1,0,58.33,https://scores.iplt20.com/ipl/playerimages/vk7ady8MqJ1680264237229.png,2022-100mb00000001015-396b0615c6d411,Kumar Kartikeya Singh,3.0,37,0,2,12.33,9,https://scores.iplt20.com/ipl/playerimages/Hz8VJy7FIV16804268091015.png,,,,2,218/5 (20.0 Overs),218,5,20.0,10.9,191/8 (20.0 Overs),191,8,20.0,9.55,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,17,Match 57,,,57,191,0,0,Suryakumar Yadav,Batting,174,103,49,-,-,https://scores.bcci.tv/matchcentre/playerimages/MxrRfEZPWX1680426976174.png
107,911,8,T20 (N),Post,2023-05-11,11 May 2023,Kolkata Knight Riders VS Rajasthan Royals,19:30,14:00 GMT,2023-05-11,16,Kolkata Knight Riders,18,Rajasthan Royals,KKR,RR,19,Eden Gardens,Rajasthan Royals Won by 9  Wickets ,Rajasthan Royals,Rajasthan Royals won the Toss and elected to Field, won the Toss and elected to Field,1,149/8 (20.0 Ov),151/1 (13.1 Ov),,2023-05-11 19:30:00,Kolkata,,,,,,,,299,455,261,163,16,Kolkata Knight Riders,#319490,#df7317,#319490,#df7317,18,Rajasthan Royals,Asia/Kolkata,11 May 2023,23:00,20,0,T20,56,,TATA IPL 2023,Rod Tucker,Sai Darshan Kumar,Rohan Pandit,Rajasthan Royals Won by 9  Wickets ,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,0,+9.5,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,98,47,12,5,208.51,https://scores.iplt20.com/ipl/playerimages/GkARJxF4481680351604533.png,2019-100mb00000000190-c62cbae544b711,Sanju Samson,48,29,2,5,165.51,https://scores.iplt20.com/ipl/playerimages/6Cdheb9iX91680352108190.png,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,1.1,18,0,0,15.43,0,https://scores.iplt20.com/ipl/playerimages/2vgYLVIUJK1680326968105.png,,,,2,149/8 (20.0 Overs),149,8,20.0,7.45,151/1 (13.1 Overs),151,1,13.1,11.47,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,18,Match 56,,,56,229,0,0,Yashasvi Jaiswal,Batting,533,98,47,-,-,https://scores.bcci.tv/matchcentre/playerimages/GkARJxF4481680351604533.png
107,910,8,T20 (N),Post,2023-05-10,10 May 2023,Chennai Super Kings VS Delhi Capitals,19:30,14:00 GMT,2023-05-10,13,Chennai Super Kings,14,Delhi Capitals,CSK,DC,18,MA Chidambaram Stadium,Chennai Super Kings Won by 27  Runs ,Chennai Super Kings,Chennai Super Kings won the Toss and elected to bat, won the Toss and elected to bat,1,167/8 (20.0 Ov),140/8 (20.0 Ov),,2023-05-10 19:30:00,Chennai,,,,,,,,29,95,44,165,13,Chennai Super Kings,#319490,#df7317,#319490,#df7317,14,Delhi Capitals,Asia/Kolkata,10 May 2023,23:00,20,0,T20,55,,TATA IPL 2023,Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Chennai Super Kings Won by 27  Runs ,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,0,+9.5,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,0,1,0,0,0,https://scores.iplt20.com/ipl/playerimages/s4UToLhYH5168032648514.png,2022-100mb00000000979-7a91699fa44711,Aman Khan,2,3,0,0,66.66,https://scores.iplt20.com/ipl/playerimages/sgWildWRVk1680326407979.png,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana,4.0,37,0,3,9.25,8,https://scores.iplt20.com/ipl/playerimages/SyXZJbyRXY16802677491014.png,,,,2,167/8 (20.0 Overs),167,8,20.0,8.35,140/8 (20.0 Overs),140,8,20.0,7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,13,Match 55,,,55,140,0,0,Ravindra Jadeja,Batting/Bowling,46,21,16,1,19,https://scores.bcci.tv/matchcentre/playerimages/Q7BIUOYZle168026798346.png
107,909,8,T20 (N),Post,2023-05-09,9 May 2023,Mumbai Indians VS Royal Challengers Bangalore,19:30,14:00 GMT,2023-05-09,19,Royal Challengers Bangalore,17,Mumbai Indians,RCB,MI,21,Wankhede Stadium,Mumbai Indians Won by 6  Wickets ,Mumbai Indians,Mumbai Indians won the Toss and elected to Field, won the Toss and elected to Field,0,199/6 (20.0 Ov),200/4 (16.3 Ov),,2023-05-09 19:30:00,Mumbai,,,,,,,,525,87,42,166,17,Mumbai Indians,#319490,#df7317,#319490,#df7317,19,Royal Challengers Bangalore,Asia/Kolkata,9 May 2023,23:00,20,0,T20,54,,TATA IPL 2023,Khalid Saiyed,Virender Kumar Sharma,Nitin Menon,Mumbai Indians Won by 6  Wickets ,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/RCB.png,0,+9.5,2022-100mb00000001541-e0ad58e954e911,Nehal Wadera,52,34,4,3,152.94,https://scores.iplt20.com/ipl/playerimages/qMFEwI9iOK16804273051541.png,2020-100mb00000000550-247665a42ff311,Cameron Green,2,2,0,0,100,https://scores.iplt20.com/ipl/playerimages/PpKV5hMzrF1680426776550.png,2019-100mb00000000114-8c98068c449611,Harshal Patel,3.3,41,0,0,11.71,0,https://scores.iplt20.com/ipl/playerimages/fYknA1ScDt1680350554114.png,,,,2,199/6 (20.0 Overs),199,6,20.0,9.95,200/4 (16.3 Overs),200,4,16.3,12.12,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,17,Match 54,,,54,242,0,0,Suryakumar Yadav,Batting,174,83,34,-,-,https://scores.bcci.tv/matchcentre/playerimages/MxrRfEZPWX1680426976174.png
107,908,8,T20 (N),Post,2023-05-08,8 May 2023,Kolkata Knight Riders VS Punjab Kings,19:30,14:00 GMT,2023-05-08,15,Punjab Kings,16,Kolkata Knight Riders,PBKS,KKR,19,Eden Gardens,Kolkata Knight Riders Won by 5  Wickets ,Punjab Kings,Punjab Kings won the Toss and elected to bat, won the Toss and elected to bat,0,179/7 (20.0 Ov),182/5 (20.0 Ov),,2023-05-08 19:30:00,Kolkata,,,,,,,,221,526,314,164,16,Kolkata Knight Riders,#319490,#df7317,#319490,#df7317,15,Punjab Kings,Asia/Kolkata,8 May 2023,23:00,20,0,T20,53,,TATA IPL 2023,Madanagopal Jayaraman,AKSHAY TOTRE,Ulhas Gandhe,Kolkata Knight Riders Won by 5  Wickets ,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,0,+9.5,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,21,10,2,1,210,https://scores.iplt20.com/ipl/playerimages/Wp7dQI0Lku1680326905152.png,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,0,0,0,0,0,https://scores.iplt20.com/ipl/playerimages/2vgYLVIUJK1680326968105.png,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,4.0,39,0,0,9.75,0,https://scores.iplt20.com/ipl/playerimages/Dt5oU1wZhR1680327444125.png,,,,2,179/7 (20.0 Overs),179,7,20.0,8.95,182/5 (20.0 Overs),182,5,20.0,9.1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,16,Match 53,,,53,182,0,0,Andre Russell,Batting,141,42,23,0,19,https://scores.bcci.tv/matchcentre/playerimages/p7dGPab05h1680326915141.png
107,907,8,T20 (N),Post,2023-05-07,7 May 2023,Rajasthan Royals VS Sunrisers Hyderabad,19:30,14:00 GMT,2023-05-07,18,Rajasthan Royals,20,Sunrisers Hyderabad,RR,SRH,20,Sawai Mansingh Stadium,Sunrisers Hyderabad Won by 4  Wickets ,Rajasthan Royals,Rajasthan Royals won the Toss and elected to bat, won the Toss and elected to bat,0,214/2 (20.0 Ov),217/6 (20.0 Ov),,2023-05-07 19:30:00,Jaipur,,,,,,,,527,42,87,86,18,Rajasthan Royals,#319490,#df7317,#319490,#df7317,20,Sunrisers Hyderabad,Asia/Kolkata,7 May 2023,23:00,20,0,T20,52,,TATA IPL 2023,VINOD SESHAN,Nitin Menon,Virender Kumar Sharma,Sunrisers Hyderabad Won by 4  Wickets ,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,0,+9.5,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,17,7,0,2,242.85,https://scores.iplt20.com/ipl/playerimages/Fzmtf2TEeX1680425936525.png,2021-100mb00000000586-8238f85f91de11,Marco Jansen,3,2,0,0,150,https://scores.iplt20.com/ipl/playerimages/h4YTt8IesS1680425822586.png,2019-100mb00000000220-18a6ceb644c011,Sandeep Sharma,4.0,48,0,0,12,0,https://scores.iplt20.com/ipl/playerimages/PzMN1WmaKp1680352137220.png,,,,2,214/2 (20.0 Overs),214,2,20.0,10.7,217/6 (20.0 Overs),217,6,20.0,10.85,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,20,Match 52,,,52,217,0,0,Glenn Phillips,Batting,635,25,7,-,-,https://scores.bcci.tv/matchcentre/playerimages/eCREA3kcp61680425895635.png
