CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,timezone1,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,MatchEndDate,MatchEndTime,MatchTypeName,RowNo,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow
10012,10831,2,T20,Post,2020-11-10,10 Nov 2020,Mumbai Indians VS Delhi Capitals,18:00,18:00 GMT,2020-11-10,14,Delhi Capitals,17,Mumbai Indians,DC,MI,51,Dubai International Cricket Stadium,Mumbai Indians won by 5 wickets,Delhi Capitals,,,0,,,22362,2020-11-10 18:00:00,Dubai,,,,,,,,163,183,153,0,Asia/Kolkata,17,Mumbai Indians,,,,,14,Delhi Capitals,10 Nov 2020,23:00,T20,60,Sagara Gallage,Jeff Evans,Clifford Isaacs,Mumbai Indians won by 5 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,156/7 (20 Overs),156,7,20,7.80,157/5 (18.4 Overs),157,5,18.4,8.41,,,,,,,,,,,6,,,,,,60th  T20,,,60
10012,10829,2,T20,Post,2020-11-08,8 Nov 2020,Delhi Capitals VS Sunrisers Hyderabad,18:00,18:00 GMT,2020-11-08,14,Delhi Capitals,20,Sunrisers Hyderabad,DC,SRH,85,Sheikh Zayed Cricket Stadium,Delhi Capitals won by 17 runs,Sunrisers Hyderabad,,,0,,,22361,2020-11-08 18:00:00,Abu Dhabi,,,,,,,,127,215,154,0,Asia/Kolkata,14,Delhi Capitals,,,,,20,Sunrisers Hyderabad,8 Nov 2020,23:00,T20,59,Ashraf Din,Mohamad Rafi,Ramani Batumalai,Delhi Capitals won by 17 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,189/3 (20 Overs),189,3,20,9.45,172/8 (20 Overs),172,8,20,8.60,,,,,,,,,,,6,,,,,,59th  T20,,,59
10012,10827,2,T20,Post,2020-11-06,6 Nov 2020,Sunrisers Hyderabad VS Royal Challengers Bangalore,18:00,18:00 GMT,2020-11-06,19,Royal Challengers Bangalore,20,Sunrisers Hyderabad,RCB,SRH,85,Sheikh Zayed Cricket Stadium,Sunrisers Hyderabad won by 6 wickets,Royal Challengers Bangalore,,,0,,,22360,2020-11-06 18:00:00,Abu Dhabi,,,,,,,,127,215,170,0,Asia/Kolkata,20,Sunrisers Hyderabad,,,,,19,Royal Challengers Bangalore,6 Nov 2020,23:00,T20,58,Ashraf Din,Mohamad Rafi,GJ Davidson,Sunrisers Hyderabad won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,131/7 (20 Overs),131,7,20,6.55,132/4 (19.4 Overs),132,4,19.4,6.71,,,,,,,,,,,6,,,,,,58th  T20,,,58
10012,10826,2,T20,Post,2020-11-05,5 Nov 2020,Mumbai Indians VS Delhi Capitals,18:00,18:00 GMT,2020-11-05,17,Mumbai Indians,14,Delhi Capitals,MI,DC,51,Dubai International Cricket Stadium,Mumbai Indians won by 57 runs,Delhi Capitals,,,0,,,22359,2020-11-05 18:00:00,Dubai,,,,,,,,163,183,122,0,Asia/Kolkata,17,Mumbai Indians,,,,,14,Delhi Capitals,5 Nov 2020,23:00,T20,57,Sagara Gallage,Jeff Evans,Mark Eggleston,Mumbai Indians won by 57 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,200/5 (20 Overs),200,5,20,10.00,143/8 (20 Overs),143,8,20,7.15,,,,,,,,,,,6,,,,,,57th  T20,,,57
10012,10823,2,T20,Post,2020-11-03,3 Nov 2020,Sunrisers Hyderabad VS Mumbai Indians,18:00,18:00 GMT,2020-11-03,17,Mumbai Indians,20,Sunrisers Hyderabad,MI,SRH,86,Sharjah Cricket Stadium,Sunrisers Hyderabad won by 10 wickets,Mumbai Indians,,,0,,,22291,2020-11-03 18:00:00,Sharjah,,,,,,,,172,170,130,0,Asia/Kolkata,20,Sunrisers Hyderabad,,,,,17,Mumbai Indians,3 Nov 2020,23:00,T20,56,Hannington Ochieng,GJ Davidson,Keith Coburn,Sunrisers Hyderabad won by 10 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,149/8 (20 Overs),149,8,20,7.45,151/0 (17.1 Overs),151,0,17.1,8.79,,,,,,,,,,,6,,,,,,56th  T20,,,56
10012,10822,2,T20,Post,2020-11-02,2 Nov 2020,Delhi Capitals VS Royal Challengers Bangalore,18:00,18:00 GMT,2020-11-02,19,Royal Challengers Bangalore,14,Delhi Capitals,RCB,DC,85,Sheikh Zayed Cricket Stadium,Delhi Capitals won by 6 wickets,Royal Challengers Bangalore,,,0,,,22290,2020-11-02 18:00:00,Abu Dhabi,,,,,,,,183,127,161,0,Asia/Kolkata,14,Delhi Capitals,,,,,19,Royal Challengers Bangalore,2 Nov 2020,23:00,T20,55,Jeff Evans,Ashraf Din,Rahul,Delhi Capitals won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,152/7 (20 Overs),152,7,20,7.60,154/4 (19 Overs),154,4,19,8.10,,,,,,,,,,,6,,,,,,55th  T20,,,55
10012,10821,2,T20,Post,2020-11-01,1 Nov 2020,Kolkata Knight Riders VS Rajasthan Royals,18:00,18:00 GMT,2020-11-01,16,Kolkata Knight Riders,18,Rajasthan Royals,KKR,RR,51,Dubai International Cricket Stadium,Kolkata Knight Riders won by 60 runs,Rajasthan Royals,,,0,,,22289,2020-11-01 18:00:00,Dubai,,,,,,,,215,163,195,0,Asia/Kolkata,16,Kolkata Knight Riders,,,,,18,Rajasthan Royals,1 Nov 2020,23:00,T20,54,Mohamad Rafi,Sagara Gallage,NR Seetharam Prabhu,Kolkata Knight Riders won by 60 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,191/7 (20 Overs),191,7,20,9.55,131/9 (20 Overs),131,9,20,6.55,,,,,,,,,,,6,,,,,,54th  T20,,,54
10012,10820,2,T20,Post,2020-11-01,1 Nov 2020,Chennai Super Kings VS Punjab Kings,14:00,14:00 GMT,2020-11-01,15,Punjab Kings,13,Chennai Super Kings,PBKS,CSK,85,Sheikh Zayed Cricket Stadium,Chennai Super Kings won by 9 wickets,Punjab Kings,,,0,,,22288,2020-11-01 14:00:00,Abu Dhabi,,,,,,,,154,161,180,0,Asia/Kolkata,13,Chennai Super Kings,,,,,15,Punjab Kings,1 Nov 2020,23:00,T20,53,Ramani Batumalai,Rahul,Sanjay Hazare,Chennai Super Kings won by 9 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,153/6 (20 Overs),153,6,20,7.65,154/1 (18.5 Overs),154,1,18.5,8.17,,,,,,,,,,,6,,,,,,53rd  T20,,,53
10012,10819,2,T20,Post,2020-10-31,31 Oct 2020,Royal Challengers Bangalore VS Sunrisers Hyderabad,18:00,18:00 GMT,2020-10-31,19,Royal Challengers Bangalore,20,Sunrisers Hyderabad,RCB,SRH,86,Sharjah Cricket Stadium,Sunrisers Hyderabad won by 5 wickets,Sunrisers Hyderabad,,,0,,,22287,2020-10-31 18:00:00,Sharjah,,,,,,,,218,146,130,0,Asia/Kolkata,19,Royal Challengers Bangalore,,,,,20,Sunrisers Hyderabad,31 Oct 2020,23:00,T20,52,Subhash Modi,Alan Neill,Keith Coburn,Sunrisers Hyderabad won by 5 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,120/7 (20 Overs),120,7,20,6.00,121/5 (14.1 Overs),121,5,14.1,8.54,,,,,,,,,,,6,,,,,,52nd  T20,,,52
10012,10818,2,T20,Post,2020-10-31,31 Oct 2020,Delhi Capitals VS Mumbai Indians,14:00,14:00 GMT,2020-10-31,14,Delhi Capitals,17,Mumbai Indians,DC,MI,51,Dubai International Cricket Stadium,Mumbai Indians won by 9 wickets,Mumbai Indians,,,0,,,22286,2020-10-31 14:00:00,Dubai,,,,,,,,215,195,175,0,Asia/Kolkata,14,Delhi Capitals,,,,,17,Mumbai Indians,31 Oct 2020,23:00,T20,51,Mohamad Rafi,NR Seetharam Prabhu,Buddhi Pradhan,Mumbai Indians won by 9 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,110/9 (20 Overs),110,9,20,5.50,111/1 (14.2 Overs),111,1,14.2,7.74,,,,,,,,,,,6,,,,,,51st T20,,,51
10012,10817,2,T20,Post,2020-10-30,30 Oct 2020,Punjab Kings VS Rajasthan Royals,18:00,18:00 GMT,2020-10-30,15,Punjab Kings,18,Rajasthan Royals,PBKS,RR,85,Sheikh Zayed Cricket Stadium,Rajasthan Royals won by 7 wickets,Rajasthan Royals,,,0,,,22285,2020-10-30 18:00:00,Abu Dhabi,,,,,,,,183,127,180,0,Asia/Kolkata,15,Punjab Kings,,,,,18,Rajasthan Royals,30 Oct 2020,23:00,T20,50,Jeff Evans,Ashraf Din,Sanjay Hazare,Rajasthan Royals won by 7 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,185/4 (20 Overs),185,4,20,9.25,186/3 (17.3 Overs),186,3,17.3,10.62,,,,,,,,,,,6,,,,,,50th  T20,,,50
10012,10816,2,T20,Post,2020-10-29,29 Oct 2020,Chennai Super Kings VS Kolkata Knight Riders,18:00,18:00 GMT,2020-10-29,16,Kolkata Knight Riders,13,Chennai Super Kings,KKR,CSK,51,Dubai International Cricket Stadium,Chennai Super Kings won by 6 wickets,Kolkata Knight Riders,,,0,,,22284,2020-10-29 18:00:00,Dubai,,,,,,,,172,170,146,0,Asia/Kolkata,13,Chennai Super Kings,,,,,16,Kolkata Knight Riders,29 Oct 2020,23:00,T20,49,Hannington Ochieng,GJ Davidson,Alan Neill,Chennai Super Kings won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,172/5 (20 Overs),172,5,20,8.60,178/4 (20 Overs),178,4,20,8.90,,,,,,,,,,,6,,,,,,49th  T20,,,49
