CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,timezone1,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,MatchEndDate,MatchEndTime,MatchTypeName,RowNo,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow
10011,10767,2,T20,Post,2019-05-12,12 May 2019,Mumbai Indians VS Chennai Super Kings,19:30,14:00 GMT,2019-05-12,17,Mumbai Indians,13,Chennai Super Kings,MI,CSK,72,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians won by 1 run,Chennai Super Kings,,,0,,,11415,2019-05-12 19:30:00,Hyderabad,,,,,,,,163,213,145,0,Asia/Kolkata,17,Mumbai Indians,,,,,13,Chennai Super Kings,12 May 2019,23:00,T20,60,Sagara Gallage,Azam Baig,Premdip Chatterjee,Mumbai Indians won by 1 run,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,149/8 (20 Overs),149,8,20,7.45,148/7 (20 Overs),148,7,20,7.40,,,,,,,,,,,6,,,,,,60th  T20,,,60
10011,10765,2,T20,Post,2019-05-10,10 May 2019,Chennai Super Kings VS Delhi Capitals,19:30,14:00 GMT,2019-05-10,14,Delhi Capitals,13,Chennai Super Kings,DC,CSK,82,ACA-VDCA Stadium,Chennai Super Kings won by 6 wickets,Delhi Capitals,,,0,,,11414,2019-05-10 19:30:00,Visakhapatnam,,,,,,,,196,138,122,0,Asia/Kolkata,13,Chennai Super Kings,,,,,14,Delhi Capitals,10 May 2019,23:00,T20,59,Claire Polosak,DJ Smith,Mark Eggleston,Chennai Super Kings won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,147/9 (20 Overs),147,9,20,7.35,151/4 (19 Overs),151,4,19,7.94,,,,,,,,,,,6,,,,,,59th  T20,,,59
10011,10763,2,T20,Post,2019-05-08,8 May 2019,Delhi Capitals VS Sunrisers Hyderabad,19:30,14:00 GMT,2019-05-08,20,Sunrisers Hyderabad,14,Delhi Capitals,SRH,DC,82,ACA-VDCA Stadium,Delhi Capitals won by 2 wickets,Sunrisers Hyderabad,,,0,,,11413,2019-05-08 19:30:00,Visakhapatnam,,,,,,,,115,115,115,0,Asia/Kolkata,14,Delhi Capitals,,,,,20,Sunrisers Hyderabad,8 May 2019,23:00,T20,58,Brian Jerling,Brian Jerling,Brian Jerling,Delhi Capitals won by 2 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,162/8 (20 Overs),162,8,20,8.10,165/8 (19.5 Overs),165,8,19.5,8.31,,,,,,,,,,,6,,,,,,58th  T20,,,58
10011,10761,2,T20,Post,2019-05-07,7 May 2019,Mumbai Indians VS Chennai Super Kings,19:30,14:00 GMT,2019-05-07,13,Chennai Super Kings,17,Mumbai Indians,CSK,MI,73,M. A. Chidambaram Stadium,Mumbai Indians won by 6 wickets,Chennai Super Kings,,,0,,,11412,2019-05-07 19:30:00,Chennai,,,,,,,,168,163,145,0,Asia/Kolkata,17,Mumbai Indians,,,,,13,Chennai Super Kings,7 May 2019,23:00,T20,57,Narendra Dave,Sagara Gallage,Premdip Chatterjee,Mumbai Indians won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,131/4 (20 Overs),131,4,20,6.55,132/4 (18.3 Overs),132,4,18.3,7.13,,,,,,,,,,,6,,,,,,57th  T20,,,57
10011,10759,2,T20,Post,2019-05-05,5 May 2019,Mumbai Indians VS Kolkata Knight Riders,20:00,14:30 GMT,2019-05-05,16,Kolkata Knight Riders,17,Mumbai Indians,KKR,MI,21,Wankhede Stadium,Mumbai Indians won by 9 wickets,Kolkata Knight Riders,,,0,,,11347,2019-05-05 20:00:00,Mumbai,,,,,,,,208,184,146,0,Asia/Kolkata,17,Mumbai Indians,,,,,16,Kolkata Knight Riders,5 May 2019,23:00,T20,56,Zameer Haider,Allahudien Paleker,Alan Neill,Mumbai Indians won by 9 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,133/7 (20 Overs),133,7,20,6.65,134/1 (16.1 Overs),134,1,16.1,8.28,,,,,,,,,,,6,,,,,,56th  T20,,,56
10011,10758,2,T20,Post,2019-05-05,5 May 2019,Punjab Kings VS Chennai Super Kings,16:00,10:30 GMT,2019-05-05,13,Chennai Super Kings,15,Punjab Kings,CSK,PBKS,71,IS Bindra Stadium,Punjab Kings won by 6 wickets,Chennai Super Kings,,,0,,,11346,2019-05-05 16:00:00,Mohali,,,,,,,,153,170,200,0,Asia/Kolkata,15,Punjab Kings,,,,,13,Chennai Super Kings,5 May 2019,23:00,T20,55,Clifford Isaacs,GJ Davidson,Eric Young,Punjab Kings won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,170/5 (20 Overs),170,5,20,8.50,173/4 (18 Overs),173,4,18,9.61,,,,,,,,,,,6,,,,,,55th  T20,,,55
10011,10757,2,T20,Post,2019-05-04,4 May 2019,Royal Challengers Bangalore VS Sunrisers Hyderabad,20:00,14:30 GMT,2019-05-04,20,Sunrisers Hyderabad,19,Royal Challengers Bangalore,SRH,RCB,70,M. Chinnaswamy Stadium,Royal Challengers Bangalore won by 4 wickets,Sunrisers Hyderabad,,,0,,,11345,2019-05-04 20:00:00,Bengaluru,,,,,,,,168,122,209,0,Asia/Kolkata,19,Royal Challengers Bangalore,,,,,20,Sunrisers Hyderabad,4 May 2019,23:00,T20,54,Narendra Dave,Mark Eggleston,Lalji K Bhudia,Royal Challengers Bangalore won by 4 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,175/7 (20 Overs),175,7,20,8.75,178/6 (19.2 Overs),178,6,19.2,9.20,,,,,,,,,,,6,,,,,,54th  T20,,,54
10011,10756,2,T20,Post,2019-05-04,4 May 2019,Delhi Capitals VS Rajasthan Royals,16:00,10:30 GMT,2019-05-04,18,Rajasthan Royals,14,Delhi Capitals,RR,DC,17,Arun Jaitley Stadium,Delhi Capitals won by 5 wickets,Rajasthan Royals,,,0,,,11344,2019-05-04 16:00:00,Delhi,,,,,,,,213,175,204,0,Asia/Kolkata,14,Delhi Capitals,,,,,18,Rajasthan Royals,4 May 2019,23:00,T20,53,Azam Baig,Buddhi Pradhan,David Millns,Delhi Capitals won by 5 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,115/9 (20 Overs),115,9,20,5.75,121/5 (16.1 Overs),121,5,16.1,7.48,,,,,,,,,,,6,,,,,,53rd  T20,,,53
10011,10755,2,T20,Post,2019-05-03,3 May 2019,Punjab Kings VS Kolkata Knight Riders,20:00,14:30 GMT,2019-05-03,15,Punjab Kings,16,Kolkata Knight Riders,PBKS,KKR,71,IS Bindra Stadium,Kolkata Knight Riders won by 7 wickets,Kolkata Knight Riders,,,0,,,11343,2019-05-03 20:00:00,Mohali,,,,,,,,138,170,200,0,Asia/Kolkata,15,Punjab Kings,,,,,16,Kolkata Knight Riders,3 May 2019,23:00,T20,52,DJ Smith,GJ Davidson,Eric Young,Kolkata Knight Riders won by 7 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,183/6 (20 Overs),183,6,20,9.15,185/3 (18 Overs),185,3,18,10.27,,,,,,,,,,,6,,,,,,52nd  T20,,,52
10011,10754,2,T20,Post,2019-05-02,2 May 2019,Mumbai Indians VS Sunrisers Hyderabad,20:00,14:30 GMT,2019-05-02,17,Mumbai Indians,20,Sunrisers Hyderabad,MI,SRH,21,Wankhede Stadium,Match Tied (Mumbai Indians won the Super Over),Sunrisers Hyderabad,,,0,154/0 (20.1 Ov) & 9/0 (0.3 Ov),159/0 (20.0 Ov) & 8/0 (0.4 Ov),11342,2019-05-02 20:00:00,Mumbai,,,,,,,,127,184,146,0,Asia/Kolkata,17,Mumbai Indians,,,,,20,Sunrisers Hyderabad,2 May 2019,23:00,T20,51,Ashraf Din,Allahudien Paleker,Alan Neill,Match Tied (Mumbai Indians won the Super Over),https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,4,162/5 (20 Overs),162,5,20,8.10,162/6 (20 Overs),162,6,20,8.10,8/2 (0.4 Overs),8,2,0.4,12.00,9/0 (0.3 Overs),9,0,0.3,18.00,6,20,Sunrisers Hyderabad,17,Mumbai Indians,,51st T20,,,51
