CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore
60,519,2,T20,Post,2022-05-16,16 May 2022,Punjab Kings VS Delhi Capitals,19:30,14:00 GMT,2022-05-16,14,Delhi Capitals,15,Punjab Kings,DC,PBKS,69,DY Patil Stadium,Delhi Capitals Won by 17  Runs ,Punjab Kings,Punjab Kings won the Toss and elected to Field, won the Toss and elected to Field,1,159/7 (20.0 Ov),142/9 (20.0 Ov),,2022-05-16T19:30:00,NAVI MUMBAI,,,,,,,,42,398,34,86,15,Punjab Kings,#319490,#df7317,#319490,#df7317,14,Delhi Capitals,Asia/Kolkata,16 May 2022,23:30,20,0,T20,64.0,IPL 2022,Nitin Menon,Sadashiv Iyer,Michael Gough,Delhi Capitals Won by 17  Runs ,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,0,+9.5,2019-100mb00000000171-b2aa538f44ae11,Rahul Chahar,25,24,2,1,104.16,https://scores.iplt20.com/ipl/playerimages/171-small.png,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2,3,0,0,66.66,https://scores.iplt20.com/ipl/playerimages/125-small.png,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,4.0,36,0,4,9.0,6.0,https://scores.iplt20.com/ipl/playerimages/105-small.png,,,99.58,2,159/7 (20.0 Overs),159,7,20.0,7.95,142/9 (20.0 Overs),142,9,20.0,7.1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,14,64th  T20I,,,64.0,142,0.0,0.0
60,518,8,T20 (N),Post,2022-05-15,15 May 2022,Lucknow Super Giants VS Rajasthan Royals,19:30,14:00 GMT,2022-05-15,18,Rajasthan Royals,77,Lucknow Super Giants,RR,LSG,68,Brabourne - CCI,Rajasthan Royals Won by 24  Runs ,Rajasthan Royals,Rajasthan Royals won the Toss and elected to bat, won the Toss and elected to bat,1,178/6 (20.0 Ov),154/8 (20.0 Ov),,2022-05-15T19:30:00,Mumbai,,,,,,,,311,363,352,92,77,Lucknow Super Giants,#319490,#df7317,#319490,#df7317,18,Rajasthan Royals,Asia/Kolkata,15 May 2022,23:30,20,0,T20,63.0,IPL 2022,PASHCHIM PATHAK,Tapan Balwant Sharma,Bruce Oxenford,Rajasthan Royals Won by 24  Runs ,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,0,+9.5,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,9,7,1,0,128.57,https://scores.iplt20.com/ipl/playerimages/541-small.png,2019-100mb00000000109-5cc123ab449411,Avesh Khan,1,2,0,0,50.0,https://scores.iplt20.com/ipl/playerimages/109-small.png,2019-100mb00000000150-3a51ee2844a911,Prasidh Krishna,4.0,32,0,2,8.0,12.0,https://scores.iplt20.com/ipl/playerimages/150-small.png,,,,2,178/6 (20.0 Overs),178,6,20.0,8.9,154/8 (20.0 Overs),154,8,20.0,7.7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,18,63rd  T20I,,,63.0,154,0.0,0.0
60,517,5,T20 D/N,Post,2022-05-15,15 May 2022,Chennai Super Kings VS Gujarat Titans,15:30,10:00 GMT,2022-05-15,13,Chennai Super Kings,35,Gujarat Titans,CSK,GT,21,Wankhede Stadium,Gujarat Titans Won by 7  Wickets ,Chennai Super Kings,Chennai Super Kings won the Toss and elected to bat, won the Toss and elected to bat,1,133/5 (20.0 Ov),137/3 (19.1 Ov),,2022-05-15T15:30:00,Mumbai,,,,,,,,87,261,29,86,13,Chennai Super Kings,#319490,#df7317,#319490,#df7317,35,Gujarat Titans,Asia/Kolkata,15 May 2022,19:30,20,0,T20,62.0,IPL 2022,Virender Kumar Sharma,Rohan Pandit,Chris Gaffaney,Gujarat Titans Won by 7  Wickets ,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,0,+9.5,2019-100mb00000000225-a11ad1bc44c011,Wriddhiman Saha,67,57,8,1,117.54,https://scores.iplt20.com/ipl/playerimages/225-small.png,2019-100mb00000000128-e95bebea449911,David Miller,15,20,1,0,75.0,https://scores.iplt20.com/ipl/playerimages/128-small.png?v=1,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana,3.1,24,0,2,7.58,9.5,https://scores.iplt20.com/ipl/playerimages/1014-small.png?v=2,,,97.92,2,133/5 (20.0 Overs),133,5,20.0,6.65,137/3 (19.1 Overs),137,3,19.1,7.15,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,35,62nd  T20I,,,62.0,143,0.0,0.0
60,516,8,T20 (N),Post,2022-05-14,14 May 2022,Kolkata Knight Riders VS Sunrisers Hyderabad,19:30,14:00 GMT,2022-05-14,16,Kolkata Knight Riders,20,Sunrisers Hyderabad,KKR,SRH,39,Maharashtra Cricket Association Stadium,Kolkata Knight Riders Won by 54 Runs ,Kolkata Knight Riders,Kolkata Knight Riders won the Toss and elected to bat, won the Toss and elected to bat,1,177/6 (20.0 Ov),123/8 (20.0 Ov),,2022-05-14T19:30:00,Pune,,,,,,,,44,159,34,87,16,Kolkata Knight Riders,#319490,#df7317,#319490,#df7317,20,Sunrisers Hyderabad,Asia/Kolkata,14 May 2022,23:30,20,0,T20,61.0,IPL 2022,Anil Chaudhary,KN Ananthapadmanabhan,Michael Gough,Kolkata Knight Riders Won by 54 Runs ,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,0,+9.5,2021-100mb00000000637-4e1434ea244f11,Umran Malik,3,5,0,0,60.0,https://scores.iplt20.com/ipl/playerimages/637-small.png,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,6,7,1,0,85.71,https://scores.iplt20.com/ipl/playerimages/15-small.png,2019-100mb00000000141-e67c41d144a711,Andre Russell,4.0,22,0,3,5.5,8.0,https://scores.iplt20.com/ipl/playerimages/141-small.png,,,,2,177/6 (20.0 Overs),177,6,20.0,8.85,123/8 (20.0 Overs),123,8,20.0,6.15,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,16,61st T20I,,,61.0,123,0.0,0.0
60,515,8,T20 (N),Post,2022-05-13,13 May 2022,Royal Challengers Bangalore VS Punjab Kings,19:30,14:30 GMT,2022-05-13,15,Punjab Kings,19,Royal Challengers Bangalore,PBKS,RCB,68,Brabourne - CCI,Punjab Kings Won by 54  Runs ,Royal Challengers Bangalore,Royal Challengers Bangalore won the Toss and elected to Field, won the Toss and elected to Field,1,209/9 (20.0 Ov),155/9 (20.0 Ov),,2022-05-13T19:30:00,Mumbai,,,,,,,,221,63,129,86,19,Royal Challengers Bangalore,#319490,#df7317,#319490,#df7317,15,Punjab Kings,Asia/Kolkata,13 May 2022,23:30,20,0,T20,60.0,IPL 2022,Madanagopal Jayaraman,Nitin Pandit,Navdeep Singh,Punjab Kings Won by 54  Runs ,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,0,+9.5,2019-100mb00000000063-d9aa7a01187311,Mohammed Siraj,9,13,1,0,69.23,https://scores.iplt20.com/ipl/playerimages/63-small.png,2018-100mb00000000036-2af54408f88a11,Josh Hazlewood,7,4,1,0,175.0,https://scores.iplt20.com/ipl/playerimages/36-small.png?v=2,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,4.0,27,0,1,6.75,24.0,https://scores.iplt20.com/ipl/playerimages/125-small.png,,,,2,209/9 (20.0 Overs),209,9,20.0,10.45,155/9 (20.0 Overs),155,9,20.0,7.75,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,15,60th  T20I,,,60.0,155,0.0,0.0
60,514,8,T20 (N),Post,2022-05-12,12 May 2022,Chennai Super Kings VS Mumbai Indians,19:30,14:00 GMT,2022-05-12,13,Chennai Super Kings,17,Mumbai Indians,CSK,MI,21,Wankhede Stadium,Mumbai Indians Won by 5  Wickets ,Mumbai Indians,Mumbai Indians won the Toss and elected to Field, won the Toss and elected to Field,1,97/10 (16.0 Ov),103/5 (14.5 Ov),,2022-05-12T19:30:00,Mumbai,,,,,,,,29,482,42,103,13,Chennai Super Kings,#319490,#df7317,#319490,#df7317,17,Mumbai Indians,Asia/Kolkata,12 May 2022,23:30,20,0,T20,59.0,IPL 2022,Chris Gaffaney,CH Ravikanthreddy,Nitin Menon,Mumbai Indians Won by 5  Wickets ,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,0,+9.5,2021-100mb00000000636-9e985b64160411,Tim David,16,7,0,2,228.57,https://scores.iplt20.com/ipl/playerimages/636-small.png?v=1,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,34,32,4,0,106.25,https://scores.iplt20.com/ipl/playerimages/993-small.png?v=1,2019-100mb00000000206-501d92f644bb11,Moeen Ali,1.5,17,0,1,9.27,11.0,https://scores.iplt20.com/ipl/playerimages/206-small.png,,,,2,97/10 (16.0 Overs),97,10,16.0,6.06,103/5 (14.5 Overs),103,5,14.5,6.94,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,17,59th  T20I,,,59.0,138,0.0,0.0
60,513,8,T20 (N),Post,2022-05-11,11 May 2022,Rajasthan Royals VS Delhi Capitals,19:30,14:00 GMT,2022-05-11,18,Rajasthan Royals,14,Delhi Capitals,RR,DC,69,DY Patil Stadium,Delhi Capitals Won by 8 Wickets ,Delhi Capitals,Delhi Capitals won the Toss and elected to Field, won the Toss and elected to Field,1,160/6 (20.0 Ov),161/2 (18.1 Ov),,2022-05-11T19:30:00,NAVI MUMBAI,,,,,,,,42,95,87,88,18,Rajasthan Royals,#319490,#df7317,#319490,#df7317,14,Delhi Capitals,Asia/Kolkata,11 May 2022,23:30,20,0,T20,58.0,IPL 2022,Nitin Menon,Nikhil Patwardhan,Virender Kumar Sharma,Delhi Capitals Won by 8 Wickets ,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,0,+9.5,2019-100mb00000000214-df216bed44bc11,David Warner,52,41,5,1,126.82,https://scores.iplt20.com/ipl/playerimages/214-small.png,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,13,4,0,2,325.0,https://scores.iplt20.com/ipl/playerimages/18-small.png,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen,3.1,32,0,0,10.11,0.0,https://scores.iplt20.com/ipl/playerimages/1005-small.png,,,,2,160/6 (20.0 Overs),160,6,20.0,8,161/2 (18.1 Overs),161,2,18.1,8.86,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,14,58th  T20I,,,58.0,177,0.0,0.0
60,512,8,T20 (N),Post,2022-05-10,10 May 2022,Lucknow Super Giants VS Gujarat Titans,19:30,14:00 GMT,2022-05-10,35,Gujarat Titans,77,Lucknow Super Giants,GT,LSG,39,Maharashtra Cricket Association Stadium,Gujarat Titans Won by 62  Runs ,Gujarat Titans,Gujarat Titans won the Toss and elected to bat, won the Toss and elected to bat,1,144/4 (20.0 Ov),82/10 (13.5 Ov),,2022-05-10T19:30:00,Pune,,,,,,,,159,34,44,87,77,Lucknow Super Giants,#319490,#df7317,#319490,#df7317,35,Gujarat Titans,Asia/Kolkata,10 May 2022,23:30,20,0,T20,57.0,IPL 2022,KN Ananthapadmanabhan,Michael Gough,Anil Chaudhary,Gujarat Titans Won by 62  Runs ,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,0,+9.5,2019-100mb00000000109-5cc123ab449411,Avesh Khan,12,4,0,2,300.0,https://scores.iplt20.com/ipl/playerimages/109-small.png,2021-100mb00000000608-14fdf8c4e64711,Dushmantha Chameera,0,0,0,0,0.0,https://scores.iplt20.com/ipl/playerimages/608-small.png,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,3.5,24,0,4,6.26,5.75,https://scores.iplt20.com/ipl/playerimages/218-small.png,,,,2,144/4 (20.0 Overs),144,4,20.0,7.2,82/10 (13.5 Overs),82,10,13.5,5.93,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,35,57th  T20I,,,57.0,118,0.0,0.0
60,511,8,T20 (N),Post,2022-05-09,9 May 2022,Mumbai Indians VS Kolkata Knight Riders,19:30,14:00 GMT,2022-05-09,16,Kolkata Knight Riders,17,Mumbai Indians,KKR,MI,69,DY Patil Stadium,Kolkata Knight Riders Won by 52  Runs ,Mumbai Indians,Mumbai Indians won the Toss and elected to Field, won the Toss and elected to Field,1,165/9 (20.0 Ov),113/10 (17.3 Ov),,2022-05-09T19:30:00,NAVI MUMBAI,,,,,,,,29,398,352,92,17,Mumbai Indians,#319490,#df7317,#319490,#df7317,16,Kolkata Knight Riders,Asia/Kolkata,9 May 2022,23:30,20,0,T20,56.0,IPL 2022,Chris Gaffaney,Sadashiv Iyer,Bruce Oxenford,Kolkata Knight Riders Won by 52  Runs ,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,0,+9.5,2021-100mb00000000588-3ec656b291e011,Riley Meredith,0,1,0,0,0.0,https://scores.iplt20.com/ipl/playerimages/588-small.png?v=1,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,0,0,0,0,0.0,https://scores.iplt20.com/ipl/playerimages/9-small.png?v=1,2019-100mb00000000141-e67c41d144a711,Andre Russell,2.3,22,0,2,8.8,7.5,https://scores.iplt20.com/ipl/playerimages/141-small.png,,,,2,165/9 (20.0 Overs),165,9,20.0,8.25,113/10 (17.3 Overs),113,10,17.3,6.46,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,16,56th  T20I,,,56.0,129,0.0,0.0
60,510,8,T20 (N),Post,2022-05-08,8 May 2022,Chennai Super Kings VS Delhi Capitals,19:30,14:00 GMT,2022-05-08,13,Chennai Super Kings,14,Delhi Capitals,CSK,DC,69,DY Patil Stadium,Chennai Super Kings Won by 91  Runs ,Delhi Capitals,Delhi Capitals won the Toss and elected to Field, won the Toss and elected to Field,1,208/6 (20.0 Ov),117/10 (17.4 Ov),,2022-05-08T19:30:00,NAVI MUMBAI,,,,,,,,42,261,472,88,13,Chennai Super Kings,#319490,#df7317,#319490,#df7317,14,Delhi Capitals,Asia/Kolkata,8 May 2022,23:30,20,0,T20,55.0,IPL 2022,Nitin Menon,Rohan Pandit,Saiyed Khalid,Chennai Super Kings Won by 91  Runs ,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/CSK.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,0,+9.5,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,0,1,0,0,0.0,https://scores.iplt20.com/ipl/playerimages/8-small.png,2019-100mb00000000142-040303a144a811,Anrich Nortje,1,6,0,0,16.66,https://scores.iplt20.com/ipl/playerimages/142-small.png,2019-100mb00000000093-b986cb2243ed11,Dwayne Bravo,2.4,24,0,2,9.0,8.0,https://scores.iplt20.com/ipl/playerimages/93-small.png,,,,2,208/6 (20.0 Overs),208,6,20.0,10.4,117/10 (17.4 Overs),117,10,17.4,6.62,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,13,55th  T20I,,,55.0,132,0.0,0.0
60,509,5,T20 D/N,Post,2022-05-08,8 May 2022,Sunrisers Hyderabad VS Royal Challengers Bangalore,15:30,10:00 GMT,2022-05-08,19,Royal Challengers Bangalore,20,Sunrisers Hyderabad,RCB,SRH,21,Wankhede Stadium,Royal Challengers Bangalore Won by 67  Runs ,Royal Challengers Bangalore,Royal Challengers Bangalore won the Toss and elected to bat, won the Toss and elected to bat,1,192/3 (20.0 Ov),125/10 (19.2 Ov),,2022-05-08T15:30:00,Mumbai,,,,,,,,352,63,311,103,20,Sunrisers Hyderabad,#319490,#df7317,#319490,#df7317,19,Royal Challengers Bangalore,Asia/Kolkata,8 May 2022,19:30,20,0,T20,54.0,IPL 2022,Bruce Oxenford,Nitin Pandit,PASHCHIM PATHAK,Royal Challengers Bangalore Won by 67  Runs ,https://scores.iplt20.com/ipl/teamlogos/RCB.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/RCB.png,0,+9.5,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,8,9,1,0,88.88,https://scores.iplt20.com/ipl/playerimages/15-small.png,2022-100mb00000001011-d957ea18a45111,Fazalhaq Farooqi,2,8,0,0,25.0,https://scores.iplt20.com/ipl/playerimages/1011-small.png,2019-100mb00000000114-8c98068c449611,Harshal Patel,3.2,20,0,1,6.0,20.0,https://scores.iplt20.com/ipl/playerimages/114-small.png,,,98.33,2,192/3 (20.0 Overs),192,3,20.0,9.6,125/10 (19.2 Overs),125,10,19.2,6.47,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,19,54th  T20I,,,54.0,129,0.0,0.0
60,508,8,T20 (N),Post,2022-05-07,7 May 2022,Lucknow Super Giants VS Kolkata Knight Riders,19:30,14:00 GMT,2022-05-07,77,Lucknow Super Giants,16,Kolkata Knight Riders,LSG,KKR,39,Maharashtra Cricket Association Stadium,Lucknow Super Giants Won by 75  Runs ,Kolkata Knight Riders,Kolkata Knight Riders won the Toss and elected to Field, won the Toss and elected to Field,1,176/7 (20.0 Ov),101/10 (14.3 Ov),,2022-05-07T19:30:00,Pune,,,,,,,,34,44,159,87,77,Lucknow Super Giants,#319490,#df7317,#319490,#df7317,16,Kolkata Knight Riders,Asia/Kolkata,7 May 2022,23:30,20,0,T20,53.0,IPL 2022,Michael Gough,Anil Chaudhary,KN Ananthapadmanabhan,Lucknow Super Giants Won by 75  Runs ,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,https://scores.iplt20.com/ipl/teamlogos/LSG.png,https://scores.iplt20.com/ipl/teamlogos/KKR.png,0,+9.5,2022-100mb00000001013-30676520bcc011,Harshit Rana,2,1,0,0,200.0,https://scores.iplt20.com/ipl/playerimages/1013-small.png?v=2,2019-100mb00000000154-6c74287644aa11,Shivam Mavi,1,2,0,0,50.0,https://scores.iplt20.com/ipl/playerimages/154-small.png,2019-100mb00000000263-296c7a0b7adb11,Jason Holder,2.3,31,0,3,12.4,5.0,https://scores.iplt20.com/ipl/playerimages/263-small.png?v=2,,,,2,176/7 (20.0 Overs),176,7,20.0,8.8,101/10 (14.3 Overs),101,10,14.3,6.97,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,77,53rd  T20I,,,53.0,139,0.0,0.0
60,507,5,T20 D/N,Post,2022-05-07,7 May 2022,Punjab Kings VS Rajasthan Royals,15:30,10:00 GMT,2022-05-07,15,Punjab Kings,18,Rajasthan Royals,PBKS,RR,21,Wankhede Stadium,Rajasthan Royals Won by 6  Wickets ,Punjab Kings,Punjab Kings won the Toss and elected to bat, won the Toss and elected to bat,1,189/5 (20.0 Ov),190/4 (19.4 Ov),,2022-05-07T15:30:00,Mumbai,,,,,,,,354,482,29,92,15,Punjab Kings,#319490,#df7317,#319490,#df7317,18,Rajasthan Royals,Asia/Kolkata,7 May 2022,19:30,20,0,T20,52.0,IPL 2022,Yeshwant Barde,CH Ravikanthreddy,Chris Gaffaney,Rajasthan Royals Won by 6  Wickets ,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,https://scores.iplt20.com/ipl/teamlogos/RR.png,0,+9.5,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,31,16,3,2,193.75,https://scores.iplt20.com/ipl/playerimages/210-small.png,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,0,1,0,0,0.0,https://scores.iplt20.com/ipl/playerimages/189-small.png,2019-100mb00000000171-b2aa538f44ae11,Rahul Chahar,3.4,39,0,0,10.64,0.0,https://scores.iplt20.com/ipl/playerimages/171-small.png,,,99.17,2,189/5 (20.0 Overs),189,5,20.0,9.45,190/4 (19.4 Overs),190,4,19.4,9.66,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,18,52nd  T20I,,,52.0,193,0.0,0.0
60,506,8,T20 (N),Post,2022-05-06,6 May 2022,Gujarat Titans VS Mumbai Indians,19:30,14:00 GMT,2022-05-06,17,Mumbai Indians,35,Gujarat Titans,MI,GT,68,Brabourne - CCI,Mumbai Indians Won by 5  Runs ,Gujarat Titans,Gujarat Titans won the Toss and elected to Field, won the Toss and elected to Field,1,177/6 (20.0 Ov),172/5 (20.0 Ov),,2022-05-06T19:30:00,Mumbai,,,,,,,,221,398,352,88,35,Gujarat Titans,#319490,#df7317,#319490,#df7317,17,Mumbai Indians,Asia/Kolkata,6 May 2022,23:30,20,0,T20,51.0,IPL 2022,Madanagopal Jayaraman,Sadashiv Iyer,Bruce Oxenford,Mumbai Indians Won by 5  Runs ,https://scores.iplt20.com/ipl/teamlogos/MI.png,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,https://scores.iplt20.com/ipl/teamlogos/MI.png,0,+9.5,2019-100mb00000000128-e95bebea449911,David Miller,19,14,1,1,135.71,https://scores.iplt20.com/ipl/playerimages/128-small.png?v=1,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,1,1,0,0,100.0,https://scores.iplt20.com/ipl/playerimages/218-small.png,2020-100mb00000000546-b254fce3f9ac11,Daniel Sams,3.0,18,0,0,6.0,0.0,https://scores.iplt20.com/ipl/playerimages/546-small.png?v=1,,,,2,177/6 (20.0 Overs),177,6,20.0,8.85,172/5 (20.0 Overs),172,5,20.0,8.6,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,17,51st T20I,,,51.0,172,0.0,0.0
60,505,8,T20 (N),Post,2022-05-05,5 May 2022,Delhi Capitals VS Sunrisers Hyderabad,19:30,14:00 GMT,2022-05-05,14,Delhi Capitals,20,Sunrisers Hyderabad,DC,SRH,68,Brabourne - CCI,Delhi Capitals Won by 21  Runs ,Sunrisers Hyderabad,Sunrisers Hyderabad won the Toss and elected to Field, won the Toss and elected to Field,1,207/3 (20.0 Ov),186/8 (20.0 Ov),,2022-05-05T19:30:00,Mumbai,,,,,,,,129,95,42,103,14,Delhi Capitals,#319490,#df7317,#319490,#df7317,20,Sunrisers Hyderabad,Asia/Kolkata,5 May 2022,23:30,20,0,T20,50.0,IPL 2022,Navdeep Singh,Nikhil Patwardhan,Nitin Menon,Delhi Capitals Won by 21  Runs ,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,https://scores.iplt20.com/ipl/teamlogos/DC.png,https://scores.iplt20.com/ipl/teamlogos/SRH.png,0,+9.5,2019-100mb00000000192-f5e65e7b44b711,Shreyas Gopal,9,7,2,0,128.57,https://scores.iplt20.com/ipl/playerimages/192-small.png,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,5,3,1,0,166.66,https://scores.iplt20.com/ipl/playerimages/15-small.png,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,4.0,40,0,1,10.0,24.0,https://scores.iplt20.com/ipl/playerimages/14-small.png,,,,2,207/3 (20.0 Overs),207,3,20.0,10.35,186/8 (20.0 Overs),186,8,20.0,9.3,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,14,50th  T20I,,,50.0,186,0.0,0.0
