CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MatchTypeName,RowNo,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow
10008,10582,2,T20,Post,2016-05-29,29 May 2016,Royal Challengers Bangalore VS Sunrisers Hyderabad,20:00,14:30 GMT,2016-05-29,20,Sunrisers Hyderabad,19,Royal Challengers Bangalore,SRH,RCB,70,M. Chinnaswamy Stadium,Sunrisers Hyderabad won by 8 runs,Sunrisers Hyderabad,,,0,194/0 (20.0 Ov),191/0 (20.0 Ov),4101,2016-05-29 20:00:00,Bengaluru,,,,,,,,138,120,192,0,19,Royal Challengers Bangalore,20,Sunrisers Hyderabad,Asia/Kolkata,29 May 2016,23:00,T20,60,DJ Smith,TR Kashyappan,S Chaturvedi,Sunrisers Hyderabad won by 8 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,208/7 (20 Overs),208,7,20,10.40,200/7 (20 Overs),200,7,20,10.00,,,,,,,,,,,,,,,,,60th  T20I,,,60
10008,10581,2,T20,Post,2016-05-27,27 May 2016,Gujarat Lions VS Sunrisers Hyderabad,20:00,14:30 GMT,2016-05-27,79,Gujarat Lions,20,Sunrisers Hyderabad,GL,SRH,17,Arun Jaitley Stadium,Sunrisers Hyderabad won by 4 wickets,Sunrisers Hyderabad,,,0,157/0 (20.0 Ov),161/0 (19.2 Ov),4100,2016-05-27 20:00:00,Delhi,,,,,,,,160,184,191,0,79,Gujarat Lions,20,Sunrisers Hyderabad,Asia/Kolkata,27 May 2016,23:00,T20,59,Qaiser Waheed,Allahudien Paleker,Nanda Kishore,Sunrisers Hyderabad won by 4 wickets,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,162/7 (20 Overs),162,7,20,8.10,163/6 (19.2 Overs),163,6,19.2,8.43,,,,,,,,,,,,,,,,,59th  T20I,,,59
10008,10580,2,T20,Post,2016-05-25,25 May 2016,Sunrisers Hyderabad VS Kolkata Knight Riders,20:00,14:30 GMT,2016-05-25,20,Sunrisers Hyderabad,16,Kolkata Knight Riders,SRH,KKR,17,Arun Jaitley Stadium,Sunrisers Hyderabad won by 22 runs,Kolkata Knight Riders,,,0,156/0 (20.0 Ov),131/0 (20.0 Ov),4099,2016-05-25 20:00:00,Delhi,,,,,,,,160,170,191,0,20,Sunrisers Hyderabad,16,Kolkata Knight Riders,Asia/Kolkata,25 May 2016,23:00,T20,58,Qaiser Waheed,GJ Davidson,Nanda Kishore,Sunrisers Hyderabad won by 22 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,162/8 (20 Overs),162,8,20,8.10,140/8 (20 Overs),140,8,20,7.00,,,,,,,,,,,,,,,,,58th  T20I,,,58
10008,10579,2,T20,Post,2016-05-24,24 May 2016,Gujarat Lions VS Royal Challengers Bangalore,20:00,14:30 GMT,2016-05-24,79,Gujarat Lions,19,Royal Challengers Bangalore,GL,RCB,70,M. Chinnaswamy Stadium,Royal Challengers Bangalore won by 4 wickets,Royal Challengers Bangalore,,,0,147/0 (20.0 Ov),143/0 (18.3 Ov),4098,2016-05-24 20:00:00,Bengaluru,,,,,,,,120,122,192,0,79,Gujarat Lions,19,Royal Challengers Bangalore,Asia/Kolkata,24 May 2016,23:00,T20,57,TR Kashyappan,Mark Eggleston,S Chaturvedi,Royal Challengers Bangalore won by 4 wickets,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,158/10 (20 Overs),158,10,20,7.90,159/6 (18.2 Overs),159,6,18.2,8.67,,,,,,,,,,,,,,,,,57th  T20I,,,57
10008,10578,2,T20,Post,2016-05-22,22 May 2016,Delhi Daredevils VS Royal Challengers Bangalore,20:00,14:30 GMT,2016-05-22,14,Delhi Daredevils,19,Royal Challengers Bangalore,DD,RCB,83,Shaheed Veer Narayan Singh International Cricket Stadium,Royal Challengers Bangalore won by 6 wickets,Royal Challengers Bangalore,,,0,132/0 (20.1 Ov),129/0 (18.1 Ov),4097,2016-05-22 20:00:00,Naya Raipur,,,,,,,,138,185,190,0,14,Delhi Daredevils,19,Royal Challengers Bangalore,Asia/Kolkata,22 May 2016,23:00,T20,56,DJ Smith,Prem Mishra,Christopher Phiri,Royal Challengers Bangalore won by 6 wickets,https://scores.iplt20.com/ipl/teamlogos/DD.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,https://scores.iplt20.com/ipl/teamlogos/DD.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,138/8 (20 Overs),138,8,20,6.90,139/4 (18.1 Overs),139,4,18.1,7.65,,,,,,,,,,,,,,,,,56th  T20I,,,56
10008,10577,2,T20,Post,2016-05-22,22 May 2016,Kolkata Knight Riders VS Sunrisers Hyderabad,16:00,10:30 GMT,2016-05-22,16,Kolkata Knight Riders,20,Sunrisers Hyderabad,KKR,SRH,19,Eden Gardens,Kolkata Knight Riders won by 22 runs,Sunrisers Hyderabad,,,0,167/0 (20.0 Ov),138/0 (20.1 Ov),4096,2016-05-22 16:00:00,Kolkata,,,,,,,,160,199,192,0,16,Kolkata Knight Riders,20,Sunrisers Hyderabad,Asia/Kolkata,22 May 2016,23:00,T20,55,Qaiser Waheed,Wynand Louw,S Chaturvedi,Kolkata Knight Riders won by 22 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,171/6 (20 Overs),171,6,20,8.55,149/8 (20 Overs),149,8,20,7.45,,,,,,,,,,,,,,,,,55th  T20I,,,55
10008,10576,2,T20,Post,2016-05-21,21 May 2016,Gujarat Lions VS Mumbai Indians,20:00,14:30 GMT,2016-05-21,17,Mumbai Indians,79,Gujarat Lions,MI,GL,59,Green Park,Gujarat Lions won by 6 wickets,Mumbai Indians,,,0,164/0 (20.1 Ov),167/0 (17.5 Ov),4095,2016-05-21 20:00:00,Kanpur,,,,,,,,122,184,176,0,79,Gujarat Lions,17,Mumbai Indians,Asia/Kolkata,21 May 2016,23:00,T20,54,Mark Eggleston,Allahudien Paleker,Sunil Chaturvedi,Gujarat Lions won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,172/8 (20 Overs),172,8,20,8.60,173/4 (17.5 Overs),173,4,17.5,9.70,,,,,,,,,,,,,,,,,54th  T20I,,,54
10008,10575,2,T20,Post,2016-05-21,21 May 2016,Rising Pune Supergiant VS Punjab Kings,16:00,10:30 GMT,2016-05-21,15,Punjab Kings,24,Rising Pune Supergiant,PBKS,RPS,82,ACA-VDCA Stadium,Rising Pune Supergiant won by 4 wickets,Punjab Kings,,,0,168/0 (20.0 Ov),165/0 (20.0 Ov),4094,2016-05-21 16:00:00,Visakhapatnam,,,,,,,,120,163,191,0,24,Rising Pune Supergiant,15,Punjab Kings,Asia/Kolkata,21 May 2016,23:00,T20,53,TR Kashyappan,Sagara Gallage,Nanda Kishore,Rising Pune Supergiant won by 4 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/RPS.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/RPS.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,172/7 (20 Overs),172,7,20,8.60,173/6 (20 Overs),173,6,20,8.65,,,,,,,,,,,,,,,,,53rd  T20I,,,53
10008,10574,2,T20,Post,2016-05-20,20 May 2016,Delhi Daredevils VS Sunrisers Hyderabad,20:00,14:30 GMT,2016-05-20,20,Sunrisers Hyderabad,14,Delhi Daredevils,SRH,DD,83,Shaheed Veer Narayan Singh International Cricket Stadium,Delhi Daredevils won by 6 wickets,Sunrisers Hyderabad,,,0,155/0 (20.0 Ov),147/0 (20.0 Ov),4093,2016-05-20 20:00:00,Naya Raipur,,,,,,,,138,185,190,0,14,Delhi Daredevils,20,Sunrisers Hyderabad,Asia/Kolkata,20 May 2016,23:00,T20,52,DJ Smith,Prem Mishra,Christopher Phiri,Delhi Daredevils won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,https://scores.iplt20.com/ipl/teamlogos/DD.png,https://scores.iplt20.com/ipl/teamlogos/DD.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,158/7 (20 Overs),158,7,20,7.90,161/4 (20 Overs),161,4,20,8.05,,,,,,,,,,,,,,,,,52nd  T20I,,,52
10008,10573,2,T20,Post,2016-05-19,19 May 2016,Gujarat Lions VS Kolkata Knight Riders,20:00,14:30 GMT,2016-05-19,16,Kolkata Knight Riders,79,Gujarat Lions,KKR,GL,59,Green Park,Gujarat Lions won by 6 wickets,Kolkata Knight Riders,,,0,117/0 (20.0 Ov),108/0 (13.4 Ov),4092,2016-05-19 20:00:00,Kanpur,,,,,,,,122,184,176,0,79,Gujarat Lions,16,Kolkata Knight Riders,Asia/Kolkata,19 May 2016,23:00,T20,51,Mark Eggleston,Allahudien Paleker,Sunil Chaturvedi,Gujarat Lions won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/GL.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,124/8 (20 Overs),124,8,20,6.20,125/4 (13.3 Overs),125,4,13.3,9.25,,,,,,,,,,,,,,,,,51st T20I,,,51
