BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Angelo Mathews,,,DC,Delhi Capitals,49,,44,,275,,1079,224,,,39.96,29.30,29.30,,,8.18,131,,,,44,29,,,,,27,,,,4/19,4/19,0,,1,0,,0
Dwayne Smith,,,GL,,91,,46,,0,,810,172,,,31.15,20.73,20.73,,,9.02,89,,,,245,117,,,,,26,,,,4/8,4/8,0,,1,0,,0
Lungi  Ngidi,,,DC,Delhi Capitals,14,,14,,99,,448,139,,,17.92,12.96,12.96,,,8.30,54,,,,0,0,,,,,25,,,,4/10,4/10,2,,1,0,,0
Johan Botha,,,KKR,Kolkata Knight Riders,34,,34,,0,,800,254,,,32.00,27.76,27.76,,,6.92,115,,,,39,5,,,,,25,,,,3/6,3/6,0,,0,0,,0
Brett Lee,,,KKR,Kolkata Knight Riders,38,,38,,300,,1095,376,,,43.80,35.00,35.00,,,7.51,145,,,,8,8,,,,,25,,,,3/15,3/15,3,,0,0,,0
Harmeet Singh Bansal,,,PBKS,Punjab Kings,27,,26,,0,,674,184,,,26.96,20.28,20.28,,,7.98,84,,,,3,0,,,,,25,,,,3/24,3/24,0,,0,0,,0
Suresh Raina,,,CSK,Chennai Super Kings,205,,69,,106,,1118,281,,,44.72,36.32,36.32,,,7.39,151,,,,506,203,,,,,25,,,,2/0,2/0,0,,0,0,,0
Rishi Dhawan,,,PBKS,Punjab Kings,38,,35,15,996,,856,204,,,34.24,25.76,25.76,,,7.98,107,,,,34,12,,,,,25,,,,2/14,2/14,1,,0,0,,0
Tushar Deshpande,,,CSK,Chennai Super Kings,23,,23,13,539,,819,184,,,32.76,19.40,19.40,,,10.13,80,,,,69,30,,,,,25,,,,3/45,3/45,0,,0,0,,0
Ankit Rajpoot,,,RR,Rajasthan Royals,29,,29,,124,,814,202,,,33.92,22.04,22.04,,,9.23,88,,,,2,1,,,,,24,,,,5/14,5/14,1,,0,1,,0
Brad Hogg,,,KKR,Kolkata Knight Riders,21,,21,,0,,570,159,,,24.78,19.91,19.91,,,7.47,76,,,,1,0,,,,,23,,,,4/29,4/29,1,,1,0,,0
Shaun Tait,,,RR,Rajasthan Royals,21,,21,,0,,640,200,,,27.83,20.57,20.57,,,8.12,78,,,,1,1,,,,,23,,,,3/13,3/13,1,,0,0,,0
MF Maharoof,,,DC,Delhi Capitals,17,,17,,0,,455,138,,,19.78,15.65,15.65,,,7.58,60,,,,12,9,,,,,23,,,,3/34,3/34,0,,0,0,,0
JP Duminy,,,MI,Mumbai Indians,83,,49,,0,,834,234,,,36.26,29.48,29.48,,,7.38,113,,,,126,79,,,,,23,,,,4/17,4/17,0,,1,0,,0
Navdeep Saini,,,RR,Rajasthan Royals,32,,32,18,207,,974,284,,,42.35,28.61,28.61,,,8.88,109,,,,20,6,,,,,23,,,,3/40,3/40,1,,0,0,,0
Maheesh Theekshana,,,CSK,Chennai Super Kings,22,,22,13,629,,653,155,,,28.39,21.91,21.91,,,7.77,84,,,,49,24,,,,,23,,,,4/33,4/33,1,,1,0,,
Ben Hilfenhaus,,,CSK,Chennai Super Kings,17,,17,,0,,479,173,,,21.77,16.91,16.91,,,7.73,62,,,,0,0,,,,,22,,,,3/27,3/27,2,,0,0,,0
Stuart Binny,,,RR,Rajasthan Royals,95,,63,,195,,758,199,,,34.45,27.00,27.00,,,7.66,99,,,,63,34,,,,,22,,,,2/14,2/14,0,,0,0,,0
Basil Thampi,,,MI,Mumbai Indians,25,,25,17,213,,846,160,,,38.45,23.68,23.68,,,9.74,86,,,,13,11,,,,,22,,,,3/29,3/29,1,,0,0,,0
Daniel Vettori,,,RCB,Royal Challengers Bangalore,27,,27,,0,,698,222,,,33.24,30.38,30.38,,,6.56,106,,,,8,2,,,,,21,,,,3/19,3/19,0,,0,0,,0
Roelof van der Merwe,,,DC,Delhi Capitals,21,,21,,649,,498,148,,,23.71,21.10,21.10,,,6.74,73,,,,11,8,,,,,21,,,,3/20,3/20,1,,0,0,,0
Krishnappa Gowtham,,,LSG,Lucknow Super Giants,35,,34,77,179,,779,211,,,37.10,27.43,27.43,,,8.11,96,,,,27,24,,,,,21,,,,2/12,2/12,1,,0,0,,0
Matheesha Pathirana,,,CSK,Chennai Super Kings,14,,14,13,1014,,423,124,,,20.14,15.19,15.19,,,7.96,52,,,,38,9,,,,,21,,,,3/15,3/15,0,,0,0,,
Yo Mahesh,,,DC,Delhi Capitals,17,,16,,0,,474,117,,,23.70,16.35,16.35,,,8.70,54,,,,0,0,,,,,20,,,,4/36,4/36,0,,1,0,,0
Andrew Symonds,,,MI,Mumbai Indians,39,,30,,0,,674,192,,,33.70,26.35,26.35,,,7.67,87,,,,74,41,,,,,20,,,,3/21,3/21,0,,0,0,,0
Chetan Sakariya,,,DC,Delhi Capitals,19,,19,14,592,,599,151,,,29.95,21.30,21.30,,,8.44,71,,,,13,9,,,,,20,,,,3/31,3/31,1,,0,0,,0
Alzarri Joseph ,,,GT,Gujarat Titans,19,,19,35,229,,576,154,,,28.80,18.80,18.80,,,9.19,62,,,,38,30,,,,,20,,,,6/12,6/12,1,,0,1,,0
Kane Richardson,,,RCB,Royal Challengers Bangalore,15,,15,,85,,472,129,,,24.84,17.63,17.63,,,8.45,55,,,,2,1,,,,,19,,,,3/13,3/13,0,,0,0,,0
Mujeeb Ur Rahman,,,SRH,Sunrisers Hyderabad,19,,19,,134,,592,152,,,31.16,22.84,22.84,,,8.18,72,,,,2,0,,,,,19,,,,3/27,3/27,0,,0,0,,0
Dimitri Mascarenhas,,,PBKS,Punjab Kings,13,,13,,0,,356,124,,,18.74,16.21,16.21,,,6.94,51,,,,5,1,,,,,19,,,,5/25,5/25,1,,0,1,,0
Jagadeesha Suchith,,,SRH,Sunrisers Hyderabad,22,,21,20,231,,602,141,,,31.68,22.11,22.11,,,8.60,70,,,,13,12,,,,,19,,,,2/12,2/12,0,,0,0,,0
Riley Meredith,,,MI,Mumbai Indians,18,,18,17,588,,612,156,,,32.21,20.42,20.42,,,9.46,64,,,,46,19,,,,,19,,,,2/24,2/24,0,,0,0,,0
Marco Jansen,,,SRH,Sunrisers Hyderabad,18,,18,20,586,,586,166,,,30.84,20.53,20.53,,,9.02,65,,,,54,26,,,,,19,,,,3/25,3/25,1,,0,0,,0
Jason Behrendorff,,,MI,Mumbai Indians,17,,17,17,4,,552,146,,,29.05,19.26,19.26,,,9.05,61,,,,38,18,,,,,19,,,,3/23,3/23,0,,0,0,,0
Ishwar Pandey,,,CSK,Chennai Super Kings,25,,24,,0,,591,212,,,32.83,25.67,25.67,,,7.68,77,,,,0,0,,,,,18,,,,2/23,2/23,4,,0,0,,0
Barinder Sran,,,MI,Mumbai Indians,24,,24,,161,,757,170,,,42.06,26.83,26.83,,,9.40,80,,,,0,0,,,,,18,,,,3/28,3/28,0,,0,0,,0
Chris Gayle,,,PBKS,Punjab Kings,142,,38,,126,,729,180,,,40.50,30.78,30.78,,,7.90,92,,,,405,357,,,,,18,,,,3/21,3/21,0,,0,0,,0
Anureet Singh,,,RR,Rajasthan Royals,23,,22,,0,,623,139,,,34.61,22.89,22.89,,,9.07,68,,,,2,1,,,,,18,,,,3/23,3/23,0,,0,0,,0
Harpreet Brar,,,PBKS,Punjab Kings,28,,26,15,130,,592,165,,,32.89,25.06,25.06,,,7.88,75,,,,35,20,,,,,18,,,,4/30,4/30,1,,1,0,,0
Bipul Sharma,,,SRH,Sunrisers Hyderabad,33,,28,,0,,572,131,,,33.65,25.06,25.06,,,8.06,71,,,,11,9,,,,,17,,,,2/13,2/13,0,,0,0,,0
Nathan Ellis,,,PBKS,Punjab Kings,15,,15,15,633,,492,111,,,28.94,19.76,19.76,,,8.79,56,,,,33,17,,,,,17,,,,4/30,4/30,0,,1,0,,0
Rohit Sharma,,,MI,Mumbai Indians,213,,32,,6,,453,90,,,30.20,22.60,22.60,,,8.02,56,,,,491,227,,,,,15,,,,4/6,4/6,0,,1,0,,1
Laxmi Ratan Shukla,,,DC,Delhi Capitals,47,,27,,0,,447,109,,,29.80,20.93,20.93,,,8.54,52,,,,31,16,,,,,15,,,,3/25,3/25,0,,0,0,,0
Kartik Tyagi,,,SRH,Sunrisers Hyderabad,19,,19,20,536,,662,150,,,44.13,26.53,26.53,,,9.98,66,,,,20,7,,,,,15,,,,2/29,2/29,0,,0,0,,0
Alfonso Thomas,,,PWI,,15,,15,,0,,406,126,,,29.00,22.50,22.50,,,7.73,52,,,,1,1,,,,,14,,,,3/22,3/22,2,,0,0,,0
James Hopes,,,DC,Delhi Capitals,21,,20,,0,,548,107,,,39.14,25.71,25.71,,,9.13,60,,,,49,11,,,,,14,,,,2/2,2/2,0,,0,0,,0
Daniel Sams,,,MI,Mumbai Indians,16,,16,17,546,,523,144,,,37.36,25.71,25.71,,,8.72,60,,,,31,19,,,,,14,,,,4/30,4/30,0,,1,0,,0
Shahbaz Ahmed,,,RCB,Royal Challengers Bangalore,39,,27,19,523,,567,97,,,40.50,26.57,26.57,,,9.15,62,,,,33,29,,,,,14,,,,3/7,3/7,0,,0,0,,0
Mohammad Nabi,,,SRH,Sunrisers Hyderabad,17,,17,,217,,408,133,,,31.38,26.38,26.38,,,7.14,57,,,,16,9,,,,,13,,,,4/11,4/11,0,,1,0,,0
Dirk Nannes,,,DC,Delhi Capitals,16,,16,,0,,413,154,,,31.77,26.85,26.85,,,7.10,58,,,,0,0,,,,,13,,,,2/12,2/12,1,,0,0,,0
Ramesh Powar,,,PBKS,Punjab Kings,27,,26,,0,,527,166,,,40.54,32.77,32.77,,,7.42,71,,,,6,1,,,,,13,,,,2/11,2/11,0,,0,0,,0
Mitchell Santner,,,CSK,Chennai Super Kings,15,,15,13,75,,358,114,,,27.54,24.00,24.00,,,6.88,52,,,,19,8,,,,,13,,,,2/13,2/13,0,,0,0,,0
Ryan McLaren,,,KKR,Kolkata Knight Riders,18,,18,,469,,542,116,,,45.17,29.50,29.50,,,9.19,59,,,,14,1,,,,,12,,,,2/28,2/28,0,,0,0,,0
Glenn McGrath,,,DC,Delhi Capitals,14,,14,,0,,357,154,,,29.75,27.00,27.00,,,6.61,54,,,,1,0,,,,,12,,,,4/29,4/29,2,,1,0,,0
Ankit Sharma,,,RR,Rajasthan Royals,22,,21,,0,,450,137,,,37.50,30.58,30.58,,,7.36,61,,,,7,4,,,,,12,,,,2/20,2/20,0,,0,0,,0
Vikram Singh,,,PBKS,Punjab Kings,18,,17,,0,,502,111,,,41.83,28.50,28.50,,,8.81,57,,,,1,0,,,,,12,,,,3/29,3/29,0,,0,0,,0
Deepak Hooda,,,LSG,Lucknow Super Giants,107,,31,77,215,,509,99,,,50.90,35.50,35.50,,,8.60,59,,,,45,41,,,,,10,,,,2/16,2/16,0,,0,0,,0
David Hussey,,,CSK,Chennai Super Kings,64,,26,,0,,474,86,,,59.25,39.63,39.63,,,8.97,52,,,,90,60,,,,,8,,,,2/2,2/2,0,,0,0,,0
Jayant Yadav,,,GT,Gujarat Titans,20,,20,35,165,,445,154,,,55.63,48.75,48.75,,,6.85,65,,,,4,1,,,,,8,,,,1/23,1/23,0,,0,0,,0
