PLAYER,TYPE,BASE PRICE
Darcy Short,All-Rounder,"2,00,00,000"
Eoin Morgan,Batsman,"2,00,00,000"
Liam Dawson,All-Rounder,"1,50,00,000"
Luke Wright,Batsman,"1,50,00,000"
Jean-Paul Duminy,All-Rounder,"1,00,00,000"
Mark Wood,Bowler,"1,00,00,000"
Steven Finn,Bowler,"1,00,00,000"
Matt Henry,Bowler,"75,00,000"
Darren Bravo,Batsman,"75,00,000"
Dwayne Smith,All-Rounder,"75,00,000"
Dane Paterson,Bowler,"50,00,000"
Sayed Shirzad,Bowler,"50,00,000"
Neil Wagner,Bowler,"50,00,000"
Ryan Mclaren,All-Rounder,"50,00,000"
Rance Seth,Bowler,"50,00,000"
Mohammad Mahmudullah,All-Rounder,"50,00,000"
Paul Stirling,All-Rounder,"50,00,000"
Sean Abbott,Bowler,"50,00,000"
Junior Dala,Bowler,"50,00,000"
Rance Seth,Bowler,"50,00,000"
Anton Devcich,Batsman,"50,00,000"
Ryan McLaren,All-Rounder,"50,00,000"
Faiz Fazal,Batsman,"50,00,000"
Aiden Markram,Batsman,"50,00,000"
Sudeep Tyagi,Bowler,"50,00,000"
Irfan Pathan,All-Rounder,"50,00,000"
Rovman Powell,All-Rounder,"50,00,000"
Samit Patel,All-Rounder,"50,00,000"
Jack Wildermuth,All-Rounder,"50,00,000"
Seth Rance,Bowler,"50,00,000"
Johnson Charles,Wicket Keeper,"50,00,000"
Andre Fletcher,Wicket Keeper,"50,00,000"
Shafiqullah Shafaq,Wicket Keeper,"50,00,000"
Brendan Taylor,Wicket Keeper,"50,00,000"
Gulbadin Naib,Bowler,"50,00,000"
Robbie Frylinck,All-Rounder,"50,00,000"
Vernon Philander,All-Rounder,"50,00,000"
Isuru Udana,All-Rounder,"50,00,000"
Chris Green,All-Rounder,"30,00,000"
Srikkanth Anirudha,Wicket Keeper,"30,00,000"
Pradeep Sangwan,Bowler,"30,00,000"
K Vignesh,Bowler,"30,00,000"
Ben Dwarshuis,Bowler,"30,00,000"
Ishwar Chandra Pandey,Bowler,"30,00,000"
Chirag Gandhi,Batsman,"20,00,000"
Kattingeri Ashwin Hebbar,Batsman,"20,00,000"
Swapnil Gugale,Batsman,"20,00,000"
Sarthak Ranjan,Batsman,"20,00,000"
Akshath Reddy,Batsman,"20,00,000"
Sandeep Bavanaka,All-Rounder,"20,00,000"
Akash Bhandari,All-Rounder,"20,00,000"
Subodh Bhati,All-Rounder,"20,00,000"
Saurabh Kumar,All-Rounder,"20,00,000"
Diwesh Pathania,All-Rounder,"20,00,000"
Atharwa Taide,All-Rounder,"20,00,000"
Bipul Sharma,All-Rounder,"20,00,000"
Mohammed Azharudeen,Wicket Keeper,"20,00,000"
Jason Sangha,All-Rounder,"20,00,000"
Harvik Desai,Wicket Keeper,"20,00,000"
Shamar Springer,All-Rounder,"20,00,000"
Mahesh Rawat,Wicket Keeper,"20,00,000"
R Vivek,All-Rounder,"20,00,000"
Ryan Rickelton,Wicket Keeper,"20,00,000"
Ravi Balhara,Bowler,"20,00,000"
Babasafi Pathan,Bowler,"20,00,000"
Pankaj Rao,Bowler,"20,00,000"
Anupam Sanklecha,Bowler,"20,00,000"
Lutho Sipamla,Bowler,"20,00,000"
Manjeet Kumar Chaudhary,Bowler,"20,00,000"
Royston Dias,Bowler,"20,00,000"
Ajay Yadav,Bowler,"20,00,000"
Kuldip Yadav,Bowler,"20,00,000"
Umar Nazir Mir,Bowler,"20,00,000"
Johannes Malan,Batsman,"20,00,000"
Rahul Shukla,Bowler,"20,00,000"
Shubham Singh Rohilla,Batsman,"20,00,000"
Harpreet Bhatia,Batsman,"20,00,000"
Ganesh Satish,Batsman,"20,00,000"
Pite Van Biljon,Batsman,"20,00,000"
Aaron Summers,Bowler,"20,00,000"
Siddharth Desai,Bowler,"20,00,000"
Zeeshan Ansari,Bowler,"20,00,000"
Shubham Agrawal,All-Rounder,"20,00,000"
Rajat Goel,Bowler,"20,00,000"
Pappu Roy,Bowler,"20,00,000"
Pradeep Sahu,Bowler,"20,00,000"
Karanveer Singh,Bowler,"20,00,000"
Gurvinder Singh,Bowler,"20,00,000"
Pranav Gupta,Batsman,"20,00,000"
Kushaal Wadhwani,Bowler,"20,00,000"
Bhargav Bhatt,Bowler,"20,00,000"
Jay Gokul Bista,All-Rounder,"20,00,000"
Treyaksh Bali,All-Rounder,"20,00,000"
Vinod Kumar C.V.,All-Rounder,"20,00,000"
Ishank Jaggi,Batsman,"20,00,000"
Akshay Chandran,All-Rounder,"20,00,000"
Arun Chaprana,All-Rounder,"20,00,000"
Shiva Chauhan,All-Rounder,"20,00,000"
Indrajith Baba,Wicket Keeper,"20,00,000"
Jason Smith,All-Rounder,"20,00,000"
Iqbal Abdullah,All-Rounder,"20,00,000"
Shadley Van Schalkwyk,All-Rounder,"20,00,000"
Manzoor Dar,All-Rounder,"20,00,000"
Aakarshit Gomel,All-Rounder,"20,00,000"
Pawan Suyal,Bowler,"20,00,000"
Ajit Chahal,All-Rounder,"20,00,000"
Milind Tandon,All-Rounder,"20,00,000"
Ashok Menaria,All-Rounder,"20,00,000"
Syed Mehdi Hasan,All-Rounder,"20,00,000"
D.B Ravi Teja,Batsman,"20,00,000"
Akhil Arvind Herwadkar,All-Rounder,"20,00,000"
Venkatesh Iyer,All-Rounder,"20,00,000"
Stephan Myburg,Batsman,"20,00,000"
Shamss Mulani,All-Rounder,"20,00,000"
Shreekant Wagh,All-Rounder,"20,00,000"
Chirag Khurana,All-Rounder,"20,00,000"
Nidheesh M D Dinesan,Bowler,"20,00,000"
Akul Pandove,All-Rounder,"20,00,000"
Suyash Prabhudesai,All-Rounder,"20,00,000"
Suryakant Pradhan,All-Rounder,"20,00,000"
T Ravi Teja,All-Rounder,"20,00,000"
Dhruva Kumar Reddy,All-Rounder,"20,00,000"
Sumit Ruikar,All-Rounder,"20,00,000"
Harpreet Singh,Batsman,"20,00,000"
Aaron Hardie,All-Rounder,"20,00,000"
Jatin Saxena,All-Rounder,"20,00,000"
Samarpit Joshi,Wicket Keeper,"20,00,000"
Tanmay Agarwal,Batsman,"20,00,000"
Mrinank Singh,All-Rounder,"20,00,000"
Mukesh Kumar Singh,All-Rounder,"20,00,000"
Sanvir Singh,All-Rounder,"20,00,000"
Sumanth Kolla,Wicket Keeper,"20,00,000"
Urvil Patel,Wicket Keeper,"20,00,000"
Ashish Hooda,Bowler,"20,00,000"
Sharath Ravi,Wicket Keeper,"20,00,000"
Ajay Rohera,Wicket Keeper,"20,00,000"
Upendra Singh Yadav,Wicket Keeper,"20,00,000"
Swapnil Gugale,Batsman,"20,00,000"
Badrey Alam,Bowler,"20,00,000"
Priyam Garg,Batsman,"20,00,000"
Amandeep Khare,Batsman,"20,00,000"
Mohit Jangra,Bowler,"20,00,000"
Suraj Kamath,Bowler,"20,00,000"
K Rohit Rayudu,Batsman,"20,00,000"
R Samarth,Batsman,"20,00,000"
Ravi Kiran Majeti,Bowler,"20,00,000"
Safvan Patel,Bowler,"20,00,000"
Kushang Patel,Bowler,"20,00,000"
Tanveer Ul Haq,Bowler,"20,00,000"
Atit Sheth,All-Rounder,"20,00,000"
Ronit More,Bowler,"20,00,000"
