TeamCode,TeamName,Matches,Wins,Loss,Tied,NoResult,Points,Draw,ForTeams,AgainstTeam,NetRunRate,IsQualified,Performance
MI,Mumbai Indians,14,10,4,0,0,20,0,2408/277,2100/276,1.084,1.0,LWWWL
DEC,Deccan Chargers,14,8,6,0,0,16,0,2188/277.4,2254/275.4,-0.297,1.0,WWWWW
CSK,Chennai Super Kings,14,7,7,0,0,14,0,2285/271.1,2257/276.5,0.274,1.0,WLWLW
RCB,Royal Challengers Bangalore,14,7,7,0,0,14,0,2166/260.4,2245/277.3,0.219,1.0,LWLWL
DD,Delhi Capitals,14,7,7,0,0,14,0,2155/275.4,2166/277.5,0.021,0.0,LWLLL
KKR,Kolkata Knight Riders,14,7,7,0,0,14,0,2144/273,2192/267.3,-0.341,0.0,WWLLW
RR,Rajasthan Royals,14,6,8,0,0,12,0,2179/270.4,2224/259.4,-0.514,0.0,LLLWW
PBKS,Punjab Kings,14,4,10,0,0,8,0,2278/276.2,2365/271.1,-0.478,0.0,LLWWL
