TeamCode,TeamName,Matches,Wins,Loss,Tied,NoResult,Points,Draw,ForTeams,AgainstTeam,NetRunRate,IsQualified,Performance
SRH,Sunrisers Hyderabad,14,9,5,0,0,18,0,2230/273.3,2193/278.4,0.284,1.0,LLLWW
CSK,Chennai Super Kings,14,9,5,0,0,18,0,2488/275.3,2433/277.1,0.253,1.0,WLWLW
KKR,Kolkata Knight Riders,14,8,6,0,0,16,0,2363/265.1,2425/270,-0.07,1.0,WWWLL
RR,Rajasthan Royals,14,7,7,0,0,14,0,2130/255.3,2141/249.2,-0.25,1.0,WLWWW
MI,Mumbai Indians,14,6,8,0,0,12,0,2380/278.4,2282/277.3,0.317,0.0,LWLWW
RCB,Royal Challengers Bangalore,14,6,8,0,0,12,0,2322/264.4,2383/275.4,0.129,0.0,LWWWL
PBKS,Punjab Kings,14,6,8,0,0,12,0,2210/268.4,2259/258.5,-0.502,0.0,LLLLL
DD,Delhi Captials,14,5,9,0,0,10,0,2297/258,2304/252.3,-0.222,0.0,WWLLL
