Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Yuvraj Singh,False,,PBKS,Punjab Kings,14,10,152,45,30.4,27.6,6.6,23,20,14,5,4/29,4/29,0,0,0,138
Sumit Narwal,False,,RR,Rajasthan Royals,5,5,185,31,37.0,18.8,11.8,15,2,0,5,3/36,3/36,0,0,0,90
Andrew McDonald,False,,DC,Delhi Capitals,4,4,138,21,27.6,16.8,9.85,14,3,2,5,2/25,2/25,0,0,0,84
Charl Langeveldt,False,,KKR,Kolkata Knight Riders,3,3,88,26,17.6,13.2,8.0,11,0,0,5,3/15,3/15,0,0,0,66
Ajit Agarkar,False,,KKR,Kolkata Knight Riders,7,7,203,40,50.75,33.0,9.22,22,4,0,4,3/25,3/25,0,0,0,132
Chris Gayle,False,,KKR,Kolkata Knight Riders,9,6,152,29,38.0,24.0,9.5,16,30,16,4,3/21,3/21,0,0,0,96
Dimitri Mascarenhas,False,,RR,Rajasthan Royals,2,2,65,16,16.25,12.0,8.12,8,0,0,4,5/25,5/25,0,0,0,48
Dwayne Bravo,False,,MI,Mumbai Indians,10,10,228,48,57.0,39.25,8.71,26,3,4,4,4/22,4/22,0,0,0,156
Sarabjit Ladda,False,,DC,Delhi Capitals,5,5,143,34,35.75,22.5,9.53,15,0,0,4,2/44,2/44,0,0,0,90
Ryan McLaren,False,,MI,Mumbai Indians,10,10,270,69,67.5,51.0,7.94,34,7,0,4,2/28,2/28,0,0,0,204
Jaydev Unadkat,False,,KKR,Kolkata Knight Riders,3,3,85,20,21.25,15.5,8.22,10,0,0,4,5/25,5/25,0,0,0,60
Munaf Patel,False,,RR,Rajasthan Royals,4,4,118,31,39.33,26.0,9.07,13,0,0,3,5/21,5/21,0,0,0,78
Virender Sehwag,False,,DC,Delhi Capitals,14,3,23,18,7.66,11.33,4.05,5,47,14,3,2/18,2/18,0,0,0,30
Ali Murtaza,False,,MI,Mumbai Indians,3,3,91,23,30.33,24.0,7.58,12,0,0,3,3/15,3/15,0,0,0,72
Tillakaratne Dilshan,False,,DC,Delhi Capitals,6,4,70,18,23.33,16.33,8.57,8,6,0,3,1/30,1/30,0,0,0,48
Bipul Sharma,False,,PBKS,Punjab Kings,5,4,94,14,31.33,20.0,9.4,10,1,0,3,2/13,2/13,0,0,0,60
Shanthakumaran Sreesanth,False,,PBKS,Punjab Kings,6,6,191,44,63.66,38.0,10.05,19,5,0,3,3/29,3/29,0,0,0,114
JM Kemp,False,,CSK,Chennai Super Kings,5,5,54,15,18.0,14.66,7.36,7,1,1,3,3/12,3/12,0,0,0,42
Ramesh Powar,False,,PBKS,Punjab Kings,7,7,160,62,53.33,46.0,6.95,23,0,0,3,2/11,2/11,0,0,0,138
Rajat Bhatia,False,,DC,Delhi Capitals,5,5,132,23,44.0,32.0,8.25,16,1,2,3,4/15,4/15,0,0,0,96
Love Ablish,False,,PBKS,Punjab Kings,2,2,36,7,12.0,8.0,9.0,4,0,0,3,2/17,2/17,0,0,0,24
Laxmi Ratan Shukla,False,,KKR,Kolkata Knight Riders,4,4,106,19,35.33,24.0,8.83,12,3,2,3,3/25,3/25,0,0,0,72
Kamran Khan,False,,RR,Rajasthan Royals,3,3,53,18,17.66,12.0,8.83,6,0,0,3,3/18,3/18,0,0,0,36
Kevin Pietersen,False,,RCB,Royal Challengers Bangalore,7,6,77,18,25.66,20.0,7.7,10,23,8,3,2/31,2/31,0,0,0,60
Roelof van der Merwe,False,,RCB,Royal Challengers Bangalore,1,1,27,8,13.5,12.0,6.75,4,0,0,2,3/20,3/20,0,0,0,24
Ajantha Mendis,False,,KKR,Kolkata Knight Riders,2,2,66,12,33.0,24.0,8.25,8,0,0,2,2/19,2/19,0,0,0,48
Mitchell Marsh,False,,DEC,Deccan Chargers,3,3,88,24,44.0,30.0,8.8,10,1,1,2,4/25,4/25,0,0,0,60
Amit Uniyal,False,,RR,Rajasthan Royals,2,2,66,8,33.0,18.0,11.0,6,0,0,2,2/41,2/41,0,0,0,36
Pankaj Singh,False,,RCB,Royal Challengers Bangalore,2,2,81,21,40.5,24.0,10.12,8,0,0,2,2/18,2/18,1,0,0,48
Brad Hodge,False,,KKR,Kolkata Knight Riders,4,4,41,8,20.5,15.0,8.2,5,11,1,2,4/13,4/13,0,0,0,30
Joginder Sharma,False,,CSK,Chennai Super Kings,3,3,89,14,44.5,24.0,11.12,8,0,0,2,2/27,2/27,0,0,0,48
Rajagopal Sathish,False,,MI,Mumbai Indians,12,4,81,14,40.5,24.0,10.12,8,11,0,2,1/11,1/11,0,0,0,48
Sanath Jayasuriya,False,,MI,Mumbai Indians,4,4,68,19,34.0,27.0,7.55,9,4,1,2,3/14,3/14,0,0,0,54
Rohit Sharma,False,,DEC,Deccan Chargers,16,9,153,33,76.5,57.0,8.05,19,36,14,2,4/6,4/6,0,0,0,114
Daniel Vettori,False,,DC,Delhi Capitals,3,3,97,21,48.5,35.0,8.31,11,4,0,2,3/15,3/15,0,0,0,66
Iqbal Abdulla,False,,KKR,Kolkata Knight Riders,3,3,61,18,61.0,51.0,7.17,8,0,0,1,3/24,3/24,0,0,0,48
Abhimanyu Mithun,False,,RCB,Royal Challengers Bangalore,1,1,39,2,39.0,18.0,13.0,3,0,0,1,2/37,2/37,0,0,0,18
Moises Henriques,False,,DC,Delhi Capitals,1,1,35,10,35.0,24.0,8.75,4,2,0,1,3/12,3/12,0,0,0,24
Yusuf Abdulla,False,,PBKS,Punjab Kings,2,2,66,13,66.0,41.0,9.65,7,0,0,1,4/31,4/31,0,0,0,42
Yo Mahesh,False,,DC,Delhi Capitals,1,1,23,5,23.0,18.0,7.66,3,0,0,1,4/36,4/36,0,0,0,18
Manpreet Gony,False,,CSK,Chennai Super Kings,3,3,92,17,92.0,48.0,11.5,8,0,0,1,3/31,3/31,0,0,0,48
Vikramjeet Malik,False,,PBKS,Punjab Kings,3,3,62,16,62.0,43.0,8.65,7,1,0,1,2/14,2/14,0,0,0,42
Nayan Doshi,False,,RCB,Royal Challengers Bangalore,1,1,17,14,17.0,24.0,4.25,4,0,0,1,1/15,1/15,0,0,0,24
Dwayne Smith,False,,DEC,Deccan Chargers,3,2,36,6,36.0,23.0,9.39,4,1,1,1,4/8,4/8,0,0,0,24
Sudeep Tyagi,False,,CSK,Chennai Super Kings,6,6,159,34,159.0,95.0,10.04,16,0,0,1,2/18,2/18,0,0,0,96
JP Duminy,False,,MI,Mumbai Indians,7,2,37,13,37.0,33.0,6.72,5,13,5,1,4/17,4/17,0,0,0,30
KP Appanna,False,,RCB,Royal Challengers Bangalore,2,2,51,15,51.0,42.0,7.28,7,0,0,1,4/19,4/19,0,0,0,42
Dhawal Kulkarni,False,,MI,Mumbai Indians,1,1,40,10,40.0,24.0,10.0,4,0,0,1,4/14,4/14,0,0,0,24
