MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
60,60th  T20I,Punjab Kings VS Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders won by 3 wickets,Punjab Kings,Kolkata Knight Riders,199/4 (20 Overs),PBKS,Punjab Kings,,,200/7 (19.3 Overs),KKR,Kolkata Knight Riders,M. Chinnaswamy Stadium,Bengaluru,2014-06-01 20:00:00,20:00,1 Jun 2014,23:00,Kolkata Knight Riders
59,59th  T20I,Punjab Kings VS Chennai Super Kings,Chennai Super Kings,Punjab Kings won by 24 runs,Punjab Kings,Chennai Super Kings,226/6 (20 Overs),PBKS,Punjab Kings,,,202/7 (20 Overs),CSK,Chennai Super Kings,Wankhede Stadium,Mumbai,2014-05-30 20:00:00,20:00,30 May 2014,23:00,Punjab Kings
58,58th  T20I,Chennai Super Kings VS Mumbai Indians,Mumbai Indians,Chennai Super Kings won by 7 wickets,Chennai Super Kings,Mumbai Indians,173/8 (20 Overs),MI,Mumbai Indians,,,176/3 (18.4 Overs),CSK,Chennai Super Kings,Brabourne Stadium,Mumbai,2014-05-28 20:00:00,20:00,28 May 2014,23:00,Chennai Super Kings
57,57th  T20I,Punjab Kings VS Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders won by 28 runs,Punjab Kings,Kolkata Knight Riders,163/8 (20 Overs),KKR,Kolkata Knight Riders,,,135/8 (20 Overs),PBKS,Punjab Kings,Eden Gardens,Kolkata,2014-05-28 16:00:00,16:00,28 May 2014,23:00,Kolkata Knight Riders
56,56th  T20I,Mumbai Indians VS Rajasthan Royals,Rajasthan Royals,Mumbai Indians won by 5 wickets,Mumbai Indians,Rajasthan Royals,189/4 (20 Overs),RR,Rajasthan Royals,,,195/5 (14.4 Overs),MI,Mumbai Indians,Wankhede Stadium,Mumbai,2014-05-25 20:00:00,20:00,25 May 2014,23:00,Mumbai Indians
55,55th  T20I,Punjab Kings VS Delhi Daredevils,Delhi Daredevils,Punjab Kings won by 7 wickets,Punjab Kings,Delhi Daredevils,115/10 (18.1 Overs),DD,Delhi Daredevils,,,119/3 (13.5 Overs),PBKS,Punjab Kings,IS Bindra Stadium,Mohali,2014-05-25 16:00:00,16:00,25 May 2014,23:00,Punjab Kings
54,54th  T20I,Kolkata Knight Riders VS Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders won by 4 wickets,Kolkata Knight Riders,Sunrisers Hyderabad,160/7 (20 Overs),SRH,Sunrisers Hyderabad,,,161/6 (14.2 Overs),KKR,Kolkata Knight Riders,Eden Gardens,Kolkata,2014-05-24 20:00:00,20:00,24 May 2014,23:00,Kolkata Knight Riders
53,53rd  T20I,Royal Challengers Bangalore VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings won by 8 wickets,Royal Challengers Bangalore,Chennai Super Kings,154/6 (20 Overs),RCB,Royal Challengers Bangalore,,,160/2 (17.4 Overs),CSK,Chennai Super Kings,M. Chinnaswamy Stadium,Bengaluru,2014-05-24 16:00:00,16:00,24 May 2014,23:00,Chennai Super Kings
52,52nd  T20I,Punjab Kings VS Rajasthan Royals,Rajasthan Royals,Punjab Kings won by 16 runs,Punjab Kings,Rajasthan Royals,179/4 (20 Overs),PBKS,Punjab Kings,,,163/8 (20 Overs),RR,Rajasthan Royals,IS Bindra Stadium,Mohali,2014-05-23 20:00:00,20:00,23 May 2014,23:00,Punjab Kings
51,51st T20I,Mumbai Indians VS Delhi Daredevils,Delhi Daredevils,Mumbai Indians won by 15 runs,Mumbai Indians,Delhi Daredevils,173/10 (19.3 Overs),MI,Mumbai Indians,,,158/4 (20 Overs),DD,Delhi Daredevils,Wankhede Stadium,Mumbai,2014-05-23 16:00:00,16:00,23 May 2014,23:00,Mumbai Indians
