MatchRow,MatchOrder,MatchName,TossTeam,Comments,HomeTeamName,AwayTeamName,1Summary,FirstBattingTeamCode,FirstBattingTeamName,RevisedOver,RevisedTarget,2Summary,SecondBattingTeamCode,SecondBattingTeamName,GroundName,city,MATCH_COMMENCE_START_DATE,MatchTime,MatchEndDate,MatchEndTime,Winner
60,60th  T20I,Chennai Super Kings VS Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings won by 8 wickets,Chennai Super Kings,Sunrisers Hyderabad,178/6 (20 Overs),SRH,Sunrisers Hyderabad,,,181/2 (18.3 Overs),CSK,Chennai Super Kings,Wankhede Stadium,Mumbai,2018-05-27 19:00:00,19:00,27 May 2018,23:00,Chennai Super Kings
59,59th  T20I,Sunrisers Hyderabad VS Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad won by 14 runs,Sunrisers Hyderabad,Kolkata Knight Riders,174/7 (20 Overs),SRH,Sunrisers Hyderabad,,,160/9 (20 Overs),KKR,Kolkata Knight Riders,Eden Gardens,Kolkata,2018-05-25 19:00:00,19:00,25 May 2018,23:00,Sunrisers Hyderabad
58,58th  T20I,Kolkata Knight Riders VS Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders won by 25 runs,Kolkata Knight Riders,Rajasthan Royals,169/7 (20 Overs),KKR,Kolkata Knight Riders,,,144/4 (20 Overs),RR,Rajasthan Royals,Eden Gardens,Kolkata,2018-05-23 19:00:00,19:00,23 May 2018,23:00,Kolkata Knight Riders
57,57th  T20I,Sunrisers Hyderabad VS Chennai Super Kings,Chennai Super Kings,Chennai Super Kings won by 2 wickets,Sunrisers Hyderabad,Chennai Super Kings,139/7 (20 Overs),SRH,Sunrisers Hyderabad,,,140/8 (19.1 Overs),CSK,Chennai Super Kings,Wankhede Stadium,Mumbai,2018-05-22 19:00:00,19:00,22 May 2018,23:00,Chennai Super Kings
56,56th  T20I,Chennai Super Kings VS Punjab Kings,Punjab Kings,Chennai Super Kings won by 5 wickets,Chennai Super Kings,Punjab Kings,153/10 (19.4 Overs),PBKS,Punjab Kings,,,159/5 (19.1 Overs),CSK,Chennai Super Kings,,Pune,2018-05-20 20:00:00,20:00,20 May 2018,23:00,Chennai Super Kings
55,55th  T20I,Delhi Daredevils VS Mumbai Indians,Mumbai Indians,Delhi Daredevils won by 11 runs,Delhi Daredevils,Mumbai Indians,174/4 (20 Overs),DD,Delhi Daredevils,,,163/10 (19.3 Overs),MI,Mumbai Indians,Arun Jaitley Stadium,Delhi,2018-05-20 16:00:00,16:00,20 May 2018,23:00,Delhi Daredevils
54,54th  T20I,Sunrisers Hyderabad VS Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders won by 5 wickets,Sunrisers Hyderabad,Kolkata Knight Riders,172/9 (20 Overs),SRH,Sunrisers Hyderabad,,,173/5 (19.4 Overs),KKR,Kolkata Knight Riders,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,2018-05-19 20:00:00,20:00,19 May 2018,23:00,Kolkata Knight Riders
53,53rd  T20I,Rajasthan Royals VS Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals won by 30 runs,Rajasthan Royals,Royal Challengers Bangalore,164/5 (20 Overs),RR,Rajasthan Royals,,,134/10 (19.2 Overs),RCB,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,2018-05-19 16:00:00,16:00,19 May 2018,23:00,Rajasthan Royals
52,52nd  T20I,Delhi Daredevils VS Chennai Super Kings,Chennai Super Kings,Delhi Daredevils won by 34 runs,Delhi Daredevils,Chennai Super Kings,162/5 (20 Overs),DD,Delhi Daredevils,,,128/6 (20 Overs),CSK,Chennai Super Kings,Arun Jaitley Stadium,Delhi,2018-05-18 20:00:00,20:00,18 May 2018,23:00,Delhi Daredevils
51,51st T20I,Royal Challengers Bangalore VS Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore won by 14 runs,Royal Challengers Bangalore,Sunrisers Hyderabad,218/6 (20 Overs),RCB,Royal Challengers Bangalore,,,204/3 (20 Overs),SRH,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Bengaluru,2018-05-17 20:00:00,20:00,17 May 2018,23:00,Royal Challengers Bangalore
