Name,PlayerDOB,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled,TeamCode,TeamName,Innings,Matches,Nationality,RightHandedBat
Andre Russell,29-4-1988,227.0,156.0,145.51,13.0,18.0,11.0,3.0,0.0,0.0,42,20.64,West Indies,rhb,172.0,32.0,24.57,13.0,11.34,15.1,18.0,8.0,7.0,22/3,22/3,0.0,0.0,0.0,91.0,KKR,Kolkata Knight Riders,14.0,14.0,Overseas,True
Rahmanullah Gurbaz,28-11-2001,227.0,170.0,133.52,17.0,15.0,11.0,0.0,2.0,0.0,81,20.64,Afghanistan,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,11.0,11.0,Overseas,True
Abhishek Sharma,4-9-2000,226.0,157.0,143.94,28.0,6.0,11.0,0.0,2.0,0.0,67,20.55,India,lhb,124.0,23.0,62.0,36.0,10.33,12.0,8.0,9.0,2.0,26/1,26/1,0.0,0.0,0.0,72.0,SRH,Sunrisers Hyderabad,11.0,11.0,Indian,False
Phil Salt,28-8-1996,218.0,133.0,163.9,24.0,10.0,8.0,1.0,2.0,0.0,87,27.25,England,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,9.0,9.0,Overseas,True
Rilee Rossouw,9-10-1989,209.0,141.0,148.22,17.0,11.0,7.0,2.0,1.0,0.0,82*,29.86,South Africa,lhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,9.0,9.0,Overseas,False
Ravindra Jadeja,6-12-1988,190.0,133.0,142.85,11.0,9.0,8.0,4.0,0.0,0.0,25*,23.75,India,lhb,431.0,107.0,21.55,17.1,7.56,57.0,22.0,20.0,20.0,20/3,20/3,0.0,0.0,0.0,342.0,CSK,Chennai Super Kings,12.0,16.0,Indian,False
Harry Brook,22-2-1999,190.0,154.0,123.37,23.0,4.0,9.0,2.0,0.0,1.0,100*,21.11,England,rhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,11.0,11.0,Overseas,True
Krunal Pandya,24-3-1991,188.0,165.0,113.93,15.0,6.0,10.0,4.0,0.0,0.0,49*,18.80,India,lhb,313.0,96.0,34.77,28.0,7.45,42.0,31.0,11.0,9.0,18/3,18/3,0.0,0.0,0.0,252.0,LSG,Lucknow Super Giants,14.0,15.0,Indian,False
Atharva Taide,26-4-2000,186.0,129.0,144.18,20.0,6.0,7.0,0.0,2.0,0.0,66,26.57,India,lhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,7.0,7.0,Indian,False
Abdul Samad,28-10-2001,169.0,128.0,132.03,10.0,11.0,4.0,4.0,0.0,0.0,37*,42.25,India,rhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,8.0,9.0,Indian,True
Manish Pandey,10-9-1989,160.0,146.0,109.58,15.0,3.0,9.0,0.0,1.0,0.0,50,17.78,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,9.0,10.0,Indian,True
Ambati Rayudu,23-9-1985,158.0,113.0,139.82,10.0,9.0,10.0,2.0,0.0,0.0,27*,15.80,India,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,12.0,16.0,Indian,True
Shahrukh Khan,27-5-1995,156.0,94.0,165.95,13.0,9.0,7.0,6.0,0.0,0.0,41*,22.29,India,rhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,13.0,14.0,Indian,True
Dhruv Jurel,21-1-2001,152.0,88.0,172.72,11.0,9.0,7.0,4.0,0.0,0.0,34*,21.71,India,rhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,11.0,13.0,Indian,True
Quinton De Kock,17-12-1992,143.0,102.0,140.19,10.0,8.0,4.0,0.0,1.0,0.0,70,35.75,South Africa,lhb,,,,,,,,,,,,,,,,LSG,Lucknow Super Giants,4.0,4.0,Overseas,False
Dinesh Karthik,1-6-1985,140.0,104.0,134.61,13.0,5.0,12.0,1.0,0.0,0.0,30,11.67,India,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,13.0,13.0,Indian,True
Sikandar Raza,24-4-1986,139.0,98.0,141.83,10.0,6.0,5.0,2.0,1.0,0.0,57,27.80,Zimbabwe,rhb,119.0,20.0,39.66,24.0,9.91,12.0,13.0,4.0,3.0,19/1,19/1,0.0,0.0,0.0,72.0,PBKS,Punjab Kings,7.0,7.0,Overseas,True
Mahipal Lomror,16-11-1999,135.0,97.0,139.17,9.0,8.0,8.0,2.0,1.0,0.0,54*,16.88,India,lhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,10.0,12.0,Indian,False
Rashid Khan,20-9-1998,130.0,60.0,216.66,8.0,13.0,4.0,5.0,1.0,0.0,79*,32.50,Afghanistan,rhb,552.0,134.0,20.44,14.88,8.23,67.0,40.0,26.0,27.0,30/4,30/4,0.0,1.0,0.0,402.0,GT,Gujarat Titans,9.0,17.0,Overseas,True
Mitchell Marsh,20-10-1991,128.0,97.0,131.95,11.0,7.0,9.0,0.0,1.0,0.0,63,14.22,Australia,rhb,170.0,36.0,14.16,10.08,8.42,20.1,8.0,8.0,12.0,27/4,27/4,1.0,1.0,0.0,121.0,DC,Delhi Capitals,9.0,9.0,Overseas,True
Moeen Ali,18-6-1987,124.0,91.0,136.26,12.0,6.0,7.0,3.0,0.0,0.0,23,17.71,England,lhb,195.0,57.0,21.66,17.33,7.5,26.0,8.0,12.0,9.0,26/4,26/4,0.0,1.0,0.0,156.0,CSK,Chennai Super Kings,10.0,15.0,Overseas,False
Matthew Short,8-11-1995,117.0,92.0,127.17,15.0,4.0,6.0,0.0,0.0,0.0,36,19.50,Australia,rhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,6.0,6.0,Overseas,True
Abhinav Manohar,16-9-1994,114.0,83.0,137.34,6.0,7.0,6.0,0.0,0.0,0.0,42,19.00,India,rhb,,,,,,,,,,,,,,,,GT,Gujarat Titans,6.0,9.0,Indian,True
Shardul Thakur,16-10-1991,113.0,70.0,161.42,13.0,4.0,8.0,2.0,1.0,0.0,68,14.13,India,rhb,220.0,34.0,31.42,18.0,10.47,21.0,23.0,9.0,7.0,23/2,23/2,0.0,0.0,0.0,126.0,KKR,Kolkata Knight Riders,10.0,11.0,Indian,True
Aman Khan,23-11-1996,110.0,101.0,108.91,7.0,6.0,8.0,1.0,1.0,0.0,51,13.75,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,9.0,11.0,Indian,True
Prithvi Shaw,9-11-1999,106.0,85.0,124.7,16.0,1.0,8.0,0.0,1.0,0.0,54,13.25,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,8.0,8.0,Indian,True
Anmolpreet Singh,28-3-1998,105.0,82.0,128.04,15.0,2.0,4.0,0.0,0.0,0.0,36,26.25,India,rhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,4.0,4.0,Indian,True
MS Dhoni,7-7-1981,104.0,57.0,182.45,3.0,10.0,4.0,8.0,0.0,0.0,32*,26.00,India,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,12.0,16.0,Indian,True
Prerak Mankad,23-4-1994,93.0,72.0,129.16,12.0,2.0,3.0,2.0,1.0,0.0,64*,31.00,India,rhb,,,,,,,,,,,,,,,,LSG,Lucknow Super Giants,5.0,5.0,Indian,True
Anuj Rawat,17-10-1999,91.0,71.0,128.16,6.0,4.0,3.0,4.0,0.0,0.0,29*,30.33,India,lhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,7.0,9.0,Indian,False
Jagadeesan Narayan,24-12-1995,89.0,81.0,109.87,14.0,1.0,6.0,0.0,0.0,0.0,36,14.83,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,6.0,6.0,Indian,True
Rahul Tewatia,20-5-1993,87.0,57.0,152.63,3.0,7.0,4.0,6.0,0.0,0.0,20*,21.75,India,lhb,,,,,,,,,,,,,,,,GT,Gujarat Titans,10.0,17.0,Indian,False
Deepak Hooda,19-4-1995,84.0,90.0,93.33,3.0,2.0,11.0,1.0,0.0,0.0,17,7.64,India,rhb,,,,,,,,,,,,,,,,LSG,Lucknow Super Giants,12.0,12.0,Indian,True
Riyan Parag,10-11-2001,78.0,66.0,118.18,4.0,5.0,6.0,1.0,0.0,0.0,20,13.00,India,rhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,7.0,7.0,Indian,True
Harpreet Bhatia,11-8-1991,77.0,59.0,130.5,8.0,3.0,3.0,0.0,0.0,0.0,41,25.67,India,lhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,3.0,3.0,Indian,False
Bhanuka Rajapaksa,24-10-1991,71.0,62.0,114.51,6.0,2.0,3.0,1.0,1.0,0.0,50,23.67,Sri Lanka,lhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,4.0,4.0,Overseas,False
Vivrant Sharma,30-10-1999,69.0,47.0,146.8,9.0,2.0,1.0,0.0,1.0,0.0,69,69.00,India,lhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,1.0,3.0,Indian,False
Ravichandran Ashwin,17-9-1986,67.0,51.0,131.37,5.0,3.0,6.0,4.0,0.0,0.0,30,11.17,India,rhb,368.0,90.0,26.28,21.0,7.51,49.0,20.0,14.0,14.0,23/2,23/2,0.0,0.0,0.0,294.0,RR,Rajasthan Royals,10.0,13.0,Indian,True
Lalit Yadav,3-1-1997,66.0,59.0,111.86,8.0,0.0,5.0,1.0,0.0,0.0,38,13.20,India,rhb,118.0,24.0,59.0,39.0,9.07,13.0,6.0,8.0,2.0,29/1,29/1,0.0,0.0,0.0,78.0,DC,Delhi Capitals,6.0,6.0,Indian,True
Krishnappa Gowtham,20-10-1988,61.0,37.0,164.86,2.0,5.0,4.0,3.0,0.0,0.0,23,15.25,India,rhb,118.0,39.0,39.33,32.0,7.37,16.0,7.0,5.0,3.0,10/1,10/1,0.0,0.0,0.0,96.0,LSG,Lucknow Super Giants,7.0,7.0,Indian,True
Washington Sundar,5-10-1999,60.0,60.0,100.0,6.0,0.0,4.0,1.0,0.0,0.0,24*,15.00,India,lhb,146.0,35.0,48.66,35.33,8.26,17.4,12.0,6.0,3.0,28/3,28/3,0.0,0.0,0.0,106.0,SRH,Sunrisers Hyderabad,5.0,7.0,Indian,False
Michael Bracewell,14-2-1991,58.0,47.0,123.4,6.0,1.0,2.0,2.0,0.0,0.0,26,29.00,New Zealand,lhb,95.0,26.0,15.83,11.0,8.63,11.0,7.0,6.0,6.0,13/2,13/2,0.0,0.0,0.0,66.0,RCB,Royal Challengers Bangalore,4.0,5.0,Overseas,False
Sarfaraz Khan,22-10-1997,53.0,62.0,85.48,4.0,1.0,4.0,0.0,0.0,0.0,30,13.25,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,4.0,4.0,Indian,True
Harpreet Brar,16-9-1995,52.0,41.0,126.82,5.0,2.0,6.0,2.0,0.0,0.0,17*,8.67,India,lhb,218.0,58.0,24.22,18.11,8.02,27.1,21.0,7.0,9.0,30/4,30/4,0.0,1.0,0.0,163.0,PBKS,Punjab Kings,8.0,13.0,Indian,False
Ripal Patel,28-9-1995,49.0,43.0,113.95,3.0,1.0,3.0,1.0,0.0,0.0,23,16.33,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,4.0,5.0,Indian,True
Shahbaz Ahmed,11-12-1994,42.0,39.0,107.69,3.0,1.0,4.0,2.0,0.0,0.0,20*,10.50,India,lhb,95.0,9.0,95.0,42.0,13.57,7.0,6.0,8.0,1.0,38/1,38/1,0.0,0.0,0.0,42.0,RCB,Royal Challengers Bangalore,6.0,10.0,Indian,False
Bhuvneshwar Kumar,5-2-1990,42.0,47.0,89.36,4.0,0.0,3.0,3.0,0.0,0.0,27,14.00,India,rhb,425.0,128.0,26.56,19.12,8.33,51.0,51.0,11.0,16.0,30/5,30/5,1.0,0.0,1.0,306.0,SRH,Sunrisers Hyderabad,6.0,14.0,Indian,True
Glenn Phillips,6-12-1996,39.0,22.0,177.27,2.0,4.0,5.0,0.0,0.0,0.0,25,7.80,New Zealand,rhb,20.0,6.0,20.0,18.0,6.66,3.0,2.0,0.0,1.0,10/1,10/1,0.0,0.0,0.0,18.0,SRH,Sunrisers Hyderabad,5.0,5.0,Overseas,True
Marco Jansen,1-5-2000,39.0,43.0,90.69,4.0,0.0,3.0,3.0,0.0,0.0,17*,13.00,South Africa,rhb,267.0,69.0,26.7,16.2,9.88,27.0,30.0,12.0,10.0,16/2,16/2,1.0,0.0,0.0,162.0,SRH,Sunrisers Hyderabad,6.0,8.0,Overseas,True
Anrich Nortje,16-11-1993,37.0,29.0,127.58,6.0,0.0,3.0,4.0,0.0,0.0,23*,12.33,South Africa,rhb,364.0,96.0,36.4,24.0,9.1,40.0,33.0,17.0,10.0,20/2,20/2,0.0,0.0,0.0,240.0,DC,Delhi Capitals,7.0,10.0,Overseas,True
Vishnu Vinod,2-12-1993,37.0,31.0,119.35,2.0,2.0,3.0,0.0,0.0,0.0,30,12.33,India,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,3.0,3.0,Indian,True
Suyash S Prabhudessai,6-12-1997,35.0,29.0,120.68,1.0,2.0,4.0,0.0,0.0,0.0,19,8.75,India,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,4.0,5.0,Indian,True
David Willey,28-2-1990,35.0,32.0,109.37,4.0,0.0,0.0,3.0,0.0,0.0,20*,-,England,lhb,105.0,37.0,35.0,30.0,7.0,15.0,10.0,3.0,3.0,16/2,16/2,1.0,0.0,0.0,90.0,RCB,Royal Challengers Bangalore,3.0,4.0,Overseas,False
Wanindu Hasaranga,29-7-1997,33.0,28.0,117.85,3.0,0.0,2.0,3.0,0.0,0.0,12*,16.50,Sri Lanka,rhb,258.0,55.0,28.66,19.33,8.89,29.0,17.0,15.0,9.0,24/2,24/2,0.0,0.0,0.0,174.0,RCB,Royal Challengers Bangalore,5.0,8.0,Overseas,True
Abishek Porel,17-10-2002,33.0,31.0,106.45,1.0,2.0,4.0,0.0,0.0,0.0,20,8.25,India,lhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,4.0,4.0,Indian,False
Kuldeep Yadav,14-12-1994,31.0,48.0,64.58,2.0,0.0,2.0,8.0,0.0,0.0,10*,15.50,India,lhb,361.0,86.0,36.1,29.4,7.36,49.0,14.0,18.0,10.0,15/2,15/2,1.0,0.0,0.0,294.0,DC,Delhi Capitals,10.0,14.0,Indian,False
Dasun Shanaka,9-9-1991,26.0,26.0,100.0,2.0,1.0,2.0,1.0,0.0,0.0,17,13.00,Sri Lanka,rhb,,,,,,,,,,,,,,,,GT,Gujarat Titans,3.0,3.0,Overseas,True
Piyush Chawla,24-12-1988,25.0,22.0,113.63,1.0,1.0,2.0,2.0,0.0,0.0,18,12.50,India,lhb,495.0,121.0,22.5,16.63,8.11,61.0,43.0,19.0,22.0,22/3,22/3,0.0,0.0,0.0,366.0,MI,Mumbai Indians,4.0,16.0,Indian,False
Tristan Stubbs,14-8-2000,25.0,31.0,80.64,2.0,0.0,2.0,0.0,0.0,0.0,20,12.50,South Africa,rhb,14.0,3.0,14.0,12.0,7.0,2.0,0.0,1.0,1.0,14/1,14/1,0.0,0.0,0.0,12.0,MI,Mumbai Indians,2.0,2.0,Overseas,True
Hrithik Shokeen,14-8-2000,23.0,17.0,135.29,4.0,0.0,1.0,2.0,0.0,0.0,18*,23.00,India,rhb,187.0,39.0,62.33,38.0,9.84,19.0,14.0,10.0,3.0,34/2,34/2,0.0,0.0,0.0,114.0,MI,Mumbai Indians,3.0,8.0,Indian,True
Anukul Roy,30-11-1998,23.0,19.0,121.05,3.0,0.0,2.0,2.0,0.0,0.0,13*,11.50,India,lhb,65.0,20.0,21.66,16.0,8.12,8.0,3.0,5.0,3.0,19/2,19/2,0.0,0.0,0.0,48.0,KKR,Kolkata Knight Riders,4.0,4.0,Indian,False
Adil Rashid,17-2-1988,22.0,16.0,137.5,2.0,1.0,2.0,0.0,0.0,0.0,18,11.00,England,rhb,56.0,14.0,28.0,21.0,8.0,7.0,3.0,3.0,2.0,23/2,23/2,0.0,0.0,0.0,42.0,SRH,Sunrisers Hyderabad,2.0,2.0,Overseas,True
Priyam Garg,30-11-2000,22.0,23.0,95.65,1.0,0.0,2.0,0.0,0.0,0.0,12,11.00,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,2.0,2.0,Indian,True
David Wiese,18-5-1985,21.0,11.0,190.9,0.0,3.0,1.0,2.0,0.0,0.0,12*,21.00,Namibia,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,3.0,3.0,Overseas,True
