Name,PlayerDOB,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled,TeamCode,TeamName,Innings,Matches,Nationality,RightHandedBat
David Warner,27-10-1986,641.0,452.0,141.81,63.0,26.0,11.0,3.0,4.0,1.0,126,58.27,Australia,lhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,14.0,14.0,Overseas,False
Gautam Gambhir,14-10-1981,498.0,389.0,128.02,61.0,7.0,12.0,4.0,4.0,0.0,76*,41.5,India,lhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,16.0,16.0,Indian,False
Shikhar Dhawan,5-12-1985,479.0,376.0,127.39,53.0,9.0,13.0,1.0,3.0,0.0,77,36.84,India,lhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,14.0,14.0,Indian,False
Steve Smith,2-6-1989,472.0,387.0,121.96,38.0,12.0,12.0,3.0,3.0,0.0,84*,39.33,Australia,rhb,,,,,,,,,,,,,,,,RPS,Rising Pune Supergiant,15.0,15.0,Overseas,True
Suresh Raina,27-11-1986,442.0,307.0,143.97,42.0,13.0,11.0,3.0,3.0,0.0,84,40.18,India,lhb,102.0,20.0,102.0,72.0,8.5,12,42.0,13.0,1.0,2/0,2/0,0.0,0.0,0.0,72.0,GL,Gujarat Lions,14.0,14.0,Indian,False
Hashim Amla,31-3-1983,420.0,288.0,145.83,40.0,17.0,7.0,3.0,2.0,2.0,104*,60.0,South Africa,rhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,10.0,10.0,Overseas,True
Manish Pandey,10-9-1989,396.0,308.0,128.57,28.0,12.0,8.0,5.0,2.0,0.0,81*,49.5,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,13.0,14.0,Indian,True
Parthiv Patel,9-3-1985,395.0,293.0,134.81,49.0,8.0,16.0,0.0,2.0,0.0,70,24.68,India,lhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,16.0,16.0,Indian,False
Rahul Tripathi,2-3-1991,391.0,267.0,146.44,43.0,17.0,14.0,0.0,2.0,0.0,93,27.92,India,rhb,,,,,,,,,,,,,,,,RPS,Rising Pune Supergiant,14.0,14.0,Indian,True
Robin Uthappa,11-11-1985,388.0,235.0,165.1,36.0,21.0,13.0,0.0,5.0,0.0,87,29.84,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,13.0,14.0,Indian,True
Sanju Samson,11-11-1994,386.0,273.0,141.39,32.0,19.0,14.0,0.0,2.0,1.0,102,27.57,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,14.0,14.0,Indian,True
Kieron Pollard,12-5-1987,385.0,276.0,139.49,26.0,22.0,13.0,3.0,3.0,0.0,70,29.61,West Indies,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,16.0,17.0,Overseas,True
Ajinkya Rahane,6-6-1988,382.0,323.0,118.26,35.0,9.0,15.0,1.0,2.0,0.0,60,25.46,India,rhb,,,,,,,,,,,,,,,,RPS,Rising Pune Supergiant,16.0,16.0,Indian,True
Rishabh Pant,4-10-1997,366.0,221.0,165.61,28.0,24.0,14.0,0.0,2.0,0.0,97,26.14,India,lhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,14.0,14.0,Indian,False
Dinesh Karthik,1-6-1985,361.0,259.0,139.38,30.0,11.0,10.0,3.0,2.0,0.0,65,36.1,India,rhb,,,,,,,,,,,,,,,,GL,Gujarat Lions,13.0,14.0,Indian,True
Shreyas Iyer,6-12-1994,338.0,243.0,139.09,36.0,10.0,10.0,2.0,2.0,0.0,96,33.8,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,12.0,12.0,Indian,True
Nitish Rana,27-12-1993,333.0,264.0,126.13,24.0,17.0,11.0,1.0,3.0,0.0,62*,30.27,India,lhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,12.0,13.0,Indian,False
Rohit Sharma,30-4-1987,333.0,273.0,121.97,31.0,9.0,14.0,2.0,3.0,0.0,67,23.78,India,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,16.0,17.0,Indian,True
Manoj Tiwary,14-11-1985,324.0,236.0,137.28,31.0,11.0,10.0,3.0,2.0,0.0,60,32.4,India,rhb,,,,,,,,,,,,,,,,RPS,Rising Pune Supergiant,13.0,15.0,Indian,True
Brendon McCullum,27-9-1981,319.0,217.0,147.0,29.0,18.0,11.0,0.0,2.0,0.0,72,29.0,New Zealand,rhb,,,,,,,,,,,,,,,,GL,Gujarat Lions,11.0,11.0,Overseas,True
Ben Stokes,4-6-1991,316.0,221.0,142.98,22.0,15.0,10.0,1.0,1.0,1.0,103*,31.6,England,lhb,316.0,108.0,26.33,22.0,7.18,44,22.0,15.0,12.0,3/15,3/15,1.0,0.0,0.0,264.0,RPS,Rising Pune Supergiant,11.0,12.0,Overseas,False
Glenn Maxwell,14-10-1988,310.0,179.0,173.18,19.0,26.0,10.0,3.0,0.0,0.0,47,31.0,Australia,rhb,125.0,38.0,17.85,16.28,6.57,19,19.0,26.0,7.0,2/15,2/15,0.0,0.0,0.0,114.0,PBKS,Punjab Kings,13.0,14.0,Overseas,True
Virat Kohli,5-11-1988,308.0,252.0,122.22,23.0,11.0,10.0,0.0,4.0,0.0,64,30.8,India,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,10.0,10.0,Indian,True
Aaron Finch,17-11-1986,299.0,180.0,166.11,25.0,19.0,12.0,1.0,2.0,0.0,72,24.91,Australia,rhb,,,,,,,,,,,,,,,,GL,Gujarat Lions,13.0,13.0,Overseas,True
Chris Lynn,10-4-1990,295.0,163.0,180.98,25.0,19.0,6.0,1.0,3.0,0.0,93*,49.16,Australia,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,7.0,7.0,Overseas,True
MS Dhoni,7-7-1981,290.0,250.0,116.0,15.0,16.0,11.0,4.0,1.0,0.0,61*,26.36,India,rhb,,,,,,,,,,,,,,,,RPS,Rising Pune Supergiant,15.0,16.0,Indian,True
Karun Nair,6-12-1991,281.0,226.0,124.33,39.0,6.0,13.0,0.0,1.0,0.0,64,21.61,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,13.0,14.0,Indian,True
Ishan Kishan,18-7-1998,277.0,206.0,134.46,29.0,13.0,10.0,0.0,1.0,0.0,61,27.7,India,lhb,,,,,,,,,,,,,,,,GL,Gujarat Lions,10.0,11.0,Indian,False
Moises Henriques,1-2-1987,277.0,203.0,136.45,28.0,4.0,6.0,5.0,3.0,0.0,55*,46.16,Australia,rhb,248.0,27.0,248.0,144.0,10.33,24,28.0,4.0,1.0,3/12,3/12,0.0,0.0,0.0,144.0,SRH,Sunrisers Hyderabad,11.0,12.0,Overseas,True
Jos Buttler,8-9-1990,272.0,177.0,153.67,27.0,15.0,10.0,0.0,1.0,0.0,77,27.2,England,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,10.0,10.0,Overseas,True
Kedar Jadhav,26-3-1985,267.0,186.0,143.54,25.0,10.0,12.0,1.0,1.0,0.0,69,22.25,India,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,13.0,13.0,Indian,True
Shaun Marsh,9-7-1983,264.0,194.0,136.08,36.0,5.0,8.0,0.0,2.0,0.0,84,33.0,Australia,lhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,8.0,9.0,Overseas,False
Kane Williamson,8-8-1990,256.0,169.0,151.47,20.0,10.0,6.0,1.0,2.0,0.0,89,42.66,New Zealand,rhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,7.0,7.0,Overseas,True
