Name,PlayerDOB,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled,TeamCode,TeamName,Innings,Matches,Nationality,RightHandedBat
Ruturaj Gaikwad,31-1-1997,635.0,466.0,136.26,64.0,23.0,14.0,2.0,4.0,1.0,101*,45.35,India,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,16.0,16.0,Indian,True
Faf du Plessis,13-7-1984,633.0,458.0,138.2,60.0,23.0,14.0,2.0,6.0,0.0,95*,45.21,South Africa,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,16.0,16.0,Overseas,True
KL Rahul,18-4-1992,626.0,451.0,138.8,48.0,30.0,10.0,3.0,6.0,0.0,98*,62.6,India,rhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,13.0,13.0,Indian,True
Shikhar Dhawan,5-12-1985,587.0,471.0,124.62,63.0,16.0,15.0,1.0,3.0,0.0,92,39.13,India,lhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,16.0,16.0,Indian,False
Glenn Maxwell,14-10-1988,513.0,356.0,144.1,48.0,21.0,12.0,2.0,6.0,0.0,78,42.75,Australia,rhb,135.0,25.0,45.0,32.0,8.43,16,48.0,21.0,3.0,2/15,2/15,0.0,0.0,0.0,96.0,RCB,Royal Challengers Bangalore,14.0,15.0,Overseas,True
Sanju Samson,11-11-1994,484.0,354.0,136.72,45.0,17.0,12.0,2.0,2.0,1.0,119,40.33,India,rhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,14.0,14.0,Indian,True
Prithvi Shaw,9-11-1999,479.0,301.0,159.13,56.0,18.0,15.0,0.0,4.0,0.0,82,31.93,India,rhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,15.0,15.0,Indian,True
Shubman Gill,8-9-1999,478.0,402.0,118.9,50.0,12.0,17.0,0.0,3.0,0.0,57,28.11,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,17.0,17.0,Indian,True
Mayank Agarwal,16-2-1991,441.0,314.0,140.44,42.0,18.0,11.0,1.0,4.0,0.0,99*,40.09,India,rhb,,,,,,,,,,,,,,,,PBKS,Punjab Kings,12.0,12.0,Indian,True
Rishabh Pant,4-10-1997,419.0,326.0,128.52,42.0,10.0,12.0,4.0,3.0,0.0,58*,34.91,India,lhb,,,,,,,,,,,,,,,,DC,Delhi Capitals,16.0,16.0,Indian,False
Devdutt Padikkal,7-7-2000,411.0,328.0,125.3,44.0,14.0,13.0,1.0,1.0,1.0,101*,31.61,India,lhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,14.0,14.0,Indian,False
Virat Kohli,5-11-1988,405.0,339.0,119.46,43.0,9.0,14.0,1.0,3.0,0.0,72*,28.92,India,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,15.0,15.0,Indian,True
Rahul Tripathi,2-3-1991,397.0,283.0,140.28,41.0,11.0,14.0,2.0,2.0,0.0,74*,28.35,India,rhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,16.0,17.0,Indian,True
Nitish Rana,27-12-1993,383.0,314.0,121.97,34.0,17.0,13.0,3.0,2.0,0.0,80,29.46,India,lhb,,,,,,,,,,,,,,,,KKR,Kolkata Knight Riders,16.0,17.0,Indian,False
Rohit Sharma,30-4-1987,381.0,299.0,127.42,33.0,14.0,13.0,0.0,1.0,0.0,63,29.3,India,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,13.0,13.0,Indian,True
Venkatesh Iyer,25-12-1994,370.0,288.0,128.47,37.0,14.0,9.0,1.0,4.0,0.0,67,41.11,India,lhb,69.0,14.0,23.0,17.0,8.11,8,37.0,14.0,3.0,2/29,2/29,0.0,0.0,0.0,48.0,KKR,Kolkata Knight Riders,10.0,10.0,Indian,False
Moeen Ali,18-6-1987,357.0,260.0,137.3,31.0,19.0,14.0,1.0,1.0,0.0,58,25.5,England,lhb,161.0,50.0,26.83,25.33,6.35,25,31.0,19.0,6.0,3/7,3/7,0.0,0.0,0.0,150.0,CSK,Chennai Super Kings,15.0,15.0,Overseas,False
Suryakumar Yadav,14-9-1990,317.0,221.0,143.43,40.0,10.0,14.0,0.0,2.0,0.0,82,22.64,India,rhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,14.0,14.0,Indian,True
AB de Villiers,17-2-1984,313.0,211.0,148.34,23.0,16.0,10.0,4.0,2.0,0.0,76*,31.3,South Africa,rhb,,,,,,,,,,,,,,,,RCB,Royal Challengers Bangalore,14.0,15.0,Overseas,True
Quinton de Kock,17-12-1992,297.0,256.0,116.01,29.0,7.0,10.0,1.0,2.0,0.0,70*,29.7,South Africa,lhb,,,,,,,,,,,,,,,,MI,Mumbai Indians,11.0,11.0,Overseas,False
Manish Pandey,10-9-1989,292.0,236.0,123.72,21.0,10.0,6.0,2.0,3.0,0.0,69*,48.66,India,rhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,8.0,8.0,Indian,True
Kane Williamson,8-8-1990,266.0,235.0,113.19,29.0,2.0,6.0,4.0,2.0,0.0,66*,44.33,New Zealand,rhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,10.0,10.0,Overseas,True
Ambati Rayudu,23-9-1985,257.0,170.0,151.17,16.0,17.0,9.0,4.0,2.0,0.0,72*,28.55,India,rhb,,,,,,,,,,,,,,,,CSK,Chennai Super Kings,13.0,16.0,Indian,True
Jos Buttler,8-9-1990,254.0,166.0,153.01,27.0,13.0,7.0,0.0,0.0,1.0,124,36.28,England,rhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,7.0,7.0,Overseas,True
Yashasvi Jaiswal,28-12-2001,249.0,168.0,148.21,32.0,10.0,10.0,0.0,1.0,0.0,50,24.9,India,lhb,,,,,,,,,,,,,,,,RR,Rajasthan Royals,10.0,10.0,Indian,False
Jonny Bairstow,26-9-1989,248.0,175.0,141.71,20.0,15.0,6.0,1.0,2.0,0.0,63*,41.33,England,rhb,,,,,,,,,,,,,,,,SRH,Sunrisers Hyderabad,7.0,7.0,Overseas,True
