BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Veer Pratap Singh,,,DEC,Deccan Chargers,9,,9,,0,,296,71,,,29.60,20.40,20.40,,,8.70,34,,,,0,0,,,,,10,,,,2/31,2/31,0,,0,0,,0
Ashok Dinda,,,PWI,Pune Warriors India,7,,7,,0,,169,61,,,18.77,16.00,16.00,,,7.04,24,,,,0,0,,,,,9,,,,4/18,4/18,1,,1,0,,0
Harshal Patel,,,RCB,Royal Challengers Bangalore,12,,11,,114,,340,78,,,37.77,27.33,27.33,,,8.29,41,,,,1,0,,,,,9,,,,5/27,5/27,0,,0,0,,0
Johan Botha,,,RR,Rajasthan Royals,11,,11,,0,,297,87,,,33.00,27.33,27.33,,,7.24,41,,,,4,1,,,,,9,,,,3/6,3/6,0,,0,0,,0
Pragyan Ojha,,,MI,Mumbai Indians,9,,9,,459,,220,66,,,24.44,20.00,20.00,,,7.33,30,,,,0,0,,,,,9,,,,3/11,3/11,0,,0,0,,0
Praveen Kumar,,,PBKS,Punjab Kings,16,,16,,0,,434,168,,,48.22,42.00,42.00,,,6.88,63,,,,2,1,,,,,9,,,,3/18,3/18,2,,0,0,,0
Rahul Sharma,,,PWI,Pune Warriors India,11,,11,,0,,300,72,,,33.33,24.66,24.66,,,8.10,37,,,,0,0,,,,,9,,,,3/13,3/13,0,,0,0,,0
Shadab Jakati,,,CSK,Chennai Super Kings,15,,15,,0,,335,76,,,37.22,27.33,27.33,,,8.17,41,,,,0,0,,,,,9,,,,4/22,4/22,0,,0,0,,0
Bhuvneshwar Kumar,,,PWI,Pune Warriors India,11,,11,,15,,281,86,,,35.12,29.25,29.25,,,7.20,39,,,,4,0,,,,,8,,,,5/19,5/19,0,,0,0,,0
Dan Christian,,,DEC,Deccan Chargers,7,,7,,0,,233,51,,,29.12,20.25,20.25,,,8.62,27,,,,8,6,,,,,8,,,,2/10,2/10,0,,0,0,,0
Doug Bollinger,,,CSK,Chennai Super Kings,6,,6,,0,,157,46,,,19.62,13.50,13.50,,,8.72,18,,,,0,0,,,,,8,,,,4/13,4/13,0,,0,0,,0
Irfan Pathan,,,DC,Delhi Capitals,17,,17,,458,,465,145,,,58.12,45.00,45.00,,,7.75,60,,,,14,6,,,,,8,,,,3/24,3/24,2,,0,0,,0
Marlon Samuels,,,PWI,Pune Warriors India,8,,8,,0,,216,66,,,27.00,21.50,21.50,,,7.53,28,,,,7,5,,,,,8,,,,3/39,3/39,0,,0,0,,0
Ryan Harris,,,PBKS,Punjab Kings,5,,5,,0,,130,48,,,16.25,13.50,13.50,,,7.22,18,,,,1,1,,,,,8,,,,4/34,4/34,0,,1,0,,0
Shahbaz Nadeem,,,DC,Delhi Capitals,12,,12,,221,,318,88,,,39.75,33.75,33.75,,,7.06,45,,,,0,0,,,,,8,,,,3/16,3/16,0,,0,0,,0
Varun Aaron,,,DC,Delhi Capitals,8,,8,,197,,271,73,,,33.87,23.25,23.25,,,8.74,31,,,,0,0,,,,,8,,,,3/16,3/16,0,,0,0,,0
Angelo Mathews,,,PWI,Pune Warriors India,9,,9,,275,,192,50,,,27.42,22.28,22.28,,,7.38,26,,,,5,4,,,,,7,,,,4/19,4/19,0,,0,0,,0
Ankeet Chavan,,,RR,Rajasthan Royals,8,,8,,0,,236,55,,,33.71,23.42,23.42,,,8.63,27,,,,2,0,,,,,7,,,,2/23,2/23,0,,0,0,,0
Brett Lee,,,KKR,Kolkata Knight Riders,10,,10,,300,,299,99,,,42.71,32.57,32.57,,,7.86,38,,,,2,4,,,,,7,,,,3/15,3/15,1,,0,0,,0
Dimitri Mascarenhas,,,PBKS,Punjab Kings,4,,4,,0,,105,35,,,15.00,13.71,13.71,,,6.56,16,,,,1,0,,,,,7,,,,5/25,5/25,0,,0,1,,0
Pankaj Singh,,,RR,Rajasthan Royals,6,,6,,0,,170,57,,,24.28,18.00,18.00,,,8.09,21,,,,0,0,,,,,7,,,,2/18,2/18,0,,0,0,,0
Pawan Negi,,,DC,Delhi Capitals,8,,6,,208,,152,49,,,21.71,18.85,18.85,,,6.90,22,,,,4,1,,,,,7,,,,4/18,4/18,0,,1,0,,0
Dhawal Kulkarni,,,MI,Mumbai Indians,2,,2,,178,,64,23,,,10.66,8.00,8.00,,,8.00,8,,,,2,0,,,,,6,,,,4/14,4/14,1,,0,0,,0
Harbhajan Singh,,,MI,Mumbai Indians,17,,16,,95,,384,117,,,64.00,54.00,54.00,,,7.11,54,,,,14,3,,,,,6,,,,5/18,5/18,1,,0,0,,0
Harmeet Singh Bansal,,,PBKS,Punjab Kings,7,,6,,0,,168,33,,,28.00,19.33,19.33,,,8.68,19,,,,3,0,,,,,6,,,,3/24,3/24,0,,0,0,,0
James Franklin,,,MI,Mumbai Indians,12,,9,,0,,121,25,,,20.16,15.00,15.00,,,8.06,15,,,,15,6,,,,,6,,,,2/18,2/18,0,,0,0,,0
KP Appanna,,,RCB,Royal Challengers Bangalore,7,,6,,0,,148,35,,,24.66,17.00,17.00,,,8.70,17,,,,0,0,,,,,6,,,,4/19,4/19,0,,1,0,,0
Shane Watson,,,RR,Rajasthan Royals,7,,7,,104,,161,62,,,26.83,23.00,23.00,,,7.00,23,,,,26,14,,,,,6,,,,4/29,4/29,1,,0,0,,0
Shaun Tait,,,RR,Rajasthan Royals,6,,6,,0,,151,65,,,25.16,22.83,22.83,,,6.61,23,,,,0,0,,,,,6,,,,3/13,3/13,0,,0,0,,0
Ajit Chandila,,,RR,Rajasthan Royals,4,,4,,0,,86,39,,,17.20,16.80,16.80,,,6.14,14,,,,0,0,,,,,5,,,,4/13,4/13,0,,1,0,,1
Andrew McDonald,,,RCB,Royal Challengers Bangalore,4,,3,,0,,61,18,,,12.20,12.00,12.00,,,6.10,10,,,,6,2,,,,,5,,,,2/25,2/25,0,,0,0,,0
Daniel Vettori,,,RCB,Royal Challengers Bangalore,9,,9,,0,,236,66,,,47.20,42.00,42.00,,,6.74,35,,,,3,1,,,,,5,,,,3/15,3/15,0,,0,0,,0
Wayne Parnell,,,PWI,Pune Warriors India,6,,6,,829,,128,51,,,25.60,25.20,25.20,,,6.09,21,,,,2,0,,,,,5,,,,3/27,3/27,1,,0,0,,0
Ankit Sharma,,,DEC,Deccan Chargers,9,,9,,0,,165,62,,,41.25,36.25,36.25,,,6.82,24,,,,0,2,,,,,4,,,,2/20,2/20,0,,0,0,,0
Iqbal Abdulla,,,KKR,Kolkata Knight Riders,9,,8,,0,,144,46,,,36.00,33.00,33.00,,,6.54,22,,,,0,0,,,,,4,,,,3/24,3/24,0,,0,0,,0
Murali Kartik,,,PWI,Pune Warriors India,11,,11,,0,,266,76,,,66.50,54.00,54.00,,,7.38,36,,,,1,1,,,,,4,,,,3/17,3/17,0,,0,0,,0
Nuwan Kulasekara,,,CSK,Chennai Super Kings,5,,4,,0,,94,38,,,23.50,21.00,21.00,,,6.71,14,,,,1,0,,,,,4,,,,2/10,2/10,0,,0,0,,0
Ajit Agarkar,,,DC,Delhi Capitals,4,,4,,464,,134,20,,,44.66,28.66,28.66,,,9.34,14,,,,0,0,,,,,3,,,,3/25,3/25,0,,0,0,,0
Alfonso Thomas,,,PWI,Pune Warriors India,4,,4,,0,,109,30,,,36.33,28.00,28.00,,,7.78,14,,,,1,1,,,,,3,,,,3/22,3/22,0,,0,0,,0
Anand Rajan,,,DEC,Deccan Chargers,4,,4,,0,,109,18,,,36.33,23.66,23.66,,,9.21,12,,,,0,0,,,,,3,,,,3/27,3/27,0,,0,0,,0
David Hussey,,,PBKS,Punjab Kings,16,,6,,0,,63,14,,,21.00,18.00,18.00,,,7.00,9,,,,28,17,,,,,3,,,,2/2,2/2,0,,0,0,,0
Doug Bracewell,,,DC,Delhi Capitals,1,,1,,67,,32,10,,,10.66,8.00,8.00,,,8.00,4,,,,1,0,,,,,3,,,,3/32,3/32,0,,0,0,,0
James Faulkner,,,PBKS,Punjab Kings,2,,2,,0,,72,14,,,24.00,16.00,16.00,,,9.00,8,,,,0,0,,,,,3,,,,5/16,5/16,0,,0,0,,0
Manpreet Gony,,,DEC,Deccan Chargers,6,,6,,507,,207,58,,,69.00,48.00,48.00,,,8.62,24,,,,0,0,,,,,3,,,,3/31,3/31,0,,0,0,,0
Marchant de Lange,,,KKR,Kolkata Knight Riders,3,,3,,0,,107,17,,,35.66,20.00,20.00,,,10.70,10,,,,0,0,,,,,3,,,,3/34,3/34,0,,0,0,,0
Robin Peterson,,,MI,Mumbai Indians,5,,4,,0,,70,21,,,23.33,16.00,16.00,,,8.75,8,,,,3,1,,,,,3,,,,3/37,3/37,0,,0,0,,0
Shikhar Dhawan,,,DEC,Deccan Chargers,15,,4,,11,,55,12,,,18.33,12.00,12.00,,,9.16,6,,,,58,18,,,,,3,,,,1/7,1/7,0,,0,0,,0
Stuart Binny,,,RR,Rajasthan Royals,8,,6,,195,,78,15,,,26.00,20.00,20.00,,,7.80,10,,,,9,3,,,,,3,,,,2/14,2/14,0,,0,0,,0
Yo Mahesh,,,CSK,Chennai Super Kings,5,,4,,0,,81,18,,,27.00,18.66,18.66,,,8.67,9,,,,0,0,,,,,3,,,,4/36,4/36,0,,0,0,,0
Yusuf Pathan,,,KKR,Kolkata Knight Riders,17,,12,,226,,182,46,,,60.66,44.00,44.00,,,8.27,22,,,,10,7,,,,,3,,,,3/20,3/20,0,,0,0,,0
Bhargav Bhatt,,,PBKS,Punjab Kings,5,,5,,0,,136,26,,,68.00,49.50,49.50,,,8.24,16,,,,0,1,,,,,2,,,,4/22,4/22,0,,0,0,,0
Dwayne Smith,,,MI,Mumbai Indians,7,,6,,0,,95,28,,,47.50,39.00,39.00,,,7.30,13,,,,18,7,,,,,2,,,,4/8,4/8,0,,0,0,,0
Juan Theron,,,DEC,Deccan Chargers,2,,2,,0,,66,18,,,33.00,24.00,24.00,,,8.25,8,,,,1,0,,,,,2,,,,2/17,2/17,0,,0,0,,0
Michael Clarke,,,PWI,Pune Warriors India,6,,5,,0,,67,22,,,33.50,33.00,33.00,,,6.09,11,,,,12,0,,,,,2,,,,1/12,1/12,0,,0,0,,0
Roelof van der Merwe,,,DC,Delhi Capitals,3,,3,,649,,60,26,,,30.00,30.00,30.00,,,6.00,10,,,,0,0,,,,,2,,,,3/20,3/20,0,,0,0,,0
Sourav Ganguly,,,PWI,Pune Warriors India,15,,4,,0,,95,10,,,47.50,30.00,30.00,,,9.50,10,,,,30,4,,,,,2,,,,2/21,2/21,0,,0,0,,0
Suresh Raina,,,CSK,Chennai Super Kings,19,,7,,106,,105,21,,,52.50,42.00,42.00,,,7.50,14,,,,36,19,,,,,2,,,,2/0,2/0,0,,0,0,,0
Abhishek Jhunjhunwala,,,DEC,Deccan Chargers,5,,3,,0,,38,14,,,38.00,36.00,36.00,,,6.33,6,,,,1,1,,,,,1,,,,1/13,1/13,0,,0,0,,0
Akshath Reddy,,,DEC,Deccan Chargers,5,,1,,0,,32,3,,,32.00,18.00,18.00,,,10.66,3,,,,6,2,,,,,1,,,,1/32,1/32,0,,0,0,,0
Andre Russell,,,DC,Delhi Capitals,4,,4,,141,,161,28,,,161.00,96.00,96.00,,,10.06,16,,,,3,3,,,,,1,,,,5/15,5/15,0,,0,0,,0
Ashok Menaria,,,RR,Rajasthan Royals,15,,3,,0,,23,10,,,23.00,20.00,20.00,,,6.90,3,,,,14,8,,,,,1,,,,2/20,2/20,0,,0,0,,0
Brad Hodge,,,RR,Rajasthan Royals,12,,2,,449,,21,2,,,21.00,12.00,12.00,,,10.50,2,,,,18,9,,,,,1,,,,4/13,4/13,0,,0,0,,0
Clint McKay,,,MI,Mumbai Indians,2,,2,,448,,60,14,,,60.00,42.00,42.00,,,8.57,7,,,,0,0,,,,,1,,,,1/36,1/36,0,,0,0,,0
Glenn Maxwell,,,DC,Delhi Capitals,2,,2,,28,,22,6,,,22.00,18.00,18.00,,,7.33,3,,,,0,0,,,,,1,,,,2/15,2/15,0,,0,0,,0
Jesse Ryder,,,PWI,Pune Warriors India,11,,4,,0,,70,10,,,70.00,42.00,42.00,,,10.00,7,,,,23,8,,,,,1,,,,2/14,2/14,0,,0,0,,0
JP Duminy,,,DEC,Deccan Chargers,9,,6,,0,,104,22,,,104.00,72.00,72.00,,,8.66,12,,,,13,11,,,,,1,,,,4/17,4/17,0,,0,0,,0
Laxmi Ratan Shukla,,,KKR,Kolkata Knight Riders,11,,2,,0,,12,5,,,12.00,12.00,12.00,,,6.00,2,,,,4,5,,,,,1,,,,3/25,3/25,0,,0,0,,0
Mandeep Singh,,,PBKS,Punjab Kings,16,,1,,132,,23,7,,,23.00,18.00,18.00,,,7.66,3,,,,53,7,,,,,1,,,,1/23,1/23,0,,0,0,,0
Pradeep Sangwan,,,KKR,Kolkata Knight Riders,1,,1,,977,,42,5,,,42.00,24.00,24.00,,,10.50,4,,,,0,0,,,,,1,,,,3/18,3/18,0,,0,0,,0
Ryan ten Doeschate,,,KKR,Kolkata Knight Riders,3,,1,,665,,24,2,,,24.00,18.00,18.00,,,8.00,3,,,,0,0,,,,,1,,,,1/24,1/24,0,,0,0,,0
TP Sudhindra,,,DEC,Deccan Chargers,3,,3,,0,,136,18,,,136.00,70.00,70.00,,,11.65,11,,,,0,0,,,,,1,,,,1/46,1/46,0,,0,0,,0
