BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Shalabh Srivastava,,,PBKS,Punjab Kings,8,,8,,0,,255,54,,,42.50,27.00,27.00,,,9.44,27,,,,0,0,,,,,6,,,,2/20,2/20,0,,0,0,,0
Suresh Raina,,,CSK,Chennai Super Kings,16,,12,,106,,178,41,,,29.66,23.83,23.83,,,7.46,24,,,,45,22,,,,,6,,,,2/0,2/0,0,,0,0,,0
Rahul Sharma,,,DEC,Deccan Chargers,6,,6,,0,,167,40,,,33.40,24.80,24.80,,,8.08,20,,,,3,1,,,,,5,,,,3/13,3/13,0,,0,0,,0
Ravi Bopara,,,PBKS,Punjab Kings,10,,5,,0,,127,21,,,25.40,15.60,15.60,,,9.76,13,,,,25,3,,,,,5,,,,3/31,3/31,0,,0,0,,0
Thilan Thushara,,,CSK,Chennai Super Kings,4,,4,,491,,101,38,,,20.20,17.40,17.40,,,6.96,14,,,,0,0,,,,,5,,,,2/16,2/16,0,,0,0,,0
Aditya Dole,,,RR,Rajasthan Royals,3,,3,,0,,112,21,,,22.40,13.20,13.20,,,10.18,11,,,,3,1,,,,,5,,,,2/36,2/36,0,,0,0,,0
Yusuf Pathan,,,RR,Rajasthan Royals,14,,11,,226,,246,60,,,49.20,40.80,40.80,,,7.23,34,,,,22,24,,,,,5,,,,3/20,3/20,0,,0,0,,0
Paul Collingwood,,,DC,Delhi Capitals,8,,6,,0,,101,24,,,20.20,17.80,17.80,,,6.80,15,,,,9,13,,,,,5,,,,2/19,2/19,0,,0,0,,0
Yuvraj Singh,,,PBKS,Punjab Kings,14,,10,,175,,152,45,,,30.40,27.60,27.60,,,6.60,23,,,,20,14,,,,,5,,,,4/29,4/29,0,,0,0,,0
Sumit Narwal,,,RR,Rajasthan Royals,5,,5,,0,,185,31,,,37.00,18.80,18.80,,,11.80,15,,,,2,0,,,,,5,,,,3/36,3/36,0,,0,0,,0
Andrew McDonald,,,DC,Delhi Capitals,4,,4,,0,,138,21,,,27.60,16.80,16.80,,,9.85,14,,,,3,2,,,,,5,,,,2/25,2/25,0,,0,0,,0
Charl Langeveldt,,,KKR,Kolkata Knight Riders,3,,3,,0,,88,26,,,17.60,13.20,13.20,,,8.00,11,,,,0,0,,,,,5,,,,3/15,3/15,0,,0,0,,0
Ajit Agarkar,,,KKR,Kolkata Knight Riders,7,,7,,464,,203,40,,,50.75,33.00,33.00,,,9.22,22,,,,4,0,,,,,4,,,,3/25,3/25,0,,0,0,,0
Chris Gayle,,,KKR,Kolkata Knight Riders,9,,6,,126,,152,29,,,38.00,24.00,24.00,,,9.50,16,,,,30,16,,,,,4,,,,3/21,3/21,0,,0,0,,0
Dimitri Mascarenhas,,,RR,Rajasthan Royals,2,,2,,0,,65,16,,,16.25,12.00,12.00,,,8.12,8,,,,0,0,,,,,4,,,,5/25,5/25,0,,0,0,,0
Dwayne Bravo,,,MI,Mumbai Indians,10,,10,,93,,228,48,,,57.00,39.25,39.25,,,8.71,26,,,,3,4,,,,,4,,,,4/22,4/22,0,,0,0,,0
Sarabjit Ladda,,,DC,Delhi Capitals,5,,5,,0,,143,34,,,35.75,22.50,22.50,,,9.53,15,,,,0,0,,,,,4,,,,2/44,2/44,0,,0,0,,0
Ryan McLaren,,,MI,Mumbai Indians,10,,10,,469,,270,69,,,67.50,51.00,51.00,,,7.94,34,,,,7,0,,,,,4,,,,2/28,2/28,0,,0,0,,0
Jaydev Unadkat,,,KKR,Kolkata Knight Riders,3,,3,,180,,85,20,,,21.25,15.50,15.50,,,8.22,10,,,,0,0,,,,,4,,,,5/25,5/25,0,,0,0,,0
Munaf Patel,,,RR,Rajasthan Royals,4,,4,,460,,118,31,,,39.33,26.00,26.00,,,9.07,13,,,,0,0,,,,,3,,,,5/21,5/21,0,,0,0,,0
Virender Sehwag,,,DC,Delhi Capitals,14,,3,,461,,23,18,,,7.66,11.33,11.33,,,4.05,5,,,,47,14,,,,,3,,,,2/18,2/18,0,,0,0,,0
Ali Murtaza,,,MI,Mumbai Indians,3,,3,,0,,91,23,,,30.33,24.00,24.00,,,7.58,12,,,,0,0,,,,,3,,,,3/15,3/15,0,,0,0,,0
Tillakaratne Dilshan,,,DC,Delhi Capitals,6,,4,,484,,70,18,,,23.33,16.33,16.33,,,8.57,8,,,,6,0,,,,,3,,,,1/30,1/30,0,,0,0,,0
Bipul Sharma,,,PBKS,Punjab Kings,5,,4,,0,,94,14,,,31.33,20.00,20.00,,,9.40,10,,,,1,0,,,,,3,,,,2/13,2/13,0,,0,0,,0
Shanthakumaran Sreesanth,,,PBKS,Punjab Kings,6,,6,,0,,191,44,,,63.66,38.00,38.00,,,10.05,19,,,,5,0,,,,,3,,,,3/29,3/29,0,,0,0,,0
JM Kemp,,,CSK,Chennai Super Kings,5,,5,,0,,54,15,,,18.00,14.66,14.66,,,7.36,7,,,,1,1,,,,,3,,,,3/12,3/12,0,,0,0,,0
Ramesh Powar,,,PBKS,Punjab Kings,7,,7,,0,,160,62,,,53.33,46.00,46.00,,,6.95,23,,,,0,0,,,,,3,,,,2/11,2/11,0,,0,0,,0
Rajat Bhatia,,,DC,Delhi Capitals,5,,5,,0,,132,23,,,44.00,32.00,32.00,,,8.25,16,,,,1,2,,,,,3,,,,4/15,4/15,0,,0,0,,0
Love Ablish,,,PBKS,Punjab Kings,2,,2,,0,,36,7,,,12.00,8.00,8.00,,,9.00,4,,,,0,0,,,,,3,,,,2/17,2/17,0,,0,0,,0
Laxmi Ratan Shukla,,,KKR,Kolkata Knight Riders,4,,4,,0,,106,19,,,35.33,24.00,24.00,,,8.83,12,,,,3,2,,,,,3,,,,3/25,3/25,0,,0,0,,0
Kamran Khan,,,RR,Rajasthan Royals,3,,3,,0,,53,18,,,17.66,12.00,12.00,,,8.83,6,,,,0,0,,,,,3,,,,3/18,3/18,0,,0,0,,0
Kevin Pietersen,,,RCB,Royal Challengers Bangalore,7,,6,,0,,77,18,,,25.66,20.00,20.00,,,7.70,10,,,,23,8,,,,,3,,,,2/31,2/31,0,,0,0,,0
Roelof van der Merwe,,,RCB,Royal Challengers Bangalore,1,,1,,649,,27,8,,,13.50,12.00,12.00,,,6.75,4,,,,0,0,,,,,2,,,,3/20,3/20,0,,0,0,,0
Ajantha Mendis,,,KKR,Kolkata Knight Riders,2,,2,,512,,66,12,,,33.00,24.00,24.00,,,8.25,8,,,,0,0,,,,,2,,,,2/19,2/19,0,,0,0,,0
Mitchell Marsh,,,DEC,Deccan Chargers,3,,3,,40,,88,24,,,44.00,30.00,30.00,,,8.80,10,,,,1,1,,,,,2,,,,4/25,4/25,0,,0,0,,0
Amit Uniyal,,,RR,Rajasthan Royals,2,,2,,0,,66,8,,,33.00,18.00,18.00,,,11.00,6,,,,0,0,,,,,2,,,,2/41,2/41,0,,0,0,,0
Pankaj Singh,,,RCB,Royal Challengers Bangalore,2,,2,,0,,81,21,,,40.50,24.00,24.00,,,10.12,8,,,,0,0,,,,,2,,,,2/18,2/18,1,,0,0,,0
Brad Hodge,,,KKR,Kolkata Knight Riders,4,,4,,449,,41,8,,,20.50,15.00,15.00,,,8.20,5,,,,11,1,,,,,2,,,,4/13,4/13,0,,0,0,,0
Joginder Sharma,,,CSK,Chennai Super Kings,3,,3,,0,,89,14,,,44.50,24.00,24.00,,,11.12,8,,,,0,0,,,,,2,,,,2/27,2/27,0,,0,0,,0
Rajagopal Sathish,,,MI,Mumbai Indians,12,,4,,0,,81,14,,,40.50,24.00,24.00,,,10.12,8,,,,11,0,,,,,2,,,,1/11,1/11,0,,0,0,,0
Sanath Jayasuriya,,,MI,Mumbai Indians,4,,4,,0,,68,19,,,34.00,27.00,27.00,,,7.55,9,,,,4,1,,,,,2,,,,3/14,3/14,0,,0,0,,0
Rohit Sharma,,,DEC,Deccan Chargers,16,,9,,6,,153,33,,,76.50,57.00,57.00,,,8.05,19,,,,36,14,,,,,2,,,,4/6,4/6,0,,0,0,,0
Daniel Vettori,,,DC,Delhi Capitals,3,,3,,0,,97,21,,,48.50,35.00,35.00,,,8.31,11,,,,4,0,,,,,2,,,,3/15,3/15,0,,0,0,,0
Iqbal Abdulla,,,KKR,Kolkata Knight Riders,3,,3,,0,,61,18,,,61.00,51.00,51.00,,,7.17,8,,,,0,0,,,,,1,,,,3/24,3/24,0,,0,0,,0
Abhimanyu Mithun,,,RCB,Royal Challengers Bangalore,1,,1,,0,,39,2,,,39.00,18.00,18.00,,,13.00,3,,,,0,0,,,,,1,,,,2/37,2/37,0,,0,0,,0
Moises Henriques,,,DC,Delhi Capitals,1,,1,,133,,35,10,,,35.00,24.00,24.00,,,8.75,4,,,,2,0,,,,,1,,,,3/12,3/12,0,,0,0,,0
Yusuf Abdulla,,,PBKS,Punjab Kings,2,,2,,0,,66,13,,,66.00,41.00,41.00,,,9.65,7,,,,0,0,,,,,1,,,,4/31,4/31,0,,0,0,,0
Yo Mahesh,,,DC,Delhi Capitals,1,,1,,0,,23,5,,,23.00,18.00,18.00,,,7.66,3,,,,0,0,,,,,1,,,,4/36,4/36,0,,0,0,,0
Manpreet Gony,,,CSK,Chennai Super Kings,3,,3,,507,,92,17,,,92.00,48.00,48.00,,,11.50,8,,,,0,0,,,,,1,,,,3/31,3/31,0,,0,0,,0
Vikramjeet Malik,,,PBKS,Punjab Kings,3,,3,,0,,62,16,,,62.00,43.00,43.00,,,8.65,7,,,,1,0,,,,,1,,,,2/14,2/14,0,,0,0,,0
Nayan Doshi,,,RCB,Royal Challengers Bangalore,1,,1,,0,,17,14,,,17.00,24.00,24.00,,,4.25,4,,,,0,0,,,,,1,,,,1/15,1/15,0,,0,0,,0
Dwayne Smith,,,DEC,Deccan Chargers,3,,2,,0,,36,6,,,36.00,23.00,23.00,,,9.39,4,,,,1,1,,,,,1,,,,4/8,4/8,0,,0,0,,0
Sudeep Tyagi,,,CSK,Chennai Super Kings,6,,6,,0,,159,34,,,159.00,95.00,95.00,,,10.04,16,,,,0,0,,,,,1,,,,2/18,2/18,0,,0,0,,0
JP Duminy,,,MI,Mumbai Indians,7,,2,,0,,37,13,,,37.00,33.00,33.00,,,6.72,5,,,,13,5,,,,,1,,,,4/17,4/17,0,,0,0,,0
KP Appanna,,,RCB,Royal Challengers Bangalore,2,,2,,0,,51,15,,,51.00,42.00,42.00,,,7.28,7,,,,0,0,,,,,1,,,,4/19,4/19,0,,0,0,,0
Dhawal Kulkarni,,,MI,Mumbai Indians,1,,1,,178,,40,10,,,40.00,24.00,24.00,,,10.00,4,,,,0,0,,,,,1,,,,4/14,4/14,0,,0,0,,0
