BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Sunil Narine,,,KKR,Kolkata Knight Riders,14,,14,,156,,361,131,,,22.56,21.00,21.00,,,6.44,56,,,,3,5,,,,,16,,,,5/19,5/19,0,,1,0,,0
Chris Morris,,,RR,Rajasthan Royals,11,,11,,112,,376,91,,,25.06,16.40,16.40,,,9.17,41,,,,2,5,,,,,15,,,,4/23,4/23,0,,1,0,,0
Axar Patel,,,DC,Delhi Capitals,12,,12,,110,,306,99,,,20.40,18.40,18.40,,,6.65,46,,,,2,1,,,,,15,,,,4/21,4/21,0,,0,0,,0
Kagiso Rabada,,,DC,Delhi Capitals,15,,15,,116,,456,135,,,30.40,22.40,22.40,,,8.14,56,,,,2,0,,,,,15,,,,4/21,4/21,1,,0,0,,0
Chetan Sakariya,,,RR,Rajasthan Royals,14,,14,,592,,426,113,,,30.42,22.28,22.28,,,8.19,52,,,,2,0,,,,,14,,,,3/31,3/31,1,,0,0,,0
Deepak Chahar,,,CSK,Chennai Super Kings,15,,15,,91,,451,132,,,32.21,23.14,23.14,,,8.35,54,,,,0,0,,,,,14,,,,4/13,4/13,1,,2,0,,0
Dwayne Bravo,,,CSK,Chennai Super Kings,11,,11,,93,,263,73,,,18.78,14.42,14.42,,,7.81,33,,,,3,4,,,,,14,,,,4/22,4/22,0,,0,0,,0
Mustafizur Rahman,,,RR,Rajasthan Royals,14,,14,,258,,436,113,,,31.14,22.21,22.21,,,8.41,52,,,,0,1,,,,,14,,,,3/16,3/16,0,,0,0,,0
Ravindra Jadeja,,,CSK,Chennai Super Kings,16,,16,,46,,346,104,,,26.61,22.61,22.61,,,7.06,49,,,,19,9,,,,,13,,,,5/16,5/16,1,,0,0,,0
Lockie Ferguson,,,KKR,Kolkata Knight Riders,8,,8,,69,,224,76,,,17.23,13.84,13.84,,,7.46,30,,,,1,1,,,,,13,,,,3/15,3/15,0,,0,0,,0
Trent Boult,,,MI,Mumbai Indians,14,,14,,66,,406,138,,,31.23,23.69,23.69,,,7.90,51,,,,0,0,,,,,13,,,,4/18,4/18,1,,0,0,,0
Rahul Chahar,,,MI,Mumbai Indians,11,,11,,171,,318,93,,,24.46,19.84,19.84,,,7.39,43,,,,1,0,,,,,13,,,,4/27,4/27,0,,1,0,,0
Ravi Bishnoi,,,PBKS,Punjab Kings,9,,9,,520,,222,84,,,18.50,17.50,17.50,,,6.34,35,,,,0,0,,,,,12,,,,3/24,3/24,0,,0,0,,0
Anrich Nortje,,,DC,Delhi Capitals,8,,8,,142,,187,84,,,15.58,15.16,15.16,,,6.16,30,,,,0,0,,,,,12,,,,3/33,3/33,1,,0,0,,0
Prasidh Krishna,,,KKR,Kolkata Knight Riders,10,,10,,150,,351,102,,,29.25,19.25,19.25,,,9.11,38,,,,0,0,,,,,12,,,,4/30,4/30,0,,0,0,,0
Shivam Mavi,,,KKR,Kolkata Knight Riders,9,,9,,154,,233,91,,,21.18,17.54,17.54,,,7.24,32,,,,2,2,,,,,11,,,,4/21,4/21,0,,1,0,,0
Josh Hazlewood,,,CSK,Chennai Super Kings,9,,9,,36,,293,87,,,26.63,19.09,19.09,,,8.37,35,,,,0,0,,,,,11,,,,3/24,3/24,0,,0,0,,0
Mohammed Siraj,,,RCB,Royal Challengers Bangalore,15,,15,,63,,353,147,,,32.09,28.36,28.36,,,6.78,52,,,,1,1,,,,,11,,,,4/32,4/32,1,,0,0,,0
Andre Russell,,,KKR,Kolkata Knight Riders,10,,8,,141,,188,39,,,17.09,10.36,10.36,,,9.89,19,,,,14,14,,,,,11,,,,5/15,5/15,0,,0,1,,0
Pat Cummins,,,KKR,Kolkata Knight Riders,7,,7,,33,,237,60,,,26.33,17.88,17.88,,,8.83,27,,,,5,8,,,,,9,,,,4/34,4/34,0,,0,0,,0
Sam Curran,,,CSK,Chennai Super Kings,9,,9,,138,,328,76,,,36.44,22.00,22.00,,,9.93,33,,,,5,3,,,,,9,,,,4/11,4/11,0,,0,0,,0
Kyle Jamieson,,,RCB,Royal Challengers Bangalore,9,,9,,382,,269,70,,,29.88,18.66,18.66,,,9.60,28,,,,5,3,,,,,9,,,,3/41,3/41,0,,0,0,,0
Rahul Tewatia,,,RR,Rajasthan Royals,14,,13,,120,,340,50,,,42.50,27.75,27.75,,,9.18,37,,,,11,6,,,,,8,,,,3/18,3/18,0,,0,0,,0
Siddarth Kaul,,,SRH,Sunrisers Hyderabad,8,,8,,64,,247,70,,,35.28,25.71,25.71,,,8.23,30,,,,1,0,,,,,7,,,,4/29,4/29,1,,0,0,,0
Nathan Coulter-Nile,,,MI,Mumbai Indians,5,,5,,5,,127,53,,,18.14,17.14,17.14,,,6.35,20,,,,0,0,,,,,7,,,,4/14,4/14,0,,1,0,,0
Ravichandran Ashwin,,,DC,Delhi Capitals,13,,13,,45,,331,95,,,47.28,38.28,38.28,,,7.41,44,,,,2,1,,,,,7,,,,4/34,4/34,0,,0,0,,0
Shahbaz Ahmed,,,RCB,Royal Challengers Bangalore,11,,6,,523,,92,21,,,13.14,12.00,12.00,,,6.57,14,,,,4,2,,,,,7,,,,3/7,3/7,0,,0,0,,0
Amit Mishra,,,DC,Delhi Capitals,4,,4,,107,,109,25,,,18.16,14.00,14.00,,,7.78,14,,,,0,0,,,,,6,,,,5/17,5/17,0,,1,0,,0
Bhuvneshwar Kumar,,,SRH,Sunrisers Hyderabad,11,,11,,15,,335,103,,,55.83,42.00,42.00,,,7.97,42,,,,3,0,,,,,6,,,,5/19,5/19,1,,0,0,,0
Moeen Ali,,,CSK,Chennai Super Kings,15,,10,,206,,161,50,,,26.83,25.33,25.33,,,6.35,25,,,,31,19,,,,,6,,,,3/7,3/7,0,,0,0,,0
Lungi Ngidi ,,,CSK,Chennai Super Kings,3,,3,,99,,125,25,,,25.00,14.40,14.40,,,10.41,12,,,,0,0,,,,,5,,,,4/10,4/10,0,,0,0,,0
Chris Woakes,,,DC,Delhi Capitals,3,,3,,314,,82,33,,,16.40,13.20,13.20,,,7.45,11,,,,2,0,,,,,5,,,,3/36,3/36,0,,0,0,,0
Krunal Pandya,,,MI,Mumbai Indians,13,,12,,17,,265,68,,,53.00,39.80,39.80,,,7.98,33,,,,10,6,,,,,5,,,,3/14,3/14,0,,0,0,,0
Jimmy Neesham,,,MI,Mumbai Indians,3,,3,,80,,66,21,,,13.20,10.80,10.80,,,7.33,9,,,,0,0,,,,,5,,,,3/12,3/12,0,,0,0,,0
Harpreet Brar,,,PBKS,Punjab Kings,7,,7,,130,,139,56,,,27.80,27.60,27.60,,,6.04,23,,,,3,2,,,,,5,,,,3/19,3/19,1,,0,0,,0
Kieron Pollard,,,MI,Mumbai Indians,14,,9,,166,,95,26,,,19.00,15.80,15.80,,,7.21,13,,,,16,16,,,,,5,,,,4/44,4/44,0,,0,0,,0
Khaleel Ahmed,,,SRH,Sunrisers Hyderabad,7,,7,,8,,219,56,,,43.80,32.40,32.40,,,8.11,27,,,,0,0,,,,,5,,,,3/21,3/21,0,,0,0,,0
Abhishek Sharma,,,SRH,Sunrisers Hyderabad,8,,6,,212,,64,25,,,16.00,15.00,15.00,,,6.40,10,,,,7,4,,,,,4,,,,2/4,2/4,0,,0,0,,0
Lalit Yadav,,,DC,Delhi Capitals,7,,5,,538,,101,21,,,25.25,21.00,21.00,,,7.21,14,,,,7,0,,,,,4,,,,2/13,2/13,0,,0,0,,0
Jaydev Unadkat,,,RR,Mumbai Indians,6,,6,,180,,168,52,,,42.00,33.00,33.00,,,7.63,22,,,,3,2,,,,,4,,,,5/25,5/25,0,,0,0,,0
Tom Curran,,,DC,Delhi Capitals,3,,3,,309,,104,19,,,26.00,17.00,17.00,,,9.17,11,,,,2,0,,,,,4,,,,3/29,3/29,0,,0,0,,0
Chris Jordan,,,PBKS,Punjab Kings,4,,4,,519,,96,27,,,24.00,18.00,18.00,,,8.00,12,,,,1,3,,,,,4,,,,4/11,4/11,0,,0,0,,0
Kartik Tyagi,,,RR,Rajasthan Royals,4,,4,,536,,124,37,,,31.00,21.00,21.00,,,8.85,14,,,,0,0,,,,,4,,,,2/29,2/29,0,,0,0,,0
Moises Henriques,,,PBKS,Punjab Kings,5,,5,,133,,45,31,,,11.25,15.00,15.00,,,4.50,10,,,,0,1,,,,,4,,,,3/12,3/12,0,,0,0,,0
Dan Christian,,,RCB,Royal Challengers Bangalore,9,,9,,0,,155,29,,,38.75,25.00,25.00,,,9.30,16,,,,1,0,,,,,4,,,,2/10,2/10,0,,0,0,,0
Riley Meredith,,,PBKS,Punjab Kings,5,,5,,588,,169,38,,,42.25,25.50,25.50,,,9.94,17,,,,0,0,,,,,4,,,,1/29,1/29,0,,0,0,,0
Shakib Al Hasan,,,KKR,Kolkata Knight Riders,8,,8,,222,,187,50,,,46.75,39.00,39.00,,,7.19,26,,,,3,1,,,,,4,,,,3/17,3/17,0,,0,0,,0
Washington Sundar,,,RCB,Royal Challengers Bangalore,6,,6,,20,,118,32,,,39.33,32.00,32.00,,,7.37,16,,,,2,0,,,,,3,,,,3/16,3/16,0,,0,0,,0
Venkatesh Iyer,,,KKR,Kolkata Knight Riders,10,,4,,584,,69,14,,,23.00,17.00,17.00,,,8.11,8,,,,37,14,,,,,3,,,,2/29,2/29,0,,0,0,,0
Sandeep Sharma,,,SRH,Sunrisers Hyderabad,7,,7,,220,,203,52,,,67.66,47.00,47.00,,,8.63,23,,,,1,0,,,,,3,,,,4/20,4/20,0,,0,0,,0
Adam Milne,,,MI,Mumbai Indians,4,,4,,157,,131,31,,,43.66,28.00,28.00,,,9.35,14,,,,0,1,,,,,3,,,,2/21,2/21,0,,0,0,,0
Tim Southee,,,KKR,Kolkata Knight Riders,3,,3,,77,,95,23,,,31.66,24.00,24.00,,,7.91,12,,,,0,0,,,,,3,,,,3/24,3/24,0,,0,0,,0
Vijay Shankar,,,SRH,Sunrisers Hyderabad,7,,5,,61,,100,22,,,33.33,22.00,22.00,,,9.09,11,,,,1,3,,,,,3,,,,2/19,2/19,0,,0,0,,0
Jhye Richardson,,,PBKS,Punjab Kings,3,,3,,59,,117,24,,,39.00,22.00,22.00,,,10.63,11,,,,2,0,,,,,3,,,,2/41,2/41,0,,0,0,,0
Glenn Maxwell,,,RCB,Royal Challengers Bangalore,15,,6,,28,,135,25,,,45.00,32.00,32.00,,,8.43,16,,,,48,21,,,,,3,,,,2/15,2/15,0,,0,0,,0
George Garton,,,RCB,Royal Challengers Bangalore,5,,5,,634,,135,32,,,45.00,30.00,30.00,,,9.00,15,,,,0,0,,,,,3,,,,1/27,1/27,0,,0,0,,0
T Natarajan,,,SRH,Sunrisers Hyderabad,2,,2,,224,,69,14,,,34.50,24.00,24.00,,,8.62,8,,,,0,0,,,,,2,,,,2/24,2/24,0,,0,0,,0
Jayant Yadav,,,MI,Mumbai Indians,5,,5,,165,,130,44,,,65.00,51.00,51.00,,,7.64,17,,,,2,1,,,,,2,,,,1/23,1/23,0,,0,0,,0
Imran Tahir,,,CSK,Chennai Super Kings,1,,1,,96,,16,14,,,8.00,12.00,12.00,,,4.00,4,,,,0,0,,,,,2,,,,4/12,4/12,0,,0,0,,0
Umran Malik,,,SRH,Sunrisers Hyderabad,3,,3,,637,,96,31,,,48.00,36.00,36.00,,,8.00,12,,,,0,0,,,,,2,,,,1/21,1/21,0,,0,0,,0
Marco Jansen,,,MI,Mumbai Indians,2,,2,,586,,45,14,,,22.50,18.00,18.00,,,7.50,6,,,,0,0,,,,,2,,,,2/28,2/28,0,,0,0,,0
Marcus Stoinis,,,DC,Delhi Capitals,10,,8,,23,,117,17,,,58.50,33.50,33.50,,,10.47,11,,,,11,1,,,,,2,,,,4/15,4/15,0,,0,0,,0
Mohammad Nabi,,,SRH,Sunrisers Hyderabad,3,,3,,217,,86,13,,,43.00,24.00,24.00,,,10.75,8,,,,3,2,,,,,2,,,,4/11,4/11,0,,0,0,,0
Mujeeb Ur Rahman,,,SRH,Sunrisers Hyderabad,1,,1,,134,,29,10,,,14.50,12.00,12.00,,,7.25,4,,,,0,0,,,,,2,,,,3/27,3/27,0,,0,0,,0
Deepak Hooda,,,PBKS,Punjab Kings,12,,7,,215,,136,31,,,68.00,48.00,48.00,,,8.50,16,,,,9,9,,,,,2,,,,2/16,2/16,0,,0,0,,0
Fabian Allen,,,PBKS,Punjab Kings,4,,3,,264,,90,20,,,90.00,66.00,66.00,,,8.18,11,,,,0,0,,,,,1,,,,1/22,1/22,1,,0,0,,0
Glenn Phillips,,,RR,Rajasthan Royals,3,,2,,635,,20,4,,,20.00,12.00,12.00,,,10.00,2,,,,1,2,,,,,1,,,,1/17,1/17,0,,0,0,,0
Piyush Chawla,,,MI,Mumbai Indians,1,,1,,149,,38,3,,,38.00,24.00,24.00,,,9.50,4,,,,0,0,,,,,1,,,,4/17,4/17,0,,0,0,,0
Ishan Porel,,,PBKS,Punjab Kings,1,,1,,517,,39,10,,,39.00,24.00,24.00,,,9.75,4,,,,0,0,,,,,1,,,,1/39,1/39,0,,0,0,,0
Daniel Sams,,,RCB,Royal Challengers Bangalore,2,,2,,546,,39,15,,,39.00,36.00,36.00,,,6.50,6,,,,0,0,,,,,1,,,,1/24,1/24,0,,0,0,,0
Ishant Sharma,,,DC,Delhi Capitals,3,,3,,50,,97,26,,,97.00,72.00,72.00,,,8.08,12,,,,0,0,,,,,1,,,,5/12,5/12,2,,0,0,,0
Kane Richardson,,,RCB,Royal Challengers Bangalore,1,,1,,85,,29,5,,,29.00,18.00,18.00,,,9.66,3,,,,0,0,,,,,1,,,,3/13,3/13,0,,0,0,,0
KM Asif,,,CSK,Chennai Super Kings,1,,1,,88,,18,2,,,18.00,13.00,13.00,,,8.30,2,,,,0,0,,,,,1,,,,2/43,2/43,0,,0,0,,0
Shahbaz Nadeem,,,SRH,Sunrisers Hyderabad,1,,1,,221,,36,9,,,36.00,24.00,24.00,,,9.00,4,,,,0,0,,,,,1,,,,3/16,3/16,0,,0,0,,0
Lukman Meriwala,,,DC,Delhi Capitals,1,,1,,579,,32,6,,,32.00,18.00,18.00,,,10.66,3,,,,0,0,,,,,1,,,,1/32,1/32,0,,0,0,,0
Mahipal Lomror,,,RR,Rajasthan Royals,4,,4,,184,,47,13,,,47.00,42.00,42.00,,,6.71,7,,,,3,6,,,,,1,,,,1/22,1/22,0,,0,0,,0
Riyan Parag,,,RR,Rajasthan Royals,11,,6,,189,,73,7,,,73.00,37.00,37.00,,,11.83,6,,,,6,4,,,,,1,,,,1/10,1/10,0,,0,0,,0
Murugan Ashwin,,,PBKS,Punjab Kings,3,,3,,135,,97,19,,,97.00,66.00,66.00,,,8.81,11,,,,1,0,,,,,1,,,,3/21,3/21,0,,0,0,,0
Nathan Ellis,,,PBKS,Punjab Kings,3,,3,,633,,98,27,,,98.00,72.00,72.00,,,8.16,12,,,,0,1,,,,,1,,,,1/20,1/20,0,,0,0,,0
