BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Colin de Grandhomme,,,RCB,Royal Challengers Bangalore,9,,7,,68,,129,26,,,64.50,45.00,45.00,,,8.60,15,,,,4,10,,,,,2,,,,3/4,3/4,0,,0,0,,0
Vinay Kumar,,,KKR,Kolkata Knight Riders,2,,2,,0,,65,8,,,32.50,11.50,11.50,,,16.95,4,,,,1,0,,,,,2,,,,4/40,4/40,0,,0,0,,0
David Willey,,,CSK,Chennai Super Kings,3,,3,,90,,95,20,,,47.50,30.00,30.00,,,9.50,10,,,,0,0,,,,,2,,,,1/24,1/24,0,,0,0,,0
Mitchell Johnson,,,KKR,Kolkata Knight Riders,6,,6,,0,,216,46,,,108.00,63.00,63.00,,,10.28,21,,,,2,0,,,,,2,,,,3/26,3/26,0,,0,0,,0
Kulwant Khejroliya,,,RCB,Royal Challengers Bangalore,3,,3,,204,,107,18,,,53.50,32.50,32.50,,,9.87,11,,,,0,0,,,,,2,,,,2/33,2/33,0,,0,0,,0
Javon Searles,,,KKR,Kolkata Knight Riders,4,,3,,0,,89,7,,,44.50,21.00,21.00,,,12.71,7,,,,0,1,,,,,2,,,,1/24,1/24,0,,0,0,,0
Ben Cutting,,,MI,Mumbai Indians,9,,7,,162,,168,24,,,84.00,51.00,51.00,,,9.88,17,,,,5,8,,,,,2,,,,2/20,2/20,0,,0,0,,0
Pawan Negi,,,RCB,Royal Challengers Bangalore,2,,2,,208,,49,9,,,49.00,24.00,24.00,,,12.25,4,,,,0,0,,,,,1,,,,4/18,4/18,0,,0,0,,0
D'Arcy Short,,,RR,Rajasthan Royals,7,,2,,0,,19,8,,,19.00,18.00,18.00,,,6.33,3,,,,11,5,,,,,1,,,,1/10,1/10,0,,0,0,,0
Anureet Singh,,,RR,Rajasthan Royals,3,,3,,0,,42,4,,,42.00,24.00,24.00,,,10.50,4,,,,0,0,,,,,1,,,,3/23,3/23,0,,0,0,,0
Vijay Shankar,,,DC,Delhi Capitals,13,,4,,61,,58,8,,,58.00,30.00,30.00,,,11.60,5,,,,11,11,,,,,1,,,,2/19,2/19,0,,0,0,,0
Yusuf Pathan,,,SRH,Sunrisers Hyderabad,15,,1,,226,,14,2,,,14.00,12.00,12.00,,,7.00,2,,,,22,11,,,,,1,,,,3/20,3/20,0,,0,0,,0
Mohammad Nabi,,,SRH,Sunrisers Hyderabad,2,,2,,217,,47,12,,,47.00,30.00,30.00,,,9.40,5,,,,3,0,,,,,1,,,,4/11,4/11,0,,0,0,,0
