BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Dwayne Bravo,,,MI,Mumbai Indians,9,,9,,93,,232,66,,,21.09,15.54,15.54,,,8.14,28,,,,19,5,,,,,11,,,,4/22,4/22,1,,0,0,,0
Muttiah Muralitharan,,,CSK,Chennai Super Kings,15,,15,,492,,404,129,,,36.72,31.63,31.63,,,6.96,58,,,,0,0,,,,,11,,,,3/11,3/11,0,,0,0,,0
Dhawal Kulkarni,,,MI,Mumbai Indians,10,,10,,178,,236,77,,,21.45,16.09,16.09,,,8.00,29,,,,0,0,,,,,11,,,,4/14,4/14,0,,0,0,,0
Vikram Singh,,,PBKS,Punjab Kings,13,,13,,0,,420,95,,,38.18,26.18,26.18,,,8.75,48,,,,1,0,,,,,11,,,,3/29,3/29,0,,0,0,,0
Pragyan Ojha,,,DEC,Deccan Chargers,13,,12,,459,,284,71,,,25.81,20.18,20.18,,,7.67,37,,,,0,0,,,,,11,,,,3/11,3/11,0,,0,0,,0
Praveen Kumar,,,RCB,Royal Challengers Bangalore,13,,13,,0,,366,109,,,33.27,24.36,24.36,,,8.19,44,,,,10,6,,,,,11,,,,3/18,3/18,1,,0,0,,0
Dilhara Fernando,,,MI,Mumbai Indians,5,,5,,0,,160,51,,,16.00,12.00,12.00,,,8.00,20,,,,0,0,,,,,10,,,,4/18,4/18,0,,1,0,,0
Dale Steyn,,,RCB,Royal Challengers Bangalore,10,,10,,230,,252,116,,,25.20,22.80,22.80,,,6.63,38,,,,0,0,,,,,10,,,,3/11,3/11,0,,0,0,,0
Shahid Afridi,,,DEC,Deccan Chargers,10,,10,,0,,225,57,,,25.00,20.00,20.00,,,7.50,30,,,,7,6,,,,,9,,,,3/28,3/28,0,,0,0,,0
Ajit Agarkar,,,KKR,Kolkata Knight Riders,9,,9,,464,,207,66,,,25.87,19.50,19.50,,,7.96,26,,,,5,2,,,,,8,,,,3/25,3/25,0,,0,0,,0
Mohammad Asif,,,DC,Delhi Capitals,8,,8,,0,,296,64,,,37.00,24.00,24.00,,,9.25,32,,,,0,0,,,,,8,,,,2/19,2/19,0,,0,0,,0
Joginder Sharma,,,CSK,Chennai Super Kings,8,,7,,0,,239,43,,,29.87,18.50,18.50,,,9.68,24,,,,1,1,,,,,8,,,,2/27,2/27,0,,0,0,,0
Ashok Dinda,,,KKR,Kolkata Knight Riders,13,,12,,0,,258,112,,,32.25,28.50,28.50,,,6.78,38,,,,0,0,,,,,8,,,,4/18,4/18,0,,0,0,,0
Yusuf Pathan,,,RR,Rajasthan Royals,16,,13,,226,,230,60,,,28.75,21.12,21.12,,,8.16,28,,,,43,25,,,,,8,,,,3/20,3/20,0,,0,0,,0
Ishant Sharma,,,KKR,Kolkata Knight Riders,13,,13,,50,,331,114,,,41.37,32.37,32.37,,,7.66,43,,,,1,0,,,,,8,,,,5/12,5/12,1,,0,0,,0
James Hopes,,,PBKS,Punjab Kings,11,,11,,0,,276,54,,,39.42,24.00,24.00,,,9.85,28,,,,27,8,,,,,7,,,,2/2,2/2,0,,0,0,,0
Palani Amarnath,,,CSK,Chennai Super Kings,6,,6,,0,,236,32,,,33.71,18.85,18.85,,,10.72,22,,,,0,0,,,,,7,,,,2/29,2/29,0,,0,0,,0
Anil Kumble,,,RCB,Royal Challengers Bangalore,10,,10,,0,,304,85,,,43.42,32.85,32.85,,,7.93,38,,,,1,0,,,,,7,,,,5/5,5/5,0,,0,0,,0
Makhaya Ntini,,,CSK,Chennai Super Kings,9,,9,,0,,242,99,,,34.57,30.00,30.00,,,6.91,35,,,,2,0,,,,,7,,,,4/21,4/21,2,,1,0,,1
Laxmi Ratan Shukla,,,KKR,Kolkata Knight Riders,13,,9,,0,,124,18,,,20.66,12.00,12.00,,,10.33,12,,,,17,5,,,,,6,,,,3/25,3/25,0,,0,0,,0
Rajat Bhatia,,,DC,Delhi Capitals,9,,9,,0,,183,48,,,30.50,22.00,22.00,,,8.31,22,,,,2,2,,,,,6,,,,4/15,4/15,0,,0,0,,0
Sourav Ganguly,,,KKR,Kolkata Knight Riders,13,,7,,0,,128,46,,,21.33,20.00,20.00,,,6.40,20,,,,33,15,,,,,6,,,,2/21,2/21,0,,0,0,,0
Rohan Raje,,,MI,Mumbai Indians,6,,6,,0,,137,29,,,27.40,19.60,19.60,,,8.38,16,,,,1,0,,,,,5,,,,2/16,2/16,0,,0,0,,0
Harbhajan Singh,,,MI,Mumbai Indians,3,,3,,95,,82,16,,,16.40,12.00,12.00,,,8.20,10,,,,1,3,,,,,5,,,,5/18,5/18,0,,0,0,,0
Dwayne Smith,,,MI,Mumbai Indians,4,,4,,0,,83,25,,,16.60,13.20,13.20,,,7.54,11,,,,5,1,,,,,5,,,,4/8,4/8,0,,0,0,,0
Shoaib Akhtar,,,KKR,Kolkata Knight Riders,3,,3,,0,,54,23,,,10.80,8.40,8.40,,,7.71,7,,,,0,0,,,,,5,,,,4/11,4/11,0,,1,0,,0
Chaminda Vaas,,,DEC,Deccan Chargers,5,,5,,493,,145,41,,,29.00,20.40,20.40,,,8.52,17,,,,0,1,,,,,5,,,,3/21,3/21,0,,0,0,,0
Vinay Kumar,,,RCB,Royal Challengers Bangalore,8,,8,,0,,182,59,,,36.40,27.60,27.60,,,7.91,23,,,,2,1,,,,,5,,,,4/40,4/40,0,,0,0,,0
Pradeep Sangwan,,,DC,Delhi Capitals,7,,7,,977,,215,47,,,43.00,28.80,28.80,,,8.95,24,,,,0,0,,,,,5,,,,3/18,3/18,0,,0,0,,0
Brett Lee,,,PBKS,Punjab Kings,4,,4,,300,,112,45,,,28.00,24.00,24.00,,,7.00,16,,,,2,1,,,,,4,,,,3/15,3/15,0,,0,0,,0
Sanath Jayasuriya,,,MI,Mumbai Indians,14,,8,,0,,159,36,,,39.75,31.50,31.50,,,7.57,21,,,,58,31,,,,,4,,,,3/14,3/14,1,,0,0,,0
Sanjay Bangar,,,DEC,Deccan Chargers,11,,9,,463,,219,55,,,54.75,37.50,37.50,,,8.76,25,,,,1,3,,,,,4,,,,2/34,2/34,0,,0,0,,0
Jacques Kallis,,,RCB,Royal Challengers Bangalore,11,,11,,0,,311,55,,,77.75,51.50,51.50,,,9.05,34,,,,23,4,,,,,4,,,,3/13,3/13,0,,0,0,,0
Paidikalva Vijaykumar,,,DEC,Deccan Chargers,9,,9,,0,,199,63,,,49.75,38.00,38.00,,,7.85,25,,,,0,0,,,,,4,,,,1/17,1/17,0,,0,0,,0
Scott Styris,,,DEC,Deccan Chargers,8,,8,,0,,199,61,,,66.33,54.00,54.00,,,7.37,27,,,,9,2,,,,,3,,,,3/32,3/32,0,,0,0,,0
Virender Sehwag,,,DC,Delhi Capitals,14,,7,,461,,133,18,,,44.33,22.00,22.00,,,12.09,11,,,,46,21,,,,,3,,,,2/18,2/18,0,,0,0,,0
Yuvraj Singh,,,PBKS,Punjab Kings,15,,6,,175,,83,14,,,27.66,18.00,18.00,,,9.22,9,,,,24,19,,,,,3,,,,4/29,4/29,0,,0,0,,0
Murali Kartik,,,KKR,Kolkata Knight Riders,6,,5,,0,,127,31,,,42.33,29.33,29.33,,,8.65,14,,,,3,0,,,,,3,,,,3/17,3/17,0,,0,0,,0
Ramesh Powar,,,PBKS,Punjab Kings,5,,5,,0,,91,30,,,30.33,24.00,24.00,,,7.58,12,,,,4,1,,,,,3,,,,2/11,2/11,0,,0,0,,0
Jacob Oram,,,CSK,Chennai Super Kings,4,,4,,0,,149,32,,,49.66,32.00,32.00,,,9.31,16,,,,1,1,,,,,3,,,,3/32,3/32,0,,0,0,,0
Gajendra Singh,,,RR,Rajasthan Royals,4,,4,,0,,141,25,,,47.00,28.00,28.00,,,10.07,14,,,,0,0,,,,,3,,,,1/33,1/33,0,,0,0,,0
Dominic Thornely,,,MI,Mumbai Indians,6,,4,,0,,40,19,,,13.33,14.00,14.00,,,5.71,7,,,,2,2,,,,,3,,,,2/7,2/7,0,,0,0,,0
David Hussey,,,KKR,Kolkata Knight Riders,13,,5,,0,,130,24,,,65.00,39.00,39.00,,,10.00,13,,,,19,17,,,,,2,,,,2/2,2/2,0,,0,0,,0
Daniel Vettori,,,DC,Delhi Capitals,2,,2,,0,,54,16,,,27.00,24.00,24.00,,,6.75,8,,,,0,0,,,,,2,,,,3/15,3/15,0,,0,0,,0
Venugopal Rao,,,DEC,Deccan Chargers,11,,7,,0,,137,22,,,68.50,42.00,42.00,,,9.78,14,,,,22,15,,,,,2,,,,2/23,2/23,0,,0,0,,0
Dimitri Mascarenhas,,,RR,Rajasthan Royals,1,,1,,0,,29,8,,,14.50,12.00,12.00,,,7.25,4,,,,0,1,,,,,2,,,,5/25,5/25,0,,0,0,,0
Virat Kohli,,,RCB,Royal Challengers Bangalore,13,,4,,2,,61,7,,,30.50,23.00,23.00,,,7.95,7,,,,18,4,,,,,2,,,,2/25,2/25,0,,0,0,,0
Doddapaneni Kalyankrishna,,,DEC,Deccan Chargers,3,,3,,0,,87,10,,,43.50,24.00,24.00,,,10.87,8,,,,0,0,,,,,2,,,,1/30,1/30,0,,0,0,,0
Siddharth Chitnis,,,MI,Mumbai Indians,3,,2,,0,,60,10,,,30.00,18.00,18.00,,,10.00,6,,,,1,1,,,,,2,,,,2/40,2/40,0,,0,0,,0
Shoaib Malik,,,DC,Delhi Capitals,7,,5,,304,,85,15,,,42.50,25.50,25.50,,,10.00,8,,,,5,0,,,,,2,,,,1/6,1/6,0,,0,0,,0
Balachandra Akhil,,,RCB,Royal Challengers Bangalore,7,,6,,0,,134,34,,,67.00,52.00,52.00,,,7.73,17,,,,4,3,,,,,2,,,,2/17,2/17,0,,0,0,,0
Musavir Khote,,,MI,Mumbai Indians,4,,2,,0,,51,5,,,25.50,15.00,15.00,,,10.20,5,,,,2,1,,,,,2,,,,2/29,2/29,0,,0,0,,0
Nuwan Zoysa,,,DEC,Deccan Chargers,3,,3,,0,,99,24,,,49.50,33.00,33.00,,,9.00,11,,,,1,0,,,,,2,,,,1/30,1/30,0,,0,0,,0
Ashley Noffke,,,RCB,Royal Challengers Bangalore,1,,1,,0,,40,6,,,40.00,24.00,24.00,,,10.00,4,,,,1,0,,,,,1,,,,1/40,1/40,0,,0,0,,0
Wilkin Mota,,,PBKS,Punjab Kings,4,,2,,0,,36,3,,,36.00,18.00,18.00,,,12.00,3,,,,2,0,,,,,1,,,,1/24,1/24,0,,0,0,,0
Brett Geeves,,,DC,Delhi Capitals,2,,2,,450,,91,15,,,91.00,48.00,48.00,,,11.37,8,,,,0,0,,,,,1,,,,1/50,1/50,0,,0,0,,0
Andre Nel,,,MI,Mumbai Indians,1,,1,,0,,31,7,,,31.00,18.00,18.00,,,10.33,3,,,,0,0,,,,,1,,,,1/31,1/31,0,,0,0,,0
Rohit Sharma,,,DEC,Deccan Chargers,13,,1,,6,,25,6,,,25.00,24.00,24.00,,,6.25,4,,,,38,19,,,,,1,,,,4/6,4/6,0,,0,0,,0
Ajantha Mendis,,,KKR,Kolkata Knight Riders,1,,1,,512,,24,9,,,24.00,24.00,24.00,,,6.00,4,,,,0,0,,,,,1,,,,2/19,2/19,0,,0,0,,0
Vidyut Sivaramakrishnan,,,CSK,Chennai Super Kings,9,,1,,0,,22,5,,,22.00,12.00,12.00,,,11.00,2,,,,21,3,,,,,1,,,,1/22,1/22,0,,0,0,,0
Suresh Raina,,,CSK,Chennai Super Kings,16,,2,,106,,30,4,,,30.00,20.00,20.00,,,9.00,3,,,,35,18,,,,,1,,,,2/0,2/0,0,,0,0,,0
Sunil Joshi,,,RCB,Royal Challengers Bangalore,4,,4,,0,,82,18,,,82.00,55.00,55.00,,,8.94,9,,,,0,0,,,,,1,,,,1/27,1/27,0,,0,0,,0
Dinesh Salunkhe,,,RR,Rajasthan Royals,6,,5,,0,,78,13,,,78.00,47.00,47.00,,,9.95,8,,,,5,0,,,,,1,,,,1/21,1/21,0,,0,0,,0
Dwaraka Ravi Teja,,,DEC,Deccan Chargers,7,,1,,0,,19,3,,,19.00,12.00,12.00,,,9.50,2,,,,10,5,,,,,1,,,,1/19,1/19,0,,0,0,,0
Mohammad Hafeez,,,KKR,Kolkata Knight Riders,8,,2,,297,,24,15,,,24.00,30.00,30.00,,,4.80,5,,,,2,1,,,,,1,,,,1/8,1/8,0,,0,0,,0
Abhishek Nayar,,,MI,Mumbai Indians,14,,5,,0,,68,14,,,68.00,42.00,42.00,,,9.71,7,,,,16,9,,,,,1,,,,3/13,3/13,0,,0,0,,0
PM Sarvesh Kumar,,,DEC,Deccan Chargers,2,,2,,0,,42,11,,,42.00,30.00,30.00,,,8.40,5,,,,0,0,,,,,1,,,,1/18,1/18,0,,0,0,,0
