StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Ravindra Jadeja,46,16,,,,10011,,,CSK,Chennai Super Kings,10011,,,9,,106,88,,120.45,,,,,,,,,,7,4,7,4,3,6,35.33,0,0,,31*,35.33,,
Ishan Kishan,164,7,,,,10011,,,MI,Mumbai Indians,10011,,,6,,101,100,,101.00,,,,,,,,,,8,4,8,4,6,0,16.83,0,0,,28,16.83,,
Gurkeerat Mann Singh,201,3,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,3,,98,70,,140.00,,,,,,,,,,11,2,11,2,3,0,32.66,1,0,,65,32.66,,
Yuvraj Singh,175,4,,,,10011,,,MI,Mumbai Indians,10011,,,4,,98,75,,130.66,,,,,,,,,,7,6,7,6,4,0,24.50,1,0,,53,24.50,,
Sam Curran,138,9,,,,10011,,,PBKS,Punjab Kings,10011,,,8,,95,55,,172.72,,,,,,,,,,13,3,13,3,4,4,23.75,1,0,,55*,23.75,,
Shimron Hetmyer,210,5,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,5,,90,73,,123.28,,,,,,,,,,4,7,4,7,5,0,18.00,1,0,,75,18.00,,
Wriddhiman Saha,225,5,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,5,,86,53,,162.26,,,,,,,,,,13,1,13,1,5,0,17.20,0,0,,28,17.20,,
Colin Munro,73,4,,,,10011,,,DC,Delhi Capitals,10011,,,4,,84,70,,120.00,,,,,,,,,,9,4,9,4,4,0,21.00,0,0,,40,21.00,,
Martin Guptill,70,3,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,3,,81,53,,152.83,,,,,,,,,,4,7,4,7,3,0,27.00,0,0,,36,27.00,,
Dwayne Bravo,93,12,,,,10011,,,CSK,Chennai Super Kings,10011,,,9,,80,66,,121.21,,,,,,,,,,6,3,6,3,5,4,16.00,0,0,,27,16.00,,
Sherfane Rutherford,122,7,,,,10011,,,DC,Delhi Capitals,10011,,,7,,73,54,,135.18,,,,,,,,,,2,7,2,7,5,2,14.60,0,0,,28*,14.60,,
Liam Livingstone,183,4,,,,10011,,,RR,Rajasthan Royals,10011,,,4,,71,48,,147.91,,,,,,,,,,6,5,6,5,3,1,23.66,0,0,,44,23.66,,
Stuart Binny,195,8,,,,10011,,,RR,Rajasthan Royals,10011,,,5,,70,40,,175.00,,,,,,,,,,5,4,5,4,3,2,23.33,0,0,,33*,23.33,,
Jofra Archer,181,11,,,,10011,,,RR,Rajasthan Royals,10011,,,5,,67,40,,167.50,,,,,,,,,,4,4,4,4,2,3,33.50,0,0,,27*,33.50,,
Murali Vijay,53,2,,,,10011,,,CSK,Chennai Super Kings,10011,,,2,,64,61,,104.91,,,,,,,,,,6,1,6,1,2,0,32.00,0,0,,38,32.00,,
Deepak Hooda,215,11,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,7,,64,63,,101.58,,,,,,,,,,5,1,5,1,6,1,10.66,0,0,,20,10.66,,
Shreyas Gopal,192,14,,,,10011,,,RR,Rajasthan Royals,10011,,,7,,63,46,,136.95,,,,,,,,,,8,1,8,1,4,3,15.75,0,0,,19*,15.75,,
Akshdeep Nath,199,8,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,5,,61,57,,107.01,,,,,,,,,,5,2,5,2,5,0,12.20,0,0,,24,12.20,,
Evin Lewis,163,3,,,,10011,,,MI,Mumbai Indians,10011,,,3,,48,52,,92.30,,,,,,,,,,4,2,4,2,3,0,16.00,0,0,,32,16.00,,
Colin de Grandhomme,68,4,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,46,49,,93.87,,,,,,,,,,4,2,4,2,3,1,15.33,0,0,,37,15.33,,
Piyush Chawla,149,13,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,5,,42,37,,113.51,,,,,,,,,,4,2,4,2,3,2,14.00,0,0,,14*,14.00,,
Ravichandran Ashwin,45,14,,,,10011,,,PBKS,Punjab Kings,10011,,,6,,42,28,,150.00,,,,,,,,,,3,3,3,3,5,1,8.40,0,0,,17*,8.40,,
Shivam Dube,211,4,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,40,33,,121.21,,,,,,,,,,1,3,1,3,3,1,13.33,0,0,,24,13.33,,
Yusuf Pathan,226,10,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,8,,40,45,,88.88,,,,,,,,,,1,1,1,1,3,5,13.33,0,0,,16*,13.33,,
Rinku Singh,152,5,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,3,,37,34,,108.82,,,,,,,,,,1,2,1,2,2,1,18.50,0,0,,30,18.50,,
Rashid Khan,218,15,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,8,,34,23,,147.82,,,,,,,,,,2,2,2,2,5,3,6.80,0,0,,17*,6.80,,
Mitchell Santner,75,4,,,,10011,,,CSK,Chennai Super Kings,10011,,,2,,32,23,,139.13,,,,,,,,,,0,3,0,3,1,1,32.00,0,0,,22,32.00,,
Chris Morris,112,9,,,,10011,,,DC,Delhi Capitals,10011,,,6,,32,37,,86.48,,,,,,,,,,1,2,1,2,6,0,5.33,0,0,,17,5.33,,
Rahul Tewatia,120,5,,,,10011,,,DC,Delhi Capitals,10011,,,4,,26,22,,118.18,,,,,,,,,,2,1,2,1,1,3,26.00,0,0,,11*,26.00,,
Umesh Yadav,21,11,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,7,,25,25,,100.00,,,,,,,,,,3,1,3,1,2,5,12.50,0,0,,14,12.50,,
Amit Mishra,107,11,,,,10011,,,DC,Delhi Capitals,10011,,,4,,21,24,,87.50,,,,,,,,,,2,0,2,0,2,2,10.50,0,0,,8,10.50,,
Harpreet Brar,130,2,,,,10011,,,PBKS,Punjab Kings,10011,,,1,,20,12,,166.66,,,,,,,,,,2,1,2,1,0,1,0.00,0,0,,20*,0.00,,
Prayas Ray Barman,209,1,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,1,,19,24,,79.16,,,,,,,,,,2,0,2,0,1,0,19.00,0,0,,19,19.00,,
Ben Cutting,162,3,,,,10011,,,MI,Mumbai Indians,10011,,,3,,18,17,,105.88,,,,,,,,,,1,1,1,1,2,1,9.00,0,0,,13*,9.00,,
Krishnappa Gowtham,179,7,,,,10011,,,RR,Rajasthan Royals,10011,,,4,,18,19,,94.73,,,,,,,,,,1,1,1,1,3,1,6.00,0,0,,9,6.00,,
Keemo Paul,117,8,,,,10011,,,DC,Delhi Capitals,10011,,,6,,18,24,,75.00,,,,,,,,,,1,1,1,1,5,1,3.60,0,0,,7,3.60,,
Prabhsimran Singh,137,1,,,,10011,,,PBKS,Punjab Kings,10011,,,1,,16,17,,94.11,,,,,,,,,,1,1,1,1,1,0,16.00,0,0,,16,16.00,,
Siddhesh Lad,173,1,,,,10011,,,MI,Mumbai Indians,10011,,,1,,15,13,,115.38,,,,,,,,,,1,1,1,1,1,0,15.00,0,0,,15,15.00,,
Alzarri Joseph,229,3,,,,10011,,,MI,Mumbai Indians,10011,,,2,,15,13,,115.38,,,,,,,,,,2,0,2,0,0,2,0.00,0,0,,15*,0.00,,
Shardul Thakur,105,10,,,,10011,,,CSK,Chennai Super Kings,10011,,,3,,14,7,,200.00,,,,,,,,,,1,1,1,1,2,1,7.00,0,0,,12*,7.00,,
Kagiso Rabada,116,12,,,,10011,,,DC,Delhi Capitals,10011,,,4,,14,15,,93.33,,,,,,,,,,0,1,0,1,3,1,4.66,0,0,,9,4.66,,
Kuldeep Yadav,14,9,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,4,,12,8,,150.00,,,,,,,,,,1,0,1,0,2,2,6.00,0,0,,10*,6.00,,
Rahul Chahar,171,13,,,,10011,,,MI,Mumbai Indians,10011,,,4,,12,11,,109.09,,,,,,,,,,2,0,2,0,2,2,6.00,0,0,,10,6.00,,
Bhuvneshwar Kumar,15,15,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,5,,12,19,,63.15,,,,,,,,,,1,0,1,0,3,2,4.00,0,0,,7*,4.00,,
Carlos Brathwaite,143,2,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,2,,11,10,,110.00,,,,,,,,,,1,0,1,0,2,0,5.50,0,0,,6,5.50,,
Mitchell McClenaghan,0,5,,,,10011,,,MI,Mumbai Indians,10011,,,4,,11,16,,68.75,,,,,,,,,,2,0,2,0,3,1,3.66,0,0,,10,3.66,,
Ishant Sharma,50,13,,,,10011,,,DC,Delhi Capitals,10011,,,3,,10,3,,333.33,,,,,,,,,,1,1,1,1,0,3,0.00,0,0,,10*,0.00,,
KC Cariappa,227,1,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,9,3,,300.00,,,,,,,,,,0,1,0,1,0,1,0.00,0,0,,9*,0.00,,
Abhishek Sharma,212,3,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,3,,9,9,,100.00,,,,,,,,,,1,0,1,0,2,1,4.50,0,0,,5*,4.50,,
Heinrich Klaasen,202,3,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,2,,9,10,,90.00,,,,,,,,,,0,0,0,0,2,0,4.50,0,0,,6,4.50,,
Shakib Al Hasan,222,3,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,1,,9,10,,90.00,,,,,,,,,,0,0,0,0,1,0,9.00,0,0,,9,9.00,,
Tim Southee,77,3,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,1,,9,9,,100.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,9*,0.00,,
Pawan Negi,208,7,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,9,12,,75.00,,,,,,,,,,1,0,1,0,4,0,2.25,0,0,,5,2.25,,
Mahipal Lomror,184,2,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,8,3,,266.66,,,,,,,,,,2,0,2,0,1,0,8.00,0,0,,8,8.00,,
Nikhil Naik,147,1,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,7,16,,43.75,,,,,,,,,,1,0,1,0,1,0,7.00,0,0,,7,7.00,,
Ricky Bhui,219,1,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,1,,7,12,,58.33,,,,,,,,,,0,0,0,0,1,0,7.00,0,0,,7,7.00,,
Trent Boult,66,5,,,,10011,,,DC,Delhi Capitals,10011,,,3,,7,4,,175.00,,,,,,,,,,0,1,0,1,1,2,7.00,0,0,,6,7.00,,
Deepak Chahar,91,17,,,,10011,,,CSK,Chennai Super Kings,10011,,,2,,7,9,,77.77,,,,,,,,,,1,0,1,0,2,0,3.50,0,0,,7,3.50,,
Jagadeesha Suchith,231,1,,,,10011,,,DC,Delhi Capitals,10011,,,1,,6,15,,40.00,,,,,,,,,,0,0,0,0,1,0,6.00,0,0,,6,6.00,,
Ish Sodhi,76,2,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,6,11,,54.54,,,,,,,,,,0,0,0,0,1,0,6.00,0,0,,6,6.00,,
Mayank Markande,87,3,,,,10011,,,MI,Mumbai Indians,10011,,,2,,6,5,,120.00,,,,,,,,,,1,0,1,0,1,1,6.00,0,0,,6,6.00,,
Sandeep Sharma,220,11,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,2,,6,3,,200.00,,,,,,,,,,1,0,1,0,0,2,0.00,0,0,,5*,0.00,,
Yuzvendra Chahal,10,14,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,3,,6,16,,37.50,,,,,,,,,,0,0,0,0,2,1,3.00,0,0,,4,3.00,,
Dhruv Shorey,92,1,,,,10011,,,CSK,Chennai Super Kings,10011,,,1,,5,8,,62.50,,,,,,,,,,0,0,0,0,1,0,5.00,0,0,,5,5.00,,
Karun Nair,131,1,,,,10011,,,PBKS,Punjab Kings,10011,,,1,,5,6,,83.33,,,,,,,,,,0,0,0,0,1,0,5.00,0,0,,5,5.00,,
Rasikh Salam,172,1,,,,10011,,,MI,Mumbai Indians,10011,,,1,,5,4,,125.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,5*,0.00,,
Dhawal Kulkarni,178,10,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,5,3,,166.66,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,5*,0.00,,
Avesh Khan,109,1,,,,10011,,,DC,Delhi Capitals,10011,,,1,,4,3,,133.33,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,4*,0.00,,
Hanuma Vihari,52,2,,,,10011,,,DC,Delhi Capitals,10011,,,2,,4,8,,50.00,,,,,,,,,,0,0,0,0,2,0,2.00,0,0,,2,2.00,,
Mohammed Siraj,63,9,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,4,14,,28.57,,,,,,,,,,0,0,0,0,1,3,4.00,0,0,,3*,4.00,,
Barinder Sran,161,2,,,,10011,,,MI,Mumbai Indians,10011,,,1,,3,3,,100.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,3*,0.00,,
Ashton Turner,86,4,,,,10011,,,RR,Rajasthan Royals,10011,,,4,,3,10,,30.00,,,,,,,,,,0,0,0,0,3,1,1.00,0,0,,3*,1.00,,
Varun Aaron,197,5,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,3,7,,42.85,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,3*,0.00,,
Hardus Viljoen,129,6,,,,10011,,,PBKS,Punjab Kings,10011,,,3,,3,7,,42.85,,,,,,,,,,0,0,0,0,2,1,1.50,0,0,,2*,1.50,,
Murugan Ashwin,135,10,,,,10011,,,PBKS,Punjab Kings,10011,,,3,,3,5,,60.00,,,,,,,,,,0,0,0,0,1,2,3.00,0,0,,1*,3.00,,
Navdeep Saini,207,13,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,2,,2,4,,50.00,,,,,,,,,,0,0,0,0,1,1,2.00,0,0,,2,2.00,,
Basil Thampi,213,3,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,1,,1,1,,100.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,1*,0.00,,
Washington Sundar,20,3,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,2,,1,3,,33.33,,,,,,,,,,0,0,0,0,2,0,0.50,0,0,,1,0.50,,
Harry Gurney,144,8,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,1,5,,20.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,1*,0.00,,
Harbhajan Singh,95,11,,,,10011,,,CSK,Chennai Super Kings,10011,,,1,,1,3,,33.33,,,,,,,,,,0,0,0,0,1,0,1.00,0,0,,1,1.00,,
Jaydev Unadkat,180,11,,,,10011,,,RR,Rajasthan Royals,10011,,,4,,1,3,,33.33,,,,,,,,,,0,0,0,0,1,3,1.00,0,0,,1,1.00,,
Mohammad Shami,47,14,,,,10011,,,PBKS,Punjab Kings,10011,,,2,,1,2,,50.00,,,,,,,,,,0,0,0,0,1,1,1.00,0,0,,1*,1.00,,
Joe Denly,145,1,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Mohit Sharma,100,1,,,,10011,,,CSK,Chennai Super Kings,10011,,,1,,0,2,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
Sam Billings,103,1,,,,10011,,,CSK,Chennai Super Kings,10011,,,1,,0,4,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Harshal Patel,114,2,,,,10011,,,DC,Delhi Capitals,10011,,,2,,0,2,,0.00,,,,,,,,,,0,0,0,0,1,1,0.00,0,0,,0*,0.00,,
Prithvi Raj Yarra,151,2,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
Mujeeb Ur Rahman,134,5,,,,10011,,,PBKS,Punjab Kings,10011,,,3,,0,4,,0.00,,,,,,,,,,0,0,0,0,1,2,0.00,0,0,,0*,0.00,,
Andrew Tye,30,6,,,,10011,,,PBKS,Punjab Kings,10011,,,1,,0,2,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
Sandeep Lamichhane,121,6,,,,10011,,,DC,Delhi Capitals,10011,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Siddarth Kaul,64,7,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,2,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,1,0.00,0,0,,0*,0.00,,
Khaleel Ahmed,8,9,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Prasidh Krishna,150,11,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,0,2,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Jasprit Bumrah,9,16,,,,10011,,,MI,Mumbai Indians,10011,,,3,,0,1,,0.00,,,,,,,,,,0,0,0,0,0,3,0.00,0,0,,0*,0.00,,
