BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Alfonso Thomas,,,PWI,Pune Warriors India,11,,11,,0,,297,96,,,27.00,21.00,21.00,,,7.71,38,,,,0,0,,,,,11,,,,3/22,3/22,2,,0,0,,0
Ishant Sharma,,,DEC,Deccan Chargers,12,,12,,50,,314,121,,,28.54,24.00,24.00,,,7.13,44,,,,0,0,,,,,11,,,,5/12,5/12,0,,0,1,,0
Shakib Al Hasan,,,KKR,Kolkata Knight Riders,7,,7,,222,,175,59,,,15.90,13.90,13.90,,,6.86,25,,,,4,0,,,,,11,,,,3/17,3/17,0,,0,0,,0
Irfan Pathan,,,DC,Delhi Capitals,14,,13,,458,,344,124,,,31.27,25.00,25.00,,,7.50,46,,,,12,6,,,,,11,,,,3/24,3/24,2,,0,0,,0
Shadab Jakati,,,CSK,Chennai Super Kings,15,,14,,0,,336,80,,,33.60,26.50,26.50,,,7.60,44,,,,0,0,,,,,10,,,,4/22,4/22,0,,0,0,,0
Kieron Pollard,,,MI,Mumbai Indians,16,,16,,166,,361,73,,,36.10,25.50,25.50,,,8.49,42,,,,12,6,,,,,10,,,,4/44,4/44,0,,0,0,,0
Lakshmipathy Balaji,,,KKR,Kolkata Knight Riders,14,,14,,0,,371,89,,,37.10,26.60,26.60,,,8.36,44,,,,0,0,,,,,10,,,,5/24,5/24,0,,0,0,,0
Pragyan Ojha,,,DEC,Deccan Chargers,10,,10,,459,,267,86,,,26.70,22.10,22.10,,,7.24,37,,,,0,0,,,,,10,,,,3/11,3/11,0,,0,0,,0
Praveen Kumar,,,PBKS,Punjab Kings,13,,13,,0,,345,137,,,34.50,27.60,27.60,,,7.50,46,,,,2,1,,,,,10,,,,3/18,3/18,5,,0,0,,0
Siddharth Trivedi,,,RR,Rajasthan Royals,12,,12,,0,,303,66,,,30.30,21.40,21.40,,,8.49,35,,,,0,0,,,,,10,,,,4/25,4/25,0,,0,0,,0
Amit Singh,,,RR,Rajasthan Royals,9,,9,,0,,215,75,,,23.88,19.00,19.00,,,7.54,28,,,,0,0,,,,,9,,,,4/19,4/19,1,,0,0,,0
Bhargav Bhatt,,,PBKS,Punjab Kings,10,,8,,0,,229,55,,,25.44,18.55,18.55,,,8.22,28,,,,0,0,,,,,9,,,,4/22,4/22,0,,1,0,,0
Wayne Parnell,,,PWI,Pune Warriors India,8,,8,,829,,213,76,,,23.66,19.55,19.55,,,7.26,29,,,,2,1,,,,,9,,,,3/27,3/27,0,,0,0,,0
Yuvraj Singh,,,PWI,Pune Warriors India,14,,13,,175,,192,61,,,21.33,19.33,19.33,,,6.62,29,,,,24,18,,,,,9,,,,4/29,4/29,0,,1,0,,0
Chris Gayle,,,RCB,Royal Challengers Bangalore,12,,12,,126,,244,80,,,30.50,27.00,27.00,,,6.77,36,,,,57,44,,,,,8,,,,3/21,3/21,0,,0,0,,0
Shalabh Srivastava,,,PBKS,Punjab Kings,6,,6,,0,,186,49,,,23.25,15.00,15.00,,,9.30,20,,,,0,0,,,,,8,,,,2/20,2/20,0,,0,0,,0
Ravindra Jadeja,,,KTK,Kochi Tuskers Kerala,14,,14,,46,,305,90,,,38.12,31.50,31.50,,,7.26,42,,,,20,14,,,,,8,,,,5/16,5/16,0,,0,0,,0
Rajat Bhatia,,,KKR,Kolkata Knight Riders,14,,12,,0,,210,56,,,26.25,24.00,24.00,,,6.56,32,,,,3,0,,,,,8,,,,4/15,4/15,0,,0,0,,0
Ajit Agarkar,,,DC,Delhi Capitals,7,,7,,464,,231,46,,,28.87,20.25,20.25,,,8.55,27,,,,1,0,,,,,8,,,,3/25,3/25,0,,0,0,,0
Jacques Kallis,,,KKR,Kolkata Knight Riders,15,,9,,0,,170,54,,,24.28,20.57,20.57,,,7.08,24,,,,46,6,,,,,7,,,,3/13,3/13,0,,0,0,,0
James Hopes,,,DC,Delhi Capitals,10,,9,,0,,272,53,,,38.85,27.42,27.42,,,8.50,32,,,,22,3,,,,,7,,,,2/2,2/2,0,,0,0,,0
Johan Botha,,,RR,Rajasthan Royals,10,,10,,0,,239,81,,,34.14,30.85,30.85,,,6.63,36,,,,20,2,,,,,7,,,,3/6,3/6,0,,0,0,,0
Mitchell Marsh,,,PWI,Pune Warriors India,5,,5,,40,,99,25,,,14.14,12.14,12.14,,,6.98,14,,,,2,3,,,,,7,,,,4/25,4/25,0,,1,0,,0
Paul Valthaty,,,PBKS,Punjab Kings,14,,9,,0,,189,43,,,27.00,20.71,20.71,,,7.82,24,,,,56,20,,,,,7,,,,4/29,4/29,0,,1,0,,0
Shanthakumaran Sreesanth,,,KTK,Kochi Tuskers Kerala,9,,9,,0,,206,94,,,29.42,27.28,27.28,,,6.47,32,,,,0,0,,,,,7,,,,3/29,3/29,2,,0,0,,0
Brad Hodge,,,KTK,Kochi Tuskers Kerala,14,,4,,449,,77,28,,,11.00,9.42,9.42,,,7.00,11,,,,26,9,,,,,7,,,,4/13,4/13,0,,1,0,,0
Jaydev Unadkat,,,KKR,Kolkata Knight Riders,7,,6,,180,,150,40,,,25.00,18.00,18.00,,,8.33,18,,,,0,0,,,,,6,,,,5/25,5/25,0,,0,0,,0
Suraj Randiv,,,CSK,Chennai Super Kings,8,,8,,0,,223,60,,,37.16,29.00,29.00,,,7.68,29,,,,0,0,,,,,6,,,,2/24,2/24,0,,0,0,,0
Shaun Tait,,,RR,Rajasthan Royals,4,,4,,0,,127,42,,,21.16,14.83,14.83,,,8.56,15,,,,1,0,,,,,6,,,,3/13,3/13,1,,0,0,,0
Shane Watson,,,RR,Rajasthan Royals,11,,10,,104,,241,78,,,40.16,36.00,36.00,,,6.69,36,,,,31,17,,,,,6,,,,4/29,4/29,0,,0,0,,0
Dwayne Bravo,,,CSK,Chennai Super Kings,6,,6,,93,,157,40,,,26.16,20.00,20.00,,,7.85,20,,,,1,1,,,,,6,,,,4/22,4/22,0,,0,0,,0
Raiphi Gomez,,,KTK,Kochi Tuskers Kerala,11,,8,,0,,124,33,,,24.80,18.00,18.00,,,8.26,15,,,,4,1,,,,,5,,,,2/14,2/14,1,,0,0,,0
Ryan McLaren,,,PBKS,Punjab Kings,6,,6,,469,,178,30,,,35.60,21.60,21.60,,,9.88,18,,,,7,1,,,,,5,,,,2/28,2/28,0,,0,0,,0
Roelof van der Merwe,,,DC,Delhi Capitals,4,,4,,649,,92,36,,,18.40,17.80,17.80,,,6.20,15,,,,1,0,,,,,5,,,,3/20,3/20,0,,0,0,,0
Dhawal Kulkarni,,,MI,Mumbai Indians,6,,6,,178,,149,42,,,29.80,24.00,24.00,,,7.45,20,,,,0,0,,,,,5,,,,4/14,4/14,0,,0,0,,0
Syed Mohammad,,,RCB,Royal Challengers Bangalore,5,,5,,0,,127,29,,,25.40,18.00,18.00,,,8.46,15,,,,2,0,,,,,5,,,,2/15,2/15,0,,0,0,,0
Brett Lee,,,KKR,Kolkata Knight Riders,12,,12,,300,,338,108,,,67.60,54.40,54.40,,,7.45,45,,,,0,0,,,,,5,,,,3/15,3/15,1,,0,0,,0
Charl Langeveldt,,,RCB,Royal Challengers Bangalore,3,,3,,0,,84,27,,,16.80,13.20,13.20,,,7.63,11,,,,0,1,,,,,5,,,,3/15,3/15,0,,0,0,,0
Abhimanyu Mithun,,,RCB,Royal Challengers Bangalore,12,,12,,0,,321,67,,,64.20,40.80,40.80,,,9.44,34,,,,3,1,,,,,5,,,,2/37,2/37,0,,0,0,,0
Ashok Dinda,,,DC,Delhi Capitals,6,,5,,0,,152,41,,,30.40,20.40,20.40,,,8.94,17,,,,0,0,,,,,5,,,,4/18,4/18,0,,0,0,,0
Shrikant Wagh,,,PWI,Pune Warriors India,7,,7,,0,,121,43,,,30.25,24.00,24.00,,,7.56,16,,,,0,0,,,,,4,,,,3/16,3/16,0,,0,0,,0
Suresh Raina,,,CSK,Chennai Super Kings,16,,12,,106,,201,62,,,50.25,41.25,41.25,,,7.30,27,,,,36,17,,,,,4,,,,2/0,2/0,0,,0,0,,0
JP Duminy,,,DEC,Deccan Chargers,10,,8,,0,,143,44,,,35.75,27.00,27.00,,,7.94,18,,,,9,8,,,,,4,,,,4/17,4/17,0,,0,0,,0
Jesse Ryder,,,PWI,Pune Warriors India,13,,7,,0,,118,29,,,29.50,23.00,23.00,,,7.69,15,,,,37,11,,,,,4,,,,2/14,2/14,1,,0,0,,0
Manpreet Gony,,,DEC,Deccan Chargers,3,,3,,507,,85,17,,,21.25,13.50,13.50,,,9.44,9,,,,0,0,,,,,4,,,,3/31,3/31,0,,0,0,,0
Tim Southee,,,CSK,Chennai Super Kings,5,,5,,77,,166,43,,,41.50,28.50,28.50,,,8.73,19,,,,0,0,,,,,4,,,,3/24,3/24,0,,0,0,,0
P Parameswaran,,,KTK,Kochi Tuskers Kerala,5,,5,,0,,137,41,,,34.25,23.50,23.50,,,8.74,15,,,,0,0,,,,,4,,,,2/20,2/20,0,,0,0,,0
Bipul Sharma,,,PBKS,Punjab Kings,4,,4,,0,,78,27,,,19.50,18.00,18.00,,,6.50,12,,,,1,0,,,,,4,,,,2/13,2/13,0,,0,0,,0
Shahbaz Nadeem,,,DC,Delhi Capitals,5,,5,,221,,142,37,,,35.50,28.50,28.50,,,7.47,19,,,,0,0,,,,,4,,,,3/16,3/16,0,,0,0,,0
Harmeet Singh Bansal,,,DEC,Deccan Chargers,2,,2,,0,,53,17,,,17.66,14.00,14.00,,,7.57,7,,,,0,0,,,,,3,,,,3/24,3/24,0,,0,0,,0
Aavishkar Salvi,,,DC,Delhi Capitals,2,,2,,0,,66,17,,,22.00,16.00,16.00,,,8.25,8,,,,0,0,,,,,3,,,,2/40,2/40,0,,0,0,,0
Ryan Ninan,,,RCB,Royal Challengers Bangalore,2,,2,,0,,65,8,,,21.66,12.00,12.00,,,10.83,6,,,,0,0,,,,,3,,,,2/31,2/31,0,,0,0,,0
Ali Murtaza,,,MI,Mumbai Indians,5,,5,,0,,117,56,,,39.00,40.00,40.00,,,5.85,20,,,,0,0,,,,,3,,,,3/15,3/15,0,,0,0,,0
Bhuvneshwar Kumar,,,PWI,Pune Warriors India,4,,4,,15,,67,28,,,22.33,22.00,22.00,,,6.09,11,,,,0,0,,,,,3,,,,5/19,5/19,0,,0,0,,0
James Franklin,,,MI,Mumbai Indians,8,,6,,0,,99,14,,,33.00,20.33,20.33,,,9.73,10,,,,10,2,,,,,3,,,,2/18,2/18,0,,0,0,,0
Anand Rajan,,,DEC,Deccan Chargers,2,,2,,0,,50,15,,,16.66,10.00,10.00,,,10.00,5,,,,0,0,,,,,3,,,,3/27,3/27,0,,0,0,,0
Johan van der Wath,,,RCB,Royal Challengers Bangalore,3,,3,,475,,129,29,,,43.00,24.00,24.00,,,10.75,12,,,,1,1,,,,,3,,,,2/49,2/49,0,,0,0,,0
Varun Aaron,,,DC,Delhi Capitals,4,,3,,197,,82,31,,,41.00,36.00,36.00,,,6.83,12,,,,0,0,,,,,2,,,,3/16,3/16,0,,0,0,,0
Thisara Perera,,,KTK,Kochi Tuskers Kerala,4,,4,,279,,111,24,,,55.50,42.00,42.00,,,7.92,14,,,,4,0,,,,,2,,,,3/20,3/20,0,,0,0,,0
Umesh Yadav,,,DC,Delhi Capitals,7,,6,,21,,169,36,,,84.50,54.00,54.00,,,9.38,18,,,,0,0,,,,,2,,,,4/24,4/24,0,,0,0,,0
Ashok Menaria,,,RR,Rajasthan Royals,13,,9,,0,,121,30,,,60.50,45.00,45.00,,,8.06,15,,,,10,10,,,,,2,,,,2/20,2/20,0,,0,0,,0
Dirk Nannes,,,RCB,Royal Challengers Bangalore,2,,2,,0,,31,11,,,15.50,12.00,12.00,,,7.75,4,,,,0,0,,,,,2,,,,3/27,3/27,1,,0,0,,0
Virat Kohli,,,RCB,Royal Challengers Bangalore,16,,10,,2,,139,23,,,69.50,51.00,51.00,,,8.17,17,,,,55,16,,,,,2,,,,2/25,2/25,0,,0,0,,0
Muttiah Muralitharan,,,KTK,Kochi Tuskers Kerala,5,,5,,492,,141,46,,,70.50,57.00,57.00,,,7.42,19,,,,0,0,,,,,2,,,,3/11,3/11,0,,0,0,,0
Abhishek Nayar,,,PBKS,Punjab Kings,10,,6,,0,,95,15,,,47.50,30.50,30.50,,,9.34,10,,,,9,0,,,,,2,,,,3/13,3/13,0,,0,0,,0
Ramesh Powar,,,KTK,Kochi Tuskers Kerala,5,,5,,0,,112,22,,,56.00,36.00,36.00,,,9.33,12,,,,0,0,,,,,2,,,,2/11,2/11,0,,0,0,,0
Yogesh Nagar,,,DC,Delhi Capitals,11,,5,,0,,67,5,,,67.00,30.00,30.00,,,13.40,5,,,,6,6,,,,,1,,,,1/3,1/3,0,,0,0,,0
David Hussey,,,PBKS,Punjab Kings,8,,2,,0,,38,4,,,38.00,18.00,18.00,,,12.66,3,,,,3,3,,,,,1,,,,2/2,2/2,0,,0,0,,0
Shikhar Dhawan,,,DEC,Deccan Chargers,14,,2,,11,,11,5,,,11.00,12.00,12.00,,,5.50,2,,,,47,7,,,,,1,,,,1/7,1/7,0,,0,0,,0
Tillakaratne Dilshan,,,RCB,Royal Challengers Bangalore,10,,6,,484,,108,16,,,108.00,72.00,72.00,,,9.00,12,,,,33,3,,,,,1,,,,1/30,1/30,0,,0,0,,0
Andrew Symonds,,,MI,Mumbai Indians,11,,3,,0,,41,10,,,41.00,24.00,24.00,,,10.25,4,,,,9,3,,,,,1,,,,3/21,3/21,0,,0,0,,0
Murali Kartik,,,PWI,Pune Warriors India,6,,6,,0,,166,40,,,166.00,125.00,125.00,,,7.96,21,,,,1,0,,,,,1,,,,3/17,3/17,1,,0,0,,0
Nayan Doshi,,,RR,Rajasthan Royals,3,,3,,0,,62,10,,,62.00,32.00,32.00,,,11.62,5,,,,0,0,,,,,1,,,,1/15,1/15,0,,0,0,,0
Nuwan Kulasekara,,,CSK,Chennai Super Kings,1,,1,,0,,26,7,,,26.00,18.00,18.00,,,8.66,3,,,,0,0,,,,,1,,,,2/10,2/10,0,,0,0,,0
Jacob Oram,,,RR,Rajasthan Royals,2,,1,,0,,32,2,,,32.00,12.00,12.00,,,16.00,2,,,,0,0,,,,,1,,,,3/32,3/32,0,,0,0,,0
James Faulkner,,,PWI,Pune Warriors India,1,,1,,0,,9,7,,,9.00,12.00,12.00,,,4.50,2,,,,0,0,,,,,1,,,,5/16,5/16,1,,0,0,,0
