StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Virat Kohli,2,16,,,,10008,,,RCB,Royal Challengers Bangalore,10008,,,16,,973,640,,152.03,,,,,,,,,,83,38,83,38,12,4,81.08,7,4,,113,81.08,,
David Warner,214,17,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,17,,848,560,,151.42,,,,,,,,,,88,31,88,31,14,3,60.57,9,0,,93*,60.57,,
AB de Villiers,198,16,,,,10008,,,RCB,Royal Challengers Bangalore,10008,,,16,,687,407,,168.79,,,,,,,,,,57,37,57,37,13,3,52.84,6,1,,129*,52.84,,
Gautam Gambhir,0,15,,,,10008,,,KKR,Kolkata Knight Riders,10008,,,15,,501,411,,121.89,,,,,,,,,,54,6,54,6,13,2,38.53,5,0,,90*,38.53,,
Shikhar Dhawan,11,17,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,17,,501,429,,116.78,,,,,,,,,,51,8,51,8,13,4,38.53,4,0,,82*,38.53,,
Rohit Sharma,6,14,,,,10008,,,MI,Mumbai Indians,10008,,,14,,489,368,,132.88,,,,,,,,,,49,16,49,16,11,3,44.45,5,0,,85*,44.45,,
Ajinkya Rahane,44,14,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,14,,480,379,,126.64,,,,,,,,,,54,9,54,9,11,3,43.63,6,0,,74,43.63,,
Murali Vijay,53,14,,,,10008,,,PBKS,Punjab Kings,10008,,,14,,453,364,,124.45,,,,,,,,,,50,10,50,10,13,1,34.84,5,0,,89,34.84,,
Quinton de Kock,170,13,,,,10008,,,DC,Delhi Capitals,10008,,,13,,445,327,,136.08,,,,,,,,,,52,13,52,13,12,1,37.08,3,1,,108,37.08,,
Suresh Raina,106,15,,,,10008,,,GL,Gujarat Lions,10008,,,15,,399,312,,127.88,,,,,,,,,,39,10,39,10,14,1,28.50,3,0,,75,28.50,,
KL Rahul,19,14,,,,10008,,,RCB,Royal Challengers Bangalore,10008,,,12,,397,271,,146.49,,,,,,,,,,37,16,37,16,9,3,44.11,4,0,,68*,44.11,,
Robin Uthappa,153,15,,,,10008,,,KKR,Kolkata Knight Riders,10008,,,15,,394,289,,136.33,,,,,,,,,,45,8,45,8,15,0,26.26,3,0,,72,26.26,,
Aaron Finch,3,13,,,,10008,,,GL,Gujarat Lions,10008,,,12,,393,299,,131.43,,,,,,,,,,45,11,45,11,10,2,39.30,5,0,,74,39.30,,
Yusuf Pathan,226,15,,,,10008,,,KKR,Kolkata Knight Riders,10008,,,13,,361,248,,145.56,,,,,,,,,,33,13,33,13,5,8,72.20,3,0,,63*,72.20,,
Karun Nair,131,14,,,,10008,,,DC,Delhi Capitals,10008,,,12,,357,297,,120.20,,,,,,,,,,40,6,40,6,10,2,35.70,3,0,,83*,35.70,,
Brendon McCullum,0,16,,,,10008,,,GL,Gujarat Lions,10008,,,16,,354,262,,135.11,,,,,,,,,,38,16,38,16,16,0,22.12,1,0,,60,22.12,,
Dinesh Karthik,13,16,,,,10008,,,GL,Gujarat Lions,10008,,,15,,335,266,,125.93,,,,,,,,,,38,3,38,3,13,2,25.76,3,0,,53,25.76,,
Ambati Rayudu,60,13,,,,10008,,,MI,Mumbai Indians,10008,,,12,,334,278,,120.14,,,,,,,,,,28,12,28,12,11,1,30.36,2,0,,65,30.36,,
Dwayne Smith,0,12,,,,10008,,,GL,Gujarat Lions,10008,,,12,,324,221,,146.60,,,,,,,,,,35,16,35,16,11,1,29.45,3,0,,73,29.45,,
Sanju Samson,190,14,,,,10008,,,DC,Delhi Capitals,10008,,,14,,291,259,,112.35,,,,,,,,,,20,8,20,8,11,3,26.45,1,0,,60,26.45,,
MS Dhoni,57,14,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,12,,284,210,,135.23,,,,,,,,,,18,14,18,14,7,5,40.57,1,0,,64*,40.57,,
Steve Smith,0,8,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,7,,270,176,,153.40,,,,,,,,,,27,8,27,8,6,1,45.00,0,1,,101,45.00,,
Wriddhiman Saha,225,12,,,,10008,,,PBKS,Punjab Kings,10008,,,12,,270,212,,127.35,,,,,,,,,,29,1,29,1,11,1,24.54,2,0,,56,24.54,,
Jos Buttler,182,14,,,,10008,,,MI,Mumbai Indians,10008,,,14,,255,184,,138.58,,,,,,,,,,23,11,23,11,11,3,23.18,0,0,,41,23.18,,
Manish Pandey,16,12,,,,10008,,,KKR,Kolkata Knight Riders,10008,,,11,,248,183,,135.51,,,,,,,,,,17,9,17,9,8,3,31.00,2,0,,52,31.00,,
Krunal Pandya,17,12,,,,10008,,,MI,Mumbai Indians,10008,,,9,,237,124,,191.12,,,,,,,,,,22,13,22,13,6,3,39.50,1,0,,86,39.50,,
Yuvraj Singh,175,10,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,10,,236,179,,131.84,,,,,,,,,,22,13,22,13,9,1,26.22,0,0,,44,26.22,,
Chris Gayle,126,10,,,,10008,,,RCB,Royal Challengers Bangalore,10008,,,10,,227,150,,151.33,,,,,,,,,,17,21,17,21,10,0,22.70,2,0,,76,22.70,,
Kieron Pollard,166,13,,,,10008,,,MI,Mumbai Indians,10008,,,12,,207,144,,143.75,,,,,,,,,,11,16,11,16,8,4,25.87,1,0,,51*,25.87,,
Faf du Plessis,94,6,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,6,,206,162,,127.16,,,,,,,,,,17,9,17,9,6,0,34.33,2,0,,69,34.33,,
Rishabh Pant,18,10,,,,10008,,,DC,Delhi Capitals,10008,,,10,,198,152,,130.26,,,,,,,,,,19,6,19,6,8,2,24.75,1,0,,69,24.75,,
Chris Morris,112,12,,,,10008,,,DC,Delhi Capitals,10008,,,7,,195,109,,178.89,,,,,,,,,,15,12,15,12,3,4,65.00,1,0,,82*,65.00,,
JP Duminy,0,10,,,,10008,,,DC,Delhi Capitals,10008,,,8,,191,156,,122.43,,,,,,,,,,13,3,13,3,5,3,38.20,0,0,,49*,38.20,,
Ravindra Jadeja,46,15,,,,10008,,,GL,Gujarat Lions,10008,,,15,,191,178,,107.30,,,,,,,,,,14,4,14,4,9,6,21.22,0,0,,36*,21.22,,
Andre Russell,141,12,,,,10008,,,KKR,Kolkata Knight Riders,10008,,,8,,188,114,,164.91,,,,,,,,,,10,15,10,15,7,1,26.85,0,0,,39*,26.85,,
Suryakumar Yadav,174,15,,,,10008,,,KKR,Kolkata Knight Riders,10008,,,11,,182,143,,127.27,,,,,,,,,,18,5,18,5,7,4,26.00,1,0,,60,26.00,,
Moises Henriques,133,17,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,15,,182,158,,115.18,,,,,,,,,,15,6,15,6,12,3,15.16,0,0,,31*,15.16,,
Glenn Maxwell,28,11,,,,10008,,,PBKS,Punjab Kings,10008,,,11,,179,124,,144.35,,,,,,,,,,14,8,14,8,9,2,19.88,2,0,,68,19.88,,
Shane Watson,104,16,,,,10008,,,RCB,Royal Challengers Bangalore,10008,,,15,,179,134,,133.58,,,,,,,,,,14,12,14,12,13,2,13.76,0,0,,36,13.76,,
Parthiv Patel,48,10,,,,10008,,,MI,Mumbai Indians,10008,,,10,,177,152,,116.44,,,,,,,,,,23,4,23,4,10,0,17.70,1,0,,81,17.70,,
Saurabh Tiwary,540,10,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,7,,170,141,,120.56,,,,,,,,,,17,4,17,4,7,0,24.28,2,0,,57,24.28,,
Manan Vohra,185,7,,,,10008,,,PBKS,Punjab Kings,10008,,,7,,161,131,,122.90,,,,,,,,,,19,3,19,3,7,0,23.00,1,0,,51,23.00,,
David Miller,128,14,,,,10008,,,PBKS,Punjab Kings,10008,,,13,,161,131,,122.90,,,,,,,,,,11,4,11,4,10,3,16.10,0,0,,31,16.10,,
Shaun Marsh,41,6,,,,10008,,,PBKS,Punjab Kings,10008,,,6,,159,134,,118.65,,,,,,,,,,13,4,13,4,5,1,31.80,1,0,,56*,31.80,,
Hashim Amla,285,6,,,,10008,,,PBKS,Punjab Kings,10008,,,6,,157,119,,131.93,,,,,,,,,,20,4,20,4,6,0,26.16,1,0,,96,26.16,,
Thisara Perera,279,12,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,10,,150,93,,161.29,,,,,,,,,,7,11,7,11,7,3,21.42,0,0,,34,21.42,,
Marcus Stoinis,23,7,,,,10008,,,PBKS,Punjab Kings,10008,,,5,,146,108,,135.18,,,,,,,,,,13,4,13,4,4,1,36.50,1,0,,52,36.50,,
Deepak Hooda,215,17,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,15,,144,121,,119.00,,,,,,,,,,9,5,9,5,14,1,10.28,0,0,,34,10.28,,
Naman Ojha,0,17,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,13,,136,138,,98.55,,,,,,,,,,7,5,7,5,10,3,13.60,0,0,,37,13.60,,
Usman Khawaja,38,6,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,6,,127,100,,127.00,,,,,,,,,,14,3,14,3,6,0,21.16,0,0,,30,21.16,,
Kane Williamson,65,6,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,6,,124,122,,101.63,,,,,,,,,,14,0,14,0,6,0,20.66,1,0,,50,20.66,,
Eoin Morgan,308,7,,,,10008,,,SRH,Sunrisers Hyderabad,10008,,,6,,123,105,,117.14,,,,,,,,,,8,4,8,4,5,1,24.60,1,0,,51,24.60,,
Sachin Baby,599,11,,,,10008,,,RCB,Royal Challengers Bangalore,10008,,,6,,119,79,,150.63,,,,,,,,,,9,5,9,5,5,1,23.80,0,0,,33,23.80,,
Shakib Al Hasan,222,10,,,,10008,,,KKR,Kolkata Knight Riders,10008,,,7,,114,106,,107.54,,,,,,,,,,7,5,7,5,5,2,22.80,1,0,,66*,22.80,,
Gurkeerat Mann Singh,201,7,,,,10008,,,PBKS,Punjab Kings,10008,,,6,,113,86,,131.39,,,,,,,,,,11,3,11,3,5,1,22.60,1,0,,51,22.60,,
Axar Patel,110,14,,,,10008,,,PBKS,Punjab Kings,10008,,,10,,111,77,,144.15,,,,,,,,,,4,8,4,8,7,3,15.85,0,0,,36*,15.85,,
Nitish Rana,148,4,,,,10008,,,MI,Mumbai Indians,10008,,,3,,104,75,,138.66,,,,,,,,,,7,8,7,8,3,0,34.66,1,0,,70,34.66,,
Dwayne Bravo,93,15,,,,10008,,,GL,Gujarat Lions,10008,,,13,,99,82,,120.73,,,,,,,,,,11,1,11,1,8,5,12.37,0,0,,22*,12.37,,
Harbhajan Singh,95,14,,,,10008,,,MI,Mumbai Indians,10008,,,7,,92,84,,109.52,,,,,,,,,,11,2,11,2,3,4,30.66,0,0,,45*,30.66,,
Sam Billings,103,5,,,,10008,,,DC,Delhi Capitals,10008,,,4,,88,64,,137.50,,,,,,,,,,4,4,4,4,4,0,22.00,1,0,,54,22.00,,
George Bailey,0,6,,,,10008,,,RPS,Rising Pune Supergiant,10008,,,5,,84,98,,85.71,,,,,,,,,,9,2,9,2,4,1,21.00,0,0,,34,21.00,,
Carlos Brathwaite,143,8,,,,10008,,,DC,Delhi Capitals,10008,,,6,,83,38,,218.42,,,,,,,,,,6,8,6,8,6,0,13.83,0,0,,34,13.83,,
