StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Michael Hussey,0,17,,,,10005,,,CSK,Chennai Super Kings,10005,,,17,,733,566,,129.50,,,,,,,,,,81,17,81,17,14,3,52.35,6,0,,95,52.35,,
Chris Gayle,126,16,,,,10005,,,RCB,Royal Challengers Bangalore,10005,,,16,,708,453,,156.29,,,,,,,,,,57,51,57,51,12,4,59.00,4,1,,175*,59.00,,
Virat Kohli,2,16,,,,10005,,,RCB,Royal Challengers Bangalore,10005,,,16,,634,457,,138.73,,,,,,,,,,64,22,64,22,14,2,45.28,6,0,,99,45.28,,
Suresh Raina,106,18,,,,10005,,,CSK,Chennai Super Kings,10005,,,17,,548,365,,150.13,,,,,,,,,,50,18,50,18,13,4,42.15,4,1,,100*,42.15,,
Shane Watson,104,16,,,,10005,,,RR,Rajasthan Royals,10005,,,16,,543,380,,142.89,,,,,,,,,,59,22,59,22,14,2,38.78,2,1,,101,38.78,,
Rohit Sharma,6,19,,,,10005,,,MI,Mumbai Indians,10005,,,19,,538,409,,131.54,,,,,,,,,,35,28,35,28,14,5,38.42,4,0,,79*,38.42,,
Dinesh Karthik,13,19,,,,10005,,,MI,Mumbai Indians,10005,,,19,,510,411,,124.08,,,,,,,,,,54,14,54,14,18,1,28.33,2,0,,86,28.33,,
Ajinkya Rahane,44,18,,,,10005,,,RR,Rajasthan Royals,10005,,,18,,488,458,,106.55,,,,,,,,,,42,11,42,11,14,4,34.85,4,0,,68*,34.85,,
Rahul Dravid,0,18,,,,10005,,,RR,Rajasthan Royals,10005,,,17,,471,425,,110.82,,,,,,,,,,64,5,64,5,16,1,29.43,4,0,,65,29.43,,
MS Dhoni,57,18,,,,10005,,,CSK,Chennai Super Kings,10005,,,16,,461,283,,162.89,,,,,,,,,,32,25,32,25,11,5,41.90,4,0,,67*,41.90,,
Aaron Finch,3,14,,,,10005,,,PWI,Pune Warriors India,10005,,,14,,456,336,,135.71,,,,,,,,,,54,16,54,16,14,0,32.57,4,0,,67,32.57,,
Robin Uthappa,153,16,,,,10005,,,PWI,Pune Warriors India,10005,,,16,,434,371,,116.98,,,,,,,,,,42,12,42,12,16,0,27.12,2,0,,75,27.12,,
Kieron Pollard,166,18,,,,10005,,,MI,Mumbai Indians,10005,,,18,,420,281,,149.46,,,,,,,,,,27,29,27,29,10,8,42.00,3,0,,66*,42.00,,
David Miller,128,12,,,,10005,,,PBKS,Punjab Kings,10005,,,12,,418,254,,164.56,,,,,,,,,,28,24,28,24,7,5,59.71,3,1,,101*,59.71,,
Dwayne Smith,0,13,,,,10005,,,MI,Mumbai Indians,10005,,,13,,418,341,,122.58,,,,,,,,,,40,19,40,19,13,0,32.15,4,0,,68,32.15,,
David Warner,214,16,,,,10005,,,DC,Delhi Capitals,10005,,,16,,410,323,,126.93,,,,,,,,,,41,14,41,14,13,3,31.53,4,0,,77,31.53,,
Gautam Gambhir,0,16,,,,10005,,,KKR,Kolkata Knight Riders,10005,,,16,,406,343,,118.36,,,,,,,,,,51,5,51,5,16,0,25.37,4,0,,60,25.37,,
AB de Villiers,198,14,,,,10005,,,RCB,Royal Challengers Bangalore,10005,,,14,,360,219,,164.38,,,,,,,,,,34,15,34,15,10,4,36.00,2,0,,64,36.00,,
Yusuf Pathan,226,16,,,,10005,,,KKR,Kolkata Knight Riders,10005,,,16,,332,240,,138.33,,,,,,,,,,30,14,30,14,11,5,30.18,1,0,,72,30.18,,
Mahela Jayawardena,0,15,,,,10005,,,DC,Delhi Capitals,10005,,,15,,331,313,,105.75,,,,,,,,,,39,6,39,6,15,0,22.06,2,0,,66,22.06,,
Murali Vijay,53,15,,,,10005,,,CSK,Chennai Super Kings,10005,,,15,,312,286,,109.09,,,,,,,,,,27,8,27,8,14,1,22.28,2,0,,55,22.28,,
Shikhar Dhawan,11,10,,,,10005,,,SRH,Sunrisers Hyderabad,10005,,,10,,311,253,,122.92,,,,,,,,,,37,5,37,5,8,2,38.87,3,0,,73*,38.87,,
