StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Karun Nair,131,13,,,,10010,,,PBKS,Punjab Kings,10010,,,12,,301,221,,136.19,,,,,,,,,,23,13,23,13,12,0,25.08,2,0,,54,25.08,,
Rohit Sharma,6,14,,,,10010,,,MI,Mumbai Indians,10010,,,14,,286,215,,133.02,,,,,,,,,,25,12,25,12,12,2,23.83,2,0,,94,23.83,,
Manish Pandey,16,15,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,13,,284,246,,115.44,,,,,,,,,,22,5,22,5,11,2,25.81,3,0,,62*,25.81,,
Ishan Kishan,164,14,,,,10010,,,MI,Mumbai Indians,10010,,,12,,275,184,,149.45,,,,,,,,,,22,17,22,17,12,0,22.91,2,0,,62,22.91,,
Hardik Pandya,54,13,,,,10010,,,MI,Mumbai Indians,10010,,,13,,260,195,,133.33,,,,,,,,,,20,11,20,11,9,4,28.88,1,0,,50,28.88,,
Yusuf Pathan,226,15,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,13,,260,200,,130.00,,,,,,,,,,22,11,22,11,9,4,28.88,0,0,,45*,28.88,,
Mandeep Singh,132,14,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,13,,252,186,,135.48,,,,,,,,,,16,11,16,11,10,3,25.20,0,0,,47*,25.20,,
Prithvi Shaw,51,9,,,,10010,,,DC,Delhi Capitals,10010,,,9,,245,160,,153.12,,,,,,,,,,27,10,27,10,9,0,27.22,2,0,,65,27.22,,
Shakib Al Hasan,222,17,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,13,,239,197,,121.31,,,,,,,,,,26,5,26,5,11,2,21.72,0,0,,35,21.72,,
Krunal Pandya,17,14,,,,10010,,,MI,Mumbai Indians,10010,,,13,,228,157,,145.22,,,,,,,,,,22,10,22,10,10,3,22.80,0,0,,41*,22.80,,
Rahul Tripathi,188,12,,,,10010,,,RR,Rajasthan Royals,10010,,,12,,226,167,,135.32,,,,,,,,,,18,8,18,8,9,3,25.11,1,0,,80*,25.11,,
Vijay Shankar,61,13,,,,10010,,,DC,Delhi Capitals,10010,,,11,,212,148,,143.24,,,,,,,,,,11,11,11,11,4,7,53.00,1,0,,54*,53.00,,
Shubman Gill,62,13,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,11,,203,139,,146.04,,,,,,,,,,22,5,22,5,6,5,33.83,1,0,,57*,33.83,,
Quinton de Kock,170,8,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,8,,201,162,,124.07,,,,,,,,,,20,8,20,8,8,0,25.12,1,0,,53,25.12,,
Ben Stokes,177,13,,,,10010,,,RR,Rajasthan Royals,10010,,,13,,196,161,,121.73,,,,,,,,,,13,6,13,6,12,1,16.33,0,0,,45,16.33,,
Glenn Maxwell,28,12,,,,10010,,,DC,Delhi Capitals,10010,,,12,,169,120,,140.83,,,,,,,,,,14,9,14,9,12,0,14.08,0,0,,47,14.08,,
Faf du Plessis,94,6,,,,10010,,,CSK,Chennai Super Kings,10010,,,6,,162,129,,125.58,,,,,,,,,,17,6,17,6,5,1,32.40,1,0,,67*,32.40,,
Parthiv Patel,48,6,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,6,,153,109,,140.36,,,,,,,,,,20,4,20,4,5,1,30.60,1,0,,53,30.60,,
Alex Hales,0,6,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,6,,148,118,,125.42,,,,,,,,,,13,6,13,6,6,0,24.66,0,0,,45,24.66,,
Dwayne Bravo,93,16,,,,10010,,,CSK,Chennai Super Kings,10010,,,10,,141,91,,154.94,,,,,,,,,,8,10,8,10,4,6,35.25,1,0,,68,35.25,,
Aaron Finch,3,10,,,,10010,,,PBKS,Punjab Kings,10010,,,9,,134,100,,134.00,,,,,,,,,,6,8,6,8,8,1,16.75,0,0,,46,16.75,,
Kieron Pollard,166,9,,,,10010,,,MI,Mumbai Indians,10010,,,8,,133,100,,133.00,,,,,,,,,,10,7,10,7,7,1,19.00,1,0,,50,19.00,,
Colin de Grandhomme,68,9,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,8,,131,84,,155.95,,,,,,,,,,4,10,4,10,5,3,26.20,0,0,,40,26.20,,
Brendon McCullum,0,6,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,6,,127,88,,144.31,,,,,,,,,,16,6,16,6,6,0,21.16,0,0,,43,21.16,,
Krishnappa Gowtham,179,15,,,,10010,,,RR,Rajasthan Royals,10010,,,13,,126,64,,196.87,,,,,,,,,,9,9,9,9,9,4,14.00,0,0,,33*,14.00,,
Wriddhiman Saha,225,11,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,10,,122,102,,119.60,,,,,,,,,,17,1,17,1,8,2,15.25,0,0,,35,15.25,,
Jason Roy,313,5,,,,10010,,,DC,Delhi Capitals,10010,,,5,,120,94,,127.65,,,,,,,,,,9,7,9,7,4,1,30.00,1,0,,91*,30.00,,
Mayank Agarwal,55,11,,,,10010,,,PBKS,Punjab Kings,10010,,,11,,120,94,,127.65,,,,,,,,,,9,5,9,5,10,1,12.00,0,0,,30,12.00,,
D'Arcy Short,0,7,,,,10010,,,RR,Rajasthan Royals,10010,,,7,,115,99,,116.16,,,,,,,,,,11,5,11,5,7,0,16.42,0,0,,44,16.42,,
Sam Billings,103,10,,,,10010,,,CSK,Chennai Super Kings,10010,,,8,,108,78,,138.46,,,,,,,,,,8,5,8,5,8,0,13.50,1,0,,56,13.50,,
Ravichandran Ashwin,45,14,,,,10010,,,PBKS,Punjab Kings,10010,,,9,,102,71,,143.66,,,,,,,,,,7,5,7,5,8,1,12.75,0,0,,45,12.75,,
Marcus Stoinis,23,7,,,,10010,,,PBKS,Punjab Kings,10010,,,7,,99,76,,130.26,,,,,,,,,,6,4,6,4,4,3,24.75,0,0,,29*,24.75,,
Ben Cutting,162,9,,,,10010,,,MI,Mumbai Indians,10010,,,6,,96,58,,165.51,,,,,,,,,,5,8,5,8,4,2,24.00,0,0,,37,24.00,,
Ravindra Jadeja,46,16,,,,10010,,,CSK,Chennai Super Kings,10010,,,10,,89,74,,120.27,,,,,,,,,,3,4,3,4,5,5,17.80,0,0,,27*,17.80,,
Deepak Hooda,215,9,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,8,,87,81,,107.40,,,,,,,,,,2,3,2,3,4,4,21.75,0,0,,32*,21.75,,
Gautam Gambhir,0,6,,,,10010,,,DC,Delhi Capitals,10010,,,5,,85,88,,96.59,,,,,,,,,,8,1,8,1,5,0,17.00,1,0,,55,17.00,,
Axar Patel,110,9,,,,10010,,,PBKS,Punjab Kings,10010,,,8,,80,69,,115.94,,,,,,,,,,3,4,3,4,6,2,13.33,0,0,,19,13.33,,
Moeen Ali,206,5,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,4,,77,46,,167.39,,,,,,,,,,4,6,4,6,4,0,19.25,1,0,,65,19.25,,
Carlos Brathwaite,143,4,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,4,,75,48,,156.25,,,,,,,,,,1,8,1,8,3,1,25.00,0,0,,43*,25.00,,
David Miller,128,3,,,,10010,,,PBKS,Punjab Kings,10010,,,3,,74,64,,115.62,,,,,,,,,,3,2,3,2,2,1,37.00,0,0,,26,37.00,,
Washington Sundar,20,7,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,6,,65,38,,171.05,,,,,,,,,,5,4,5,4,3,3,21.66,0,0,,35,21.66,,
Yuvraj Singh,175,8,,,,10010,,,PBKS,Punjab Kings,10010,,,6,,65,73,,89.04,,,,,,,,,,6,2,6,2,6,0,10.83,0,0,,20,10.83,,
Abhishek Sharma,212,3,,,,10010,,,DC,Delhi Capitals,10010,,,3,,63,33,,190.90,,,,,,,,,,3,5,3,5,1,2,63.00,0,0,,46*,63.00,,
Colin Munro,73,5,,,,10010,,,DC,Delhi Capitals,10010,,,5,,63,41,,153.65,,,,,,,,,,7,4,7,4,5,0,12.60,0,0,,33,12.60,,
Harshal Patel,114,5,,,,10010,,,DC,Delhi Capitals,10010,,,2,,60,33,,181.81,,,,,,,,,,1,6,1,6,1,1,60.00,0,0,,36*,60.00,,
Rashid Khan,218,17,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,7,,59,31,,190.32,,,,,,,,,,3,6,3,6,5,2,11.80,0,0,,34*,11.80,,
Heinrich Klaasen,202,4,,,,10010,,,RR,Rajasthan Royals,10010,,,4,,57,47,,121.27,,,,,,,,,,5,1,5,1,3,1,19.00,0,0,,32,19.00,,
Manan Vohra,185,4,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,4,,55,47,,117.02,,,,,,,,,,2,4,2,4,4,0,13.75,0,0,,45,13.75,,
Shreevats Goswami,223,6,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,3,,52,40,,130.00,,,,,,,,,,6,1,6,1,3,0,17.33,0,0,,35,17.33,,
Tim Southee,77,8,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,4,,52,46,,113.04,,,,,,,,,,5,1,5,1,2,2,26.00,0,0,,36*,26.00,,
Sarfaraz Khan,139,7,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,6,,51,41,,124.39,,,,,,,,,,7,1,7,1,5,1,10.20,0,0,,22*,10.20,,
Rahul Tewatia,120,8,,,,10010,,,DC,Delhi Capitals,10010,,,5,,50,43,,116.27,,,,,,,,,,5,1,5,1,3,2,16.66,0,0,,24,16.66,,
Shreyas Gopal,192,11,,,,10010,,,RR,Rajasthan Royals,10010,,,4,,50,45,,111.11,,,,,,,,,,5,0,5,0,3,1,16.66,0,0,,24,16.66,,
Deepak Chahar,91,12,,,,10010,,,CSK,Chennai Super Kings,10010,,,4,,50,29,,172.41,,,,,,,,,,1,4,1,4,3,1,16.66,0,0,,39,16.66,,
Jaydev Unadkat,180,15,,,,10010,,,RR,Rajasthan Royals,10010,,,7,,49,38,,128.94,,,,,,,,,,6,1,6,1,4,3,12.25,0,0,,26,12.25,,
Manoj Tiwary,0,5,,,,10010,,,PBKS,Punjab Kings,10010,,,4,,47,44,,106.81,,,,,,,,,,4,1,4,1,3,1,15.66,0,0,,35,15.66,,
Chris Morris,112,4,,,,10010,,,DC,Delhi Capitals,10010,,,4,,46,26,,176.92,,,,,,,,,,3,2,3,2,1,3,46.00,0,0,,27*,46.00,,
Stuart Binny,195,7,,,,10010,,,RR,Rajasthan Royals,10010,,,5,,44,39,,112.82,,,,,,,,,,2,2,2,2,5,0,8.80,0,0,,22,8.80,,
JP Duminy,0,6,,,,10010,,,MI,Mumbai Indians,10010,,,4,,36,40,,90.00,,,,,,,,,,3,1,3,1,1,3,36.00,0,0,,23,36.00,,
Andrew Tye,30,14,,,,10010,,,PBKS,Punjab Kings,10010,,,8,,32,38,,84.21,,,,,,,,,,2,1,2,1,6,2,5.33,0,0,,14,5.33,,
Rinku Singh,152,4,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,4,,29,31,,93.54,,,,,,,,,,4,0,4,0,4,0,7.25,0,0,,16,7.25,,
Harbhajan Singh,95,13,,,,10010,,,CSK,Chennai Super Kings,10010,,,3,,29,36,,80.55,,,,,,,,,,3,1,3,1,3,0,9.66,0,0,,19,9.66,,
Piyush Chawla,149,15,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,7,,27,34,,79.41,,,,,,,,,,1,1,1,1,4,3,6.75,0,0,,12,6.75,,
Dan Christian,0,4,,,,10010,,,DC,Delhi Capitals,10010,,,3,,26,33,,78.78,,,,,,,,,,0,1,0,1,2,1,13.00,0,0,,13,13.00,,
Mohammed Siraj,63,11,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,4,,25,22,,113.63,,,,,,,,,,2,1,2,1,2,2,12.50,0,0,,14,12.50,,
Kedar Jadhav,58,1,,,,10010,,,CSK,Chennai Super Kings,10010,,,1,,24,22,,109.09,,,,,,,,,,1,2,1,2,0,1,0.00,0,0,,24*,0.00,,
Tom Curran,309,5,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,4,,23,28,,82.14,,,,,,,,,,3,0,3,0,3,1,7.66,0,0,,18,7.66,,
Mayank Markande,87,14,,,,10010,,,MI,Mumbai Indians,10010,,,6,,21,24,,87.50,,,,,,,,,,2,0,2,0,2,4,10.50,0,0,,7*,10.50,,
Mahipal Lomror,184,2,,,,10010,,,RR,Rajasthan Royals,10010,,,2,,20,21,,95.23,,,,,,,,,,1,0,1,0,1,1,20.00,0,0,,11,20.00,,
Mohammad Nabi,217,2,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,2,,18,12,,150.00,,,,,,,,,,3,0,3,0,2,0,9.00,0,0,,14,9.00,,
Corey Anderson,0,3,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,3,,17,22,,77.27,,,,,,,,,,0,1,0,1,3,0,5.66,0,0,,15,5.66,,
Chris Woakes,314,5,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,4,,17,19,,89.47,,,,,,,,,,1,1,1,1,2,2,8.50,0,0,,11,8.50,,
Mitchell Johnson,0,6,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,2,,16,11,,145.45,,,,,,,,,,2,0,2,0,0,2,0.00,0,0,,12*,0.00,,
Jofra Archer,181,10,,,,10010,,,RR,Rajasthan Royals,10010,,,8,,15,21,,71.42,,,,,,,,,,2,0,2,0,5,3,3.00,0,0,,8,3.00,,
Shardul Thakur,105,13,,,,10010,,,CSK,Chennai Super Kings,10010,,,1,,15,5,,300.00,,,,,,,,,,3,0,3,0,0,1,0.00,0,0,,15*,0.00,,
Shivam Mavi,154,9,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,4,,13,15,,86.66,,,,,,,,,,1,0,1,0,3,1,4.33,0,0,,7,4.33,,
Bhuvneshwar Kumar,15,12,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,4,,13,16,,81.25,,,,,,,,,,1,0,1,0,2,2,6.50,0,0,,7,6.50,,
Murali Vijay,53,1,,,,10010,,,CSK,Chennai Super Kings,10010,,,1,,12,10,,120.00,,,,,,,,,,0,1,0,1,1,0,12.00,0,0,,12,12.00,,
Kuldeep Yadav,14,16,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,3,,12,24,,50.00,,,,,,,,,,1,0,1,0,1,2,12.00,0,0,,7*,12.00,,
Ankit Rajpoot,124,8,,,,10010,,,PBKS,Punjab Kings,10010,,,3,,11,18,,61.11,,,,,,,,,,1,0,1,0,3,0,3.66,0,0,,8,3.66,,
Mitchell McClenaghan,0,11,,,,10010,,,MI,Mumbai Indians,10010,,,5,,11,10,,110.00,,,,,,,,,,1,1,1,1,2,3,5.50,0,0,,11*,5.50,,
Mohit Sharma,100,9,,,,10010,,,PBKS,Punjab Kings,10010,,,4,,10,13,,76.92,,,,,,,,,,1,0,1,0,1,3,10.00,0,0,,4*,10.00,,
Mujeeb Ur Rahman,134,11,,,,10010,,,PBKS,Punjab Kings,10010,,,2,,10,7,,142.85,,,,,,,,,,2,0,2,0,1,1,10.00,0,0,,10*,10.00,,
Jasprit Bumrah,9,14,,,,10010,,,MI,Mumbai Indians,10010,,,3,,10,11,,90.90,,,,,,,,,,1,0,1,0,1,2,10.00,0,0,,6*,10.00,,
Akshdeep Nath,199,1,,,,10010,,,PBKS,Punjab Kings,10010,,,1,,9,13,,69.23,,,,,,,,,,1,0,1,0,1,0,9.00,0,0,,9,9.00,,
Dhruv Shorey,92,1,,,,10010,,,CSK,Chennai Super Kings,10010,,,1,,8,9,,88.88,,,,,,,,,,0,1,0,1,1,0,8.00,0,0,,8,8.00,,
Prashant Chopra,187,1,,,,10010,,,RR,Rajasthan Royals,10010,,,1,,8,6,,133.33,,,,,,,,,,2,0,2,0,1,0,8.00,0,0,,8,8.00,,
Javon Searles,0,4,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,2,,8,6,,133.33,,,,,,,,,,0,1,0,1,1,1,8.00,0,0,,6*,8.00,,
Mohammad Shami,47,4,,,,10010,,,DC,Delhi Capitals,10010,,,1,,7,6,,116.66,,,,,,,,,,1,0,1,0,1,0,7.00,0,0,,7,7.00,,
Vinay Kumar,0,2,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,1,,6,3,,200.00,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,6*,0.00,,
Shahbaz Nadeem,221,6,,,,10010,,,DC,Delhi Capitals,10010,,,1,,6,8,,75.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,6*,0.00,,
Dhawal Kulkarni,178,8,,,,10010,,,RR,Rajasthan Royals,10010,,,2,,6,7,,85.71,,,,,,,,,,0,0,0,0,1,1,6.00,0,0,,3*,6.00,,
Billy Stanlake,29,4,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,1,,5,2,,250.00,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,5*,0.00,,
Akila Dananjaya,609,1,,,,10010,,,MI,Mumbai Indians,10010,,,1,,4,5,,80.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,4*,0.00,,
Pawan Negi,208,2,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,2,,3,5,,60.00,,,,,,,,,,0,0,0,0,2,0,1.50,0,0,,3,1.50,,
Anureet Singh,0,3,,,,10010,,,RR,Rajasthan Royals,10010,,,1,,3,4,,75.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,3*,0.00,,
Basil Thampi,213,4,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,2,,3,6,,50.00,,,,,,,,,,0,0,0,0,1,1,3.00,0,0,,3,3.00,,
Barinder Sran,161,6,,,,10010,,,PBKS,Punjab Kings,10010,,,4,,3,7,,42.85,,,,,,,,,,0,0,0,0,1,3,3.00,0,0,,2,3.00,,
Umesh Yadav,21,14,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,5,,3,11,,27.27,,,,,,,,,,0,0,0,0,4,1,0.75,0,0,,1*,0.75,,
Siddarth Kaul,64,17,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,4,,3,14,,21.42,,,,,,,,,,0,0,0,0,3,1,1.00,0,0,,2,1.00,,
Imran Tahir,96,6,,,,10010,,,CSK,Chennai Super Kings,10010,,,1,,2,2,,100.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,2*,0.00,,
Mark Wood,315,1,,,,10010,,,CSK,Chennai Super Kings,10010,,,1,,1,3,,33.33,,,,,,,,,,0,0,0,0,1,0,1.00,0,0,,1,1.00,,
Naman Ojha,0,1,,,,10010,,,DC,Delhi Capitals,10010,,,1,,1,4,,25.00,,,,,,,,,,0,0,0,0,1,0,1.00,0,0,,1,1.00,,
Murugan Ashwin,135,2,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,1,,1,2,,50.00,,,,,,,,,,0,0,0,0,1,0,1.00,0,0,,1,1.00,,
Ish Sodhi,76,6,,,,10010,,,RR,Rajasthan Royals,10010,,,1,,1,6,,16.66,,,,,,,,,,0,0,0,0,1,0,1.00,0,0,,1,1.00,,
Ben Laughlin,453,7,,,,10010,,,RR,Rajasthan Royals,10010,,,2,,1,4,,25.00,,,,,,,,,,0,0,0,0,1,1,1.00,0,0,,1*,1.00,,
Liam Plunkett,310,7,,,,10010,,,DC,Delhi Capitals,10010,,,2,,1,3,,33.33,,,,,,,,,,0,0,0,0,1,1,1.00,0,0,,1*,1.00,,
Mustafizur Rahman,258,7,,,,10010,,,MI,Mumbai Indians,10010,,,2,,1,3,,33.33,,,,,,,,,,0,0,0,0,1,1,1.00,0,0,,1,1.00,,
Prasidh Krishna,150,7,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,2,,1,5,,20.00,,,,,,,,,,0,0,0,0,0,2,0.00,0,0,,1*,0.00,,
Amit Mishra,107,10,,,,10010,,,DC,Delhi Capitals,10010,,,1,,1,2,,50.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,1*,0.00,,
Pradeep Sangwan,977,1,,,,10010,,,MI,Mumbai Indians,10010,,,1,,0,4,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Ricky Bhui,219,1,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,1,,0,5,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Sandeep Sharma,220,12,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,3,,0,4,,0.00,,,,,,,,,,0,0,0,0,2,1,0.00,0,0,,0*,0.00,,
Trent Boult,66,14,,,,10010,,,DC,Delhi Capitals,10010,,,1,,0,2,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Yuzvendra Chahal,10,14,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,1,,0,4,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
