StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Saurabh Tiwary,540,15,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,11,,191,170,,112.35,,,,,,,,,,9,8,9,8,8,3,23.87,0,0,,36*,23.87,,
Ravindra Jadeja,46,19,,,,10004,,,CSK,Chennai Super Kings,10004,,,14,,191,151,,126.49,,,,,,,,,,13,9,13,9,12,2,15.91,0,0,,48,15.91,,
Azhar Mahmood,0,11,,,,10004,,,PBKS,Punjab Kings,10004,,,10,,186,142,,130.98,,,,,,,,,,16,8,16,8,8,2,23.25,0,0,,36,23.25,,
Irfan Pathan,458,17,,,,10004,,,DC,Delhi Capitals,10004,,,12,,176,126,,139.68,,,,,,,,,,14,6,14,6,7,5,25.14,0,0,,42*,25.14,,
Adam Gilchrist,0,7,,,,10004,,,PBKS,Punjab Kings,10004,,,7,,172,143,,120.27,,,,,,,,,,21,4,21,4,5,2,34.40,1,0,,64*,34.40,,
Dwayne Smith,0,7,,,,10004,,,MI,Mumbai Indians,10004,,,6,,157,98,,160.20,,,,,,,,,,18,7,18,7,4,2,39.25,1,0,,87*,39.25,,
Yogesh Nagar,0,13,,,,10004,,,DC,Delhi Capitals,10004,,,8,,152,133,,114.28,,,,,,,,,,13,3,13,3,5,3,30.40,0,0,,43*,30.40,,
Dan Christian,0,7,,,,10004,,,DEC,Deccan Chargers,10004,,,7,,145,118,,122.88,,,,,,,,,,8,6,8,6,5,2,29.00,0,0,,39,29.00,,
Manish Pandey,16,10,,,,10004,,,PWI,Pune Warriors India,10004,,,9,,143,112,,127.67,,,,,,,,,,12,6,12,6,7,2,20.42,1,0,,80*,20.42,,
Nitin Saini,0,10,,,,10004,,,PBKS,Punjab Kings,10004,,,10,,140,141,,99.29,,,,,,,,,,16,0,16,0,10,0,14.00,1,0,,50,14.00,,
Venugopal Rao,0,10,,,,10004,,,DC,Delhi Capitals,10004,,,7,,132,126,,104.76,,,,,,,,,,8,5,8,5,6,1,22.00,0,0,,36,22.00,,
Angelo Mathews,275,9,,,,10004,,,PWI,Pune Warriors India,10004,,,8,,127,108,,117.59,,,,,,,,,,5,4,5,4,7,1,18.14,0,0,,35,18.14,,
Debabrata Das,0,15,,,,10004,,,KKR,Kolkata Knight Riders,10004,,,10,,126,93,,135.48,,,,,,,,,,9,6,9,6,3,7,42.00,0,0,,35*,42.00,,
Marlon Samuels,0,8,,,,10004,,,PWI,Pune Warriors India,10004,,,8,,124,123,,100.81,,,,,,,,,,7,5,7,5,7,1,17.71,0,0,,46,17.71,,
Mithun Manhas,0,10,,,,10004,,,PWI,Pune Warriors India,10004,,,7,,120,96,,125.00,,,,,,,,,,10,4,10,4,4,3,30.00,0,0,,42*,30.00,,
Daniel Harris,0,4,,,,10004,,,DEC,Deccan Chargers,10004,,,4,,111,101,,109.90,,,,,,,,,,11,5,11,5,4,0,27.75,0,0,,47,27.75,,
Harbhajan Singh,95,17,,,,10004,,,MI,Mumbai Indians,10004,,,11,,108,80,,135.00,,,,,,,,,,14,3,14,3,9,2,12.00,0,0,,33,12.00,,
Albie Morkel,481,16,,,,10004,,,CSK,Chennai Super Kings,10004,,,12,,107,68,,157.35,,,,,,,,,,5,6,5,6,7,5,15.28,0,0,,28,15.28,,
Piyush Chawla,149,16,,,,10004,,,PBKS,Punjab Kings,10004,,,12,,106,88,,120.45,,,,,,,,,,9,4,9,4,8,4,13.25,0,0,,21*,13.25,,
David Miller,128,6,,,,10004,,,PBKS,Punjab Kings,10004,,,6,,98,75,,130.66,,,,,,,,,,6,4,6,4,3,3,32.66,0,0,,34*,32.66,,
Michael Clarke,0,6,,,,10004,,,PWI,Pune Warriors India,10004,,,6,,98,93,,105.37,,,,,,,,,,12,0,12,0,6,0,16.33,0,0,,41,16.33,,
Shakib Al Hasan,222,8,,,,10004,,,KKR,Kolkata Knight Riders,10004,,,7,,91,74,,122.97,,,,,,,,,,6,3,6,3,6,1,15.16,0,0,,42,15.16,,
Stuart Binny,195,8,,,,10004,,,RR,Rajasthan Royals,10004,,,6,,90,67,,134.32,,,,,,,,,,9,3,9,3,4,2,22.50,0,0,,30,22.50,,
Anustup Majumdar,0,4,,,,10004,,,PWI,Pune Warriors India,10004,,,4,,87,76,,114.47,,,,,,,,,,7,2,7,2,4,0,21.75,0,0,,31,21.75,,
Gurkeerat Mann Singh,201,5,,,,10004,,,PBKS,Punjab Kings,10004,,,4,,86,52,,165.38,,,,,,,,,,12,2,12,2,3,1,28.66,0,0,,29*,28.66,,
Richard Levi,0,6,,,,10004,,,MI,Mumbai Indians,10004,,,6,,83,73,,113.69,,,,,,,,,,10,4,10,4,6,0,13.83,1,0,,50,13.83,,
Herschelle Gibbs,471,3,,,,10004,,,MI,Mumbai Indians,10004,,,3,,81,88,,92.04,,,,,,,,,,8,2,8,2,2,1,40.50,1,0,,66*,40.50,,
Laxmi Ratan Shukla,0,11,,,,10004,,,KKR,Kolkata Knight Riders,10004,,,8,,75,57,,131.57,,,,,,,,,,4,5,4,5,6,2,12.50,0,0,,26,12.50,,
Akshath Reddy,0,5,,,,10004,,,DEC,Deccan Chargers,10004,,,3,,73,59,,123.72,,,,,,,,,,6,2,6,2,3,0,24.33,0,0,,42,24.33,,
Bipul Sharma,0,5,,,,10004,,,PBKS,Punjab Kings,10004,,,4,,72,47,,153.19,,,,,,,,,,6,3,6,3,3,1,24.00,0,0,,35*,24.00,,
Shreevats Goswami,223,11,,,,10004,,,RR,Rajasthan Royals,10004,,,6,,69,67,,102.98,,,,,,,,,,4,1,4,1,5,1,13.80,0,0,,24,13.80,,
Vinay Kumar,0,15,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,7,,68,62,,109.67,,,,,,,,,,3,2,3,2,5,2,13.60,0,0,,25,13.60,,
Siddharth Chitnis,0,6,,,,10004,,,PBKS,Punjab Kings,10004,,,4,,66,62,,106.45,,,,,,,,,,7,1,7,1,3,1,22.00,0,0,,38,22.00,,
Johan Botha,0,11,,,,10004,,,RR,Rajasthan Royals,10004,,,7,,58,54,,107.40,,,,,,,,,,4,1,4,1,4,3,14.50,0,0,,14*,14.50,,
Aaron Finch,3,2,,,,10004,,,DC,Delhi Capitals,10004,,,2,,55,51,,107.84,,,,,,,,,,8,0,8,0,2,0,27.50,0,0,,30,27.50,,
Lasith Malinga,167,14,,,,10004,,,MI,Mumbai Indians,10004,,,6,,55,53,,103.77,,,,,,,,,,4,3,4,3,6,0,9.16,0,0,,17,9.16,,
Callum Ferguson,0,4,,,,10004,,,PWI,Pune Warriors India,10004,,,4,,50,63,,79.36,,,,,,,,,,3,0,3,0,4,0,12.50,0,0,,23,12.50,,
Andre Russell,141,4,,,,10004,,,DC,Delhi Capitals,10004,,,2,,47,26,,180.76,,,,,,,,,,3,3,3,3,2,0,23.50,0,0,,31,23.50,,
Andrew McDonald,0,4,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,3,,47,35,,134.28,,,,,,,,,,6,2,6,2,2,1,23.50,0,0,,30,23.50,,
Abhishek Nayar,0,4,,,,10004,,,PBKS,Punjab Kings,10004,,,4,,45,49,,91.83,,,,,,,,,,2,1,2,1,3,1,15.00,0,0,,24,15.00,,
Brett Lee,300,10,,,,10004,,,KKR,Kolkata Knight Riders,10004,,,3,,42,20,,210.00,,,,,,,,,,2,4,2,4,2,1,21.00,0,0,,25,21.00,,
Bhuvneshwar Kumar,15,11,,,,10004,,,PWI,Pune Warriors India,10004,,,9,,40,40,,100.00,,,,,,,,,,4,0,4,0,3,6,13.33,0,0,,11*,13.33,,
Kevon Cooper,0,6,,,,10004,,,RR,Rajasthan Royals,10004,,,4,,38,20,,190.00,,,,,,,,,,3,3,3,3,2,2,19.00,0,0,,14,19.00,,
Bharat Chipli,0,5,,,,10004,,,DEC,Deccan Chargers,10004,,,4,,37,35,,105.71,,,,,,,,,,3,2,3,2,3,1,12.33,0,0,,25*,12.33,,
Unmukt Chand,0,2,,,,10004,,,DC,Delhi Capitals,10004,,,2,,36,34,,105.88,,,,,,,,,,2,3,2,3,2,0,18.00,0,0,,18,18.00,,
Pawan Negi,208,8,,,,10004,,,DC,Delhi Capitals,10004,,,4,,36,29,,124.13,,,,,,,,,,4,1,4,1,2,2,18.00,0,0,,14,18.00,,
Ashish Reddy,0,9,,,,10004,,,DEC,Deccan Chargers,10004,,,6,,35,29,,120.68,,,,,,,,,,3,1,3,1,4,2,8.75,0,0,,10*,8.75,,
Praveen Kumar,0,16,,,,10004,,,PBKS,Punjab Kings,10004,,,7,,35,30,,116.66,,,,,,,,,,2,1,2,1,3,4,11.66,0,0,,10,11.66,,
Rajat Bhatia,0,17,,,,10004,,,KKR,Kolkata Knight Riders,10004,,,6,,35,28,,125.00,,,,,,,,,,4,0,4,0,3,3,11.66,0,0,,12,11.66,,
Robin Peterson,0,5,,,,10004,,,MI,Mumbai Indians,10004,,,5,,32,30,,106.66,,,,,,,,,,3,1,3,1,3,2,10.66,0,0,,16*,10.66,,
Daniel Vettori,0,9,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,6,,31,26,,119.23,,,,,,,,,,3,1,3,1,4,2,7.75,0,0,,20,7.75,,
Paul Valthaty,0,6,,,,10004,,,PBKS,Punjab Kings,10004,,,6,,30,51,,58.82,,,,,,,,,,4,0,4,0,6,0,5.00,0,0,,13,5.00,,
Murali Kartik,0,11,,,,10004,,,PWI,Pune Warriors India,10004,,,4,,26,21,,123.80,,,,,,,,,,1,1,1,1,0,4,0.00,0,0,,14*,0.00,,
Dishant Yagnik,0,5,,,,10004,,,RR,Rajasthan Royals,10004,,,3,,25,13,,192.30,,,,,,,,,,5,0,5,0,1,2,25.00,0,0,,10*,25.00,,
Abhishek Jhunjhunwala,0,5,,,,10004,,,DEC,Deccan Chargers,10004,,,3,,24,26,,92.30,,,,,,,,,,1,1,1,1,2,1,12.00,0,0,,19,12.00,,
Ryan ten Doeschate,665,3,,,,10004,,,KKR,Kolkata Knight Riders,10004,,,3,,21,21,,100.00,,,,,,,,,,1,1,1,1,2,1,10.50,0,0,,11,10.50,,
Alfonso Thomas,0,4,,,,10004,,,PWI,Pune Warriors India,10004,,,2,,19,15,,126.66,,,,,,,,,,1,1,1,1,2,0,9.50,0,0,,12,9.50,,
Srikkanth Anirudha,0,4,,,,10004,,,CSK,Chennai Super Kings,10004,,,2,,19,7,,271.42,,,,,,,,,,1,2,1,2,0,2,0.00,0,0,,18*,0.00,,
Wayne Parnell,829,6,,,,10004,,,PWI,Pune Warriors India,10004,,,5,,19,27,,70.37,,,,,,,,,,2,0,2,0,4,1,4.75,0,0,,11,4.75,,
Dale Steyn,230,12,,,,10004,,,DEC,Deccan Chargers,10004,,,6,,19,21,,90.47,,,,,,,,,,0,1,0,1,5,1,3.80,0,0,,7,3.80,,
Ryan Harris,0,5,,,,10004,,,PBKS,Punjab Kings,10004,,,2,,18,11,,163.63,,,,,,,,,,1,1,1,1,1,1,18.00,0,0,,15*,18.00,,
Ankit Sharma,0,9,,,,10004,,,DEC,Deccan Chargers,10004,,,4,,18,13,,138.46,,,,,,,,,,0,2,0,2,3,1,6.00,0,0,,15,6.00,,
Ravichandran Ashwin,45,19,,,,10004,,,CSK,Chennai Super Kings,10004,,,5,,18,15,,120.00,,,,,,,,,,2,0,2,0,3,2,6.00,0,0,,8,6.00,,
Cheteshwar Pujara,49,3,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,3,,17,22,,77.27,,,,,,,,,,1,1,1,1,3,0,5.66,0,0,,11,5.66,,
Amit Mishra,107,14,,,,10004,,,DEC,Deccan Chargers,10004,,,5,,16,20,,80.00,,,,,,,,,,1,0,1,0,3,2,5.33,0,0,,8*,5.33,,
Tirumalasetti Suman,0,2,,,,10004,,,MI,Mumbai Indians,10004,,,2,,15,19,,78.94,,,,,,,,,,1,1,1,1,2,0,7.50,0,0,,10,7.50,,
Ishank Jaggi,0,3,,,,10004,,,DEC,Deccan Chargers,10004,,,3,,15,21,,71.42,,,,,,,,,,0,0,0,0,2,1,7.50,0,0,,10*,7.50,,
Paras Dogra,0,3,,,,10004,,,PBKS,Punjab Kings,10004,,,3,,15,24,,62.50,,,,,,,,,,0,0,0,0,2,1,7.50,0,0,,6,7.50,,
Harmeet Singh Bansal,0,7,,,,10004,,,PBKS,Punjab Kings,10004,,,2,,15,7,,214.28,,,,,,,,,,3,0,3,0,1,1,15.00,0,0,,14,15.00,,
Brad Hogg,0,9,,,,10004,,,RR,Rajasthan Royals,10004,,,3,,15,16,,93.75,,,,,,,,,,1,0,1,0,2,1,7.50,0,0,,13,7.50,,
Harshal Patel,114,12,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,3,,15,15,,100.00,,,,,,,,,,1,0,1,0,2,1,7.50,0,0,,10,7.50,,
Mohammad Kaif,465,1,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,1,,14,16,,87.50,,,,,,,,,,1,0,1,0,1,0,14.00,0,0,,14,14.00,,
Sreenath Aravind,0,1,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,1,,14,8,,175.00,,,,,,,,,,3,0,3,0,0,1,0.00,0,0,,14*,0.00,,
James Faulkner,0,2,,,,10004,,,PBKS,Punjab Kings,10004,,,2,,14,13,,107.69,,,,,,,,,,0,0,0,0,1,1,14.00,0,0,,11*,14.00,,
Dimitri Mascarenhas,0,4,,,,10004,,,PBKS,Punjab Kings,10004,,,3,,14,16,,87.50,,,,,,,,,,1,0,1,0,3,0,4.66,0,0,,9,4.66,,
Doug Bracewell,67,1,,,,10004,,,DC,Delhi Capitals,10004,,,1,,12,9,,133.33,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,12*,0.00,,
Zaheer Khan,462,16,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,5,,12,17,,70.58,,,,,,,,,,1,0,1,0,2,3,6.00,0,0,,11*,6.00,,
Krishnakant Upadhyay,0,1,,,,10004,,,PWI,Pune Warriors India,10004,,,1,,11,8,,137.50,,,,,,,,,,0,1,0,1,0,1,0.00,0,0,,11*,0.00,,
Ankeet Chavan,0,8,,,,10004,,,RR,Rajasthan Royals,10004,,,2,,11,8,,137.50,,,,,,,,,,2,0,2,0,1,1,11.00,0,0,,7*,11.00,,
Ashish Nehra,0,13,,,,10004,,,PWI,Pune Warriors India,10004,,,2,,11,12,,91.66,,,,,,,,,,1,0,1,0,0,2,0.00,0,0,,9*,0.00,,
Dhawal Kulkarni,178,2,,,,10004,,,MI,Mumbai Indians,10004,,,1,,10,5,,200.00,,,,,,,,,,2,0,2,0,0,1,0.00,0,0,,10*,0.00,,
Sunil Narine,156,15,,,,10004,,,KKR,Kolkata Knight Riders,10004,,,2,,9,7,,128.57,,,,,,,,,,2,0,2,0,1,1,9.00,0,0,,9*,9.00,,
Clint McKay,448,2,,,,10004,,,MI,Mumbai Indians,10004,,,1,,8,15,,53.33,,,,,,,,,,0,0,0,0,1,0,8.00,0,0,,8,8.00,,
Juan Theron,0,2,,,,10004,,,DEC,Deccan Chargers,10004,,,1,,7,6,,116.66,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,7*,0.00,,
Shadab Jakati,0,15,,,,10004,,,CSK,Chennai Super Kings,10004,,,2,,7,12,,58.33,,,,,,,,,,0,0,0,0,0,2,0.00,0,0,,6*,0.00,,
Chris Lynn,27,1,,,,10004,,,DEC,Deccan Chargers,10004,,,1,,6,9,,66.66,,,,,,,,,,1,0,1,0,1,0,6.00,0,0,,6,6.00,,
Harpreet Singh,0,1,,,,10004,,,PWI,Pune Warriors India,10004,,,1,,6,6,,100.00,,,,,,,,,,0,0,0,0,1,0,6.00,0,0,,6,6.00,,
Asad Pathan,0,2,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,2,,6,7,,85.71,,,,,,,,,,0,0,0,0,1,1,6.00,0,0,,4,6.00,,
Glenn Maxwell,28,2,,,,10004,,,DC,Delhi Capitals,10004,,,2,,6,11,,54.54,,,,,,,,,,0,0,0,0,1,1,6.00,0,0,,3*,6.00,,
Wriddhiman Saha,225,4,,,,10004,,,CSK,Chennai Super Kings,10004,,,1,,6,14,,42.85,,,,,,,,,,0,0,0,0,1,0,6.00,0,0,,6,6.00,,
Bhargav Bhatt,0,5,,,,10004,,,PBKS,Punjab Kings,10004,,,1,,6,2,,300.00,,,,,,,,,,0,1,0,1,0,1,0.00,0,0,,6*,0.00,,
Muttiah Muralitharan,492,10,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,2,,6,9,,66.66,,,,,,,,,,0,0,0,0,2,0,3.00,0,0,,6,3.00,,
RP Singh,0,11,,,,10004,,,MI,Mumbai Indians,10004,,,5,,6,12,,50.00,,,,,,,,,,0,0,0,0,2,3,3.00,0,0,,3,3.00,,
Nuwan Kulasekara,0,5,,,,10004,,,CSK,Chennai Super Kings,10004,,,1,,5,3,,166.66,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,5*,0.00,,
Pragyan Ojha,459,9,,,,10004,,,MI,Mumbai Indians,10004,,,3,,5,14,,35.71,,,,,,,,,,0,0,0,0,2,1,2.50,0,0,,4,2.50,,
Siddharth Trivedi,0,14,,,,10004,,,RR,Rajasthan Royals,10004,,,1,,5,6,,83.33,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,5*,0.00,,
Mohnish Mishra,0,1,,,,10004,,,PWI,Pune Warriors India,10004,,,1,,4,4,,100.00,,,,,,,,,,1,0,1,0,1,0,4.00,0,0,,4,4.00,,
Dwaraka Ravi Teja,0,2,,,,10004,,,DEC,Deccan Chargers,10004,,,2,,4,4,,100.00,,,,,,,,,,1,0,1,0,2,0,2.00,0,0,,4,2.00,,
Syed Mohammad,0,2,,,,10004,,,RCB,Royal Challengers Bangalore,10004,,,1,,4,1,,400.00,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,4*,0.00,,
Thisara Perera,279,2,,,,10004,,,MI,Mumbai Indians,10004,,,2,,4,9,,44.44,,,,,,,,,,0,0,0,0,1,1,4.00,0,0,,4*,4.00,,
Manpreet Gony,507,6,,,,10004,,,DEC,Deccan Chargers,10004,,,1,,4,8,,50.00,,,,,,,,,,0,0,0,0,1,0,4.00,0,0,,4,4.00,,
