StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Ruturaj Gaikwad,102,16,,,,10013,,,CSK,Chennai Super Kings,10013,,,16,,635,466,,136.26,,,,,,,,,,64,23,64,23,14,2,45.35,4,1,,101*,45.35,,
Faf du Plessis,94,16,,,,10013,,,CSK,Chennai Super Kings,10013,,,16,,633,458,,138.20,,,,,,,,,,60,23,60,23,14,2,45.21,6,0,,95*,45.21,,
KL Rahul,19,13,,,,10013,,,PBKS,Punjab Kings,10013,,,13,,626,451,,138.80,,,,,,,,,,48,30,48,30,10,3,62.60,6,0,,98*,62.60,,
Shikhar Dhawan,11,16,,,,10013,,,DC,Delhi Capitals,10013,,,16,,587,471,,124.62,,,,,,,,,,63,16,63,16,15,1,39.13,3,0,,92,39.13,,
Glenn Maxwell,28,15,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,14,,513,356,,144.10,,,,,,,,,,48,21,48,21,12,2,42.75,6,0,,78,42.75,,
Sanju Samson,190,14,,,,10013,,,RR,Rajasthan Royals,10013,,,14,,484,354,,136.72,,,,,,,,,,45,17,45,17,12,2,40.33,2,1,,119,40.33,,
Prithvi Shaw,51,15,,,,10013,,,DC,Delhi Capitals,10013,,,15,,479,301,,159.13,,,,,,,,,,56,18,56,18,15,0,31.93,4,0,,82,31.93,,
Shubman Gill,62,17,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,17,,478,402,,118.90,,,,,,,,,,50,12,50,12,17,0,28.11,3,0,,57,28.11,,
Mayank Agarwal,55,12,,,,10013,,,PBKS,Punjab Kings,10013,,,12,,441,314,,140.44,,,,,,,,,,42,18,42,18,11,1,40.09,4,0,,99*,40.09,,
Rishabh Pant,18,16,,,,10013,,,DC,Delhi Capitals,10013,,,16,,419,326,,128.52,,,,,,,,,,42,10,42,10,12,4,34.91,3,0,,58*,34.91,,
Devdutt Padikkal,200,14,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,14,,411,328,,125.30,,,,,,,,,,44,14,44,14,13,1,31.61,1,1,,101*,31.61,,
Virat Kohli,2,15,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,15,,405,339,,119.46,,,,,,,,,,43,9,43,9,14,1,28.92,3,0,,72*,28.92,,
Rahul Tripathi,188,17,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,16,,397,283,,140.28,,,,,,,,,,41,11,41,11,14,2,28.35,2,0,,74*,28.35,,
Nitish Rana,148,17,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,16,,383,314,,121.97,,,,,,,,,,34,17,34,17,13,3,29.46,2,0,,80,29.46,,
Rohit Sharma,6,13,,,,10013,,,MI,Mumbai Indians,10013,,,13,,381,299,,127.42,,,,,,,,,,33,14,33,14,13,0,29.30,1,0,,63,29.30,,
Venkatesh Iyer,584,10,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,10,,370,288,,128.47,,,,,,,,,,37,14,37,14,9,1,41.11,4,0,,67,41.11,,
Moeen Ali,206,15,,,,10013,,,CSK,Chennai Super Kings,10013,,,15,,357,260,,137.30,,,,,,,,,,31,19,31,19,14,1,25.50,1,0,,58,25.50,,
Suryakumar Yadav,174,14,,,,10013,,,MI,Mumbai Indians,10013,,,14,,317,221,,143.43,,,,,,,,,,40,10,40,10,14,0,22.64,2,0,,82,22.64,,
AB de Villiers,198,15,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,14,,313,211,,148.34,,,,,,,,,,23,16,23,16,10,4,31.30,2,0,,76*,31.30,,
Quinton de Kock,170,11,,,,10013,,,MI,Mumbai Indians,10013,,,11,,297,256,,116.01,,,,,,,,,,29,7,29,7,10,1,29.70,2,0,,70*,29.70,,
Manish Pandey,16,8,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,8,,292,236,,123.72,,,,,,,,,,21,10,21,10,6,2,48.66,3,0,,69*,48.66,,
Kane Williamson,65,10,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,10,,266,235,,113.19,,,,,,,,,,29,2,29,2,6,4,44.33,2,0,,66*,44.33,,
Ambati Rayudu,60,16,,,,10013,,,CSK,Chennai Super Kings,10013,,,13,,257,170,,151.17,,,,,,,,,,16,17,16,17,9,4,28.55,2,0,,72*,28.55,,
Jos Buttler,182,7,,,,10013,,,RR,Rajasthan Royals,10013,,,7,,254,166,,153.01,,,,,,,,,,27,13,27,13,7,0,36.28,0,1,,124,36.28,,
Yashasvi Jaiswal,533,10,,,,10013,,,RR,Rajasthan Royals,10013,,,10,,249,168,,148.21,,,,,,,,,,32,10,32,10,10,0,24.90,1,0,,50,24.90,,
Jonny Bairstow,216,7,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,7,,248,175,,141.71,,,,,,,,,,20,15,20,15,6,1,41.33,2,0,,63*,41.33,,
Kieron Pollard,166,14,,,,10013,,,MI,Mumbai Indians,10013,,,13,,245,165,,148.48,,,,,,,,,,16,16,16,16,8,5,30.62,1,0,,87*,30.62,,
Shimron Hetmyer,210,14,,,,10013,,,DC,Delhi Capitals,10013,,,13,,242,144,,168.05,,,,,,,,,,19,12,19,12,7,6,34.57,1,0,,53*,34.57,,
Ishan Kishan,164,10,,,,10013,,,MI,Mumbai Indians,10013,,,10,,241,180,,133.88,,,,,,,,,,21,10,21,10,9,1,26.77,2,0,,84,26.77,,
Shivam Dube,211,9,,,,10013,,,RR,Rajasthan Royals,10013,,,9,,230,193,,119.17,,,,,,,,,,18,10,18,10,8,1,28.75,1,0,,64*,28.75,,
Ravindra Jadeja,46,16,,,,10013,,,CSK,Chennai Super Kings,10013,,,12,,227,156,,145.51,,,,,,,,,,19,9,19,9,3,9,75.66,1,0,,62*,75.66,,
Dinesh Karthik,13,17,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,15,,223,170,,131.17,,,,,,,,,,22,7,22,7,10,5,22.30,0,0,,40,22.30,,
David Warner,214,8,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,8,,195,181,,107.73,,,,,,,,,,15,6,15,6,8,0,24.37,2,0,,57,24.37,,
Chris Gayle,126,10,,,,10013,,,PBKS,Punjab Kings,10013,,,10,,193,154,,125.32,,,,,,,,,,21,8,21,8,9,1,21.44,0,0,,46,21.44,,
K.S Bharat,365,8,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,7,,191,156,,122.43,,,,,,,,,,10,8,10,8,5,2,38.20,1,0,,78*,38.20,,
Andre Russell,141,10,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,9,,183,120,,152.50,,,,,,,,,,14,14,14,14,7,2,26.14,1,0,,54,26.14,,
Shreyas Iyer,12,8,,,,10013,,,DC,Delhi Capitals,10013,,,8,,175,171,,102.33,,,,,,,,,,7,5,7,5,5,3,35.00,0,0,,47*,35.00,,
Deepak Hooda,215,12,,,,10013,,,PBKS,Punjab Kings,10013,,,11,,160,123,,130.08,,,,,,,,,,9,9,9,9,10,1,16.00,1,0,,64,16.00,,
Suresh Raina,106,12,,,,10013,,,CSK,Chennai Super Kings,10013,,,11,,160,128,,125.00,,,,,,,,,,13,9,13,9,9,2,17.77,1,0,,54,17.77,,
Rahul Tewatia,120,14,,,,10013,,,RR,Rajasthan Royals,10013,,,11,,155,147,,105.44,,,,,,,,,,11,6,11,6,10,1,15.50,0,0,,44,15.50,,
Shahrukh Khan,590,11,,,,10013,,,PBKS,Punjab Kings,10013,,,10,,153,114,,134.21,,,,,,,,,,9,10,9,10,7,3,21.85,0,0,,47,21.85,,
Steve Smith,0,8,,,,10013,,,DC,Delhi Capitals,10013,,,7,,152,135,,112.59,,,,,,,,,,13,2,13,2,6,1,25.33,0,0,,39,25.33,,
Evin Lewis,163,5,,,,10013,,,RR,Rajasthan Royals,10013,,,5,,151,93,,162.36,,,,,,,,,,18,7,18,7,5,0,30.20,1,0,,58,30.20,,
Jason Roy,313,5,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,5,,150,121,,123.96,,,,,,,,,,21,1,21,1,5,0,30.00,1,0,,60,30.00,,
Aiden Markram,287,6,,,,10013,,,PBKS,Punjab Kings,10013,,,6,,146,119,,122.68,,,,,,,,,,12,4,12,4,5,1,29.20,0,0,,42,29.20,,
Krunal Pandya,17,13,,,,10013,,,MI,Mumbai Indians,10013,,,12,,143,123,,116.26,,,,,,,,,,10,6,10,6,10,2,14.30,0,0,,39,14.30,,
Eoin Morgan,308,17,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,16,,133,139,,95.68,,,,,,,,,,8,6,8,6,12,4,11.08,0,0,,47*,11.08,,
Wriddhiman Saha,225,9,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,9,,131,140,,93.57,,,,,,,,,,7,5,7,5,9,0,14.55,0,0,,44,14.55,,
Hardik Pandya,54,12,,,,10013,,,MI,Mumbai Indians,10013,,,11,,127,112,,113.39,,,,,,,,,,11,5,11,5,9,2,14.11,0,0,,40*,14.11,,
David Miller,128,9,,,,10013,,,RR,Rajasthan Royals,10013,,,8,,124,113,,109.73,,,,,,,,,,11,3,11,3,5,3,24.80,1,0,,62,24.80,,
Robin Uthappa,153,4,,,,10013,,,CSK,Chennai Super Kings,10013,,,4,,115,84,,136.90,,,,,,,,,,8,5,8,5,4,0,28.75,1,0,,63,28.75,,
Saurabh Tiwary,540,5,,,,10013,,,MI,Mumbai Indians,10013,,,4,,115,97,,118.55,,,,,,,,,,10,2,10,2,2,2,57.50,1,0,,50*,57.50,,
MS Dhoni,57,16,,,,10013,,,CSK,Chennai Super Kings,10013,,,11,,114,107,,106.54,,,,,,,,,,12,3,12,3,7,4,16.28,0,0,,18*,16.28,,
Abdul Samad,525,11,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,10,,111,87,,127.58,,,,,,,,,,4,8,4,8,9,1,12.33,0,0,,28,12.33,,
Abhishek Sharma,212,8,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,7,,98,75,,130.66,,,,,,,,,,7,4,7,4,6,1,16.33,0,0,,33,16.33,,
Mahipal Lomror,184,4,,,,10013,,,RR,Rajasthan Royals,10013,,,4,,94,73,,128.76,,,,,,,,,,3,6,3,6,3,1,31.33,0,0,,43,31.33,,
Pat Cummins,33,7,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,5,,93,56,,166.07,,,,,,,,,,5,8,5,8,3,2,31.00,1,0,,66*,31.00,,
Riyan Parag,189,11,,,,10013,,,RR,Rajasthan Royals,10013,,,10,,93,83,,112.04,,,,,,,,,,6,4,6,4,8,2,11.62,0,0,,25,11.62,,
Marcus Stoinis,23,10,,,,10013,,,DC,Delhi Capitals,10013,,,7,,89,72,,123.61,,,,,,,,,,11,1,11,1,4,3,22.25,0,0,,27*,22.25,,
Jason Holder,263,8,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,7,,85,72,,118.05,,,,,,,,,,2,6,2,6,6,1,14.16,0,0,,47*,14.16,,
Nicholas Pooran,136,12,,,,10013,,,PBKS,Punjab Kings,10013,,,11,,85,76,,111.84,,,,,,,,,,3,5,3,5,11,0,7.72,0,0,,32,7.72,,
Rashid Khan,218,14,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,10,,83,69,,120.28,,,,,,,,,,9,2,9,2,8,2,10.37,0,0,,22,10.37,,
Priyam Garg,528,5,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,5,,72,74,,97.29,,,,,,,,,,2,3,2,3,5,0,14.40,0,0,,29,14.40,,
Rajat Patidar,597,4,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,4,,71,62,,114.51,,,,,,,,,,3,3,3,3,4,0,17.75,0,0,,31,17.75,,
Lalit Yadav,538,7,,,,10013,,,DC,Delhi Capitals,10013,,,5,,68,73,,93.15,,,,,,,,,,7,0,7,0,2,3,34.00,0,0,,22*,34.00,,
Chris Morris,112,11,,,,10013,,,RR,Rajasthan Royals,10013,,,7,,67,49,,136.73,,,,,,,,,,2,5,2,5,5,2,13.40,0,0,,36*,13.40,,
Kyle Jamieson,382,9,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,7,,65,55,,118.18,,,,,,,,,,5,3,5,3,4,3,16.25,0,0,,16*,16.25,,
Harpreet Brar,130,7,,,,10013,,,PBKS,Punjab Kings,10013,,,5,,64,58,,110.34,,,,,,,,,,3,2,3,2,0,5,0.00,0,0,,25*,0.00,,
Sunil Narine,156,14,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,10,,62,47,,131.91,,,,,,,,,,3,5,3,5,8,2,7.75,0,0,,26,7.75,,
Shahbaz Ahmed,523,11,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,7,,59,53,,111.32,,,,,,,,,,4,2,4,2,7,0,8.42,0,0,,14,8.42,,
Harshal Patel,114,15,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,8,,59,46,,128.26,,,,,,,,,,6,2,6,2,4,4,14.75,0,0,,31,14.75,,
Vijay Shankar,61,7,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,5,,58,52,,111.53,,,,,,,,,,1,3,1,3,5,0,11.60,0,0,,28,11.60,,
Sam Curran,138,9,,,,10013,,,CSK,Chennai Super Kings,10013,,,4,,56,29,,193.10,,,,,,,,,,5,3,5,3,3,1,18.66,0,0,,34,18.66,,
Kedar Jadhav,58,6,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,5,,55,52,,105.76,,,,,,,,,,2,2,2,2,4,1,13.75,0,0,,19,13.75,,
Chris Lynn,27,1,,,,10013,,,MI,Mumbai Indians,10013,,,1,,49,35,,140.00,,,,,,,,,,4,3,4,3,1,0,49.00,0,0,,49,49.00,,
Shakib Al Hasan,222,8,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,6,,47,48,,97.91,,,,,,,,,,3,1,3,1,5,1,9.40,0,0,,26,9.40,,
Dwayne Bravo,93,11,,,,10013,,,CSK,Chennai Super Kings,10013,,,3,,47,18,,261.11,,,,,,,,,,3,4,3,4,1,2,47.00,0,0,,23,47.00,,
Ravichandran Ashwin,45,13,,,,10013,,,DC,Delhi Capitals,10013,,,5,,44,42,,104.76,,,,,,,,,,2,1,2,1,3,2,14.66,0,0,,20*,14.66,,
Manan Vohra,185,4,,,,10013,,,RR,Rajasthan Royals,10013,,,4,,42,39,,107.69,,,,,,,,,,5,2,5,2,4,0,10.50,0,0,,14,10.50,,
Liam Livingstone,183,5,,,,10013,,,RR,Rajasthan Royals,10013,,,5,,42,41,,102.43,,,,,,,,,,3,1,3,1,5,0,8.40,0,0,,25,8.40,,
Jaydev Unadkat,180,6,,,,10013,,,RR,Rajasthan Royals,10013,,,3,,41,29,,141.37,,,,,,,,,,3,2,3,2,2,1,20.50,0,0,,24,20.50,,
Axar Patel,110,12,,,,10013,,,DC,Delhi Capitals,10013,,,6,,40,46,,86.95,,,,,,,,,,2,1,2,1,5,1,8.00,0,0,,12,8.00,,
Mohammad Nabi,217,3,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,3,,34,20,,170.00,,,,,,,,,,3,2,3,2,3,0,11.33,0,0,,17,11.33,,
Jayant Yadav,165,5,,,,10013,,,MI,Mumbai Indians,10013,,,3,,34,26,,130.76,,,,,,,,,,2,1,2,1,2,1,17.00,0,0,,23,17.00,,
Bhuvneshwar Kumar,15,11,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,7,,34,30,,113.33,,,,,,,,,,3,0,3,0,1,6,34.00,0,0,,14*,34.00,,
