StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Chris Gayle,126,9,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,9,,200,163,,122.69,,,,,,,,,,15,14,15,14,9,0,22.22,1,0,,77,22.22,,
Mandeep Singh,132,11,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,10,,188,177,,106.21,,,,,,,,,,21,4,21,4,10,0,18.80,1,0,,52,18.80,,
Ravindra Jadeja,46,12,,,,10009,,,GL,Gujarat Lions,10009,,,10,,158,113,,139.82,,,,,,,,,,13,4,13,4,4,6,39.50,0,0,,28,39.50,,
Chris Morris,112,9,,,,10009,,,DC,Delhi Capitals,10009,,,9,,154,94,,163.82,,,,,,,,,,15,6,15,6,5,4,30.80,1,0,,52*,30.80,,
Travis Head,37,7,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,7,,151,108,,139.81,,,,,,,,,,9,6,9,6,5,2,30.20,1,0,,75*,30.20,,
Pawan Negi,208,12,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,10,,144,111,,129.72,,,,,,,,,,10,7,10,7,8,2,18.00,0,0,,35,18.00,,
Yusuf Pathan,226,15,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,11,,143,115,,124.34,,,,,,,,,,9,6,9,6,8,3,17.87,1,0,,59,17.87,,
Corey Anderson,0,11,,,,10009,,,DC,Delhi Capitals,10009,,,11,,142,123,,115.44,,,,,,,,,,8,9,8,9,7,4,20.28,0,0,,41*,20.28,,
Sam Billings,103,6,,,,10009,,,DC,Delhi Capitals,10009,,,6,,138,104,,132.69,,,,,,,,,,19,1,19,1,6,0,23.00,1,0,,55,23.00,,
Lendl Simmons,368,7,,,,10009,,,MI,Mumbai Indians,10009,,,7,,137,112,,122.32,,,,,,,,,,10,8,10,8,7,0,19.57,2,0,,66,19.57,,
Martin Guptill,70,7,,,,10009,,,PBKS,Punjab Kings,10009,,,7,,132,88,,150.00,,,,,,,,,,17,5,17,5,6,1,22.00,1,0,,50*,22.00,,
Colin de Grandhomme,68,12,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,9,,126,92,,136.95,,,,,,,,,,10,6,10,6,8,1,15.75,0,0,,36,15.75,,
Suryakumar Yadav,174,10,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,7,,105,88,,119.31,,,,,,,,,,8,3,8,3,6,1,17.50,0,0,,31,17.50,,
Vijay Shankar,61,4,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,4,,101,75,,134.66,,,,,,,,,,12,1,12,1,2,2,50.50,1,0,,63*,50.50,,
Ambati Rayudu,60,5,,,,10009,,,MI,Mumbai Indians,10009,,,5,,91,78,,116.66,,,,,,,,,,7,3,7,3,5,0,18.20,1,0,,63,18.20,,
David Miller,128,5,,,,10009,,,PBKS,Punjab Kings,10009,,,4,,83,80,,103.75,,,,,,,,,,4,4,4,4,3,1,27.66,0,0,,30*,27.66,,
Dan Christian,0,13,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,9,,79,49,,161.22,,,,,,,,,,5,5,5,5,5,4,15.80,0,0,,17*,15.80,,
Naman Ojha,0,14,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,5,,79,65,,121.53,,,,,,,,,,2,3,2,3,4,1,19.75,0,0,,34,19.75,,
Stuart Binny,195,8,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,7,,78,76,,102.63,,,,,,,,,,6,3,6,3,5,2,15.60,0,0,,18*,15.60,,
Deepak Hooda,215,10,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,6,,78,52,,150.00,,,,,,,,,,5,4,5,4,3,3,26.00,0,0,,19*,26.00,,
Pat Cummins,33,12,,,,10009,,,DC,Delhi Capitals,10009,,,9,,77,53,,145.28,,,,,,,,,,5,4,5,4,5,4,15.40,0,0,,24,15.40,,
Shane Watson,104,8,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,7,,71,78,,91.02,,,,,,,,,,6,1,6,1,6,1,11.83,0,0,,24,11.83,,
Eoin Morgan,308,4,,,,10009,,,PBKS,Punjab Kings,10009,,,4,,65,62,,104.83,,,,,,,,,,6,2,6,2,4,0,16.25,0,0,,26,16.25,,
Jason Roy,313,3,,,,10009,,,GL,Gujarat Lions,10009,,,3,,59,40,,147.50,,,,,,,,,,9,1,9,1,2,1,29.50,0,0,,31,29.50,,
Kagiso Rabada,116,6,,,,10009,,,DC,Delhi Capitals,10009,,,3,,55,64,,85.93,,,,,,,,,,5,1,5,1,3,0,18.33,0,0,,44,18.33,,
James Faulkner,0,8,,,,10009,,,GL,Gujarat Lions,10009,,,6,,54,57,,94.73,,,,,,,,,,4,0,4,0,4,2,13.50,0,0,,21,13.50,,
Andrew Tye,30,6,,,,10009,,,GL,Gujarat Lions,10009,,,3,,53,30,,176.66,,,,,,,,,,4,3,4,3,2,1,26.50,0,0,,25,26.50,,
Saurabh Tiwary,540,1,,,,10009,,,MI,Mumbai Indians,10009,,,1,,52,43,,120.93,,,,,,,,,,9,0,9,0,1,0,52.00,1,0,,52,52.00,,
Ben Cutting,162,4,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,3,,51,26,,196.15,,,,,,,,,,5,3,5,3,2,1,25.50,0,0,,20,25.50,,
Mohit Sharma,100,14,,,,10009,,,PBKS,Punjab Kings,10009,,,7,,51,50,,102.00,,,,,,,,,,3,1,3,1,6,1,8.50,0,0,,13,8.50,,
Karn Sharma,98,9,,,,10009,,,MI,Mumbai Indians,10009,,,6,,49,41,,119.51,,,,,,,,,,5,2,5,2,6,0,8.16,0,0,,19,8.16,,
Amit Mishra,107,14,,,,10009,,,DC,Delhi Capitals,10009,,,6,,49,52,,94.23,,,,,,,,,,2,2,2,2,1,5,49.00,0,0,,13*,49.00,,
Chris Woakes,314,13,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,7,,46,47,,97.87,,,,,,,,,,4,1,4,1,4,3,11.50,0,0,,18,11.50,,
Sheldon Jackson,582,4,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,3,,38,31,,122.58,,,,,,,,,,5,0,5,0,2,1,19.00,0,0,,16,19.00,,
Mohammad Shami,47,8,,,,10009,,,DC,Delhi Capitals,10009,,,6,,36,24,,150.00,,,,,,,,,,4,2,4,2,4,2,9.00,0,0,,21,9.00,,
Ishank Jaggi,0,2,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,2,,33,39,,84.61,,,,,,,,,,3,0,3,0,1,1,33.00,0,0,,28,33.00,,
Angelo Mathews,275,3,,,,10009,,,DC,Delhi Capitals,10009,,,2,,32,27,,118.51,,,,,,,,,,2,1,2,1,2,0,16.00,0,0,,31,16.00,,
Sreenath Aravind,0,10,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,8,,32,40,,80.00,,,,,,,,,,2,0,2,0,4,4,8.00,0,0,,9,8.00,,
Bipul Sharma,0,7,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,3,,31,24,,129.16,,,,,,,,,,2,1,2,1,1,2,31.00,0,0,,21*,31.00,,
Marlon Samuels,0,5,,,,10009,,,DC,Delhi Capitals,10009,,,4,,29,31,,93.54,,,,,,,,,,1,2,1,2,4,0,7.25,0,0,,27,7.25,,
Basil Thampi,213,12,,,,10009,,,GL,Gujarat Lions,10009,,,5,,28,28,,100.00,,,,,,,,,,1,1,1,1,0,5,0.00,0,0,,13*,0.00,,
Mayank Agarwal,55,3,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,3,,26,27,,96.29,,,,,,,,,,3,0,3,0,3,0,8.66,0,0,,20,8.66,,
Ankit Sharma,0,1,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,25,15,,166.66,,,,,,,,,,2,1,2,1,1,0,25.00,0,0,,25,25.00,,
Aniket Choudhary,0,5,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,3,,25,20,,125.00,,,,,,,,,,1,1,1,1,1,2,25.00,0,0,,15*,25.00,,
Mitchell Johnson,0,5,,,,10009,,,MI,Mumbai Indians,10009,,,3,,20,17,,117.64,,,,,,,,,,1,1,1,1,0,3,0.00,0,0,,13*,0.00,,
Kuldeep Yadav,14,12,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,2,,20,22,,90.90,,,,,,,,,,2,0,2,0,2,0,10.00,0,0,,16,10.00,,
Rahul Tewatia,120,3,,,,10009,,,PBKS,Punjab Kings,10009,,,2,,19,11,,172.72,,,,,,,,,,4,0,4,0,1,1,19.00,0,0,,15*,19.00,,
Vishnu Vinod,581,3,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,3,,19,26,,73.07,,,,,,,,,,1,1,1,1,3,0,6.33,0,0,,9,6.33,,
Aditya Tare,158,3,,,,10009,,,DC,Delhi Capitals,10009,,,3,,18,23,,78.26,,,,,,,,,,3,0,3,0,3,0,6.00,0,0,,18,6.00,,
Marcus Stoinis,23,5,,,,10009,,,PBKS,Punjab Kings,10009,,,3,,17,24,,70.83,,,,,,,,,,1,0,1,0,3,0,5.66,0,0,,9,5.66,,
Rajat Bhatia,0,3,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,2,,16,17,,94.11,,,,,,,,,,0,1,0,1,1,1,16.00,0,0,,16,16.00,,
Harbhajan Singh,95,11,,,,10009,,,MI,Mumbai Indians,10009,,,7,,16,16,,100.00,,,,,,,,,,0,1,0,1,2,5,8.00,0,0,,7*,8.00,,
Mitchell McClenaghan,0,14,,,,10009,,,MI,Mumbai Indians,10009,,,7,,16,15,,106.66,,,,,,,,,,0,1,0,1,4,3,4.00,0,0,,12,4.00,,
Jasprit Bumrah,9,16,,,,10009,,,MI,Mumbai Indians,10009,,,2,,16,12,,133.33,,,,,,,,,,0,1,0,1,1,1,16.00,0,0,,16*,16.00,,
Anureet Singh,0,1,,,,10009,,,PBKS,Punjab Kings,10009,,,1,,15,12,,125.00,,,,,,,,,,2,0,2,0,1,0,15.00,0,0,,15,15.00,,
Sachin Baby,599,3,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,3,,15,15,,100.00,,,,,,,,,,2,0,2,0,3,0,5.00,0,0,,12,5.00,,
Deepak Chahar,91,3,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,14,6,,233.33,,,,,,,,,,0,2,0,2,1,0,14.00,0,0,,14,14.00,,
Nathan Coulter-Nile,5,8,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,3,,14,12,,116.66,,,,,,,,,,0,2,0,2,3,0,4.66,0,0,,6,4.66,,
Samuel Badree,494,7,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,5,,13,23,,56.52,,,,,,,,,,0,0,0,0,5,0,2.60,0,0,,8,2.60,,
Yuzvendra Chahal,10,13,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,6,,13,26,,50.00,,,,,,,,,,0,0,0,0,3,3,4.33,0,0,,4*,4.33,,
Ankit Bawne,0,1,,,,10009,,,DC,Delhi Capitals,10009,,,1,,12,12,,100.00,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,12*,0.00,,
Carlos Brathwaite,143,2,,,,10009,,,DC,Delhi Capitals,10009,,,2,,12,15,,80.00,,,,,,,,,,2,0,2,0,2,0,6.00,0,0,,11,6.00,,
Swapnil Singh,0,4,,,,10009,,,PBKS,Punjab Kings,10009,,,2,,12,19,,63.15,,,,,,,,,,0,0,0,0,2,0,6.00,0,0,,10,6.00,,
Rashid Khan,218,14,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,3,,11,9,,122.22,,,,,,,,,,0,1,0,1,2,1,5.50,0,0,,6*,5.50,,
Umesh Yadav,21,14,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,4,,10,13,,76.92,,,,,,,,,,0,0,0,0,0,4,0.00,0,0,,4*,0.00,,
Washington Sundar,20,11,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,5,,9,12,,75.00,,,,,,,,,,0,0,0,0,1,4,9.00,0,0,,5*,9.00,,
Faf du Plessis,94,2,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,8,7,,114.28,,,,,,,,,,1,0,1,0,1,0,8.00,0,0,,8,8.00,,
Tymal Mills,643,5,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,3,,8,11,,72.72,,,,,,,,,,0,1,0,1,3,0,2.66,0,0,,6,2.66,,
Ishant Sharma,50,6,,,,10009,,,PBKS,Punjab Kings,10009,,,3,,8,12,,66.66,,,,,,,,,,1,0,1,0,2,1,4.00,0,0,,5*,4.00,,
Praveen Kumar,0,6,,,,10009,,,GL,Gujarat Lions,10009,,,2,,8,9,,88.88,,,,,,,,,,0,0,0,0,1,1,8.00,0,0,,7*,8.00,,
Ashok Dinda,0,3,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,7,7,,100.00,,,,,,,,,,1,0,1,0,1,0,7.00,0,0,,7,7.00,,
Tim Southee,77,3,,,,10009,,,MI,Mumbai Indians,10009,,,1,,7,3,,233.33,,,,,,,,,,0,1,0,1,1,0,7.00,0,0,,7,7.00,,
Adam Milne,157,4,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,3,,7,12,,58.33,,,,,,,,,,0,0,0,0,2,1,3.50,0,0,,5,3.50,,
Ankit Soni,0,7,,,,10009,,,GL,Gujarat Lions,10009,,,3,,7,9,,77.77,,,,,,,,,,0,1,0,1,2,1,3.50,0,0,,7*,3.50,,
Lasith Malinga,167,12,,,,10009,,,MI,Mumbai Indians,10009,,,2,,7,3,,233.33,,,,,,,,,,0,1,0,1,0,2,0.00,0,0,,7*,0.00,,
Sandeep Sharma,220,13,,,,10009,,,PBKS,Punjab Kings,10009,,,4,,7,6,,116.66,,,,,,,,,,0,0,0,0,0,4,0.00,0,0,,5*,0.00,,
Darren Bravo,265,1,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,1,,6,5,,120.00,,,,,,,,,,1,0,1,0,0,1,0.00,0,0,,6*,0.00,,
Iqbal Abdulla,0,2,,,,10009,,,RCB,Royal Challengers Bangalore,10009,,,1,,5,7,,71.42,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,5*,0.00,,
Adam Zampa,24,6,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,5,7,,71.42,,,,,,,,,,1,0,1,0,1,0,5.00,0,0,,5,5.00,,
Trent Boult,66,6,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,1,,5,8,,62.50,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,5*,0.00,,
Ankit Rajpoot,124,5,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,1,,4,7,,57.14,,,,,,,,,,1,0,1,0,1,0,4.00,0,0,,4,4.00,,
Varun Aaron,197,6,,,,10009,,,PBKS,Punjab Kings,10009,,,2,,4,10,,40.00,,,,,,,,,,0,0,0,0,1,1,4.00,0,0,,4,4.00,,
Zaheer Khan,462,11,,,,10009,,,DC,Delhi Capitals,10009,,,3,,4,13,,30.76,,,,,,,,,,0,0,0,0,1,2,4.00,0,0,,2,4.00,,
Bhuvneshwar Kumar,15,14,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,2,,4,4,,100.00,,,,,,,,,,0,0,0,0,1,1,4.00,0,0,,4*,4.00,,
Rahul Chahar,171,3,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,3,2,,150.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,3*,0.00,,
Irfan Pathan,458,1,,,,10009,,,GL,Gujarat Lions,10009,,,1,,2,3,,66.66,,,,,,,,,,0,0,0,0,1,0,2.00,0,0,,2,2.00,,
Mohammad Nabi,217,3,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,1,,2,3,,66.66,,,,,,,,,,0,0,0,0,1,0,2.00,0,0,,2,2.00,,
KC Cariappa,227,4,,,,10009,,,PBKS,Punjab Kings,10009,,,2,,2,7,,28.57,,,,,,,,,,0,0,0,0,2,0,1.00,0,0,,1,1.00,,
Pradeep Sangwan,977,5,,,,10009,,,GL,Gujarat Lions,10009,,,3,,2,4,,50.00,,,,,,,,,,0,0,0,0,2,1,1.00,0,0,,1*,1.00,,
Piyush Chawla,149,6,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,1,,2,6,,33.33,,,,,,,,,,0,0,0,0,1,0,2.00,0,0,,2,2.00,,
Shahbaz Nadeem,221,7,,,,10009,,,DC,Delhi Capitals,10009,,,4,,2,9,,22.22,,,,,,,,,,0,0,0,0,3,1,0.66,0,0,,2,0.66,,
Jaydev Unadkat,180,12,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,2,,2,5,,40.00,,,,,,,,,,0,0,0,0,0,2,0.00,0,0,,2*,0.00,,
Shakib Al Hasan,222,1,,,,10009,,,KKR,Kolkata Knight Riders,10009,,,1,,1,1,,100.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,1*,0.00,,
Lockie Ferguson,69,4,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,1,1,,100.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,1*,0.00,,
Dhawal Kulkarni,178,6,,,,10009,,,GL,Gujarat Lions,10009,,,1,,1,2,,50.00,,,,,,,,,,0,0,0,0,1,0,1.00,0,0,,1,1.00,,
Akshdeep Nath,199,1,,,,10009,,,GL,Gujarat Lions,10009,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Chris Jordan,519,1,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Munaf Patel,460,2,,,,10009,,,GL,Gujarat Lions,10009,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Siddarth Kaul,64,10,,,,10009,,,SRH,Sunrisers Hyderabad,10009,,,1,,0,2,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
Imran Tahir,96,12,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,1,,0,2,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
Shardul Thakur,105,12,,,,10009,,,RPS,Rising Pune Supergiant,10009,,,3,,0,3,,0.00,,,,,,,,,,0,0,0,0,3,0,0.00,0,0,,0*,0.00,,
