BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Barinder Sran,,,SRH,Sunrisers Hyderabad,14,,14,,161,,413,107,,,29.50,21.21,21.21,,,8.34,49,,,,0,0,,,,,14,,,,3/28,3/28,0,,0,0,,0
Axar Patel,,,PBKS,Punjab Kings,14,,14,,110,,388,91,,,29.84,22.07,22.07,,,8.11,48,,,,4,8,,,,,13,,,,4/21,4/21,0,,1,0,,1
Mohit Sharma,,,PBKS,Punjab Kings,14,,14,,100,,407,97,,,31.30,22.38,22.38,,,8.39,48,,,,3,1,,,,,13,,,,4/14,4/14,0,,0,0,,0
Chris Morris,,,DC,Delhi Capitals,12,,12,,112,,308,103,,,23.69,20.30,20.30,,,7.00,44,,,,15,12,,,,,13,,,,4/23,4/23,0,,0,0,,0
Amit Mishra,,,DC,Delhi Capitals,14,,14,,107,,344,94,,,26.46,21.23,21.23,,,7.47,46,,,,0,0,,,,,13,,,,5/17,5/17,0,,1,0,,0
Adam Zampa,,,RPS,Rising Pune Supergiant,5,,5,,24,,115,32,,,9.58,8.50,8.50,,,6.76,17,,,,0,0,,,,,12,,,,6/19,6/19,0,,0,1,,0
Moises Henriques,,,SRH,Sunrisers Hyderabad,17,,17,,133,,415,89,,,34.58,26.00,26.00,,,7.98,52,,,,15,6,,,,,12,,,,3/12,3/12,0,,0,0,,0
Sreenath Aravind,,,RCB,Royal Challengers Bangalore,9,,9,,0,,216,65,,,19.63,15.90,15.90,,,7.40,29,,,,0,0,,,,,11,,,,4/14,4/14,0,,0,0,,0
Sunil Narine,,,KKR,Kolkata Knight Riders,11,,11,,156,,304,110,,,27.63,23.36,23.36,,,7.09,43,,,,0,0,,,,,11,,,,5/19,5/19,0,,0,0,,0
Ashok Dinda,,,RPS,Rising Pune Supergiant,9,,9,,0,,231,84,,,21.00,16.63,16.63,,,7.57,30,,,,0,0,,,,,11,,,,4/18,4/18,2,,0,0,,0
Piyush Chawla,,,KKR,Kolkata Knight Riders,12,,11,,149,,273,81,,,24.81,19.27,19.27,,,7.72,35,,,,4,0,,,,,11,,,,4/17,4/17,0,,0,0,,0
Chris Jordan,,,RCB,Royal Challengers Bangalore,9,,9,,519,,258,49,,,23.45,15.27,15.27,,,9.21,28,,,,0,0,,,,,11,,,,4/11,4/11,0,,1,0,,0
Zaheer Khan,,,DC,Delhi Capitals,12,,12,,462,,337,111,,,33.70,26.20,26.20,,,7.71,43,,,,1,0,,,,,10,,,,4/17,4/17,1,,0,0,,0
Morne Morkel,,,KKR,Kolkata Knight Riders,10,,10,,0,,297,89,,,29.70,21.30,21.30,,,8.36,35,,,,0,0,,,,,10,,,,4/20,4/20,0,,0,0,,0
Umesh Yadav,,,KKR,Kolkata Knight Riders,9,,9,,21,,234,46,,,23.40,15.60,15.60,,,9.00,26,,,,0,1,,,,,10,,,,4/24,4/24,0,,0,0,,0
Ravichandran Ashwin,,,RPS,Rising Pune Supergiant,14,,14,,45,,319,93,,,31.90,26.40,26.40,,,7.25,44,,,,3,1,,,,,10,,,,4/34,4/34,0,,1,0,,0
Tim Southee,,,MI,Mumbai Indians,11,,11,,77,,329,99,,,36.55,28.66,28.66,,,7.65,43,,,,1,2,,,,,9,,,,3/24,3/24,0,,0,0,,0
Thisara Perera,,,RPS,Rising Pune Supergiant,12,,11,,279,,326,56,,,36.22,22.11,22.11,,,9.82,33,,,,7,11,,,,,9,,,,3/20,3/20,0,,0,0,,0
Praveen Kumar,,,GL,Gujarat Lions,16,,16,,0,,401,132,,,44.55,34.33,34.33,,,7.78,51,,,,4,0,,,,,9,,,,3/18,3/18,2,,0,0,,0
Ashish Nehra,,,SRH,Sunrisers Hyderabad,8,,8,,0,,199,72,,,22.11,17.33,17.33,,,7.65,26,,,,0,0,,,,,9,,,,4/10,4/10,1,,0,0,,0
Harbhajan Singh,,,MI,Mumbai Indians,14,,14,,95,,392,83,,,43.55,32.66,32.66,,,8.00,49,,,,11,2,,,,,9,,,,5/18,5/18,0,,0,0,,0
Dwayne Smith,,,GL,Gujarat Lions,12,,8,,0,,153,40,,,19.12,13.50,13.50,,,8.50,18,,,,35,16,,,,,8,,,,4/8,4/8,0,,1,0,,0
Ravindra Jadeja,,,GL,Gujarat Lions,15,,14,,46,,311,73,,,38.87,30.12,30.12,,,7.74,40,,,,14,4,,,,,8,,,,5/16,5/16,0,,0,0,,0
Marcus Stoinis,,,PBKS,Punjab Kings,7,,7,,23,,194,39,,,24.25,17.25,17.25,,,8.43,23,,,,13,4,,,,,8,,,,4/15,4/15,0,,1,0,,0
Kane Richardson,,,RCB,Royal Challengers Bangalore,4,,4,,85,,136,34,,,19.42,12.00,12.00,,,9.71,14,,,,0,0,,,,,7,,,,3/13,3/13,0,,0,0,,0
Carlos Brathwaite,,,DC,Delhi Capitals,8,,8,,143,,185,41,,,26.42,19.85,19.85,,,7.98,23,,,,6,8,,,,,7,,,,3/43,3/43,0,,0,0,,0
Murugan Ashwin,,,RPS,Rising Pune Supergiant,10,,10,,135,,241,55,,,34.42,24.42,24.42,,,8.45,28,,,,0,0,,,,,7,,,,3/21,3/21,0,,0,0,,0
Shivil Kaushik,,,GL,Gujarat Lions,7,,7,,0,,192,48,,,32.00,23.00,23.00,,,8.34,23,,,,0,0,,,,,6,,,,3/20,3/20,0,,0,0,,0
Krunal Pandya,,,MI,Mumbai Indians,12,,11,,17,,236,53,,,39.33,31.16,31.16,,,7.57,31,,,,22,13,,,,,6,,,,3/14,3/14,0,,0,0,,0
Kuldeep Yadav,,,KKR,Kolkata Knight Riders,3,,3,,14,,100,28,,,16.66,12.00,12.00,,,8.33,12,,,,0,0,,,,,6,,,,4/20,4/20,0,,0,0,,0
Iqbal Abdulla,,,RCB,Royal Challengers Bangalore,8,,8,,0,,213,35,,,35.50,25.00,25.00,,,8.52,25,,,,4,1,,,,,6,,,,3/24,3/24,0,,0,0,,0
Rajat Bhatia,,,RPS,Rising Pune Supergiant,10,,10,,0,,244,54,,,40.66,34.00,34.00,,,7.17,34,,,,1,2,,,,,6,,,,4/15,4/15,1,,0,0,,0
Pravin Tambe,,,GL,Gujarat Lions,7,,7,,531,,143,26,,,28.60,19.20,19.20,,,8.93,16,,,,1,0,,,,,5,,,,4/20,4/20,0,,0,0,,0
Shakib Al Hasan,,,KKR,Kolkata Knight Riders,10,,9,,222,,243,58,,,48.60,37.20,37.20,,,7.83,31,,,,7,5,,,,,5,,,,3/17,3/17,0,,0,0,,0
Ben Cutting,,,SRH,Sunrisers Hyderabad,4,,4,,162,,80,23,,,16.00,13.40,13.40,,,7.16,11,,,,4,6,,,,,5,,,,2/20,2/20,0,,0,0,,0
Imran Tahir,,,DC,Delhi Capitals,4,,4,,96,,138,25,,,27.60,19.20,19.20,,,8.62,16,,,,1,0,,,,,5,,,,4/12,4/12,0,,0,0,,0
Mohammad Shami,,,DC,Delhi Capitals,8,,8,,47,,244,40,,,48.80,30.20,30.20,,,9.69,25,,,,0,0,,,,,5,,,,3/15,3/15,0,,0,0,,0
Brad Hogg,,,KKR,Kolkata Knight Riders,5,,5,,0,,142,31,,,35.50,24.00,24.00,,,8.87,16,,,,0,0,,,,,4,,,,4/29,4/29,1,,0,0,,0
Mitchell Marsh,,,RPS,Rising Pune Supergiant,3,,3,,40,,45,28,,,11.25,13.50,13.50,,,5.00,9,,,,0,0,,,,,4,,,,4/25,4/25,0,,0,0,,0
Bipul Sharma,,,SRH,Sunrisers Hyderabad,7,,6,,0,,121,21,,,40.33,28.00,28.00,,,8.64,14,,,,1,5,,,,,3,,,,2/13,2/13,0,,0,0,,0
Vinay Kumar,,,MI,Mumbai Indians,3,,3,,0,,64,25,,,21.33,18.00,18.00,,,7.11,9,,,,0,1,,,,,3,,,,4/40,4/40,1,,0,0,,0
RP Singh,,,RPS,Rising Pune Supergiant,4,,4,,0,,111,29,,,37.00,24.00,24.00,,,9.25,12,,,,0,0,,,,,3,,,,4/22,4/22,0,,0,0,,0
Ankit Rajpoot,,,KKR,Kolkata Knight Riders,4,,4,,124,,98,18,,,32.66,22.00,22.00,,,8.90,11,,,,0,0,,,,,3,,,,5/14,5/14,0,,0,0,,0
Tabraiz Shamsi,,,RCB,Royal Challengers Bangalore,4,,4,,290,,147,26,,,49.00,32.00,32.00,,,9.18,16,,,,0,0,,,,,3,,,,1/21,1/21,0,,0,0,,0
Pradeep Sahu,,,PBKS,Punjab Kings,5,,5,,0,,146,24,,,48.66,35.00,35.00,,,8.34,17,,,,1,1,,,,,3,,,,2/18,2/18,0,,0,0,,0
Nathan Coulter-Nile,,,DC,Delhi Capitals,4,,4,,5,,114,37,,,38.00,30.00,30.00,,,7.60,15,,,,1,0,,,,,3,,,,4/14,4/14,0,,0,0,,0
Hardik Pandya,,,MI,Mumbai Indians,11,,10,,54,,153,29,,,51.00,33.33,33.33,,,9.18,16,,,,4,0,,,,,3,,,,3/20,3/20,0,,0,0,,0
Ishant Sharma,,,RPS,Rising Pune Supergiant,4,,4,,50,,148,37,,,49.33,30.00,30.00,,,9.86,15,,,,0,0,,,,,3,,,,5/12,5/12,0,,0,0,,0
Deepak Hooda,,,SRH,Sunrisers Hyderabad,17,,6,,215,,97,21,,,32.33,26.00,26.00,,,7.46,13,,,,9,5,,,,,3,,,,2/16,2/16,0,,0,0,,0
KC Cariappa,,,PBKS,Punjab Kings,5,,5,,227,,159,35,,,53.00,34.00,34.00,,,9.35,17,,,,0,1,,,,,3,,,,2/16,2/16,0,,0,0,,0
Scott Boland,,,RPS,Rising Pune Supergiant,2,,2,,0,,54,14,,,27.00,21.00,21.00,,,7.71,7,,,,0,0,,,,,2,,,,2/31,2/31,0,,0,0,,0
James Faulkner,,,GL,Gujarat Lions,7,,7,,0,,167,22,,,83.50,51.00,51.00,,,9.82,17,,,,7,0,,,,,2,,,,5/16,5/16,0,,0,0,,0
Jason Holder,,,KKR,Kolkata Knight Riders,4,,4,,263,,103,27,,,51.50,39.00,39.00,,,7.92,13,,,,2,1,,,,,2,,,,4/52,4/52,0,,0,0,,0
Jayant Yadav,,,DC,Delhi Capitals,5,,5,,165,,125,38,,,62.50,51.00,51.00,,,7.35,17,,,,0,0,,,,,2,,,,1/23,1/23,0,,0,0,,0
John Hastings,,,KKR,Kolkata Knight Riders,2,,2,,0,,37,22,,,18.50,20.00,20.00,,,5.55,6,,,,0,0,,,,,2,,,,2/6,2/6,1,,0,0,,0
Varun Aaron,,,RCB,Royal Challengers Bangalore,8,,8,,197,,227,48,,,113.50,71.00,71.00,,,9.59,23,,,,0,0,,,,,2,,,,3/16,3/16,0,,0,0,,0
JP Duminy,,,DC,Delhi Capitals,10,,5,,0,,55,12,,,27.50,21.00,21.00,,,7.85,7,,,,13,3,,,,,2,,,,4/17,4/17,0,,0,0,,0
Shahbaz Nadeem,,,DC,Delhi Capitals,4,,4,,221,,127,31,,,63.50,45.00,45.00,,,8.46,15,,,,0,0,,,,,2,,,,3/16,3/16,0,,0,0,,0
Shadab Jakati,,,GL,Gujarat Lions,6,,6,,0,,178,30,,,89.00,60.00,60.00,,,8.90,20,,,,0,0,,,,,2,,,,4/22,4/22,0,,0,0,,0
Sachin Baby,,,RCB,Royal Challengers Bangalore,11,,2,,599,,8,5,,,4.00,5.00,5.00,,,4.80,1,,,,9,5,,,,,2,,,,2/4,2/4,0,,0,0,,0
Kyle Abbott,,,PBKS,Punjab Kings,5,,5,,0,,177,28,,,88.50,48.00,48.00,,,11.06,16,,,,0,1,,,,,2,,,,1/38,1/38,0,,0,0,,0
Rishi Dhawan,,,PBKS,Punjab Kings,2,,2,,996,,56,12,,,28.00,21.00,21.00,,,8.00,7,,,,0,1,,,,,2,,,,2/14,2/14,0,,0,0,,0
Mitchell Johnson,,,PBKS,Punjab Kings,3,,3,,0,,106,21,,,53.00,33.00,33.00,,,9.63,11,,,,0,0,,,,,2,,,,3/26,3/26,0,,0,0,,0
Gurkeerat Mann Singh,,,PBKS,Punjab Kings,7,,3,,201,,31,7,,,15.50,12.00,12.00,,,7.75,4,,,,11,3,,,,,2,,,,2/15,2/15,0,,0,0,,0
Chris Gayle,,,RCB,Royal Challengers Bangalore,10,,4,,126,,63,21,,,31.50,30.00,30.00,,,6.30,10,,,,17,21,,,,,2,,,,3/21,3/21,0,,0,0,,0
Albie Morkel,,,RPS,Rising Pune Supergiant,2,,2,,481,,66,9,,,33.00,15.00,15.00,,,13.20,5,,,,0,2,,,,,2,,,,4/32,4/32,0,,0,0,,0
Yusuf Pathan,,,KKR,Kolkata Knight Riders,15,,4,,226,,33,14,,,33.00,36.00,36.00,,,5.50,6,,,,33,13,,,,,1,,,,3/20,3/20,0,,0,0,,0
Trent Boult,,,SRH,Sunrisers Hyderabad,1,,1,,66,,39,11,,,39.00,24.00,24.00,,,9.75,4,,,,0,0,,,,,1,,,,4/18,4/18,0,,0,0,,0
Adam Milne,,,RCB,Royal Challengers Bangalore,1,,1,,157,,43,7,,,43.00,24.00,24.00,,,10.75,4,,,,0,0,,,,,1,,,,2/21,2/21,0,,0,0,,0
Ankit Sharma,,,RPS,Rising Pune Supergiant,3,,3,,0,,84,17,,,84.00,66.00,66.00,,,7.63,11,,,,0,0,,,,,1,,,,2/20,2/20,0,,0,0,,0
Stuart Binny,,,RCB,Royal Challengers Bangalore,14,,11,,195,,134,28,,,134.00,102.00,102.00,,,7.88,17,,,,5,4,,,,,1,,,,2/14,2/14,0,,0,0,,0
Ashish Reddy,,,SRH,Sunrisers Hyderabad,4,,2,,0,,39,5,,,39.00,23.00,23.00,,,10.17,4,,,,2,4,,,,,1,,,,3/25,3/25,0,,0,0,,0
Rajagopal Sathish,,,KKR,Kolkata Knight Riders,4,,3,,0,,59,8,,,59.00,36.00,36.00,,,9.83,6,,,,1,1,,,,,1,,,,1/11,1/11,0,,0,0,,0
Pawan Negi,,,DC,Delhi Capitals,8,,5,,208,,84,11,,,84.00,54.00,54.00,,,9.33,9,,,,2,3,,,,,1,,,,4/18,4/18,0,,0,0,,0
Parveez Rasool,,,RCB,Royal Challengers Bangalore,4,,4,,0,,129,22,,,129.00,84.00,84.00,,,9.21,14,,,,1,0,,,,,1,,,,1/20,1/20,0,,0,0,,0
Harshal Patel,,,RCB,Royal Challengers Bangalore,5,,5,,114,,147,28,,,147.00,84.00,84.00,,,10.50,14,,,,0,0,,,,,1,,,,5/27,5/27,0,,0,0,,0
