BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Jason Holder,,,SRH,Sunrisers Hyderabad,7,,7,,263,,233,58,,,16.64,12.00,12.00,,,8.32,28,,,,5,3,,,,,14,,,,4/52,4/52,0,,0,0,,0
Sandeep Sharma,,,SRH,Sunrisers Hyderabad,13,,13,,220,,374,119,,,26.71,22.28,22.28,,,7.19,52,,,,1,0,,,,,14,,,,4/20,4/20,0,,0,0,,0
Marcus Stoinis,,,DC,Delhi Capitals,17,,13,,23,,283,50,,,21.76,13.69,13.69,,,9.53,29,,,,31,16,,,,,13,,,,4/15,4/15,0,,0,0,,0
Ravichandran Ashwin,,,DC,Delhi Capitals,15,,15,,45,,391,101,,,30.07,23.53,23.53,,,7.66,51,,,,3,1,,,,,13,,,,4/34,4/34,0,,0,0,,0
Sam Curran,,,CSK,Chennai Super Kings,14,,13,,138,,344,91,,,26.46,19.38,19.38,,,8.19,42,,,,12,12,,,,,13,,,,4/11,4/11,0,,0,0,,0
Pat Cummins,,,KKR,Kolkata Knight Riders,14,,14,,33,,409,140,,,34.08,26.00,26.00,,,7.86,52,,,,9,8,,,,,12,,,,4/34,4/34,0,,1,0,,0
Ravi Bishnoi,,,PBKS,Punjab Kings,14,,14,,520,,376,122,,,31.33,25.50,25.50,,,7.37,51,,,,1,0,,,,,12,,,,3/24,3/24,1,,0,0,,0
Deepak Chahar,,,CSK,Chennai Super Kings,14,,14,,91,,396,118,,,33.00,26.00,26.00,,,7.61,52,,,,0,0,,,,,12,,,,4/13,4/13,2,,0,0,,0
Mohammed Siraj,,,RCB,Royal Challengers Bangalore,9,,9,,63,,236,77,,,21.45,14.81,14.81,,,8.68,27,,,,2,0,,,,,11,,,,4/32,4/32,2,,0,0,,0
James Pattinson,,,MI,Mumbai Indians,10,,10,,545,,320,78,,,29.09,19.36,19.36,,,9.01,35,,,,2,0,,,,,11,,,,2/19,2/19,0,,0,0,,0
Chris Morris,,,RCB,Royal Challengers Bangalore,9,,9,,112,,210,91,,,19.09,17.27,17.27,,,6.63,31,,,,2,3,,,,,11,,,,4/23,4/23,1,,1,0,,0
Shreyas Gopal,,,RR,Rajasthan Royals,14,,14,,192,,427,86,,,42.70,30.00,30.00,,,8.54,50,,,,3,0,,,,,10,,,,4/16,4/16,0,,0,0,,0
Murugan Ashwin,,,PBKS,Punjab Kings,9,,9,,135,,235,70,,,23.50,18.90,18.90,,,7.46,31,,,,0,0,,,,,10,,,,3/21,3/21,0,,0,0,,0
Shardul Thakur,,,CSK,Chennai Super Kings,9,,9,,105,,275,68,,,27.50,19.40,19.40,,,8.50,32,,,,0,0,,,,,10,,,,3/19,3/19,0,,0,0,,0
Rahul Tewatia,,,RR,Rajasthan Royals,14,,14,,120,,326,95,,,32.60,27.60,27.60,,,7.08,46,,,,13,17,,,,,10,,,,3/18,3/18,0,,0,0,,0
Lungi Ngidi ,,,CSK,Chennai Super Kings,4,,4,,99,,167,35,,,18.55,10.66,10.66,,,10.43,16,,,,0,0,,,,,9,,,,4/10,4/10,0,,0,0,,0
Kartik Tyagi,,,RR,Rajasthan Royals,10,,10,,536,,367,83,,,40.77,25.44,25.44,,,9.61,38,,,,0,0,,,,,9,,,,2/29,2/29,0,,0,0,,0
Arshdeep Singh,,,PBKS,Punjab Kings,8,,8,,125,,218,56,,,24.22,16.55,16.55,,,8.77,25,,,,0,0,,,,,9,,,,5/32,5/32,1,,0,0,,0
Axar Patel,,,DC,Delhi Capitals,15,,15,,110,,327,100,,,36.33,34.00,34.00,,,6.41,51,,,,6,8,,,,,9,,,,4/21,4/21,0,,0,0,,0
Shivam Mavi,,,KKR,Kolkata Knight Riders,8,,8,,154,,212,63,,,23.55,17.33,17.33,,,8.15,26,,,,1,0,,,,,9,,,,4/21,4/21,2,,0,0,,0
Chris Jordan,,,PBKS,Punjab Kings,9,,9,,519,,304,62,,,33.77,21.00,21.00,,,9.65,31,,,,2,0,,,,,9,,,,4/11,4/11,0,,0,0,,0
Khaleel Ahmed,,,SRH,Sunrisers Hyderabad,7,,7,,8,,242,62,,,30.25,19.25,19.25,,,9.42,25,,,,0,0,,,,,8,,,,3/21,3/21,0,,0,0,,0
Isuru Udana,,,RCB,Royal Challengers Bangalore,10,,10,,283,,282,49,,,35.25,21.75,21.75,,,9.72,29,,,,1,1,,,,,8,,,,2/41,2/41,0,,0,0,,0
Washington Sundar,,,RCB,Royal Challengers Bangalore,15,,15,,20,,298,114,,,37.25,37.50,37.50,,,5.96,50,,,,10,2,,,,,8,,,,3/16,3/16,1,,0,0,,0
Piyush Chawla,,,CSK,Chennai Super Kings,7,,7,,149,,191,37,,,31.83,21.00,21.00,,,9.09,21,,,,0,0,,,,,6,,,,4/17,4/17,0,,0,0,,0
Navdeep Saini,,,RCB,Royal Challengers Bangalore,13,,13,,207,,379,116,,,63.16,45.66,45.66,,,8.29,45,,,,3,0,,,,,6,,,,2/24,2/24,1,,0,0,,0
Sheldon Cottrell,,,PBKS,Punjab Kings,6,,6,,266,,176,59,,,29.33,20.00,20.00,,,8.80,20,,,,0,0,,,,,6,,,,2/17,2/17,1,,0,0,,0
Lockie Ferguson,,,KKR,Kolkata Knight Riders,5,,5,,69,,148,48,,,24.66,19.83,19.83,,,7.46,20,,,,4,1,,,,,6,,,,3/15,3/15,0,,0,0,,0
Ravindra Jadeja,,,CSK,Chennai Super Kings,14,,13,,46,,318,56,,,53.00,36.33,36.33,,,8.75,36,,,,22,11,,,,,6,,,,5/16,5/16,0,,0,0,,0
Krunal Pandya,,,MI,Mumbai Indians,16,,16,,17,,380,100,,,63.33,50.16,50.16,,,7.57,50,,,,9,5,,,,,6,,,,3/14,3/14,0,,0,0,,0
Dwayne Bravo,,,CSK,Chennai Super Kings,6,,6,,93,,180,35,,,30.00,21.00,21.00,,,8.57,21,,,,0,0,,,,,6,,,,4/22,4/22,0,,0,0,,0
Andre Russell,,,KKR,Kolkata Knight Riders,10,,7,,141,,175,39,,,29.16,18.00,18.00,,,9.72,18,,,,9,9,,,,,6,,,,5/15,5/15,0,,0,0,,0
Shahbaz Nadeem,,,SRH,Sunrisers Hyderabad,7,,7,,221,,178,31,,,35.60,26.40,26.40,,,8.09,22,,,,1,0,,,,,5,,,,3/16,3/16,0,,0,0,,0
Nathan Coulter-Nile,,,MI,Mumbai Indians,7,,7,,5,,206,69,,,41.20,31.20,31.20,,,7.92,26,,,,4,0,,,,,5,,,,4/14,4/14,0,,0,0,,0
Karn Sharma,,,CSK,Chennai Super Kings,5,,5,,98,,165,27,,,33.00,22.80,22.80,,,8.68,19,,,,0,0,,,,,5,,,,4/16,4/16,0,,0,0,,0
Kamlesh Nagarkoti,,,KKR,Kolkata Knight Riders,10,,9,,146,,231,46,,,46.20,31.20,31.20,,,8.88,26,,,,1,0,,,,,5,,,,2/13,2/13,0,,0,0,,0
Sunil Narine,,,KKR,Kolkata Knight Riders,10,,10,,156,,302,67,,,60.40,45.60,45.60,,,7.94,38,,,,10,8,,,,,5,,,,5/19,5/19,0,,0,0,,0
Vijay Shankar,,,SRH,Sunrisers Hyderabad,7,,5,,61,,82,31,,,20.50,19.75,19.75,,,6.22,13,,,,10,1,,,,,4,,,,2/19,2/19,0,,0,0,,0
Shivam Dube,,,RCB,Royal Challengers Bangalore,11,,5,,211,,73,14,,,18.25,13.50,13.50,,,8.11,9,,,,5,9,,,,,4,,,,2/15,2/15,0,,0,0,,0
Kieron Pollard,,,MI,Mumbai Indians,16,,11,,166,,190,33,,,47.50,31.50,31.50,,,9.04,21,,,,15,22,,,,,4,,,,4/44,4/44,0,,0,0,,0
Prasidh Krishna,,,KKR,Kolkata Knight Riders,6,,6,,150,,164,35,,,41.00,26.25,26.25,,,9.37,17,,,,0,0,,,,,4,,,,4/30,4/30,0,,0,0,,0
Jaydev Unadkat,,,RR,Mumbai Indians,7,,7,,180,,228,35,,,57.00,34.50,34.50,,,9.91,23,,,,0,0,,,,,4,,,,5/25,5/25,0,,0,0,,0
Bhuvneshwar Kumar,,,SRH,Sunrisers Hyderabad,4,,4,,15,,99,40,,,33.00,28.33,28.33,,,6.98,14,,,,0,0,,,,,3,,,,5/19,5/19,0,,0,0,,0
Glenn Maxwell,,,PBKS,Punjab Kings,13,,7,,28,,169,37,,,56.33,42.00,42.00,,,8.04,21,,,,9,0,,,,,3,,,,2/15,2/15,0,,0,0,,0
Harshal Patel,,,DC,Delhi Capitals,5,,5,,114,,134,23,,,44.66,30.00,30.00,,,8.93,15,,,,2,0,,,,,3,,,,5/27,5/27,0,,0,0,,0
Tom Curran,,,RR,Rajasthan Royals,5,,5,,309,,208,25,,,69.33,36.33,36.33,,,11.44,18,,,,5,3,,,,,3,,,,3/29,3/29,0,,0,0,,0
Tushar Deshpande,,,DC,Delhi Capitals,5,,5,,539,,192,29,,,64.00,34.00,34.00,,,11.29,17,,,,2,1,,,,,3,,,,2/37,2/37,0,,0,0,,0
Amit Mishra,,,DC,Delhi Capitals,3,,3,,107,,72,17,,,24.00,20.00,20.00,,,7.20,10,,,,0,0,,,,,3,,,,5/17,5/17,0,,0,0,,0
Ankit Rajpoot,,,RR,Rajasthan Royals,6,,6,,124,,199,34,,,99.50,51.00,51.00,,,11.70,17,,,,0,1,,,,,2,,,,5/14,5/14,0,,0,0,,0
Siddarth Kaul,,,SRH,Sunrisers Hyderabad,1,,1,,64,,64,6,,,32.00,12.00,12.00,,,16.00,4,,,,0,0,,,,,2,,,,4/29,4/29,0,,0,0,,0
Ben Stokes,,,RR,Rajasthan Royals,8,,6,,177,,154,24,,,77.00,45.00,45.00,,,10.26,15,,,,36,7,,,,,2,,,,3/15,3/15,0,,0,0,,0
Adam Zampa,,,RCB,Royal Challengers Bangalore,3,,3,,24,,92,20,,,46.00,33.00,33.00,,,8.36,11,,,,0,0,,,,,2,,,,6/19,6/19,0,,0,0,,0
Abhishek Sharma,,,SRH,Sunrisers Hyderabad,8,,6,,212,,91,11,,,45.50,30.00,30.00,,,9.10,10,,,,6,3,,,,,2,,,,2/4,2/4,0,,0,0,,0
Shahbaz Ahmed,,,RCB,Royal Challengers Bangalore,2,,2,,523,,44,9,,,22.00,18.00,18.00,,,7.33,6,,,,0,0,,,,,2,,,,3/7,3/7,0,,0,0,,0
Jimmy Neesham,,,PBKS,Punjab Kings,5,,5,,80,,148,26,,,74.00,45.00,45.00,,,9.86,15,,,,0,1,,,,,2,,,,3/12,3/12,0,,0,0,,0
Mitchell Santner,,,CSK,Chennai Super Kings,2,,2,,75,,53,12,,,26.50,21.00,21.00,,,7.57,7,,,,0,0,,,,,2,,,,2/13,2/13,0,,0,0,,0
Dale Steyn,,,RCB,Royal Challengers Bangalore,3,,3,,230,,133,24,,,133.00,70.00,70.00,,,11.40,11,,,,0,0,,,,,1,,,,3/11,3/11,0,,0,0,,0
Basil Thampi,,,SRH,Sunrisers Hyderabad,1,,1,,213,,46,5,,,46.00,24.00,24.00,,,11.50,4,,,,0,0,,,,,1,,,,3/29,3/29,0,,0,0,,0
Imran Tahir,,,CSK,Chennai Super Kings,3,,3,,96,,76,19,,,76.00,66.00,66.00,,,6.90,11,,,,2,0,,,,,1,,,,4/12,4/12,0,,0,0,,0
Jayant Yadav,,,MI,Mumbai Indians,2,,2,,165,,43,13,,,43.00,42.00,42.00,,,6.14,7,,,,0,0,,,,,1,,,,1/23,1/23,0,,0,0,,0
Andrew Tye,,,RR,Rajasthan Royals,1,,1,,30,,50,5,,,50.00,24.00,24.00,,,12.50,4,,,,0,1,,,,,1,,,,5/17,5/17,0,,0,0,,0
Josh Hazlewood,,,CSK,Chennai Super Kings,3,,3,,36,,64,31,,,64.00,60.00,60.00,,,6.40,10,,,,0,0,,,,,1,,,,3/24,3/24,0,,0,0,,0
Mohit Sharma,,,DC,Delhi Capitals,1,,1,,100,,45,7,,,45.00,24.00,24.00,,,11.25,4,,,,0,0,,,,,1,,,,4/14,4/14,0,,0,0,,0
Krishnappa Gowtham,,,PBKS,Punjab Kings,2,,2,,179,,84,11,,,84.00,48.00,48.00,,,10.50,8,,,,3,2,,,,,1,,,,2/12,2/12,0,,0,0,,0
Moeen Ali,,,RCB,Royal Challengers Bangalore,3,,3,,206,,42,8,,,42.00,30.00,30.00,,,8.40,5,,,,1,0,,,,,1,,,,3/7,3/7,0,,0,0,,0
Kuldeep Yadav,,,KKR,Kolkata Knight Riders,5,,4,,14,,92,19,,,92.00,72.00,72.00,,,7.66,12,,,,1,0,,,,,1,,,,4/20,4/20,0,,0,0,,0
Abdul Samad,,,SRH,Sunrisers Hyderabad,12,,3,,525,,96,9,,,96.00,42.00,42.00,,,13.71,7,,,,8,6,,,,,1,,,,1/41,1/41,0,,0,0,,0
