StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,ClientPlayerID
Prithvi Shaw,51,8,0000-00-00,true,Indian,107,2018-100mb00000000051-5a1d4ca2f88b11,14,DC,Delhi Capitals,107,14,2018-100mb00000000051-5a1d4ca2f88b11,8,8,106,85,36,124.70,42.35,2.36,5.00,66.03,2.16,49,28,4,0,16,1,8,0,NA,1,0,0,54,13.25,1,0,3764
Anmolpreet Singh,159,4,0000-00-00,true,Indian,107,2019-100mb00000000159-555d54fd44ac11,20,SRH,Sunrisers Hyderabad,107,20,2019-100mb00000000159-555d54fd44ac11,4,1,105,82,35,128.04,42.68,2.34,4.82,68.57,2.23,47,27,3,0,15,2,4,0,NA,0,0,0,36,26.25,1,0,2965
MS Dhoni,57,16,0000-00-00,true,Indian,107,2019-100mb00000000057-57100cf415ba11,13,CSK,Chennai Super Kings,107,13,2019-100mb00000000057-57100cf415ba11,12,9,104,57,16,182.45,28.07,3.56,4.38,69.23,2.53,41,24,4,0,3,10,4,8,13.00,0,0,0,32*,26.00,7,3,1
Prerak Mankad,998,5,0000-00-00,true,Indian,107,2022-100mb00000000998-77ac17e3a44d11,77,LSG,Lucknow Super Giants,107,77,2022-100mb00000000998-77ac17e3a44d11,5,7,93,72,30,129.16,41.66,2.40,5.14,64.51,2.21,42,23,5,0,12,2,3,2,46.50,1,0,0,64*,31.00,5,0,20602
Anuj Rawat,534,9,0000-00-00,false,Indian,107,2020-100mb00000000534-1ea324c4639911,19,RCB,Royal Challengers Bangalore,107,19,2020-100mb00000000534-1ea324c4639911,7,4,91,71,25,128.16,35.21,2.84,7.10,52.74,1.97,46,29,7,0,6,4,3,4,22.75,0,0,0,29*,30.33,3,0,10788
Jagadeesan Narayan,97,6,0000-00-00,true,Indian,107,2019-100mb00000000097-0f822c6643f611,16,KKR,Kolkata Knight Riders,107,16,2019-100mb00000000097-0f822c6643f611,6,8,89,81,43,109.87,53.08,1.88,5.40,69.66,2.34,38,19,4,0,14,1,6,0,NA,0,0,0,36,14.83,1,0,4942
Rahul Tewatia,120,17,0000-00-00,false,Indian,107,2019-100mb00000000120-7489ddcc449711,35,GT,Gujarat Titans,107,35,2019-100mb00000000120-7489ddcc449711,10,8,87,57,17,152.63,29.82,3.35,5.70,62.06,2.17,40,27,3,0,3,7,4,6,14.50,0,0,0,20*,21.75,8,0,1749
Deepak Hooda,215,12,0000-00-00,true,Indian,107,2019-100mb00000000215-f86e728844bc11,77,LSG,Lucknow Super Giants,107,77,2019-100mb00000000215-f86e728844bc11,12,8,84,90,34,93.33,37.77,2.64,18.00,28.57,1.50,56,43,7,1,3,2,11,1,84.00,0,0,0,17,7.64,10,0,1556
Riyan Parag,189,7,0000-00-00,true,Indian,107,2019-100mb00000000189-ac8c327a44b711,18,RR,Rajasthan Royals,107,18,2019-100mb00000000189-ac8c327a44b711,7,5,78,66,28,118.18,42.42,2.35,7.33,58.97,2.05,38,26,3,0,4,5,6,1,78.00,0,0,0,20,13.00,1,0,4445
Harpreet Bhatia,1934,3,0000-00-00,false,Indian,107,2023-100mb00000001934-cfa99deac40011,15,PBKS,Punjab Kings,107,15,2023-100mb00000001934-cfa99deac40011,3,3,77,59,24,130.50,40.67,2.45,5.36,64.93,2.20,35,21,3,0,8,3,3,0,NA,0,0,0,41,25.67,1,0,5879
Bhanuka Rajapaksa,372,4,0000-00-00,false,Overseas,107,2020-100mb00000000372-ff5bc9bc2deb11,15,PBKS,Punjab Kings,107,15,2020-100mb00000000372-ff5bc9bc2deb11,4,5,71,62,25,114.51,40.32,2.48,7.75,50.70,1.91,37,23,6,0,6,2,3,1,71.00,1,0,0,50,23.67,0,0,20604
Vivrant Sharma,1942,3,0000-00-00,false,Indian,107,2023-100mb00000001942-a0e8f143c40511,20,SRH,Sunrisers Hyderabad,107,20,2023-100mb00000001942-a0e8f143c40511,1,4,69,47,16,146.80,34.04,2.93,4.27,69.56,2.22,31,19,1,0,9,2,1,0,NA,1,0,0,69,69.00,0,0,5614
Ravichandran Ashwin,45,13,0000-00-00,true,Indian,107,2018-100mb00000000045-f658f1b6f88a11,18,RR,Rajasthan Royals,107,18,2018-100mb00000000045-f658f1b6f88a11,10,8,67,51,19,131.37,37.25,2.68,6.37,56.71,2.09,32,19,5,0,5,3,6,4,16.75,0,0,0,30,11.17,1,0,8
Lalit Yadav,538,6,0000-00-00,true,Indian,107,2020-100mb00000000538-c16259a1639a11,14,DC,Delhi Capitals,107,14,2020-100mb00000000538-c16259a1639a11,6,5,66,59,22,111.86,37.28,2.68,7.37,48.48,1.78,37,24,5,0,8,0,5,1,66.00,0,0,0,38,13.20,4,0,6870
Krishnappa Gowtham,179,7,0000-00-00,true,Indian,107,2019-100mb00000000179-ee3b0d4844b511,77,LSG,Lucknow Super Giants,107,77,2019-100mb00000000179-ee3b0d4844b511,7,9,61,37,11,164.86,29.72,3.36,5.28,62.29,2.34,26,15,4,0,2,5,4,3,20.33,0,0,0,23,15.25,6,0,3834
Washington Sundar,20,7,0000-00-00,false,Indian,107,2018-100mb00000000020-9223b16ce99c11,20,SRH,Sunrisers Hyderabad,107,20,2018-100mb00000000020-9223b16ce99c11,5,6,60,60,20,100.00,33.33,3.00,10.00,40.00,1.50,40,32,2,0,6,0,4,1,60.00,0,0,0,24*,15.00,2,0,2973
Michael Bracewell,1465,5,0000-00-00,false,Overseas,107,2022-100mb00000001465-c3bbc3db4bb011,19,RCB,Royal Challengers Bangalore,107,19,2022-100mb00000001465-c3bbc3db4bb011,4,5,58,47,15,123.40,31.91,3.13,6.71,51.72,1.81,32,22,3,0,6,1,2,2,29.00,0,0,0,26,29.00,1,0,
Sarfaraz Khan,139,4,0000-00-00,true,Indian,107,2019-100mb00000000139-7cf20fc2449d11,14,DC,Delhi Capitals,107,14,2019-100mb00000000139-7cf20fc2449d11,4,5,53,62,29,85.48,46.77,2.13,12.40,41.50,1.60,33,25,3,0,4,1,4,0,NA,0,0,0,30,13.25,2,0,1564
Harpreet Brar,130,13,0000-00-00,false,Indian,107,2019-100mb00000000130-89338eb7449a11,15,PBKS,Punjab Kings,107,15,2019-100mb00000000130-89338eb7449a11,8,1,52,41,14,126.82,34.14,2.92,5.85,61.53,1.92,27,20,0,0,5,2,6,2,26.00,0,0,0,17*,8.67,2,0,5441
Ripal Patel,580,5,0000-00-00,true,Indian,107,2021-100mb00000000580-b8f81c4491dc11,14,DC,Delhi Capitals,107,14,2021-100mb00000000580-b8f81c4491dc11,4,2,49,43,10,113.95,23.25,4.30,10.75,36.73,1.48,33,27,2,0,3,1,3,1,49.00,0,0,0,23,16.33,1,0,17191
Shahbaz Ahmed,523,10,0000-00-00,false,Indian,107,2020-100mb00000000523-53bc4c09638b11,19,RCB,Royal Challengers Bangalore,107,19,2020-100mb00000000523-53bc4c09638b11,6,9,42,39,14,107.69,35.89,2.78,9.75,42.85,1.68,25,18,3,0,3,1,4,2,21.00,0,0,0,20*,10.50,5,0,13803
Bhuvneshwar Kumar,15,14,0000-00-00,true,Indian,107,2018-100mb00000000015-3501d442e99c11,20,SRH,Sunrisers Hyderabad,107,20,2018-100mb00000000015-3501d442e99c11,6,7,42,47,21,89.36,44.68,2.23,11.75,38.09,1.61,26,18,4,0,4,0,3,3,14.00,0,0,0,27,14.00,2,0,116
Glenn Phillips,635,5,0000-00-00,true,Overseas,107,2021-100mb00000000635-1bc73589160111,20,SRH,Sunrisers Hyderabad,107,20,2021-100mb00000000635-1bc73589160111,5,0,39,22,10,177.27,45.45,2.20,3.66,82.05,3.25,12,5,1,0,2,4,5,0,NA,0,0,0,25,7.80,2,0,3027
Marco Jansen,586,8,0000-00-00,true,Overseas,107,2021-100mb00000000586-8238f85f91de11,20,SRH,Sunrisers Hyderabad,107,20,2021-100mb00000000586-8238f85f91de11,6,7,39,43,19,90.69,44.18,2.26,10.75,41.02,1.62,24,17,3,0,4,0,3,3,13.00,0,0,0,17*,13.00,3,0,17068
Anrich Nortje,142,10,0000-00-00,true,Overseas,107,2019-100mb00000000142-040303a144a811,14,DC,Delhi Capitals,107,14,2019-100mb00000000142-040303a144a811,7,1,37,29,10,127.58,34.48,2.90,4.83,64.86,1.94,19,13,0,0,6,0,3,4,9.25,0,0,0,23*,12.33,1,0,5433
Vishnu Vinod,581,3,0000-00-00,true,Indian,107,2021-100mb00000000581-dac14bf491dc11,17,MI,Mumbai Indians,107,17,2021-100mb00000000581-dac14bf491dc11,3,3,37,31,11,119.35,35.48,2.81,7.75,54.05,1.85,20,15,1,0,2,2,3,0,NA,0,0,0,30,12.33,1,0,4305
Suyash S Prabhudessai,598,5,0000-00-00,true,Indian,107,2021-100mb00000000598-bffd454291e511,19,RCB,Royal Challengers Bangalore,107,19,2021-100mb00000000598-bffd454291e511,4,4,35,29,13,120.68,44.82,2.23,9.66,45.71,2.18,16,7,6,0,1,2,4,0,NA,0,0,0,19,8.75,5,0,7002
David Willey,90,4,0000-00-00,false,Overseas,107,2019-100mb00000000090-489459ab43eb11,19,RCB,Royal Challengers Bangalore,107,19,2019-100mb00000000090-489459ab43eb11,3,1,35,32,12,109.37,37.50,2.66,8.00,45.71,1.75,20,13,3,0,4,0,0,3,11.66,0,0,0,20*,-,1,0,2758
Wanindu Hasaranga,377,8,0000-00-00,true,Overseas,107,2020-100mb00000000377-c8cec37e2dec11,19,RCB,Royal Challengers Bangalore,107,19,2020-100mb00000000377-c8cec37e2dec11,5,2,33,28,8,117.85,28.57,3.50,9.33,36.36,1.65,20,13,4,0,3,0,2,3,11.00,0,0,0,12*,16.50,0,0,3082
Abishek Porel,1580,4,0000-00-00,false,Indian,107,2022-100mb00000001580-2e206f715b5511,14,DC,Delhi Capitals,107,14,2022-100mb00000001580-2e206f715b5511,4,1,33,31,12,106.45,38.70,2.58,10.33,48.48,1.73,19,15,1,0,1,2,4,0,NA,0,0,0,20,8.25,4,0,33333
Kuldeep Yadav,14,14,0000-00-00,false,Indian,107,2018-100mb00000000014-227bc550e99c11,14,DC,Delhi Capitals,107,14,2018-100mb00000000014-227bc550e99c11,10,6,31,48,25,64.58,52.08,1.92,24.00,25.80,1.34,23,19,2,0,2,0,2,8,3.87,0,0,0,10*,15.50,1,0,261
Dasun Shanaka,375,3,0000-00-00,true,Overseas,107,2020-100mb00000000375-5eaafd832dec11,35,GT,Gujarat Titans,107,35,2020-100mb00000000375-5eaafd832dec11,3,0,26,26,12,100.00,46.15,2.16,8.66,53.84,1.85,14,10,1,0,2,1,2,1,26.00,0,0,0,17,13.00,2,0,
Piyush Chawla,149,16,0000-00-00,false,Indian,107,2019-100mb00000000149-10d5663944a911,17,MI,Mumbai Indians,107,17,2019-100mb00000000149-10d5663944a911,4,2,25,22,8,113.63,36.36,2.75,11.00,40.00,1.78,14,9,3,0,1,1,2,2,12.50,0,0,0,18,12.50,1,0,76
Tristan Stubbs,1017,2,0000-00-00,true,Overseas,107,2022-100mb00000001017-3e376712cc7911,17,MI,Mumbai Indians,107,17,2022-100mb00000001017-3e376712cc7911,2,0,25,31,14,80.64,45.16,2.21,15.50,32.00,1.47,17,13,2,0,2,0,2,0,NA,0,0,0,20,12.50,0,0,20631
Hrithik Shokeen,992,8,0000-00-00,true,Indian,107,2022-100mb00000000992-02c884cea44c11,17,MI,Mumbai Indians,107,17,2022-100mb00000000992-02c884cea44c11,3,3,23,17,6,135.29,35.29,2.83,4.25,69.56,2.09,11,7,0,0,4,0,1,2,11.50,0,0,0,18*,23.00,3,0,20598
Anukul Roy,160,4,0000-00-00,false,Indian,107,2019-100mb00000000160-970c8ab644ac11,16,KKR,Kolkata Knight Riders,107,16,2019-100mb00000000160-970c8ab644ac11,4,0,23,19,7,121.05,36.84,2.71,6.33,52.17,1.91,12,7,2,0,3,0,2,2,11.50,0,0,0,13*,11.50,3,0,3774
Adil Rashid,311,2,0000-00-00,true,Indian,107,2019-100mb00000000311-daebf48c7aee11,20,SRH,Sunrisers Hyderabad,107,20,2019-100mb00000000311-daebf48c7aee11,2,2,22,16,7,137.50,43.75,2.28,5.33,63.63,2.44,9,4,2,0,2,1,2,0,NA,0,0,0,18,11.00,0,0,796
Priyam Garg,528,2,0000-00-00,true,Indian,107,2020-100mb00000000528-43b9bc19639611,14,DC,Delhi Capitals,107,14,2020-100mb00000000528-43b9bc19639611,2,1,22,23,9,95.65,39.13,2.55,23.00,18.18,1.57,14,9,3,1,1,0,2,0,NA,0,0,0,12,11.00,0,0,3775
David Wiese,674,3,1985-05-18,true,Overseas,107,1cb8d4cfe5eb49f193e4e125518f9f3,16,KKR,Kolkata Knight Riders,107,16,1cb8d4cfe5eb49f193e4e125518f9f3,3,1,21,11,5,190.90,45.45,2.20,3.66,85.71,3.50,6,3,0,0,0,3,1,2,10.50,0,0,0,12*,21.00,3,0,869
Mayank Markande,87,10,0000-00-00,true,Indian,107,2019-100mb00000000087-98d4e401342511,20,SRH,Sunrisers Hyderabad,107,20,2019-100mb00000000087-98d4e401342511,3,2,21,13,4,161.53,30.76,3.25,4.33,66.66,2.33,9,5,1,0,2,1,0,3,7.00,0,0,0,18*,-,0,0,4951
Sunil Narine,156,14,0000-00-00,false,Overseas,107,2019-100mb00000000156-a6b6f42c44aa11,16,KKR,Kolkata Knight Riders,107,16,2019-100mb00000000156-a6b6f42c44aa11,10,4,21,25,15,84.00,60.00,1.66,8.33,66.66,2.10,10,7,0,0,2,1,7,3,7.00,0,0,0,7*,3.00,1,0,203
Rishi Dhawan,996,6,0000-00-00,true,Indian,107,2022-100mb00000000996-0dad4bfba44d11,15,PBKS,Punjab Kings,107,15,2022-100mb00000000996-0dad4bfba44d11,3,0,20,12,3,166.66,25.00,4.00,6.00,50.00,2.22,9,4,3,0,1,1,2,1,20.00,0,0,0,19,10.00,3,0,1088
Ravi Bishnoi,520,15,0000-00-00,true,Indian,107,2020-100mb00000000520-c2b1e0df638711,77,LSG,Lucknow Super Giants,107,77,2020-100mb00000000520-c2b1e0df638711,7,2,20,27,14,74.07,51.85,1.92,27.00,20.00,1.53,13,9,2,1,1,0,3,4,5.00,0,0,0,5,6.67,8,0,19351
Umran Malik,637,8,0000-00-00,true,Indian,107,2021-100mb00000000637-4e1434ea244f11,20,SRH,Sunrisers Hyderabad,107,20,2021-100mb00000000637-4e1434ea244f11,2,1,19,8,3,237.50,37.50,2.66,2.66,84.21,3.80,5,1,1,0,1,2,1,1,19.00,0,0,0,19*,19.00,1,0,15154
Umesh Yadav,21,8,0000-00-00,true,Indian,107,2018-100mb00000000021-a294dad8e99c11,16,KKR,Kolkata Knight Riders,107,16,2018-100mb00000000021-a294dad8e99c11,5,2,19,18,6,105.55,33.33,3.00,18.00,21.05,1.58,12,7,4,0,1,0,2,3,6.33,0,0,0,6*,9.50,3,0,59
Amit Mishra,107,7,0000-00-00,true,Indian,107,2019-100mb00000000107-ae56fbc5449311,77,LSG,Lucknow Super Giants,107,77,2019-100mb00000000107-ae56fbc5449311,1,0,19,30,17,63.33,56.66,1.76,15.00,42.10,1.46,13,11,0,0,2,0,1,0,NA,0,0,0,19,19.00,1,0,30
Arshad Khan,988,6,0000-00-00,false,Indian,107,2022-100mb00000000988-ad5c752aa44a11,17,MI,Mumbai Indians,107,17,2022-100mb00000000988-ad5c752aa44a11,3,0,18,15,4,120.00,26.66,3.75,15.00,33.33,1.63,11,8,2,0,0,1,2,1,18.00,0,0,0,15*,9.00,1,0,20599
Akash Deep,1007,2,0000-00-00,true,Indian,107,2022-100mb00000001007-1363a306a45011,19,RCB,Royal Challengers Bangalore,107,19,2022-100mb00000001007-1363a306a45011,1,0,17,8,2,212.50,25.00,4.00,2.66,82.35,2.83,6,3,0,0,2,1,1,0,NA,0,0,0,17,17.00,1,0,14800
Akeal Hosein,722,1,0000-00-00,false,Overseas,107,2021-100mb00000000722-c2b14507340811,20,SRH,Sunrisers Hyderabad,107,20,2021-100mb00000000722-c2b14507340811,1,1,16,10,3,160.00,30.00,3.33,5.00,62.50,2.28,7,4,1,0,1,1,0,1,16.00,0,0,0,16*,-,0,0,5608
Trent Boult,66,10,0000-00-00,true,Overseas,107,2019-100mb00000000066-573f78a31e3711,18,RR,Rajasthan Royals,107,18,2019-100mb00000000066-573f78a31e3711,4,4,16,14,6,114.28,42.85,2.33,7.00,62.50,2.00,8,6,0,0,1,1,1,3,5.33,0,0,0,15,16.00,3,0,969
Praveen Dubey,548,1,0000-00-00,true,Indian,107,2020-100mb00000000548-8aced9f7121111,14,DC,Delhi Capitals,107,14,2020-100mb00000000548-8aced9f7121111,1,0,16,20,10,80.00,50.00,2.00,10.00,50.00,1.60,10,8,0,0,2,0,1,0,NA,0,0,0,16,16.00,0,0,3188
Naveen-ul-Haq,639,8,0000-00-00,true,Overseas,107,2021-100mb00000000639-cf9c67ec2fe411,77,LSG,Lucknow Super Giants,107,77,2021-100mb00000000639-cf9c67ec2fe411,3,5,16,21,12,76.19,57.14,1.75,10.50,50.00,1.77,9,6,1,0,2,0,1,2,8.00,0,0,0,13,16.00,2,0,5681
Yash Dhull,777,4,2002-11-11,true,Indian,107,202126de39945d8911ec9c9202ea608,14,DC,Delhi Capitals,107,14,202126de39945d8911ec9c9202ea608,3,0,16,23,10,69.56,43.47,2.30,23.00,25.00,1.23,13,12,0,0,1,0,3,0,NA,0,0,0,13,5.33,2,0,20623
Ben Stokes,177,2,0000-00-00,false,Overseas,107,2019-100mb00000000177-97da48e244b511,13,CSK,Chennai Super Kings,107,13,2019-100mb00000000177-97da48e244b511,2,1,15,14,5,107.14,35.71,2.80,7.00,53.33,1.66,9,7,0,0,2,0,2,0,NA,0,0,0,8,7.50,2,0,1154
Mandeep Singh,132,3,0000-00-00,true,Indian,107,2019-100mb00000000132-01daf48a449b11,16,KKR,Kolkata Knight Riders,107,16,2019-100mb00000000132-01daf48a449b11,3,0,14,16,8,87.50,50.00,2.00,16.00,42.85,1.75,8,6,1,0,0,1,3,0,NA,0,0,0,12,4.67,0,0,72
Arjun Tendulkar,585,4,0000-00-00,false,Indian,107,2021-100mb00000000585-5404221d91de11,17,MI,Mumbai Indians,107,17,2021-100mb00000000585-5404221d91de11,1,0,13,9,2,144.44,22.22,4.50,9.00,46.15,1.85,7,5,1,0,0,1,1,0,NA,0,0,0,13,13.00,0,0,10244
Vyshak Vijaykumar,2034,7,0000-00-00,true,Indian,107,2023-100mb00000002034-c2959cc8d5eb11,19,RCB,Royal Challengers Bangalore,107,19,2023-100mb00000002034-c2959cc8d5eb11,2,2,13,9,2,144.44,22.22,4.50,9.00,46.15,1.85,7,5,1,0,0,1,1,1,13.00,0,0,0,13*,13.00,1,0,1097
Kedar Jadhav,58,2,0000-00-00,true,Indian,107,2019-100mb00000000058-acb140d615ba11,19,RCB,Royal Challengers Bangalore,107,19,2019-100mb00000000058-acb140d615ba11,1,0,12,10,3,120.00,30.00,3.33,10.00,33.33,1.71,7,4,2,0,1,0,0,1,12.00,0,0,0,12*,-,1,0,297
Jason Holder,263,8,0000-00-00,true,Overseas,107,2019-100mb00000000263-296c7a0b7adb11,18,RR,Rajasthan Royals,107,18,2019-100mb00000000263-296c7a0b7adb11,3,1,12,11,4,109.09,36.36,2.75,11.00,50.00,1.71,7,6,0,0,0,1,2,1,12.00,0,0,0,11,6.00,3,0,1075
Karan Sharma,986,2,0000-00-00,true,Indian,107,2022-100mb00000000986-6bb0717aa44911,77,LSG,Lucknow Super Giants,107,77,2022-100mb00000000986-6bb0717aa44911,2,0,12,21,9,57.14,42.85,2.33,0.00,0.00,1.00,12,12,0,0,0,0,2,0,NA,0,0,0,9,6.00,0,0,20588
Mark Wood,315,4,0000-00-00,true,Overseas,107,2019-100mb00000000315-585558897aef11,77,LSG,Lucknow Super Giants,107,77,2019-100mb00000000315-585558897aef11,2,0,11,5,2,220.00,40.00,2.50,2.50,90.90,3.66,3,1,0,0,1,1,1,1,11.00,0,0,0,10*,11.00,2,0,2749
Sanvir Singh,1943,2,0000-00-00,true,Indian,107,2023-100mb00000001943-b03b1676c40511,20,SRH,Sunrisers Hyderabad,107,20,2023-100mb00000001943-b03b1676c40511,2,1,11,9,6,122.22,66.66,1.50,4.50,90.90,3.66,3,1,0,0,1,1,1,1,11.00,0,0,0,7,11.00,0,0,5616
Manan Vohra,185,1,0000-00-00,true,Indian,107,2019-100mb00000000185-2576dea644b711,77,LSG,Lucknow Super Giants,107,77,2019-100mb00000000185-2576dea644b711,1,0,10,11,4,90.90,36.36,2.75,11.00,40.00,1.42,7,6,0,0,1,0,1,0,NA,0,0,0,10,10.00,0,0,1085
Joe Root,312,3,0000-00-00,true,Overseas,107,2019-100mb00000000312-ee44c40a7aee11,18,RR,Rajasthan Royals,107,18,2019-100mb00000000312-ee44c40a7aee11,1,0,10,15,8,66.66,53.33,1.87,15.00,40.00,1.42,7,6,0,0,1,0,1,0,NA,0,0,0,10,10.00,2,0,5601
Adam Zampa,24,6,0000-00-00,true,Indian,107,2018-100mb00000000024-431d2bf7e99d11,18,RR,Rajasthan Royals,107,18,2018-100mb00000000024-431d2bf7e99d11,3,1,10,16,6,62.50,37.50,2.66,0.00,0.00,1.00,10,10,0,0,0,0,3,0,NA,0,0,0,7,3.33,0,0,958
Jaydev Unadkat,180,3,0000-00-00,true,Indian,107,2019-100mb00000000180-1352e0b244b611,77,LSG,Lucknow Super Giants,107,77,2019-100mb00000000180-1352e0b244b611,1,0,9,7,1,128.57,14.28,7.00,7.00,44.44,1.50,6,5,0,0,1,0,1,0,NA,0,0,0,9,9.00,0,0,86
Noor Ahmad,975,13,0000-00-00,true,Overseas,107,2022-100mb00000000975-56f6385ba44611,35,GT,Gujarat Titans,107,35,2022-100mb00000000975-56f6385ba44611,3,1,8,9,4,88.88,44.44,2.25,9.00,50.00,1.60,5,4,0,0,1,0,2,1,8.00,0,0,0,7*,4.00,1,0,20590
Mukesh Kumar,1462,10,0000-00-00,true,Indian,107,2022-100mb00000001462-cbc59298427c11,14,DC,Delhi Capitals,107,14,2022-100mb00000001462-cbc59298427c11,3,1,7,9,2,77.77,22.22,4.50,0.00,0.00,1.00,7,7,0,0,0,0,0,3,2.33,0,0,0,6*,-,1,0,5622
Rovman Powell,329,3,0000-00-00,true,Overseas,107,2019-100mb00000000329-bee19eaeb1e711,14,DC,Delhi Capitals,107,14,2019-100mb00000000329-bee19eaeb1e711,3,0,7,9,6,77.77,66.66,1.50,9.00,57.14,2.33,3,1,1,0,1,0,3,0,NA,0,0,0,4,2.33,0,0,3333
Alzarri Joseph,229,7,0000-00-00,true,Overseas,107,2019-100mb00000000229-75a4b0a0516011,35,GT,Gujarat Titans,107,35,2019-100mb00000000229-75a4b0a0516011,2,1,7,12,8,58.33,66.66,1.50,12.00,57.14,1.75,4,3,0,0,1,0,0,2,3.50,0,0,0,7*,-,2,0,3098
Harshal Patel,114,13,0000-00-00,true,Indian,107,2019-100mb00000000114-8c98068c449611,19,RCB,Royal Challengers Bangalore,107,19,2019-100mb00000000114-8c98068c449611,2,1,6,6,5,100.00,83.33,1.20,6.00,100.00,6.00,1,0,0,0,0,1,2,0,NA,0,0,0,6,3.00,2,0,157
Kumar Kartikeya Singh,1015,8,0000-00-00,true,Indian,107,2022-100mb00000001015-396b0615c6d411,17,MI,Mumbai Indians,107,17,2022-100mb00000001015-396b0615c6d411,1,1,6,7,4,85.71,57.14,1.75,7.00,66.66,2.00,3,2,0,0,1,0,1,0,NA,0,0,0,6,6.00,1,0,20629
Jason Behrendorff,4,12,0000-00-00,true,Overseas,107,2018-100mb00000000004-1b6e3321e99b11,17,MI,Mumbai Indians,107,17,2018-100mb00000000004-1b6e3321e99b11,2,0,6,9,3,66.66,33.33,3.00,0.00,0.00,1.00,6,6,0,0,0,0,0,2,3.00,0,0,0,3*,-,2,0,937
Chris Jordan,519,6,0000-00-00,true,Overseas,107,2020-100mb00000000519-a0440d96638711,17,MI,Mumbai Indians,107,17,2020-100mb00000000519-a0440d96638711,2,5,6,12,7,50.00,58.33,1.71,0.00,0.00,1.20,5,4,1,0,0,0,2,0,NA,0,0,0,4,3.00,1,0,1299
Mohammad Shami,47,17,0000-00-00,true,Indian,107,2018-100mb00000000047-1bfc8ff2f88b11,35,GT,Gujarat Titans,107,35,2018-100mb00000000047-1bfc8ff2f88b11,2,3,5,6,4,83.33,66.66,1.50,6.00,80.00,2.50,2,1,0,0,1,0,2,0,NA,0,0,0,5,2.50,4,0,94
Liton Das,251,1,0000-00-00,true,Indian,107,2019-100mb00000000251-760794767acb11,16,KKR,Kolkata Knight Riders,107,16,2019-100mb00000000251-760794767acb11,1,0,4,4,3,100.00,75.00,1.33,4.00,100.00,4.00,1,0,0,0,1,0,1,0,NA,0,0,0,4,4.00,0,0,
Jofra Archer,181,5,0000-00-00,true,Overseas,107,2019-100mb00000000181-80151ce844b611,17,MI,Mumbai Indians,107,17,2019-100mb00000000181-80151ce844b611,2,0,4,4,1,100.00,25.00,4.00,0.00,0.00,1.33,3,2,1,0,0,0,0,2,2.00,0,0,0,3*,-,0,0,3502
Chetan Sakariya,592,2,0000-00-00,false,Indian,107,2021-100mb00000000592-49eb3f9a91e311,14,DC,Delhi Capitals,107,14,2021-100mb00000000592-49eb3f9a91e311,2,0,4,6,5,66.66,83.33,1.20,6.00,100.00,4.00,1,0,0,0,1,0,1,1,4.00,0,0,0,4,4.00,0,0,11062
Vaibhav Arora,583,5,0000-00-00,true,Indian,107,2021-100mb00000000583-8f4c0c4491dd11,16,KKR,Kolkata Knight Riders,107,16,2021-100mb00000000583-8f4c0c4491dd11,2,0,3,2,0,150.00,0.00,0.00,0.00,0.00,1.50,2,1,1,0,0,0,0,2,1.50,0,0,0,2*,-,3,0,14859
Karn Sharma,98,7,0000-00-00,false,Indian,107,2019-100mb00000000098-7a8c366b43f611,19,RCB,Royal Challengers Bangalore,107,19,2019-100mb00000000098-7a8c366b43f611,2,0,3,5,3,60.00,60.00,1.66,0.00,0.00,1.50,2,1,1,0,0,0,2,0,NA,0,0,0,2,1.50,0,0,1118
Arshdeep Singh,125,14,0000-00-00,false,Indian,107,2019-100mb00000000125-2485f88b449911,15,PBKS,Punjab Kings,107,15,2019-100mb00000000125-2485f88b449911,2,0,2,2,1,100.00,50.00,2.00,0.00,0.00,2.00,1,0,1,0,0,0,0,2,1.00,0,0,0,2*,-,1,0,4698
Mitchell Santner,75,3,0000-00-00,false,Overseas,107,2019-100mb00000000075-0984e17e1e4011,13,CSK,Chennai Super Kings,107,13,2019-100mb00000000075-0984e17e1e4011,2,1,2,4,2,50.00,50.00,2.00,0.00,0.00,1.00,2,2,0,0,0,0,0,2,1.00,0,0,0,1*,-,1,0,1903
Swapnil Singh,1483,2,0000-00-00,true,Indian,107,2022-100mb00000001483-5afb915c543411,77,LSG,Lucknow Super Giants,107,77,2022-100mb00000001483-5afb915c543411,1,0,2,4,2,50.00,50.00,2.00,0.00,0.00,1.00,2,2,0,0,0,0,0,1,2.00,0,0,0,2*,-,0,0,3180
Wayne Parnell,829,7,0000-00-00,false,Overseas,107,2022-100mb00000000829-e8883032782a11,19,RCB,Royal Challengers Bangalore,107,19,2022-100mb00000000829-e8883032782a11,1,1,2,5,3,40.00,60.00,1.66,0.00,0.00,1.00,2,2,0,0,0,0,1,0,NA,0,0,0,2,2.00,4,0,223
