StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
KL Rahul,19,14,,,,10012,,,PBKS,Punjab Kings,10012,,,14,,670,518,,129.34,,,,,,,,,,58,23,58,23,12,2,55.83,5,1,,132*,55.83,,
Shikhar Dhawan,11,17,,,,10012,,,DC,Delhi Capitals,10012,,,17,,618,427,,144.73,,,,,,,,,,67,12,67,12,14,3,44.14,4,2,,106*,44.14,,
David Warner,214,16,,,,10012,,,SRH,Sunrisers Hyderabad,10012,,,16,,548,407,,134.64,,,,,,,,,,52,14,52,14,14,2,39.14,4,0,,85*,39.14,,
Shreyas Iyer,12,17,,,,10012,,,DC,Delhi Capitals,10012,,,17,,519,421,,123.27,,,,,,,,,,40,16,40,16,15,2,34.60,3,0,,88*,34.60,,
Ishan Kishan,164,14,,,,10012,,,MI,Mumbai Indians,10012,,,13,,516,354,,145.76,,,,,,,,,,36,30,36,30,9,4,57.33,4,0,,99,57.33,,
Quinton de Kock,170,16,,,,10012,,,MI,Mumbai Indians,10012,,,16,,503,358,,140.50,,,,,,,,,,46,22,46,22,14,2,35.92,4,0,,78*,35.92,,
Suryakumar Yadav,174,16,,,,10012,,,MI,Mumbai Indians,10012,,,15,,480,331,,145.01,,,,,,,,,,61,11,61,11,12,3,40.00,4,0,,79*,40.00,,
Devdutt Padikkal,200,15,,,,10012,,,RCB,Royal Challengers Bangalore,10012,,,15,,473,379,,124.80,,,,,,,,,,51,8,51,8,15,0,31.53,5,0,,74,31.53,,
Virat Kohli,2,15,,,,10012,,,RCB,Royal Challengers Bangalore,10012,,,15,,466,384,,121.35,,,,,,,,,,23,11,23,11,11,4,42.36,3,0,,90*,42.36,,
AB de Villiers,198,15,,,,10012,,,RCB,Royal Challengers Bangalore,10012,,,14,,454,286,,158.74,,,,,,,,,,33,23,33,23,10,4,45.40,5,0,,73*,45.40,,
Faf du Plessis,94,13,,,,10012,,,CSK,Chennai Super Kings,10012,,,13,,449,319,,140.75,,,,,,,,,,42,14,42,14,11,2,40.81,4,0,,87*,40.81,,
Shubman Gill,62,14,,,,10012,,,KKR,Kolkata Knight Riders,10012,,,14,,440,373,,117.96,,,,,,,,,,44,9,44,9,13,1,33.84,3,0,,70*,33.84,,
Manish Pandey,16,16,,,,10012,,,SRH,Sunrisers Hyderabad,10012,,,15,,425,333,,127.62,,,,,,,,,,35,18,35,18,13,2,32.69,3,0,,83*,32.69,,
Mayank Agarwal,55,11,,,,10012,,,PBKS,Punjab Kings,10012,,,11,,424,271,,156.45,,,,,,,,,,44,15,44,15,11,0,38.54,2,1,,106,38.54,,
Eoin Morgan,308,14,,,,10012,,,KKR,Kolkata Knight Riders,10012,,,14,,418,302,,138.41,,,,,,,,,,32,24,32,24,10,4,41.80,1,0,,68*,41.80,,
Sanju Samson,190,14,,,,10012,,,RR,Rajasthan Royals,10012,,,14,,375,236,,158.89,,,,,,,,,,21,26,21,26,13,1,28.84,3,0,,85,28.84,,
Ambati Rayudu,60,12,,,,10012,,,CSK,Chennai Super Kings,10012,,,11,,359,282,,127.30,,,,,,,,,,30,12,30,12,9,2,39.88,1,0,,71,39.88,,
Nicholas Pooran,136,14,,,,10012,,,PBKS,Punjab Kings,10012,,,14,,353,208,,169.71,,,,,,,,,,23,25,23,25,10,4,35.30,2,0,,77,35.30,,
Nitish Rana,148,14,,,,10012,,,KKR,Kolkata Knight Riders,10012,,,14,,352,254,,138.58,,,,,,,,,,43,12,43,12,14,0,25.14,3,0,,87,25.14,,
Marcus Stoinis,23,17,,,,10012,,,DC,Delhi Capitals,10012,,,17,,352,237,,148.52,,,,,,,,,,31,16,31,16,14,3,25.14,3,0,,65,25.14,,
Jonny Bairstow,216,11,,,,10012,,,SRH,Sunrisers Hyderabad,10012,,,11,,345,272,,126.83,,,,,,,,,,31,13,31,13,11,0,31.36,3,0,,97,31.36,,
Rishabh Pant,18,14,,,,10012,,,DC,Delhi Capitals,10012,,,14,,343,301,,113.95,,,,,,,,,,31,9,31,9,11,3,31.18,1,0,,56,31.18,,
Rohit Sharma,6,12,,,,10012,,,MI,Mumbai Indians,10012,,,12,,332,260,,127.69,,,,,,,,,,27,19,27,19,12,0,27.66,3,0,,80,27.66,,
Jos Buttler,182,13,,,,10012,,,RR,Rajasthan Royals,10012,,,12,,328,227,,144.49,,,,,,,,,,27,16,27,16,10,2,32.80,2,0,,70*,32.80,,
Kane Williamson,65,12,,,,10012,,,SRH,Sunrisers Hyderabad,10012,,,11,,317,237,,133.75,,,,,,,,,,26,10,26,10,7,4,45.28,3,0,,67,45.28,,
Steve Smith,0,14,,,,10012,,,RR,Rajasthan Royals,10012,,,14,,311,237,,131.22,,,,,,,,,,32,9,32,9,12,2,25.91,3,0,,69,25.91,,
Shane Watson,104,11,,,,10012,,,CSK,Chennai Super Kings,10012,,,11,,299,247,,121.05,,,,,,,,,,33,13,33,13,10,1,29.90,2,0,,83*,29.90,,
Chris Gayle,126,7,,,,10012,,,PBKS,Punjab Kings,10012,,,7,,288,210,,137.14,,,,,,,,,,15,23,15,23,7,0,41.14,3,0,,99,41.14,,
Ben Stokes,177,8,,,,10012,,,RR,Rajasthan Royals,10012,,,8,,285,200,,142.50,,,,,,,,,,36,7,36,7,7,1,40.71,1,1,,107*,40.71,,
Hardik Pandya,54,14,,,,10012,,,MI,Mumbai Indians,10012,,,13,,281,157,,178.98,,,,,,,,,,14,25,14,25,8,5,35.12,1,0,,60*,35.12,,
Aaron Finch,3,12,,,,10012,,,RCB,Royal Challengers Bangalore,10012,,,12,,268,241,,111.20,,,,,,,,,,28,8,28,8,12,0,22.33,1,0,,52,22.33,,
Kieron Pollard,166,16,,,,10012,,,MI,Mumbai Indians,10012,,,12,,268,140,,191.42,,,,,,,,,,15,22,15,22,5,7,53.60,1,0,,60*,53.60,,
Rahul Tewatia,120,14,,,,10012,,,RR,Rajasthan Royals,10012,,,11,,255,183,,139.34,,,,,,,,,,13,17,13,17,6,5,42.50,1,0,,53,42.50,,
Ravindra Jadeja,46,14,,,,10012,,,CSK,Chennai Super Kings,10012,,,11,,232,135,,171.85,,,,,,,,,,22,11,22,11,5,6,46.40,1,0,,50,46.40,,
Rahul Tripathi,188,11,,,,10012,,,KKR,Kolkata Knight Riders,10012,,,11,,230,181,,127.07,,,,,,,,,,21,10,21,10,10,1,23.00,1,0,,81,23.00,,
Prithvi Shaw,51,13,,,,10012,,,DC,Delhi Capitals,10012,,,13,,228,167,,136.52,,,,,,,,,,27,8,27,8,13,0,17.53,2,0,,66,17.53,,
Wriddhiman Saha,225,4,,,,10012,,,SRH,Sunrisers Hyderabad,10012,,,4,,214,153,,139.86,,,,,,,,,,24,5,24,5,3,1,71.33,2,0,,87,71.33,,
Ruturaj Gaikwad,102,6,,,,10012,,,CSK,Chennai Super Kings,10012,,,6,,204,169,,120.71,,,,,,,,,,16,6,16,6,4,2,51.00,3,0,,72,51.00,,
MS Dhoni,57,14,,,,10012,,,CSK,Chennai Super Kings,10012,,,12,,200,172,,116.27,,,,,,,,,,16,7,16,7,8,4,25.00,0,0,,47*,25.00,,
Robin Uthappa,153,12,,,,10012,,,RR,Rajasthan Royals,10012,,,12,,196,164,,119.51,,,,,,,,,,19,7,19,7,12,0,16.33,0,0,,41,16.33,,
Sam Curran,138,14,,,,10012,,,CSK,Chennai Super Kings,10012,,,11,,186,141,,131.91,,,,,,,,,,12,12,12,12,8,3,23.25,1,0,,52,23.25,,
Shimron Hetmyer,210,12,,,,10012,,,DC,Delhi Capitals,10012,,,11,,185,125,,148.00,,,,,,,,,,11,12,11,12,8,3,23.12,0,0,,45,23.12,,
