StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Sachin Tendulkar,233,15,,,,10002,,,MI,Mumbai Indians,10002,,,15,,618,466,,132.61,,,,,,,,,,86,3,86,3,13,2,47.53,5,0,,89*,47.53,,
Jacques Kallis,0,16,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,16,,572,494,,115.78,,,,,,,,,,67,9,67,9,12,4,47.66,6,0,,89*,47.66,,
Suresh Raina,106,16,,,,10002,,,CSK,Chennai Super Kings,10002,,,16,,520,364,,142.85,,,,,,,,,,45,22,45,22,11,5,47.27,4,0,,83*,47.27,,
Sourav Ganguly,0,14,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,14,,493,419,,117.66,,,,,,,,,,58,15,58,15,13,1,37.92,4,0,,88,37.92,,
Murali Vijay,53,15,,,,10002,,,CSK,Chennai Super Kings,10002,,,15,,458,292,,156.84,,,,,,,,,,36,26,36,26,13,2,35.23,2,1,,127,35.23,,
Mahela Jayawardena,0,13,,,,10002,,,PBKS,Punjab Kings,10002,,,13,,439,298,,147.31,,,,,,,,,,55,11,55,11,10,3,43.90,1,1,,110*,43.90,,
Andrew Symonds,0,16,,,,10002,,,DEC,Deccan Chargers,10002,,,16,,429,341,,125.80,,,,,,,,,,35,18,35,18,14,2,30.64,4,0,,54,30.64,,
Saurabh Tiwary,540,16,,,,10002,,,MI,Mumbai Indians,10002,,,15,,419,309,,135.59,,,,,,,,,,29,18,29,18,14,1,29.92,3,0,,61,29.92,,
Rohit Sharma,6,16,,,,10002,,,DEC,Deccan Chargers,10002,,,16,,404,302,,133.77,,,,,,,,,,36,14,36,14,14,2,28.85,3,0,,73,28.85,,
Naman Ojha,0,14,,,,10002,,,RR,Rajasthan Royals,10002,,,14,,377,285,,132.28,,,,,,,,,,42,15,42,15,12,2,31.41,2,0,,94*,31.41,,
Robin Uthappa,153,16,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,14,,374,218,,171.55,,,,,,,,,,21,27,21,27,12,2,31.16,3,0,,68*,31.16,,
Kumar Sangakkara,0,13,,,,10002,,,PBKS,Punjab Kings,10002,,,12,,357,257,,138.91,,,,,,,,,,47,5,47,5,12,0,29.75,2,0,,56,29.75,,
Ambati Rayudu,60,14,,,,10002,,,MI,Mumbai Indians,10002,,,14,,356,246,,144.71,,,,,,,,,,34,13,34,13,13,1,27.38,2,0,,55*,27.38,,
Virender Sehwag,461,14,,,,10002,,,DC,Delhi Capitals,10002,,,14,,356,218,,163.30,,,,,,,,,,47,14,47,14,14,0,25.42,3,0,,75,25.42,,
Subramaniam Badrinath,0,16,,,,10002,,,CSK,Chennai Super Kings,10002,,,15,,356,303,,117.49,,,,,,,,,,41,5,41,5,11,4,32.36,2,0,,55*,32.36,,
Matthew Hayden,0,16,,,,10002,,,CSK,Chennai Super Kings,10002,,,16,,346,279,,124.01,,,,,,,,,,37,16,37,16,16,0,21.62,1,0,,93,21.62,,
Yusuf Pathan,226,14,,,,10002,,,RR,Rajasthan Royals,10002,,,14,,333,201,,165.67,,,,,,,,,,22,24,22,24,12,2,27.75,1,1,,100,27.75,,
Tirumalasetti Suman,0,14,,,,10002,,,DEC,Deccan Chargers,10002,,,14,,307,257,,119.45,,,,,,,,,,23,12,23,12,9,5,34.11,2,0,,78*,34.11,,
Virat Kohli,2,16,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,13,,307,212,,144.81,,,,,,,,,,26,12,26,12,11,2,27.90,1,0,,58,27.90,,
Chris Gayle,126,9,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,9,,292,184,,158.69,,,,,,,,,,30,16,30,16,9,0,32.44,2,0,,88,32.44,,
Adam Gilchrist,0,16,,,,10002,,,DEC,Deccan Chargers,10002,,,16,,289,185,,156.21,,,,,,,,,,31,16,31,16,16,0,18.06,1,0,,54,18.06,,
MS Dhoni,57,13,,,,10002,,,CSK,Chennai Super Kings,10002,,,11,,287,210,,136.66,,,,,,,,,,26,8,26,8,9,2,31.88,2,0,,66*,31.88,,
David Warner,214,11,,,,10002,,,DC,Delhi Capitals,10002,,,11,,282,191,,147.64,,,,,,,,,,27,14,27,14,10,1,28.20,1,1,,107*,28.20,,
Michael Lumb,0,11,,,,10002,,,RR,Rajasthan Royals,10002,,,11,,278,192,,144.79,,,,,,,,,,45,6,45,6,11,0,25.27,1,0,,83,25.27,,
Dinesh Karthik,13,14,,,,10002,,,DC,Delhi Capitals,10002,,,14,,278,237,,117.29,,,,,,,,,,26,6,26,6,13,1,21.38,1,0,,69,21.38,,
Gautam Gambhir,0,11,,,,10002,,,DC,Delhi Capitals,10002,,,10,,277,217,,127.64,,,,,,,,,,32,2,32,2,9,1,30.77,2,0,,72,30.77,,
Irfan Pathan,458,14,,,,10002,,,PBKS,Punjab Kings,10002,,,13,,276,186,,148.38,,,,,,,,,,21,10,21,10,8,5,34.50,1,0,,60,34.50,,
Kieron Pollard,166,14,,,,10002,,,MI,Mumbai Indians,10002,,,14,,273,147,,185.71,,,,,,,,,,23,17,23,17,12,2,22.75,0,0,,45*,22.75,,
Herschelle Gibbs,471,10,,,,10002,,,DEC,Deccan Chargers,10002,,,10,,267,235,,113.61,,,,,,,,,,26,9,26,9,10,0,26.70,1,0,,50,26.70,,
Rahul Dravid,0,16,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,11,,256,199,,128.64,,,,,,,,,,34,3,34,3,9,2,28.44,1,0,,52,28.44,,
Yuvraj Singh,175,14,,,,10002,,,PBKS,Punjab Kings,10002,,,14,,255,199,,128.14,,,,,,,,,,20,14,20,14,12,2,21.25,0,0,,43,21.25,,
Manish Pandey,16,13,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,13,,249,226,,110.17,,,,,,,,,,27,7,27,7,12,1,20.75,0,0,,42*,20.75,,
Ravi Bopara,0,10,,,,10002,,,PBKS,Punjab Kings,10002,,,9,,248,214,,115.88,,,,,,,,,,25,3,25,3,8,1,31.00,2,0,,77,31.00,,
Manoj Tiwary,0,13,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,11,,237,186,,127.41,,,,,,,,,,23,5,23,5,9,2,26.33,2,0,,75*,26.33,,
Kevin Pietersen,0,7,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,7,,236,157,,150.31,,,,,,,,,,23,8,23,8,4,3,59.00,2,0,,66*,59.00,,
Angelo Mathews,275,14,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,11,,233,184,,126.63,,,,,,,,,,18,8,18,8,7,4,33.28,1,0,,65*,33.28,,
Manvinder Bisla,0,10,,,,10002,,,PBKS,Punjab Kings,10002,,,10,,218,178,,122.47,,,,,,,,,,27,6,27,6,10,0,21.80,1,0,,75,21.80,,
Paul Collingwood,0,8,,,,10002,,,DC,Delhi Capitals,10002,,,7,,203,156,,130.12,,,,,,,,,,9,13,9,13,5,2,40.60,3,0,,75*,40.60,,
Albie Morkel,481,14,,,,10002,,,CSK,Chennai Super Kings,10002,,,11,,198,131,,151.14,,,,,,,,,,10,13,10,13,8,3,24.75,1,0,,62,24.75,,
Shikhar Dhawan,11,10,,,,10002,,,MI,Mumbai Indians,10002,,,10,,191,170,,112.35,,,,,,,,,,23,3,23,3,10,0,19.10,2,0,,56,19.10,,
Shane Watson,104,6,,,,10002,,,RR,Rajasthan Royals,10002,,,5,,185,114,,162.28,,,,,,,,,,18,9,18,9,5,0,37.00,2,0,,60,37.00,,
Abhishek Jhunjhunwala,0,13,,,,10002,,,RR,Rajasthan Royals,10002,,,11,,183,166,,110.24,,,,,,,,,,16,4,16,4,9,2,20.33,1,0,,53*,20.33,,
Adam Voges,0,9,,,,10002,,,RR,Rajasthan Royals,10002,,,7,,181,143,,126.57,,,,,,,,,,15,3,15,3,4,3,45.25,0,0,,45*,45.25,,
Mohnish Mishra,0,11,,,,10002,,,DEC,Deccan Chargers,10002,,,11,,166,144,,115.27,,,,,,,,,,18,6,18,6,11,0,15.09,0,0,,41,15.09,,
Faiz Fazal,0,10,,,,10002,,,RR,Rajasthan Royals,10002,,,9,,164,154,,106.49,,,,,,,,,,19,1,19,1,8,1,20.50,0,0,,45,20.50,,
JP Duminy,0,7,,,,10002,,,MI,Mumbai Indians,10002,,,7,,157,131,,119.84,,,,,,,,,,13,5,13,5,5,2,31.40,0,0,,42*,31.40,,
Mithun Manhas,0,9,,,,10002,,,DC,Delhi Capitals,10002,,,8,,157,149,,105.36,,,,,,,,,,14,0,14,0,4,4,39.25,0,0,,32*,39.25,,
Shaun Marsh,41,4,,,,10002,,,PBKS,Punjab Kings,10002,,,4,,147,114,,128.94,,,,,,,,,,14,6,14,6,3,1,49.00,2,0,,88*,49.00,,
Cheteshwar Pujara,49,10,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,6,,122,115,,106.08,,,,,,,,,,14,3,14,3,4,2,30.50,0,0,,45*,30.50,,
Owais Shah,0,5,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,5,,115,95,,121.05,,,,,,,,,,7,5,7,5,2,3,57.50,1,0,,58*,57.50,,
Brendon McCullum,0,5,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,5,,114,110,,103.63,,,,,,,,,,14,2,14,2,4,1,28.50,1,0,,57*,28.50,,
Rajagopal Sathish,0,12,,,,10002,,,MI,Mumbai Indians,10002,,,11,,112,96,,116.66,,,,,,,,,,11,0,11,0,7,4,16.00,0,0,,24,16.00,,
AB de Villiers,198,7,,,,10002,,,DC,Delhi Capitals,10002,,,7,,111,119,,93.27,,,,,,,,,,7,0,7,0,7,0,15.85,0,0,,45,15.85,,
Paras Dogra,0,9,,,,10002,,,RR,Rajasthan Royals,10002,,,8,,107,106,,100.94,,,,,,,,,,4,5,4,5,8,0,13.37,0,0,,41,13.37,,
Harbhajan Singh,95,15,,,,10002,,,MI,Mumbai Indians,10002,,,7,,105,63,,166.66,,,,,,,,,,12,5,12,5,4,3,26.25,0,0,,49*,26.25,,
Brad Hodge,449,4,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,4,,99,90,,110.00,,,,,,,,,,11,1,11,1,4,0,24.75,1,0,,50,24.75,,
David Hussey,0,6,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,6,,94,86,,109.30,,,,,,,,,,5,5,5,5,4,2,23.50,0,0,,31,23.50,,
Ross Taylor,78,7,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,7,,88,75,,117.33,,,,,,,,,,2,6,2,6,4,3,22.00,0,0,,31*,22.00,,
Kedar Jadhav,58,5,,,,10002,,,DC,Delhi Capitals,10002,,,5,,76,56,,135.71,,,,,,,,,,7,2,7,2,3,2,25.33,1,0,,50*,25.33,,
Parthiv Patel,48,4,,,,10002,,,CSK,Chennai Super Kings,10002,,,4,,72,79,,91.13,,,,,,,,,,6,2,6,2,4,0,18.00,1,0,,57,18.00,,
Wriddhiman Saha,225,13,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,7,,67,53,,126.41,,,,,,,,,,9,1,9,1,3,4,22.33,0,0,,22,22.33,,
Ryan McLaren,469,10,,,,10002,,,MI,Mumbai Indians,10002,,,7,,66,69,,95.65,,,,,,,,,,7,0,7,0,3,4,22.00,0,0,,40,22.00,,
Andrew McDonald,0,4,,,,10002,,,DC,Delhi Capitals,10002,,,3,,65,52,,125.00,,,,,,,,,,3,2,3,2,0,3,0.00,0,0,,33*,0.00,,
VVS Laxman,0,6,,,,10002,,,DEC,Deccan Chargers,10002,,,6,,64,60,,106.66,,,,,,,,,,7,1,7,1,5,1,12.80,0,0,,22,12.80,,
Anirudh Singh,0,5,,,,10002,,,DEC,Deccan Chargers,10002,,,4,,63,66,,95.45,,,,,,,,,,6,1,6,1,4,0,15.75,0,0,,40,15.75,,
Piyush Chawla,149,14,,,,10002,,,PBKS,Punjab Kings,10002,,,6,,62,60,,103.33,,,,,,,,,,7,0,7,0,5,1,12.40,0,0,,22,12.40,,
Dwayne Bravo,93,10,,,,10002,,,MI,Mumbai Indians,10002,,,8,,61,53,,115.09,,,,,,,,,,3,4,3,4,7,1,8.71,0,0,,23,8.71,,
Abhishek Nayar,0,3,,,,10002,,,MI,Mumbai Indians,10002,,,3,,58,51,,113.72,,,,,,,,,,4,2,4,2,2,1,29.00,0,0,,27,29.00,,
Abhishek Raut,0,6,,,,10002,,,RR,Rajasthan Royals,10002,,,5,,56,48,,116.66,,,,,,,,,,3,3,3,3,2,3,28.00,0,0,,32*,28.00,,
Aditya Tare,158,7,,,,10002,,,MI,Mumbai Indians,10002,,,4,,50,36,,138.88,,,,,,,,,,5,3,5,3,4,0,12.50,0,0,,23,12.50,,
Cameron White,0,7,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,5,,48,33,,145.45,,,,,,,,,,3,3,3,3,2,3,24.00,0,0,,21*,24.00,,
Ryan Harris,0,8,,,,10002,,,DEC,Deccan Chargers,10002,,,5,,45,39,,115.38,,,,,,,,,,2,2,2,2,4,1,11.25,0,0,,15,11.25,,
Graeme Smith,0,2,,,,10002,,,RR,Rajasthan Royals,10002,,,2,,44,39,,112.82,,,,,,,,,,7,0,7,0,2,0,22.00,0,0,,26,22.00,,
Tillakaratne Dilshan,484,6,,,,10002,,,DC,Delhi Capitals,10002,,,6,,44,53,,83.01,,,,,,,,,,6,0,6,0,6,0,7.33,0,0,,17,7.33,,
Adrian Barath,0,3,,,,10002,,,PBKS,Punjab Kings,10002,,,3,,42,42,,100.00,,,,,,,,,,5,1,5,1,2,1,21.00,0,0,,33,21.00,,
Ajit Agarkar,464,7,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,4,,40,29,,137.93,,,,,,,,,,4,0,4,0,1,3,40.00,0,0,,17,40.00,,
Amit Mishra,107,14,,,,10002,,,DC,Delhi Capitals,10002,,,7,,39,51,,76.47,,,,,,,,,,1,0,1,0,4,3,9.75,0,0,,12,9.75,,
Michael Hussey,0,3,,,,10002,,,CSK,Chennai Super Kings,10002,,,3,,37,44,,84.09,,,,,,,,,,2,0,2,0,2,1,18.50,0,0,,15,18.50,,
Laxmi Ratan Shukla,0,4,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,2,,36,26,,138.46,,,,,,,,,,3,2,3,2,2,0,18.00,0,0,,19,18.00,,
Bodapati Sumanth,0,5,,,,10002,,,DEC,Deccan Chargers,10002,,,4,,35,37,,94.59,,,,,,,,,,3,0,3,0,1,3,35.00,0,0,,16,35.00,,
Eoin Morgan,308,6,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,4,,35,30,,116.66,,,,,,,,,,2,1,2,1,3,1,11.66,0,0,,17,11.66,,
Aditya Dole,0,3,,,,10002,,,RR,Rajasthan Royals,10002,,,2,,34,22,,154.54,,,,,,,,,,3,1,3,1,2,0,17.00,0,0,,30,17.00,,
Venugopal Rao,0,6,,,,10002,,,DEC,Deccan Chargers,10002,,,5,,34,43,,79.06,,,,,,,,,,3,1,3,1,4,1,8.50,0,0,,24,8.50,,
Daniel Vettori,0,3,,,,10002,,,DC,Delhi Capitals,10002,,,3,,33,27,,122.22,,,,,,,,,,4,0,4,0,1,2,33.00,0,0,,19*,33.00,,
Sanath Jayasuriya,0,4,,,,10002,,,MI,Mumbai Indians,10002,,,4,,33,31,,106.45,,,,,,,,,,4,1,4,1,4,0,8.25,0,0,,23,8.25,,
MF Maharoof,0,7,,,,10002,,,DC,Delhi Capitals,10002,,,4,,31,23,,134.78,,,,,,,,,,2,2,2,2,3,1,10.33,0,0,,28,10.33,,
Chaminda Vaas,493,6,,,,10002,,,DEC,Deccan Chargers,10002,,,5,,30,34,,88.23,,,,,,,,,,1,1,1,1,4,1,7.50,0,0,,16,7.50,,
Ravichandran Ashwin,45,12,,,,10002,,,CSK,Chennai Super Kings,10002,,,6,,30,40,,75.00,,,,,,,,,,2,0,2,0,4,2,7.50,0,0,,11*,7.50,,
Rahul Sharma,0,6,,,,10002,,,DEC,Deccan Chargers,10002,,,4,,29,26,,111.53,,,,,,,,,,3,1,3,1,3,1,9.66,0,0,,14*,9.66,,
Mitchell Marsh,40,3,,,,10002,,,DEC,Deccan Chargers,10002,,,2,,28,30,,93.33,,,,,,,,,,1,1,1,1,2,0,14.00,0,0,,15,14.00,,
Mohammad Kaif,465,4,,,,10002,,,PBKS,Punjab Kings,10002,,,3,,28,30,,93.33,,,,,,,,,,2,0,2,0,3,0,9.33,0,0,,14,9.33,,
Sridharan Sriram,0,1,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,1,,27,29,,93.10,,,,,,,,,,3,0,3,0,1,0,27.00,0,0,,27,27.00,,
Shanthakumaran Sreesanth,0,6,,,,10002,,,PBKS,Punjab Kings,10002,,,3,,27,21,,128.57,,,,,,,,,,5,0,5,0,0,3,0.00,0,0,,15*,0.00,,
Vinay Kumar,0,14,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,5,,27,32,,84.37,,,,,,,,,,1,0,1,0,4,1,6.75,0,0,,10*,6.75,,
JM Kemp,0,5,,,,10002,,,CSK,Chennai Super Kings,10002,,,2,,26,24,,108.33,,,,,,,,,,1,1,1,1,2,0,13.00,0,0,,22,13.00,,
Rajat Bhatia,0,5,,,,10002,,,DC,Delhi Capitals,10002,,,3,,24,17,,141.17,,,,,,,,,,1,2,1,2,3,0,8.00,0,0,,21,8.00,,
Zaheer Khan,462,14,,,,10002,,,MI,Mumbai Indians,10002,,,4,,24,13,,184.61,,,,,,,,,,3,1,3,1,1,3,24.00,0,0,,23*,24.00,,
Ashish Nehra,0,4,,,,10002,,,DC,Delhi Capitals,10002,,,2,,23,20,,115.00,,,,,,,,,,2,1,2,1,1,1,23.00,0,0,,22*,23.00,,
Dwayne Smith,0,3,,,,10002,,,DEC,Deccan Chargers,10002,,,3,,22,25,,88.00,,,,,,,,,,1,1,1,1,2,1,11.00,0,0,,13*,11.00,,
Murali Kartik,0,10,,,,10002,,,KKR,Kolkata Knight Riders,10002,,,2,,22,22,,100.00,,,,,,,,,,2,0,2,0,2,0,11.00,0,0,,21,11.00,,
Aaron Finch,3,1,,,,10002,,,RR,Rajasthan Royals,10002,,,1,,21,21,,100.00,,,,,,,,,,0,1,0,1,1,0,21.00,0,0,,21,21.00,,
Siddharth Trivedi,0,11,,,,10002,,,RR,Rajasthan Royals,10002,,,4,,20,14,,142.85,,,,,,,,,,3,1,3,1,2,2,10.00,0,0,,9,10.00,,
Damien Martyn,0,1,,,,10002,,,RR,Rajasthan Royals,10002,,,1,,19,24,,79.16,,,,,,,,,,1,0,1,0,1,0,19.00,0,0,,19,19.00,,
George Bailey,0,1,,,,10002,,,CSK,Chennai Super Kings,10002,,,1,,18,27,,66.66,,,,,,,,,,2,0,2,0,1,0,18.00,0,0,,18,18.00,,
Karan Goel,0,6,,,,10002,,,PBKS,Punjab Kings,10002,,,2,,18,20,,90.00,,,,,,,,,,1,1,1,1,1,1,18.00,0,0,,17*,18.00,,
Lakshmipathy Balaji,0,7,,,,10002,,,CSK,Chennai Super Kings,10002,,,3,,18,20,,90.00,,,,,,,,,,1,1,1,1,2,1,9.00,0,0,,15,9.00,,
Doug Bollinger,0,8,,,,10002,,,CSK,Chennai Super Kings,10002,,,2,,18,17,,105.88,,,,,,,,,,1,1,1,1,0,2,0.00,0,0,,16*,0.00,,
Chandan Madan,0,1,,,,10002,,,MI,Mumbai Indians,10002,,,1,,15,19,,78.94,,,,,,,,,,3,0,3,0,1,0,15.00,0,0,,15,15.00,,
Sumit Narwal,0,5,,,,10002,,,RR,Rajasthan Royals,10002,,,3,,14,12,,116.66,,,,,,,,,,2,0,2,0,2,1,7.00,0,0,,12,7.00,,
Mark Boucher,0,5,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,2,,13,10,,130.00,,,,,,,,,,0,1,0,1,1,1,13.00,0,0,,11*,13.00,,
Dale Steyn,230,15,,,,10002,,,RCB,Royal Challengers Bangalore,10002,,,4,,13,17,,76.47,,,,,,,,,,2,0,2,0,4,0,3.25,0,0,,8,3.25,,
Dimitri Mascarenhas,0,2,,,,10002,,,RR,Rajasthan Royals,10002,,,2,,12,10,,120.00,,,,,,,,,,0,0,0,0,1,1,12.00,0,0,,9*,12.00,,
