StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings
Irfan Pathan,458,14,,,,10001,,,PBKS,Punjab Kings,10001,,,12,,196,158,,124.05,,,,,,,,,,17,6,17,6,10,2,19.60,0,0,,39,19.60,,
Abhishek Nayar,0,13,,,,10001,,,MI,Mumbai Indians,10001,,,11,,193,152,,126.97,,,,,,,,,,14,7,14,7,9,2,21.44,0,0,,35,21.44,,
Sourav Ganguly,0,13,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,11,,189,207,,91.30,,,,,,,,,,13,6,13,6,11,0,17.18,0,0,,46,17.18,,
Subramaniam Badrinath,0,14,,,,10001,,,CSK,Chennai Super Kings,10001,,,11,,177,164,,107.92,,,,,,,,,,20,4,20,4,9,2,19.66,1,0,,59*,19.66,,
Robin Uthappa,153,15,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,13,,175,170,,102.94,,,,,,,,,,18,3,18,3,11,2,15.90,1,0,,66*,15.90,,
Chris Gayle,126,7,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,7,,171,143,,119.58,,,,,,,,,,15,10,15,10,6,1,28.50,0,0,,44*,28.50,,
Manish Pandey,16,5,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,4,,168,118,,142.37,,,,,,,,,,17,4,17,4,2,2,84.00,0,1,,114*,84.00,,
Naman Ojha,0,8,,,,10001,,,RR,Rajasthan Royals,10001,,,8,,168,144,,116.66,,,,,,,,,,11,11,11,11,7,1,24.00,2,0,,68,24.00,,
Mark Boucher,0,12,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,9,,150,116,,129.31,,,,,,,,,,8,6,8,6,5,4,30.00,0,0,,48*,30.00,,
Simon Katich,0,9,,,,10001,,,PBKS,Punjab Kings,10001,,,9,,145,117,,123.93,,,,,,,,,,15,6,15,6,9,0,16.11,1,0,,50,16.11,,
Ajinkya Rahane,44,8,,,,10001,,,MI,Mumbai Indians,10001,,,7,,144,123,,117.07,,,,,,,,,,12,3,12,3,6,1,24.00,2,0,,62*,24.00,,
Parthiv Patel,48,9,,,,10001,,,CSK,Chennai Super Kings,10001,,,9,,142,126,,112.69,,,,,,,,,,19,2,19,2,9,0,15.77,0,0,,36,15.77,,
Ravi Bopara,0,5,,,,10001,,,PBKS,Punjab Kings,10001,,,5,,138,119,,115.96,,,,,,,,,,8,7,8,7,5,0,27.60,1,0,,84,27.60,,
Karan Goel,0,9,,,,10001,,,PBKS,Punjab Kings,10001,,,9,,124,133,,93.23,,,,,,,,,,9,4,9,4,8,1,15.50,0,0,,38,15.50,,
Venugopal Rao,0,16,,,,10001,,,DEC,Deccan Chargers,10001,,,13,,124,114,,108.77,,,,,,,,,,6,3,6,3,11,2,11.27,0,0,,32,11.27,,
Roelof van der Merwe,649,10,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,8,,122,98,,124.48,,,,,,,,,,8,8,8,8,8,0,15.25,0,0,,35,15.25,,
Sunny Sohal,0,8,,,,10001,,,PBKS,Punjab Kings,10001,,,8,,115,93,,123.65,,,,,,,,,,9,8,9,8,8,0,14.37,0,0,,43,14.37,,
Shane Warne,0,13,,,,10001,,,RR,Rajasthan Royals,10001,,,11,,108,116,,93.10,,,,,,,,,,6,4,6,4,8,3,13.50,0,0,,34*,13.50,,
Rob Quiney,0,7,,,,10001,,,RR,Rajasthan Royals,10001,,,7,,103,102,,100.98,,,,,,,,,,12,3,12,3,7,0,14.71,1,0,,51,14.71,,
David Hussey,0,4,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,4,,98,59,,166.10,,,,,,,,,,7,6,7,6,4,0,24.50,0,0,,43,24.50,,
Swapnil Asnodkar,0,8,,,,10001,,,RR,Rajasthan Royals,10001,,,8,,98,93,,105.37,,,,,,,,,,11,4,11,4,8,0,12.25,0,0,,44,12.25,,
Albie Morkel,481,12,,,,10001,,,CSK,Chennai Super Kings,10001,,,10,,97,70,,138.57,,,,,,,,,,8,4,8,4,4,6,24.25,0,0,,21*,24.25,,
Kevin Pietersen,0,6,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,6,,93,85,,109.41,,,,,,,,,,8,2,8,2,6,0,15.50,0,0,,37,15.50,,
Jacob Oram,0,11,,,,10001,,,CSK,Chennai Super Kings,10001,,,8,,88,93,,94.62,,,,,,,,,,5,4,5,4,6,2,14.66,0,0,,41*,14.66,,
Harbhajan Singh,95,13,,,,10001,,,MI,Mumbai Indians,10001,,,10,,84,53,,158.49,,,,,,,,,,6,5,6,5,8,2,10.50,0,0,,20,10.50,,
Laxmi Ratan Shukla,0,9,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,6,,83,85,,97.64,,,,,,,,,,5,3,5,3,5,1,16.60,0,0,,48*,16.60,,
Lee Carseldine,0,5,,,,10001,,,RR,Rajasthan Royals,10001,,,5,,81,68,,119.11,,,,,,,,,,11,0,11,0,4,1,20.25,0,0,,39,20.25,,
Abhishek Raut,0,9,,,,10001,,,RR,Rajasthan Royals,10001,,,7,,78,61,,127.86,,,,,,,,,,5,3,5,3,4,3,19.50,0,0,,36*,19.50,,
Wriddhiman Saha,225,8,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,7,,72,41,,175.60,,,,,,,,,,3,4,3,4,3,4,24.00,0,0,,25*,24.00,,
Azhar Bilakhia,0,6,,,,10001,,,DEC,Deccan Chargers,10001,,,6,,67,81,,82.71,,,,,,,,,,5,0,5,0,4,2,16.75,0,0,,22,16.75,,
Ajit Agarkar,464,11,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,7,,66,57,,115.78,,,,,,,,,,3,3,3,3,2,5,33.00,0,0,,39,33.00,,
Dwaraka Ravi Teja,0,9,,,,10001,,,DEC,Deccan Chargers,10001,,,6,,65,70,,92.85,,,,,,,,,,7,0,7,0,3,3,21.66,0,0,,27,21.66,,
Praveen Kumar,0,13,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,8,,65,46,,141.30,,,,,,,,,,1,6,1,6,5,3,13.00,0,0,,14*,13.00,,
Andrew Flintoff,0,3,,,,10001,,,CSK,Chennai Super Kings,10001,,,3,,62,53,,116.98,,,,,,,,,,5,2,5,2,2,1,31.00,0,0,,24,31.00,,
Murali Vijay,53,4,,,,10001,,,CSK,Chennai Super Kings,10001,,,4,,60,67,,89.55,,,,,,,,,,4,2,4,2,4,0,15.00,0,0,,31,15.00,,
Jesse Ryder,0,5,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,5,,56,49,,114.28,,,,,,,,,,9,0,9,0,5,0,11.20,0,0,,32,11.20,,
Shreevats Goswami,223,2,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,2,,53,60,,88.33,,,,,,,,,,6,0,6,0,2,0,26.50,0,0,,43,26.50,,
Pinal Shah,0,9,,,,10001,,,MI,Mumbai Indians,10001,,,5,,53,51,,103.92,,,,,,,,,,4,2,4,2,3,2,17.66,0,0,,29,17.66,,
Johan Botha,0,3,,,,10001,,,RR,Rajasthan Royals,10001,,,3,,47,40,,117.50,,,,,,,,,,5,0,5,0,2,1,23.50,0,0,,37,23.50,,
Yashpal Singh,0,8,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,4,,47,66,,71.21,,,,,,,,,,5,0,5,0,4,0,11.75,0,0,,20,11.75,,
Vinay Kumar,0,11,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,8,,47,44,,106.81,,,,,,,,,,4,1,4,1,5,3,9.40,0,0,,12,9.40,,
George Bailey,0,3,,,,10001,,,CSK,Chennai Super Kings,10001,,,2,,45,39,,115.38,,,,,,,,,,7,0,7,0,2,0,22.50,0,0,,30,22.50,,
Luke Pomersbach,0,4,,,,10001,,,PBKS,Punjab Kings,10001,,,4,,41,49,,83.67,,,,,,,,,,3,1,3,1,4,0,10.25,0,0,,26,10.25,,
Shikhar Dhawan,11,5,,,,10001,,,MI,Mumbai Indians,10001,,,4,,40,45,,88.88,,,,,,,,,,3,0,3,0,4,0,10.00,0,0,,22,10.00,,
Dimitri Mascarenhas,0,5,,,,10001,,,RR,Rajasthan Royals,10001,,,4,,39,39,,100.00,,,,,,,,,,4,0,4,0,4,0,9.75,0,0,,27,9.75,,
Moises Henriques,133,4,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,3,,38,40,,95.00,,,,,,,,,,2,1,2,1,2,1,19.00,0,0,,30*,19.00,,
Munaf Patel,460,11,,,,10001,,,RR,Rajasthan Royals,10001,,,5,,33,26,,126.92,,,,,,,,,,5,0,5,0,3,2,11.00,0,0,,23*,11.00,,
Piyush Chawla,149,14,,,,10001,,,PBKS,Punjab Kings,10001,,,10,,31,36,,86.11,,,,,,,,,,3,0,3,0,5,5,6.20,0,0,,8*,6.20,,
Chaminda Vaas,493,2,,,,10001,,,DEC,Deccan Chargers,10001,,,2,,30,21,,142.85,,,,,,,,,,1,1,1,1,1,1,30.00,0,0,,20,30.00,,
Wilkin Mota,0,8,,,,10001,,,PBKS,Punjab Kings,10001,,,6,,30,48,,62.50,,,,,,,,,,0,0,0,0,5,1,6.00,0,0,,12,6.00,,
Brett Lee,300,5,,,,10001,,,PBKS,Punjab Kings,10001,,,4,,28,34,,82.35,,,,,,,,,,2,1,2,1,2,2,14.00,0,0,,14*,14.00,,
Amit Mishra,107,11,,,,10001,,,DC,Delhi Capitals,10001,,,5,,26,20,,130.00,,,,,,,,,,2,2,2,2,3,2,8.66,0,0,,13*,8.66,,
Ramesh Powar,0,9,,,,10001,,,PBKS,Punjab Kings,10001,,,4,,23,22,,104.54,,,,,,,,,,2,0,2,0,1,3,23.00,0,0,,10,23.00,,
Ryan Harris,0,8,,,,10001,,,DEC,Deccan Chargers,10001,,,5,,21,18,,116.66,,,,,,,,,,0,0,0,0,1,4,21.00,0,0,,9*,21.00,,
Murali Kartik,0,10,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,2,,21,20,,105.00,,,,,,,,,,0,0,0,0,0,2,0.00,0,0,,11*,0.00,,
Joginder Sharma,0,4,,,,10001,,,CSK,Chennai Super Kings,10001,,,2,,20,18,,111.11,,,,,,,,,,0,1,0,1,1,1,20.00,0,0,,16*,20.00,,
Shadab Jakati,0,9,,,,10001,,,CSK,Chennai Super Kings,10001,,,2,,20,15,,133.33,,,,,,,,,,3,0,3,0,1,1,20.00,0,0,,13,20.00,,
Rajesh Bishnoi,0,3,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,3,,19,17,,111.76,,,,,,,,,,1,2,1,2,3,0,6.33,0,0,,18,6.33,,
VVS Laxman,0,5,,,,10001,,,DEC,Deccan Chargers,10001,,,5,,19,33,,57.57,,,,,,,,,,1,1,1,1,5,0,3.80,0,0,,10,3.80,,
Niraj Patel,0,4,,,,10001,,,RR,Rajasthan Royals,10001,,,2,,18,38,,47.36,,,,,,,,,,1,0,1,0,2,0,9.00,0,0,,14,9.00,,
Balachandra Akhil,0,6,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,3,,17,15,,113.33,,,,,,,,,,1,1,1,1,2,1,8.50,0,0,,9,8.50,,
Angelo Mathews,275,1,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,1,,16,13,,123.07,,,,,,,,,,2,0,2,0,1,0,16.00,0,0,,16,16.00,,
Mahesh Rawat,0,5,,,,10001,,,RR,Rajasthan Royals,10001,,,3,,16,19,,84.21,,,,,,,,,,1,0,1,0,0,3,0.00,0,0,,8*,0.00,,
Ishant Sharma,50,11,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,3,,16,13,,123.07,,,,,,,,,,1,1,1,1,2,1,8.00,0,0,,9,8.00,,
Anil Kumble,0,16,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,7,,16,19,,84.21,,,,,,,,,,2,0,2,0,1,6,16.00,0,0,,7*,16.00,,
Graham Napier,0,1,,,,10001,,,MI,Mumbai Indians,10001,,,1,,15,16,,93.75,,,,,,,,,,1,0,1,0,1,0,15.00,0,0,,15,15.00,,
Wasim Jaffer,0,2,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,2,,15,17,,88.23,,,,,,,,,,2,0,2,0,2,0,7.50,0,0,,8,7.50,,
Scott Styris,0,2,,,,10001,,,DEC,Deccan Chargers,10001,,,1,,14,8,,175.00,,,,,,,,,,0,1,0,1,1,0,14.00,0,0,,14,14.00,,
Saurabh Tiwary,540,4,,,,10001,,,MI,Mumbai Indians,10001,,,3,,13,12,,108.33,,,,,,,,,,0,0,0,0,1,2,13.00,0,0,,6*,13.00,,
Manpreet Gony,507,7,,,,10001,,,CSK,Chennai Super Kings,10001,,,3,,13,7,,185.71,,,,,,,,,,0,2,0,2,2,1,6.50,0,0,,7,6.50,,
Rohan Raje,0,4,,,,10001,,,MI,Mumbai Indians,10001,,,2,,12,9,,133.33,,,,,,,,,,0,1,0,1,1,1,12.00,0,0,,11*,12.00,,
Aakash Chopra,0,2,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,1,,11,19,,57.89,,,,,,,,,,2,0,2,0,1,0,11.00,0,0,,11,11.00,,
Tyron Henderson,0,2,,,,10001,,,RR,Rajasthan Royals,10001,,,2,,11,16,,68.75,,,,,,,,,,0,1,0,1,2,0,5.50,0,0,,11,5.50,,
Dillon du Preez,0,2,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,1,,10,13,,76.92,,,,,,,,,,0,0,0,0,1,0,10.00,0,0,,10,10.00,,
Shane Harwood,0,3,,,,10001,,,RR,Rajasthan Royals,10001,,,2,,9,14,,64.28,,,,,,,,,,0,0,0,0,0,2,0.00,0,0,,6*,0.00,,
Siddharth Trivedi,0,7,,,,10001,,,RR,Rajasthan Royals,10001,,,3,,9,18,,50.00,,,,,,,,,,0,0,0,0,2,1,4.50,0,0,,6*,4.50,,
Dhawal Kulkarni,178,8,,,,10001,,,MI,Mumbai Indians,10001,,,4,,9,17,,52.94,,,,,,,,,,0,0,0,0,2,2,4.50,0,0,,7*,4.50,,
Morne Morkel,0,2,,,,10001,,,RR,Rajasthan Royals,10001,,,1,,8,8,,100.00,,,,,,,,,,1,0,1,0,1,0,8.00,0,0,,8,8.00,,
Ravichandran Ashwin,45,2,,,,10001,,,CSK,Chennai Super Kings,10001,,,1,,8,15,,53.33,,,,,,,,,,1,0,1,0,1,0,8.00,0,0,,8,8.00,,
Zaheer Khan,462,6,,,,10001,,,MI,Mumbai Indians,10001,,,4,,8,11,,72.72,,,,,,,,,,0,0,0,0,1,3,8.00,0,0,,4*,8.00,,
Muttiah Muralitharan,492,13,,,,10001,,,CSK,Chennai Super Kings,10001,,,4,,8,8,,100.00,,,,,,,,,,1,0,1,0,2,2,4.00,0,0,,4,4.00,,
RP Singh,0,16,,,,10001,,,DEC,Deccan Chargers,10001,,,6,,8,17,,47.05,,,,,,,,,,0,0,0,0,4,2,2.00,0,0,,4,2.00,,
Arindam Ghosh,0,2,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,2,,7,8,,87.50,,,,,,,,,,1,0,1,0,2,0,3.50,0,0,,7,3.50,,
Siddharth Chitnis,0,1,,,,10001,,,RR,Rajasthan Royals,10001,,,1,,6,8,,75.00,,,,,,,,,,1,0,1,0,1,0,6.00,0,0,,6,6.00,,
Paul Valthaty,0,2,,,,10001,,,RR,Rajasthan Royals,10001,,,2,,6,12,,50.00,,,,,,,,,,1,0,1,0,2,0,3.00,0,0,,5,3.00,,
Shoaib Shaikh,0,2,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,1,,6,7,,85.71,,,,,,,,,,1,0,1,0,1,0,6.00,0,0,,6,6.00,,
Shanthakumaran Sreesanth,0,7,,,,10001,,,PBKS,Punjab Kings,10001,,,2,,5,18,,27.77,,,,,,,,,,1,0,1,0,0,2,0.00,0,0,,4*,0.00,,
Lakshmipathy Balaji,0,13,,,,10001,,,CSK,Chennai Super Kings,10001,,,4,,4,10,,40.00,,,,,,,,,,0,0,0,0,3,1,1.33,0,0,,2*,1.33,,
Kamran Khan,0,5,,,,10001,,,RR,Rajasthan Royals,10001,,,1,,3,5,,60.00,,,,,,,,,,0,0,0,0,1,0,3.00,0,0,,3,3.00,,
Mashrafe Mortaza,249,1,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,1,,2,2,,100.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,2*,0.00,,
Mohammad Ashraful,0,1,,,,10001,,,MI,Mumbai Indians,10001,,,1,,2,10,,20.00,,,,,,,,,,0,0,0,0,1,0,2.00,0,0,,2,2.00,,
Thilan Thushara,491,2,,,,10001,,,CSK,Chennai Super Kings,10001,,,2,,2,7,,28.57,,,,,,,,,,0,0,0,0,1,1,2.00,0,0,,1*,2.00,,
Ashok Dinda,0,9,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,2,,2,3,,66.66,,,,,,,,,,0,0,0,0,2,0,1.00,0,0,,2,1.00,,
Taruwar Kohli,0,2,,,,10001,,,PBKS,Punjab Kings,10001,,,2,,1,4,,25.00,,,,,,,,,,0,0,0,0,1,1,1.00,0,0,,1,1.00,,
Pankaj Singh,0,3,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,2,,1,2,,50.00,,,,,,,,,,0,0,0,0,1,1,1.00,0,0,,1*,1.00,,
Amit Singh,0,5,,,,10001,,,RR,Rajasthan Royals,10001,,,2,,1,3,,33.33,,,,,,,,,,0,0,0,0,1,1,1.00,0,0,,1*,1.00,,
Shoaib Ahmed,0,7,,,,10001,,,DEC,Deccan Chargers,10001,,,3,,1,6,,16.66,,,,,,,,,,0,0,0,0,2,1,0.50,0,0,,1*,0.50,,
Pragyan Ojha,459,15,,,,10001,,,DEC,Deccan Chargers,10001,,,4,,1,7,,14.28,,,,,,,,,,0,0,0,0,3,1,0.33,0,0,,1,0.33,,
Luke Ronchi,0,1,,,,10001,,,MI,Mumbai Indians,10001,,,1,,0,2,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Tanmay Srivastava,0,2,,,,10001,,,PBKS,Punjab Kings,10001,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
Chetanya Nanda,0,3,,,,10001,,,MI,Mumbai Indians,10001,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
Dale Steyn,230,3,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,2,,0,3,,0.00,,,,,,,,,,0,0,0,0,1,1,0.00,0,0,,0*,0.00,,
Ajantha Mendis,512,4,,,,10001,,,KKR,Kolkata Knight Riders,10001,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,1,0,0.00,0,0,,0*,0.00,,
KP Appanna,0,5,,,,10001,,,RCB,Royal Challengers Bangalore,10001,,,1,,0,1,,0.00,,,,,,,,,,0,0,0,0,0,1,0.00,0,0,,0*,0.00,,
Lasith Malinga,167,13,,,,10001,,,MI,Mumbai Indians,10001,,,3,,0,1,,0.00,,,,,,,,,,0,0,0,0,2,1,0.00,0,0,,0*,0.00,,
